# event_ticker=KXATPMATCH-26APR22MARQUI
# final_score=7-6(5) 7-6(6)
# score_resolution=6-7 6-7
# match_winner=Fabian Marozsan
# fav_player=Ethan Quinn
# dog_player=Fabian Marozsan
# kalshi_date=2026-04-22
timestamp,Fabian Marozsan,Ethan Quinn
2026-04-22T22:54:00Z,,44.00
2026-04-22T22:58:00Z,57.00,44.00
2026-04-22T23:26:00Z,57.00,44.00
2026-04-22T23:35:00Z,56.00,44.00
2026-04-22T23:41:00Z,56.00,44.00
2026-04-22T23:58:00Z,56.00,44.00
2026-04-23T00:01:00Z,56.00,44.00
2026-04-23T00:06:00Z,56.00,44.00
2026-04-23T00:14:00Z,56.00,44.00
2026-04-23T00:17:00Z,56.00,44.00
2026-04-23T00:49:00Z,57.00,43.00
2026-04-23T01:16:00Z,57.00,43.00
2026-04-23T02:01:00Z,57.00,44.00
2026-04-23T02:04:00Z,57.00,44.00
2026-04-23T02:06:00Z,57.00,44.00
2026-04-23T02:17:00Z,57.00,44.00
2026-04-23T02:31:00Z,57.00,44.00
2026-04-23T02:33:00Z,57.00,44.00
2026-04-23T02:37:00Z,57.00,44.00
2026-04-23T02:45:00Z,57.00,44.00
2026-04-23T02:47:00Z,57.00,44.00
2026-04-23T02:51:00Z,57.00,44.00
2026-04-23T02:54:00Z,57.00,44.00
2026-04-23T02:56:00Z,57.00,44.00
2026-04-23T03:02:00Z,57.00,44.00
2026-04-23T03:17:00Z,57.00,44.00
2026-04-23T03:29:00Z,57.00,44.00
2026-04-23T03:31:00Z,57.00,44.00
2026-04-23T03:36:00Z,57.00,44.00
2026-04-23T03:37:00Z,57.00,44.00
2026-04-23T03:44:00Z,57.00,44.00
2026-04-23T03:46:00Z,57.00,44.00
2026-04-23T03:51:00Z,57.00,44.00
2026-04-23T03:58:00Z,57.87,44.00
2026-04-23T04:11:00Z,57.87,44.00
2026-04-23T04:16:00Z,57.87,44.00
2026-04-23T04:22:00Z,57.87,44.00
2026-04-23T04:24:00Z,57.87,44.00
2026-04-23T04:29:00Z,57.87,44.00
2026-04-23T04:30:00Z,57.87,44.00
2026-04-23T04:34:00Z,57.87,45.00
2026-04-23T04:38:00Z,57.00,45.00
2026-04-23T04:39:00Z,57.00,45.00
2026-04-23T04:47:00Z,57.00,44.98
2026-04-23T04:51:00Z,57.00,45.00
2026-04-23T04:53:00Z,57.00,45.00
2026-04-23T04:54:00Z,57.00,45.00
2026-04-23T04:56:00Z,57.00,45.00
2026-04-23T04:59:00Z,57.00,45.00
2026-04-23T05:03:00Z,57.00,45.00
2026-04-23T05:12:00Z,57.00,45.00
2026-04-23T05:13:00Z,57.00,45.00
2026-04-23T05:20:00Z,57.00,45.00
2026-04-23T05:21:00Z,57.00,45.00
2026-04-23T05:23:00Z,57.00,45.00
2026-04-23T05:25:00Z,57.00,45.00
2026-04-23T05:27:00Z,57.00,45.00
2026-04-23T05:32:00Z,56.00,45.00
2026-04-23T05:38:00Z,56.64,45.00
2026-04-23T05:41:00Z,56.64,45.00
2026-04-23T05:42:00Z,56.64,45.00
2026-04-23T05:43:00Z,57.00,45.00
2026-04-23T05:56:00Z,57.00,45.00
2026-04-23T06:01:00Z,58.00,45.00
2026-04-23T06:03:00Z,58.00,45.00
2026-04-23T06:05:00Z,56.32,45.00
