# event_ticker=KXATPMATCH-26APR07RUBBER
# final_score=6-4 6-1
# match_winner=Zizou Bergs
# fav_player=Zizou Bergs
# dog_player=Andrey Rublev
# kalshi_date=2026-04-07
timestamp,Zizou Bergs,Andrey Rublev
2026-04-07T21:25:00Z,,69.00
2026-04-07T21:28:00Z,,69.00
2026-04-07T21:30:00Z,,70.00
2026-04-07T21:45:00Z,,67.00
2026-04-07T21:55:00Z,,70.00
2026-04-07T22:17:00Z,,70.00
2026-04-07T22:18:00Z,,67.00
2026-04-07T22:27:00Z,,67.00
2026-04-07T22:29:00Z,,70.00
2026-04-07T22:32:00Z,,70.00
2026-04-07T22:51:00Z,,70.00
2026-04-07T23:03:00Z,,70.00
2026-04-07T23:05:00Z,,70.00
2026-04-07T23:10:00Z,,70.00
2026-04-07T23:15:00Z,,70.00
2026-04-07T23:20:00Z,,70.00
2026-04-07T23:28:00Z,32.00,70.00
2026-04-07T23:47:00Z,32.00,70.00
2026-04-07T23:55:00Z,32.00,70.00
2026-04-07T23:57:00Z,32.00,70.00
2026-04-07T23:58:00Z,32.00,70.00
2026-04-08T00:02:00Z,32.00,70.00
2026-04-08T00:03:00Z,32.00,69.00
2026-04-08T00:13:00Z,32.00,70.00
2026-04-08T00:20:00Z,32.00,70.00
2026-04-08T00:24:00Z,32.00,70.00
2026-04-08T00:47:00Z,32.00,70.00
2026-04-08T00:48:00Z,32.00,70.00
2026-04-08T00:49:00Z,32.00,70.00
2026-04-08T00:52:00Z,32.00,70.00
2026-04-08T00:56:00Z,32.00,70.00
2026-04-08T01:09:00Z,32.00,70.00
2026-04-08T01:11:00Z,32.00,70.00
2026-04-08T01:13:00Z,32.00,70.00
2026-04-08T01:16:00Z,32.00,70.00
2026-04-08T01:23:00Z,32.00,70.00
2026-04-08T01:25:00Z,32.00,70.00
2026-04-08T01:27:00Z,32.00,70.00
2026-04-08T01:28:00Z,32.00,70.00
2026-04-08T01:31:00Z,31.00,70.00
2026-04-08T01:35:00Z,31.00,70.00
2026-04-08T01:36:00Z,31.00,70.00
2026-04-08T01:45:00Z,31.00,70.00
2026-04-08T01:46:00Z,31.00,70.00
2026-04-08T01:48:00Z,31.00,70.00
2026-04-08T01:57:00Z,31.00,70.00
2026-04-08T01:59:00Z,31.00,68.29
2026-04-08T02:00:00Z,31.00,70.00
2026-04-08T02:04:00Z,31.00,70.00
2026-04-08T02:09:00Z,31.00,70.00
2026-04-08T02:13:00Z,31.00,70.00
2026-04-08T02:16:00Z,31.00,70.00
2026-04-08T02:22:00Z,31.00,70.00
2026-04-08T02:23:00Z,31.00,70.00
2026-04-08T02:24:00Z,31.00,70.00
2026-04-08T02:28:00Z,31.00,69.00
2026-04-08T02:32:00Z,31.00,69.00
2026-04-08T02:34:00Z,31.00,70.00
2026-04-08T02:36:00Z,31.00,70.00
2026-04-08T02:40:00Z,31.00,70.00
2026-04-08T02:43:00Z,31.00,70.00
2026-04-08T02:46:00Z,31.00,70.00
2026-04-08T02:51:00Z,31.00,70.00
2026-04-08T02:53:00Z,31.00,70.00
2026-04-08T02:54:00Z,31.00,70.00
2026-04-08T02:57:00Z,31.00,70.00
2026-04-08T02:58:00Z,31.00,70.00
2026-04-08T02:59:00Z,30.00,70.00
2026-04-08T03:03:00Z,30.00,70.00
2026-04-08T03:08:00Z,30.00,70.00
