# event_ticker=KXATPCHALLENGERMATCH-26MAR06BLAVIR
# final_score=7-5 7-6(3)
# score_resolution=7-5 7-6
# match_winner=Otto Virtanen
# fav_player=Otto Virtanen
# dog_player=Ugo Blanchet
# kalshi_date=2026-03-06
timestamp,Otto Virtanen,Ugo Blanchet
2026-03-06T14:10:00Z,74.98,29.45
2026-03-06T14:11:00Z,76.64,24.57
2026-03-06T14:12:00Z,74.93,28.70
2026-03-06T14:13:00Z,70.30,32.11
2026-03-06T14:14:00Z,67.37,34.34
2026-03-06T14:15:00Z,66.16,34.95
2026-03-06T14:16:00Z,68.58,33.31
2026-03-06T14:17:00Z,71.01,30.06
2026-03-06T14:18:00Z,71.02,30.90
2026-03-06T14:19:00Z,74.61,28.56
2026-03-06T14:20:00Z,72.51,29.01
2026-03-06T14:21:00Z,71.55,30.54
2026-03-06T14:22:00Z,69.38,31.91
2026-03-06T14:23:00Z,70.48,31.11
2026-03-06T14:24:00Z,71.27,29.95
2026-03-06T14:25:00Z,68.72,32.10
2026-03-06T14:26:00Z,69.84,30.86
2026-03-06T14:27:00Z,69.95,31.30
2026-03-06T14:28:00Z,67.00,34.01
2026-03-06T14:29:00Z,67.00,34.00
2026-03-06T14:30:00Z,68.88,33.68
2026-03-06T14:31:00Z,71.26,29.70
2026-03-06T14:32:00Z,68.95,31.06
2026-03-06T14:33:00Z,65.16,36.23
2026-03-06T14:34:00Z,64.62,39.36
2026-03-06T14:35:00Z,59.73,42.12
2026-03-06T14:36:00Z,56.15,45.96
2026-03-06T14:37:00Z,56.31,42.07
2026-03-06T14:38:00Z,43.33,58.57
2026-03-06T14:39:00Z,43.15,58.07
2026-03-06T14:40:00Z,46.31,55.06
2026-03-06T14:41:00Z,44.86,57.46
2026-03-06T14:42:00Z,49.61,51.77
2026-03-06T14:43:00Z,58.60,40.51
2026-03-06T14:44:00Z,61.97,38.77
2026-03-06T14:45:00Z,64.34,35.48
2026-03-06T14:46:00Z,67.08,32.33
2026-03-06T14:47:00Z,68.06,33.96
2026-03-06T14:48:00Z,72.43,28.44
2026-03-06T14:49:00Z,73.44,28.97
2026-03-06T14:50:00Z,72.41,28.99
2026-03-06T14:51:00Z,76.65,27.00
2026-03-06T14:52:00Z,84.21,16.75
2026-03-06T14:53:00Z,85.01,16.34
2026-03-06T14:54:00Z,87.22,15.09
2026-03-06T14:55:00Z,88.20,12.22
2026-03-06T14:56:00Z,88.27,12.07
2026-03-06T14:57:00Z,88.08,12.97
2026-03-06T14:58:00Z,88.12,14.64
2026-03-06T14:59:00Z,87.92,13.66
2026-03-06T15:00:00Z,88.56,13.07
2026-03-06T15:01:00Z,86.99,12.86
2026-03-06T15:02:00Z,87.78,13.83
2026-03-06T15:03:00Z,88.26,11.97
2026-03-06T15:04:00Z,88.19,13.63
2026-03-06T15:05:00Z,86.30,14.94
2026-03-06T15:06:00Z,85.97,15.21
2026-03-06T15:07:00Z,87.14,13.90
2026-03-06T15:08:00Z,87.99,12.62
2026-03-06T15:09:00Z,86.55,12.40
2026-03-06T15:10:00Z,84.99,15.51
2026-03-06T15:11:00Z,86.00,15.58
2026-03-06T15:12:00Z,85.40,14.91
2026-03-06T15:13:00Z,87.99,13.53
2026-03-06T15:14:00Z,86.60,13.65
2026-03-06T15:15:00Z,86.20,15.02
2026-03-06T15:16:00Z,84.65,16.25
2026-03-06T15:17:00Z,84.00,16.96
2026-03-06T15:18:00Z,82.66,16.80
2026-03-06T15:19:00Z,85.14,15.55
2026-03-06T15:20:00Z,86.86,14.07
2026-03-06T15:21:00Z,92.87,5.99
2026-03-06T15:22:00Z,93.74,6.48
2026-03-06T15:23:00Z,89.92,11.11
2026-03-06T15:24:00Z,85.72,14.52
2026-03-06T15:25:00Z,84.61,15.05
2026-03-06T15:26:00Z,83.44,16.84
2026-03-06T15:27:00Z,83.47,16.45
2026-03-06T15:28:00Z,78.81,23.91
2026-03-06T15:29:00Z,82.47,17.07
2026-03-06T15:30:00Z,82.41,17.83
2026-03-06T15:31:00Z,84.43,14.88
2026-03-06T15:32:00Z,81.52,18.83
2026-03-06T15:33:00Z,79.85,19.39
2026-03-06T15:34:00Z,81.36,18.92
2026-03-06T15:35:00Z,83.33,17.70
2026-03-06T15:36:00Z,83.52,18.20
2026-03-06T15:37:00Z,83.82,17.03
2026-03-06T15:38:00Z,82.59,18.41
2026-03-06T15:39:00Z,91.01,9.38
2026-03-06T15:40:00Z,96.79,2.88
2026-03-06T15:41:00Z,98.92,1.08
2026-03-06T15:42:00Z,99.00,1.00
2026-03-06T15:43:00Z,98.62,1.20
2026-03-06T15:44:00Z,99.00,1.20
2026-03-06T15:45:00Z,99.00,1.00
2026-03-06T15:46:00Z,99.00,1.00
2026-03-06T15:47:00Z,99.00,1.00
