# event_ticker=KXATPCHALLENGERMATCH-26MAR06BLAVIR
# final_score=7-5 7-6(3)
# score_resolution=7-5 7-6
# match_winner=Otto Virtanen
# fav_player=Otto Virtanen
# dog_player=Ugo Blanchet
# kalshi_date=2026-03-06
timestamp,Otto Virtanen,Ugo Blanchet
2026-03-06T02:33:00Z,72.00,
2026-03-06T03:00:00Z,72.00,30.00
2026-03-06T03:28:00Z,72.00,30.00
2026-03-06T05:08:00Z,72.00,30.00
2026-03-06T05:25:00Z,72.00,31.00
2026-03-06T05:31:00Z,70.00,31.00
2026-03-06T05:38:00Z,70.00,31.00
2026-03-06T05:42:00Z,70.00,31.00
2026-03-06T05:52:00Z,67.00,31.00
2026-03-06T06:11:00Z,67.00,31.37
2026-03-06T06:14:00Z,70.00,31.37
2026-03-06T06:20:00Z,70.00,33.00
2026-03-06T06:27:00Z,70.00,33.00
2026-03-06T06:44:00Z,70.00,33.00
2026-03-06T06:52:00Z,70.00,33.00
2026-03-06T06:53:00Z,70.00,33.00
2026-03-06T06:59:00Z,70.00,33.00
2026-03-06T07:06:00Z,70.00,32.00
2026-03-06T07:11:00Z,70.00,32.00
2026-03-06T07:13:00Z,70.00,33.00
2026-03-06T07:18:00Z,70.00,33.00
2026-03-06T07:20:00Z,70.00,31.30
2026-03-06T07:35:00Z,70.00,33.00
2026-03-06T07:57:00Z,70.00,33.00
2026-03-06T08:04:00Z,70.00,33.00
2026-03-06T09:23:00Z,69.22,33.00
2026-03-06T10:43:00Z,70.00,33.00
2026-03-06T10:44:00Z,70.00,30.00
2026-03-06T11:10:00Z,69.00,30.00
2026-03-06T11:11:00Z,70.00,30.00
2026-03-06T11:13:00Z,70.00,30.00
2026-03-06T11:44:00Z,70.00,32.00
2026-03-06T11:52:00Z,70.00,32.00
2026-03-06T11:59:00Z,70.00,32.00
2026-03-06T12:10:00Z,70.00,32.47
2026-03-06T12:14:00Z,70.00,33.00
2026-03-06T12:16:00Z,69.00,33.00
2026-03-06T12:20:00Z,69.00,33.00
2026-03-06T12:23:00Z,69.00,33.00
2026-03-06T12:32:00Z,69.00,33.00
2026-03-06T12:35:00Z,69.67,33.00
2026-03-06T12:36:00Z,70.00,33.00
2026-03-06T12:37:00Z,70.00,33.00
2026-03-06T12:39:00Z,70.00,33.00
2026-03-06T12:45:00Z,70.00,33.00
2026-03-06T12:48:00Z,70.00,33.00
2026-03-06T12:49:00Z,70.00,33.00
2026-03-06T12:51:00Z,70.00,33.00
2026-03-06T12:54:00Z,70.00,33.00
2026-03-06T12:56:00Z,69.00,33.00
2026-03-06T12:57:00Z,69.00,33.00
2026-03-06T12:59:00Z,69.00,33.00
2026-03-06T13:00:00Z,69.00,33.00
2026-03-06T13:02:00Z,69.00,33.00
2026-03-06T13:03:00Z,69.00,33.00
2026-03-06T13:04:00Z,69.00,33.00
2026-03-06T13:05:00Z,69.00,33.00
2026-03-06T13:06:00Z,68.00,33.00
2026-03-06T13:07:00Z,68.00,33.00
2026-03-06T13:08:00Z,68.00,32.95
2026-03-06T13:09:00Z,68.00,33.00
2026-03-06T13:10:00Z,68.00,33.00
2026-03-06T13:11:00Z,68.00,33.00
2026-03-06T13:12:00Z,68.00,33.00
2026-03-06T13:13:00Z,69.05,33.00
2026-03-06T13:14:00Z,69.05,33.00
2026-03-06T13:15:00Z,69.97,33.00
2026-03-06T13:16:00Z,69.95,33.00
2026-03-06T13:17:00Z,69.95,33.05
2026-03-06T13:18:00Z,68.88,33.54
2026-03-06T13:19:00Z,68.00,34.00
2026-03-06T13:20:00Z,68.00,34.00
2026-03-06T13:21:00Z,69.00,34.00
2026-03-06T13:22:00Z,69.00,34.00
2026-03-06T13:23:00Z,68.48,34.00
2026-03-06T13:24:00Z,69.00,34.00
2026-03-06T13:25:00Z,69.00,34.00
2026-03-06T13:26:00Z,69.00,34.00
2026-03-06T13:27:00Z,69.00,34.00
2026-03-06T13:28:00Z,69.00,34.00
2026-03-06T13:29:00Z,69.00,34.00
2026-03-06T13:30:00Z,69.00,34.00
2026-03-06T13:31:00Z,69.00,34.00
2026-03-06T13:32:00Z,69.00,34.00
2026-03-06T13:33:00Z,69.00,34.00
2026-03-06T13:34:00Z,69.00,34.00
2026-03-06T13:35:00Z,69.00,34.00
2026-03-06T13:36:00Z,69.00,33.35
2026-03-06T13:37:00Z,68.79,34.00
2026-03-06T13:38:00Z,69.00,34.00
2026-03-06T13:40:00Z,69.00,34.00
2026-03-06T13:41:00Z,69.00,34.00
2026-03-06T13:42:00Z,69.00,34.00
2026-03-06T13:43:00Z,69.00,34.00
2026-03-06T13:44:00Z,69.00,34.00
2026-03-06T13:45:00Z,69.00,34.00
2026-03-06T13:46:00Z,69.00,34.00
2026-03-06T13:47:00Z,69.00,34.00
2026-03-06T13:48:00Z,69.00,34.00
2026-03-06T13:49:00Z,69.00,34.00
2026-03-06T13:50:00Z,71.06,33.47
2026-03-06T13:51:00Z,70.00,33.00
2026-03-06T13:52:00Z,70.00,32.53
2026-03-06T13:53:00Z,70.00,32.65
2026-03-06T13:54:00Z,70.00,32.93
2026-03-06T13:55:00Z,69.85,33.00
2026-03-06T13:56:00Z,69.14,33.00
2026-03-06T13:57:00Z,70.00,32.53
2026-03-06T13:58:00Z,70.00,32.00
2026-03-06T13:59:00Z,70.00,33.00
2026-03-06T14:00:00Z,70.00,33.00
2026-03-06T14:01:00Z,70.00,33.00
2026-03-06T14:02:00Z,70.00,33.00
2026-03-06T14:03:00Z,70.00,33.00
2026-03-06T14:04:00Z,69.14,33.00
2026-03-06T14:05:00Z,69.00,33.00
2026-03-06T14:06:00Z,68.31,33.92
2026-03-06T14:07:00Z,68.42,34.90
2026-03-06T14:08:00Z,66.26,35.34
2026-03-06T14:09:00Z,66.89,33.22
