# event_ticker=KXATPCHALLENGERMATCH-26MAR05HEMGEA
# final_score=6-3 6-4
# match_winner=Arthur Gea
# fav_player=Arthur Gea
# dog_player=Calvin Hemery
# kalshi_date=2026-03-05
timestamp,Arthur Gea,Calvin Hemery
2026-03-05T02:39:00Z,72.00,
2026-03-05T05:38:00Z,72.00,30.00
2026-03-05T05:44:00Z,74.00,30.00
2026-03-05T05:45:00Z,74.00,30.00
2026-03-05T05:51:00Z,74.00,30.00
2026-03-05T06:06:00Z,74.00,28.00
2026-03-05T06:11:00Z,72.00,28.00
2026-03-05T06:19:00Z,72.00,28.00
2026-03-05T06:20:00Z,72.00,28.00
2026-03-05T06:31:00Z,72.00,28.00
2026-03-05T06:39:00Z,72.00,28.00
2026-03-05T06:43:00Z,72.00,28.00
2026-03-05T06:44:00Z,72.00,28.00
2026-03-05T06:55:00Z,72.97,28.00
2026-03-05T06:56:00Z,72.97,28.94
2026-03-05T06:57:00Z,73.00,28.94
2026-03-05T06:58:00Z,73.00,28.94
2026-03-05T07:00:00Z,73.00,28.94
2026-03-05T07:02:00Z,74.00,28.94
2026-03-05T07:03:00Z,74.00,28.94
2026-03-05T07:04:00Z,74.00,28.00
2026-03-05T07:06:00Z,74.00,28.00
2026-03-05T07:08:00Z,74.00,28.00
2026-03-05T07:09:00Z,74.00,28.00
2026-03-05T07:12:00Z,74.00,28.00
2026-03-05T07:13:00Z,74.00,28.00
2026-03-05T07:14:00Z,74.00,28.00
2026-03-05T07:15:00Z,74.00,28.00
2026-03-05T07:20:00Z,74.00,26.03
2026-03-05T07:27:00Z,74.00,27.00
2026-03-05T07:28:00Z,74.84,27.00
2026-03-05T07:29:00Z,74.94,27.00
2026-03-05T07:30:00Z,75.00,27.00
2026-03-05T07:32:00Z,75.00,27.00
2026-03-05T07:34:00Z,75.00,27.00
2026-03-05T07:35:00Z,75.00,27.00
2026-03-05T07:36:00Z,75.00,27.00
2026-03-05T07:38:00Z,75.00,27.00
2026-03-05T07:40:00Z,75.00,27.00
2026-03-05T07:41:00Z,75.00,27.00
2026-03-05T07:42:00Z,74.00,27.00
2026-03-05T07:44:00Z,74.00,27.00
2026-03-05T07:45:00Z,74.00,27.00
2026-03-05T07:46:00Z,74.00,26.00
2026-03-05T07:47:00Z,74.00,27.00
2026-03-05T07:50:00Z,74.00,27.00
2026-03-05T07:51:00Z,74.00,27.00
2026-03-05T07:54:00Z,74.00,27.00
2026-03-05T07:56:00Z,74.00,27.00
2026-03-05T08:00:00Z,74.00,27.00
