# event_ticker=KXATPCHALLENGERMATCH-26MAR23JONUCH
# final_score=6-4 4-6 6-4
# match_winner=Yasutaka Uchiyama
# fav_player=Yasutaka Uchiyama
# dog_player=Maximus Jones
# kalshi_date=2026-03-23
timestamp,Yasutaka Uchiyama,Maximus Jones
2026-03-23T17:08:00Z,70.00,
2026-03-23T19:06:00Z,71.00,
2026-03-23T19:33:00Z,69.00,
2026-03-23T22:21:00Z,70.00,
2026-03-23T23:10:00Z,70.00,
2026-03-23T23:18:00Z,70.00,32.00
2026-03-24T00:00:00Z,70.00,32.00
2026-03-24T00:13:00Z,70.00,32.00
2026-03-24T00:27:00Z,70.00,32.00
2026-03-24T00:31:00Z,70.00,32.00
2026-03-24T00:35:00Z,70.00,32.00
2026-03-24T01:05:00Z,70.00,32.00
2026-03-24T01:27:00Z,70.00,32.00
2026-03-24T02:09:00Z,70.00,32.00
2026-03-24T02:17:00Z,70.00,32.00
2026-03-24T02:22:00Z,70.00,32.00
2026-03-24T02:24:00Z,70.00,32.00
2026-03-24T02:25:00Z,70.00,31.00
2026-03-24T02:26:00Z,70.00,31.00
2026-03-24T02:29:00Z,70.00,31.00
2026-03-24T02:37:00Z,70.00,31.00
2026-03-24T02:38:00Z,70.00,31.00
2026-03-24T02:39:00Z,70.00,31.00
2026-03-24T02:40:00Z,70.00,31.00
2026-03-24T02:42:00Z,70.00,31.00
2026-03-24T02:44:00Z,70.00,29.00
2026-03-24T02:45:00Z,70.00,29.00
2026-03-24T02:55:00Z,70.81,29.00
2026-03-24T02:59:00Z,71.00,29.00
2026-03-24T03:00:00Z,71.00,29.00
2026-03-24T03:06:00Z,72.00,29.00
2026-03-24T03:07:00Z,72.00,29.00
2026-03-24T03:15:00Z,72.00,29.00
2026-03-24T03:16:00Z,72.00,29.00
2026-03-24T03:18:00Z,72.00,29.00
2026-03-24T03:26:00Z,72.00,29.00
2026-03-24T03:28:00Z,72.00,29.00
2026-03-24T03:29:00Z,72.00,29.00
2026-03-24T03:30:00Z,72.00,29.00
2026-03-24T03:32:00Z,72.66,29.00
2026-03-24T03:33:00Z,72.98,29.00
2026-03-24T03:34:00Z,73.88,29.00
2026-03-24T03:35:00Z,73.00,28.00
2026-03-24T03:36:00Z,73.00,27.84
2026-03-24T03:37:00Z,73.00,28.00
2026-03-24T03:38:00Z,73.00,28.00
2026-03-24T03:39:00Z,73.00,28.00
2026-03-24T03:40:00Z,73.00,27.52
2026-03-24T03:41:00Z,73.00,29.00
2026-03-24T03:42:00Z,73.00,29.00
2026-03-24T03:43:00Z,73.00,29.00
2026-03-24T03:44:00Z,72.00,29.11
2026-03-24T03:45:00Z,72.00,30.00
2026-03-24T03:46:00Z,72.00,30.04
2026-03-24T03:47:00Z,72.17,30.00
2026-03-24T03:48:00Z,71.36,30.17
2026-03-24T03:49:00Z,69.02,31.95
2026-03-24T03:50:00Z,71.74,30.53
2026-03-24T03:51:00Z,68.20,31.62
2026-03-24T03:52:00Z,66.00,35.34
2026-03-24T03:53:00Z,62.24,37.54
2026-03-24T03:54:00Z,62.18,40.66
2026-03-24T03:55:00Z,64.51,38.13
2026-03-24T03:56:00Z,62.63,38.22
2026-03-24T03:57:00Z,67.28,35.39
2026-03-24T03:58:00Z,63.34,38.02
2026-03-24T03:59:00Z,62.00,39.79
2026-03-24T04:00:00Z,62.47,38.73
2026-03-24T04:01:00Z,60.38,39.97
2026-03-24T04:02:00Z,64.00,35.88
2026-03-24T04:03:00Z,64.68,36.35
2026-03-24T04:04:00Z,61.88,41.37
2026-03-24T04:05:00Z,60.00,41.54
2026-03-24T04:06:00Z,59.73,42.32
2026-03-24T04:07:00Z,56.97,44.04
2026-03-24T04:08:00Z,62.68,38.14
2026-03-24T04:09:00Z,64.38,38.96
2026-03-24T04:10:00Z,62.88,38.39
2026-03-24T04:11:00Z,59.21,41.26
2026-03-24T04:12:00Z,58.70,40.21
2026-03-24T04:13:00Z,61.57,39.35
2026-03-24T04:14:00Z,61.00,39.88
2026-03-24T04:15:00Z,56.20,44.48
2026-03-24T04:16:00Z,60.76,41.94
2026-03-24T04:17:00Z,61.62,38.56
2026-03-24T04:18:00Z,58.32,41.13
2026-03-24T04:19:00Z,63.07,38.63
2026-03-24T04:20:00Z,64.75,39.61
2026-03-24T04:21:00Z,65.85,37.48
2026-03-24T04:22:00Z,61.09,40.12
2026-03-24T04:23:00Z,66.71,35.92
2026-03-24T04:24:00Z,80.03,26.20
2026-03-24T04:25:00Z,83.86,16.87
2026-03-24T04:26:00Z,83.56,16.07
2026-03-24T04:27:00Z,83.18,18.12
2026-03-24T04:28:00Z,82.86,18.61
2026-03-24T04:29:00Z,85.03,15.13
2026-03-24T04:30:00Z,85.12,14.93
2026-03-24T04:31:00Z,84.13,17.00
2026-03-24T04:32:00Z,81.21,18.69
2026-03-24T04:33:00Z,81.04,20.44
2026-03-24T04:34:00Z,78.43,23.24
2026-03-24T04:35:00Z,78.89,20.87
