# event_ticker=KXATPCHALLENGERMATCH-26MAR23JONUCH
# final_score=6-4 4-6 6-4
# match_winner=Yasutaka Uchiyama
# fav_player=Yasutaka Uchiyama
# dog_player=Maximus Jones
# kalshi_date=2026-03-23
timestamp,Yasutaka Uchiyama,Maximus Jones
2026-03-24T04:36:00Z,81.96,19.28
2026-03-24T04:37:00Z,82.27,19.94
2026-03-24T04:38:00Z,78.43,22.37
2026-03-24T04:39:00Z,78.00,22.97
2026-03-24T04:40:00Z,78.55,22.59
2026-03-24T04:41:00Z,77.23,23.83
2026-03-24T04:42:00Z,80.03,21.62
2026-03-24T04:43:00Z,79.76,20.08
2026-03-24T04:44:00Z,81.02,19.86
2026-03-24T04:45:00Z,80.36,21.30
2026-03-24T04:46:00Z,82.61,20.98
2026-03-24T04:47:00Z,77.63,23.39
2026-03-24T04:48:00Z,77.93,23.75
2026-03-24T04:49:00Z,74.06,28.12
2026-03-24T04:50:00Z,71.60,29.92
2026-03-24T04:51:00Z,70.60,33.93
2026-03-24T04:52:00Z,64.56,34.95
2026-03-24T04:53:00Z,61.04,39.87
2026-03-24T04:54:00Z,65.26,37.75
2026-03-24T04:55:00Z,69.89,34.42
2026-03-24T04:56:00Z,66.23,38.65
2026-03-24T04:57:00Z,67.92,35.79
2026-03-24T04:58:00Z,61.56,40.37
2026-03-24T04:59:00Z,63.65,40.41
2026-03-24T05:00:00Z,66.89,34.70
2026-03-24T05:01:00Z,61.94,40.32
2026-03-24T05:02:00Z,65.64,36.43
2026-03-24T05:03:00Z,77.41,30.73
2026-03-24T05:04:00Z,79.61,21.85
2026-03-24T05:05:00Z,80.17,21.89
2026-03-24T05:06:00Z,81.63,21.14
2026-03-24T05:07:00Z,85.37,15.19
2026-03-24T05:08:00Z,82.45,18.99
2026-03-24T05:09:00Z,77.95,23.23
2026-03-24T05:10:00Z,75.42,26.30
2026-03-24T05:11:00Z,75.76,27.62
2026-03-24T05:12:00Z,80.06,22.71
2026-03-24T05:13:00Z,77.43,27.23
2026-03-24T05:14:00Z,79.07,21.91
2026-03-24T05:15:00Z,74.74,26.47
2026-03-24T05:16:00Z,74.88,27.94
2026-03-24T05:17:00Z,62.62,34.72
2026-03-24T05:18:00Z,53.84,45.76
2026-03-24T05:19:00Z,54.79,45.28
2026-03-24T05:20:00Z,55.29,45.77
2026-03-24T05:21:00Z,52.40,49.23
2026-03-24T05:22:00Z,51.11,42.72
2026-03-24T05:23:00Z,51.35,47.61
2026-03-24T05:24:00Z,53.63,48.16
2026-03-24T05:25:00Z,47.26,54.17
2026-03-24T05:26:00Z,52.07,51.42
2026-03-24T05:27:00Z,50.46,49.80
2026-03-24T05:28:00Z,56.08,44.70
2026-03-24T05:29:00Z,59.34,39.20
2026-03-24T05:30:00Z,70.00,29.34
2026-03-24T05:31:00Z,78.32,24.41
2026-03-24T05:32:00Z,78.27,21.75
2026-03-24T05:33:00Z,68.38,32.52
2026-03-24T05:34:00Z,58.69,40.80
2026-03-24T05:35:00Z,62.38,37.21
2026-03-24T05:36:00Z,69.00,33.00
2026-03-24T05:37:00Z,64.68,29.70
2026-03-24T05:38:00Z,76.47,27.95
2026-03-24T05:39:00Z,82.27,18.39
2026-03-24T05:40:00Z,81.65,18.21
2026-03-24T05:41:00Z,73.63,25.86
2026-03-24T05:42:00Z,60.26,35.57
2026-03-24T05:43:00Z,63.69,35.52
2026-03-24T05:44:00Z,58.93,41.62
2026-03-24T05:45:00Z,59.50,41.47
2026-03-24T05:46:00Z,55.40,46.62
2026-03-24T05:47:00Z,64.23,35.80
2026-03-24T05:48:00Z,78.85,20.21
2026-03-24T05:49:00Z,81.80,18.69
2026-03-24T05:50:00Z,84.24,15.78
2026-03-24T05:51:00Z,85.26,13.97
2026-03-24T05:52:00Z,86.07,15.14
2026-03-24T05:53:00Z,89.50,11.63
2026-03-24T05:54:00Z,86.07,14.57
2026-03-24T05:55:00Z,83.60,16.71
2026-03-24T05:56:00Z,85.00,17.51
2026-03-24T05:57:00Z,84.21,19.85
2026-03-24T05:58:00Z,82.68,18.42
2026-03-24T05:59:00Z,91.91,11.77
2026-03-24T06:00:00Z,92.63,7.12
2026-03-24T06:01:00Z,93.00,7.03
2026-03-24T06:02:00Z,91.25,9.57
2026-03-24T06:03:00Z,91.82,8.19
2026-03-24T06:04:00Z,93.65,6.63
2026-03-24T06:05:00Z,92.04,9.38
2026-03-24T06:06:00Z,94.39,6.74
2026-03-24T06:07:00Z,97.59,3.14
2026-03-24T06:08:00Z,94.17,8.04
2026-03-24T06:09:00Z,90.41,9.45
2026-03-24T06:10:00Z,94.20,6.54
2026-03-24T06:11:00Z,97.72,3.39
2026-03-24T06:12:00Z,99.00,1.00
2026-03-24T06:13:00Z,99.00,1.00
