# event_ticker=KXATPCHALLENGERMATCH-26FEB12GLISHE
# final_score=6-3 6-7(7) 6-1
# score_resolution=3-6 7-6 1-6
# match_winner=Alexander Shevchenko
# fav_player=Daniil Glinka
# dog_player=Alexander Shevchenko
# kalshi_date=2026-02-12
timestamp,Daniil Glinka,Alexander Shevchenko
2026-02-12T21:01:00Z,8.02,92.42
2026-02-12T21:02:00Z,12.63,87.07
2026-02-12T21:03:00Z,26.58,75.24
2026-02-12T21:04:00Z,30.84,70.10
2026-02-12T21:05:00Z,32.14,69.26
2026-02-12T21:06:00Z,32.79,69.64
2026-02-12T21:07:00Z,36.67,65.31
2026-02-12T21:08:00Z,37.90,64.53
2026-02-12T21:09:00Z,26.72,74.42
2026-02-12T21:10:00Z,34.29,67.07
2026-02-12T21:11:00Z,37.24,62.44
2026-02-12T21:12:00Z,48.05,55.03
2026-02-12T21:13:00Z,60.22,53.72
2026-02-12T21:14:00Z,46.57,53.74
2026-02-12T21:15:00Z,36.43,65.17
2026-02-12T21:16:00Z,28.26,75.26
2026-02-12T21:17:00Z,19.53,80.11
2026-02-12T21:18:00Z,13.70,89.28
2026-02-12T21:19:00Z,24.52,77.01
2026-02-12T21:20:00Z,42.07,63.03
2026-02-12T21:21:00Z,46.11,59.73
2026-02-12T21:22:00Z,41.03,61.75
2026-02-12T21:23:00Z,41.54,62.98
2026-02-12T21:24:00Z,38.05,65.48
2026-02-12T21:25:00Z,42.65,61.12
2026-02-12T21:26:00Z,36.50,65.43
2026-02-12T21:27:00Z,23.08,74.77
2026-02-12T21:28:00Z,16.18,82.96
2026-02-12T21:29:00Z,12.41,87.05
2026-02-12T21:30:00Z,10.67,88.11
2026-02-12T21:31:00Z,13.36,87.37
2026-02-12T21:32:00Z,15.41,85.21
2026-02-12T21:33:00Z,16.07,85.55
2026-02-12T21:34:00Z,18.55,84.20
2026-02-12T21:35:00Z,17.71,83.95
2026-02-12T21:36:00Z,11.23,89.83
2026-02-12T21:37:00Z,10.03,89.24
2026-02-12T21:38:00Z,8.93,91.68
2026-02-12T21:39:00Z,3.12,96.65
2026-02-12T21:40:00Z,1.41,98.69
2026-02-12T21:41:00Z,1.47,98.95
2026-02-12T21:42:00Z,1.00,98.89
2026-02-12T21:43:00Z,1.00,98.99
2026-02-12T21:44:00Z,1.00,99.00
2026-02-12T21:45:00Z,1.00,99.00
2026-02-12T21:46:00Z,1.00,99.00
2026-02-12T21:47:00Z,1.00,99.00
2026-02-12T21:48:00Z,1.00,99.00
2026-02-12T21:49:00Z,1.00,99.00
2026-02-12T21:50:00Z,1.00,99.00
2026-02-12T21:51:00Z,1.00,99.00
2026-02-12T21:52:00Z,1.00,99.00
2026-02-12T21:53:00Z,1.00,99.00
