# event_ticker=KXATPMATCH-25SEP28MANMUS
# final_score=6-3 6-3
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Adrian Mannarino
# kalshi_date=2025-09-28
timestamp,Lorenzo Musetti,Adrian Mannarino
2025-09-27T19:26:00Z,,36.00
2025-09-27T20:14:00Z,66.00,36.00
2025-09-27T20:17:00Z,66.00,36.00
2025-09-27T20:23:00Z,66.00,35.00
2025-09-27T20:32:00Z,68.00,35.00
2025-09-27T21:05:00Z,68.00,34.00
2025-09-27T22:15:00Z,65.00,34.00
2025-09-27T22:44:00Z,65.00,34.00
2025-09-27T23:15:00Z,65.00,34.00
2025-09-27T23:21:00Z,65.00,35.00
2025-09-27T23:29:00Z,65.00,35.00
2025-09-27T23:54:00Z,65.00,35.00
2025-09-28T00:39:00Z,65.00,35.00
2025-09-28T00:54:00Z,66.00,35.00
2025-09-28T01:37:00Z,65.00,35.00
2025-09-28T01:58:00Z,66.00,35.00
2025-09-28T02:03:00Z,66.00,35.00
2025-09-28T02:07:00Z,66.00,35.00
2025-09-28T02:19:00Z,65.00,35.00
2025-09-28T02:25:00Z,65.00,35.00
2025-09-28T02:26:00Z,65.00,35.00
2025-09-28T02:28:00Z,66.00,35.00
2025-09-28T02:29:00Z,66.00,35.00
2025-09-28T02:42:00Z,66.00,35.00
2025-09-28T02:48:00Z,66.00,35.00
2025-09-28T03:01:00Z,66.00,35.00
2025-09-28T03:07:00Z,66.00,35.00
2025-09-28T03:18:00Z,66.00,35.00
2025-09-28T03:23:00Z,66.00,35.00
2025-09-28T03:41:00Z,66.00,35.00
2025-09-28T03:44:00Z,66.00,35.00
2025-09-28T03:46:00Z,66.00,35.00
2025-09-28T03:51:00Z,66.00,35.00
2025-09-28T04:06:00Z,66.00,35.00
2025-09-28T04:07:00Z,66.00,35.00
2025-09-28T04:10:00Z,66.00,35.00
2025-09-28T04:20:00Z,66.00,35.00
2025-09-28T04:25:00Z,66.00,35.00
2025-09-28T04:26:00Z,66.00,35.00
2025-09-28T04:28:00Z,66.00,35.00
2025-09-28T04:31:00Z,66.00,35.00
2025-09-28T04:32:00Z,66.00,35.00
2025-09-28T04:35:00Z,66.00,35.00
2025-09-28T04:38:00Z,66.00,35.00
2025-09-28T04:39:00Z,66.00,35.00
2025-09-28T04:45:00Z,65.00,35.00
2025-09-28T04:46:00Z,65.00,36.00
2025-09-28T04:47:00Z,65.00,36.00
2025-09-28T04:49:00Z,65.00,36.00
2025-09-28T04:50:00Z,65.00,36.00
2025-09-28T04:51:00Z,65.05,36.00
2025-09-28T04:53:00Z,66.00,36.00
2025-09-28T04:55:00Z,66.00,36.00
2025-09-28T04:57:00Z,66.00,36.00
2025-09-28T04:58:00Z,66.00,36.00
2025-09-28T05:00:00Z,66.00,36.00
2025-09-28T05:01:00Z,65.10,35.00
2025-09-28T05:02:00Z,67.00,35.00
2025-09-28T05:04:00Z,67.00,35.00
2025-09-28T05:05:00Z,67.00,35.00
2025-09-28T05:06:00Z,67.00,35.00
2025-09-28T05:08:00Z,67.00,35.00
2025-09-28T05:11:00Z,67.00,35.00
2025-09-28T05:13:00Z,67.00,35.00
2025-09-28T05:19:00Z,66.00,35.00
2025-09-28T05:20:00Z,66.00,35.00
2025-09-28T05:25:00Z,66.00,35.00
2025-09-28T05:29:00Z,65.00,35.00
2025-09-28T05:31:00Z,66.00,35.00
2025-09-28T05:33:00Z,66.00,35.00
2025-09-28T05:34:00Z,66.00,34.50
2025-09-28T05:35:00Z,66.00,34.50
2025-09-28T05:36:00Z,66.00,35.00
2025-09-28T05:37:00Z,66.00,35.00
2025-09-28T05:38:00Z,66.16,35.00
2025-09-28T05:39:00Z,66.16,35.00
2025-09-28T05:40:00Z,67.68,35.00
2025-09-28T05:41:00Z,72.20,35.00
2025-09-28T05:42:00Z,72.60,32.75
2025-09-28T05:43:00Z,73.00,31.91
2025-09-28T05:44:00Z,70.13,33.00
2025-09-28T05:45:00Z,69.00,33.50
2025-09-28T05:46:00Z,70.83,32.00
2025-09-28T05:47:00Z,69.00,34.84
2025-09-28T05:48:00Z,70.00,32.00
2025-09-28T05:49:00Z,71.66,30.24
2025-09-28T05:50:00Z,75.00,27.00
2025-09-28T05:51:00Z,79.92,26.97
2025-09-28T05:52:00Z,81.96,19.00
2025-09-28T05:53:00Z,84.99,19.00
2025-09-28T05:54:00Z,85.31,16.00
2025-09-28T05:55:00Z,86.00,16.00
2025-09-28T05:56:00Z,86.00,16.00
2025-09-28T05:57:00Z,85.71,16.00
2025-09-28T05:58:00Z,82.00,18.00
2025-09-28T05:59:00Z,82.00,19.00
2025-09-28T06:00:00Z,82.00,19.00
2025-09-28T06:01:00Z,84.00,18.00
2025-09-28T06:02:00Z,86.00,16.00
2025-09-28T06:03:00Z,86.00,15.39
2025-09-28T06:04:00Z,87.03,15.00
2025-09-28T06:05:00Z,86.42,13.00
2025-09-28T06:06:00Z,86.00,13.60
2025-09-28T06:07:00Z,87.13,12.66
2025-09-28T06:08:00Z,87.13,15.00
2025-09-28T06:09:00Z,85.03,16.00
2025-09-28T06:10:00Z,86.44,15.00
2025-09-28T06:11:00Z,87.23,17.00
2025-09-28T06:12:00Z,87.23,15.98
2025-09-28T06:13:00Z,84.50,17.00
2025-09-28T06:14:00Z,84.50,17.00
2025-09-28T06:15:00Z,87.00,16.00
2025-09-28T06:16:00Z,87.00,16.00
2025-09-28T06:17:00Z,87.00,16.00
2025-09-28T06:18:00Z,86.69,16.88
2025-09-28T06:19:00Z,91.34,17.33
2025-09-28T06:20:00Z,86.45,15.86
2025-09-28T06:21:00Z,87.18,8.68
2025-09-28T06:22:00Z,89.15,11.82
2025-09-28T06:23:00Z,90.00,12.47
2025-09-28T06:24:00Z,88.00,13.00
2025-09-28T06:25:00Z,86.83,14.16
2025-09-28T06:26:00Z,88.78,12.36
2025-09-28T06:27:00Z,91.00,9.64
2025-09-28T06:28:00Z,89.08,14.07
2025-09-28T06:29:00Z,93.00,22.00
2025-09-28T06:30:00Z,90.99,6.96
2025-09-28T06:31:00Z,95.78,4.38
2025-09-28T06:32:00Z,93.01,4.00
2025-09-28T06:33:00Z,97.16,5.00
2025-09-28T06:34:00Z,94.00,7.64
2025-09-28T06:35:00Z,92.00,8.33
2025-09-28T06:36:00Z,93.35,10.52
2025-09-28T06:37:00Z,91.00,11.37
2025-09-28T06:38:00Z,91.00,10.00
2025-09-28T06:39:00Z,91.00,12.93
2025-09-28T06:40:00Z,83.00,12.93
2025-09-28T06:41:00Z,87.00,15.26
2025-09-28T06:42:00Z,84.21,16.00
2025-09-28T06:43:00Z,85.14,14.98
2025-09-28T06:44:00Z,85.14,12.63
2025-09-28T06:45:00Z,85.10,15.00
2025-09-28T06:46:00Z,87.18,15.00
2025-09-28T06:47:00Z,89.00,12.00
2025-09-28T06:48:00Z,91.38,7.02
2025-09-28T06:49:00Z,97.00,5.07
2025-09-28T06:50:00Z,93.17,5.07
2025-09-28T06:51:00Z,95.00,4.30
2025-09-28T06:52:00Z,95.00,5.00
