# event_ticker=KXATPCHALLENGERMATCH-26FEB26NAGGIL
# final_score=7-6(4) 0-6 6-3
# score_resolution=7-6 0-6 6-3
# match_winner=Felix Gill
# fav_player=Felix Gill
# dog_player=Sumit Nagal
# kalshi_date=2026-02-26
timestamp,Felix Gill,Sumit Nagal
2026-02-26T07:22:00Z,37.00,65.00
2026-02-26T07:23:00Z,37.00,65.00
2026-02-26T07:24:00Z,37.00,65.00
2026-02-26T07:25:00Z,37.00,65.00
2026-02-26T07:26:00Z,35.54,65.00
2026-02-26T07:29:00Z,37.00,65.00
2026-02-26T07:30:00Z,37.00,65.00
2026-02-26T07:31:00Z,37.00,65.00
2026-02-26T07:32:00Z,37.00,65.00
2026-02-26T07:33:00Z,37.00,65.00
2026-02-26T07:34:00Z,34.00,65.00
2026-02-26T07:35:00Z,34.00,63.00
2026-02-26T07:37:00Z,34.00,66.00
2026-02-26T07:38:00Z,34.00,66.00
2026-02-26T07:39:00Z,37.00,66.00
2026-02-26T07:40:00Z,37.00,66.00
2026-02-26T07:41:00Z,37.00,65.00
2026-02-26T07:42:00Z,37.00,65.11
2026-02-26T07:43:00Z,36.95,66.00
2026-02-26T07:44:00Z,36.95,66.00
2026-02-26T07:45:00Z,36.95,66.00
2026-02-26T07:46:00Z,37.00,66.00
2026-02-26T07:47:00Z,37.00,66.00
2026-02-26T07:48:00Z,37.00,66.00
2026-02-26T07:49:00Z,37.00,63.65
2026-02-26T07:50:00Z,37.00,63.00
2026-02-26T07:51:00Z,37.00,66.00
2026-02-26T07:52:00Z,37.00,66.00
2026-02-26T07:53:00Z,38.00,66.00
2026-02-26T07:54:00Z,38.00,64.00
2026-02-26T07:55:00Z,38.00,62.00
2026-02-26T07:56:00Z,37.00,66.00
2026-02-26T07:57:00Z,37.00,66.00
2026-02-26T07:58:00Z,37.77,66.00
2026-02-26T07:59:00Z,38.00,66.00
2026-02-26T08:00:00Z,37.28,65.00
2026-02-26T10:01:00Z,37.00,62.37
2026-02-26T10:02:00Z,40.69,63.15
2026-02-26T10:03:00Z,42.21,62.05
2026-02-26T10:04:00Z,42.30,61.40
2026-02-26T10:05:00Z,43.52,62.71
2026-02-26T10:06:00Z,43.43,61.99
2026-02-26T10:07:00Z,39.27,63.58
2026-02-26T10:08:00Z,36.15,63.81
2026-02-26T10:09:00Z,40.08,66.26
2026-02-26T10:10:00Z,34.32,65.98
2026-02-26T10:11:00Z,34.77,66.53
2026-02-26T10:12:00Z,35.84,66.23
2026-02-26T10:13:00Z,35.54,67.10
2026-02-26T10:14:00Z,34.00,67.99
2026-02-26T10:15:00Z,34.00,66.29
2026-02-26T10:16:00Z,33.54,66.07
2026-02-26T10:17:00Z,35.16,67.00
2026-02-26T10:18:00Z,36.00,67.00
2026-02-26T10:19:00Z,34.33,66.65
2026-02-26T10:20:00Z,32.84,70.05
2026-02-26T10:21:00Z,34.41,65.63
2026-02-26T10:22:00Z,34.94,68.50
2026-02-26T10:23:00Z,43.50,57.99
2026-02-26T10:24:00Z,44.49,57.99
2026-02-26T10:25:00Z,40.43,61.37
2026-02-26T10:26:00Z,39.60,60.80
2026-02-26T10:27:00Z,38.85,64.00
2026-02-26T10:28:00Z,40.38,68.93
2026-02-26T10:29:00Z,35.07,69.59
2026-02-26T10:30:00Z,36.36,64.74
2026-02-26T10:31:00Z,43.31,58.61
2026-02-26T10:32:00Z,44.92,56.00
2026-02-26T10:33:00Z,52.81,49.34
2026-02-26T10:34:00Z,61.24,42.27
2026-02-26T10:35:00Z,63.81,42.88
2026-02-26T10:36:00Z,60.36,38.83
2026-02-26T10:37:00Z,50.50,51.22
2026-02-26T10:38:00Z,54.00,44.97
2026-02-26T10:39:00Z,54.02,49.11
2026-02-26T10:40:00Z,52.32,45.21
2026-02-26T10:41:00Z,58.03,42.94
2026-02-26T10:42:00Z,54.09,55.75
2026-02-26T10:43:00Z,45.55,55.88
2026-02-26T10:44:00Z,46.85,56.75
2026-02-26T10:45:00Z,48.79,54.67
2026-02-26T10:46:00Z,45.25,54.58
2026-02-26T10:47:00Z,47.36,54.33
2026-02-26T10:48:00Z,43.55,58.29
2026-02-26T10:49:00Z,47.49,53.80
2026-02-26T10:50:00Z,52.63,50.63
2026-02-26T10:51:00Z,50.09,49.07
2026-02-26T10:52:00Z,52.84,49.00
2026-02-26T10:53:00Z,53.63,51.06
2026-02-26T10:54:00Z,57.29,44.63
2026-02-26T10:55:00Z,67.29,34.65
2026-02-26T10:56:00Z,82.13,22.60
2026-02-26T10:57:00Z,83.64,16.77
2026-02-26T10:58:00Z,70.45,23.09
2026-02-26T10:59:00Z,73.81,31.24
2026-02-26T11:00:00Z,79.88,21.00
2026-02-26T11:01:00Z,68.86,31.44
2026-02-26T11:02:00Z,75.42,20.00
2026-02-26T11:03:00Z,76.95,27.81
2026-02-26T11:04:00Z,85.51,14.31
2026-02-26T11:05:00Z,91.15,8.49
2026-02-26T11:06:00Z,92.03,8.52
2026-02-26T11:07:00Z,94.71,8.40
2026-02-26T11:08:00Z,96.52,2.22
2026-02-26T11:09:00Z,98.67,2.48
2026-02-26T11:10:00Z,95.08,5.37
2026-02-26T11:11:00Z,92.15,9.06
2026-02-26T11:12:00Z,93.41,8.09
2026-02-26T11:13:00Z,94.82,5.62
2026-02-26T11:14:00Z,95.38,6.18
2026-02-26T11:15:00Z,95.04,6.91
2026-02-26T11:16:00Z,91.98,8.84
2026-02-26T11:17:00Z,90.96,9.57
2026-02-26T11:18:00Z,95.48,4.17
2026-02-26T11:19:00Z,97.98,3.62
2026-02-26T11:20:00Z,99.00,1.00
2026-02-26T11:21:00Z,99.00,1.00
2026-02-26T11:22:00Z,99.00,1.00
