# event_ticker=KXATPCHALLENGERMATCH-26FEB26NAGGIL
# final_score=7-6(4) 0-6 6-3
# score_resolution=7-6 0-6 6-3
# match_winner=Felix Gill
# fav_player=Felix Gill
# dog_player=Sumit Nagal
# kalshi_date=2026-02-26
timestamp,Felix Gill,Sumit Nagal
2026-02-26T00:19:00Z,,66.00
2026-02-26T00:20:00Z,33.00,66.00
2026-02-26T02:45:00Z,36.00,66.00
2026-02-26T02:54:00Z,36.00,66.00
2026-02-26T03:14:00Z,36.00,66.00
2026-02-26T03:33:00Z,36.00,67.00
2026-02-26T04:19:00Z,36.00,67.00
2026-02-26T04:21:00Z,36.00,67.00
2026-02-26T04:22:00Z,36.00,67.00
2026-02-26T04:27:00Z,35.00,67.00
2026-02-26T04:51:00Z,35.00,67.00
2026-02-26T04:56:00Z,35.00,67.00
2026-02-26T05:06:00Z,35.00,67.00
2026-02-26T05:09:00Z,35.00,67.00
2026-02-26T05:14:00Z,35.00,66.00
2026-02-26T05:20:00Z,35.00,67.00
2026-02-26T05:21:00Z,35.00,67.00
2026-02-26T05:24:00Z,35.00,67.00
2026-02-26T05:28:00Z,35.00,67.00
2026-02-26T05:29:00Z,35.00,67.00
2026-02-26T05:32:00Z,35.58,67.00
2026-02-26T05:33:00Z,35.58,66.33
2026-02-26T05:35:00Z,36.00,66.00
2026-02-26T05:41:00Z,36.00,64.00
2026-02-26T05:43:00Z,36.00,66.00
2026-02-26T05:44:00Z,36.00,66.00
2026-02-26T05:45:00Z,34.00,66.00
2026-02-26T05:50:00Z,36.00,66.00
2026-02-26T05:53:00Z,36.00,66.00
2026-02-26T05:58:00Z,36.00,66.00
2026-02-26T05:59:00Z,36.00,66.00
2026-02-26T06:02:00Z,36.00,66.00
2026-02-26T06:06:00Z,36.00,66.00
2026-02-26T06:09:00Z,36.00,66.00
2026-02-26T06:10:00Z,36.00,66.00
2026-02-26T06:11:00Z,36.00,66.00
2026-02-26T06:14:00Z,36.00,66.00
2026-02-26T06:16:00Z,36.00,66.00
2026-02-26T06:18:00Z,36.00,66.00
2026-02-26T06:20:00Z,36.00,66.00
2026-02-26T06:21:00Z,36.00,66.00
2026-02-26T06:22:00Z,36.00,66.00
2026-02-26T06:24:00Z,36.00,66.00
2026-02-26T06:25:00Z,36.00,66.00
2026-02-26T06:28:00Z,36.00,66.00
2026-02-26T06:29:00Z,36.33,66.00
2026-02-26T06:31:00Z,36.00,66.00
2026-02-26T06:34:00Z,36.00,66.00
2026-02-26T06:35:00Z,36.00,66.00
2026-02-26T06:36:00Z,36.00,64.98
2026-02-26T06:37:00Z,36.01,65.00
2026-02-26T06:38:00Z,37.00,65.00
2026-02-26T06:42:00Z,37.00,63.90
2026-02-26T06:44:00Z,36.00,66.00
2026-02-26T06:46:00Z,36.00,65.00
2026-02-26T06:47:00Z,36.00,65.00
2026-02-26T06:48:00Z,36.00,65.00
2026-02-26T06:54:00Z,36.00,65.00
2026-02-26T06:56:00Z,36.00,65.00
2026-02-26T06:57:00Z,36.00,65.00
2026-02-26T06:58:00Z,36.00,65.00
2026-02-26T07:00:00Z,37.00,65.00
2026-02-26T07:01:00Z,37.00,65.00
2026-02-26T07:02:00Z,37.00,65.00
2026-02-26T07:03:00Z,37.00,65.00
2026-02-26T07:04:00Z,37.00,65.00
2026-02-26T07:07:00Z,37.00,65.00
2026-02-26T07:08:00Z,37.00,65.00
2026-02-26T07:09:00Z,37.00,65.00
2026-02-26T07:10:00Z,37.00,65.00
2026-02-26T07:11:00Z,37.00,65.00
2026-02-26T07:12:00Z,37.00,65.00
2026-02-26T07:13:00Z,37.00,65.00
2026-02-26T07:14:00Z,37.00,65.00
2026-02-26T07:15:00Z,37.00,65.00
2026-02-26T07:16:00Z,37.00,65.00
2026-02-26T07:17:00Z,37.00,65.00
2026-02-26T07:18:00Z,37.00,65.00
2026-02-26T07:19:00Z,36.99,65.00
2026-02-26T07:20:00Z,37.00,65.00
2026-02-26T07:21:00Z,37.00,65.00
