# event_ticker=KXATPCHALLENGERMATCH-26MAR09KRUCAS
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Murphy Cassone
# fav_player=Martin Krumich
# dog_player=Murphy Cassone
# kalshi_date=2026-03-09
timestamp,Martin Krumich,Murphy Cassone
2026-03-09T04:55:00Z,,93.00
2026-03-09T04:56:00Z,36.00,78.00
2026-03-09T05:07:00Z,36.00,92.00
2026-03-09T05:09:00Z,51.86,92.00
2026-03-09T07:01:00Z,51.86,64.00
2026-03-09T07:53:00Z,51.86,64.00
2026-03-09T08:03:00Z,51.86,64.00
2026-03-09T09:46:00Z,51.86,64.00
2026-03-09T12:06:00Z,51.86,64.00
2026-03-09T12:42:00Z,51.86,63.00
2026-03-09T12:53:00Z,51.86,63.00
2026-03-09T14:01:00Z,51.86,63.00
2026-03-09T14:02:00Z,51.86,63.00
2026-03-09T14:16:00Z,51.86,63.00
2026-03-09T14:44:00Z,39.00,63.00
2026-03-09T14:45:00Z,39.00,62.00
2026-03-09T14:46:00Z,39.00,63.00
2026-03-09T14:47:00Z,39.00,63.87
2026-03-09T14:50:00Z,39.00,63.00
2026-03-09T14:51:00Z,39.00,63.00
2026-03-09T15:03:00Z,39.00,63.00
2026-03-09T15:04:00Z,39.00,61.00
2026-03-09T15:13:00Z,39.00,61.00
2026-03-09T15:16:00Z,39.00,61.00
2026-03-09T15:17:00Z,39.00,64.00
2026-03-09T15:18:00Z,39.00,64.00
2026-03-09T15:24:00Z,39.00,64.00
2026-03-09T15:37:00Z,39.00,64.00
2026-03-09T15:49:00Z,39.00,65.00
2026-03-09T15:50:00Z,39.00,65.00
2026-03-09T15:52:00Z,36.00,65.00
2026-03-09T15:53:00Z,36.00,65.00
2026-03-09T15:54:00Z,38.96,65.61
2026-03-09T15:57:00Z,38.00,65.61
2026-03-09T15:58:00Z,38.00,65.00
2026-03-09T16:02:00Z,38.73,65.00
2026-03-09T16:03:00Z,38.74,65.00
2026-03-09T16:12:00Z,38.74,65.00
2026-03-09T16:14:00Z,38.74,65.00
2026-03-09T16:16:00Z,39.00,65.00
2026-03-09T16:17:00Z,39.00,65.00
2026-03-09T16:18:00Z,39.00,65.00
2026-03-09T16:19:00Z,39.00,65.00
2026-03-09T16:20:00Z,39.00,65.03
2026-03-09T16:22:00Z,38.00,65.03
2026-03-09T16:25:00Z,38.00,65.00
2026-03-09T16:26:00Z,38.00,65.35
2026-03-09T16:28:00Z,38.00,65.00
2026-03-09T16:35:00Z,38.00,64.00
2026-03-09T16:37:00Z,36.00,62.03
2026-03-09T16:38:00Z,39.00,64.00
2026-03-09T16:39:00Z,39.00,64.19
2026-03-09T16:40:00Z,39.07,65.06
2026-03-09T16:41:00Z,39.07,65.00
2026-03-09T16:42:00Z,39.07,65.02
2026-03-09T16:43:00Z,37.16,65.00
2026-03-09T16:44:00Z,37.16,67.17
2026-03-09T16:45:00Z,32.16,68.66
2026-03-09T16:46:00Z,31.10,72.00
2026-03-09T16:47:00Z,33.98,66.12
2026-03-09T16:48:00Z,31.00,72.89
2026-03-09T16:49:00Z,27.35,72.00
2026-03-09T16:50:00Z,26.57,73.35
2026-03-09T16:51:00Z,28.61,74.41
2026-03-09T16:52:00Z,20.74,80.18
2026-03-09T16:53:00Z,20.74,78.00
2026-03-09T16:54:00Z,18.33,82.83
2026-03-09T16:55:00Z,18.33,84.00
2026-03-09T16:56:00Z,17.00,83.93
2026-03-09T16:57:00Z,19.92,82.09
2026-03-09T16:58:00Z,18.00,81.12
2026-03-09T16:59:00Z,19.21,82.94
2026-03-09T17:00:00Z,17.00,85.00
2026-03-09T17:01:00Z,16.00,84.91
2026-03-09T17:02:00Z,17.15,84.13
2026-03-09T17:03:00Z,18.09,83.00
2026-03-09T17:04:00Z,21.11,81.53
2026-03-09T17:05:00Z,23.90,80.07
2026-03-09T17:06:00Z,17.46,84.99
2026-03-09T17:07:00Z,16.51,86.94
2026-03-09T17:08:00Z,14.02,87.98
2026-03-09T17:09:00Z,13.78,87.10
2026-03-09T17:10:00Z,14.14,84.38
2026-03-09T17:11:00Z,16.00,87.00
2026-03-09T17:12:00Z,14.69,87.00
2026-03-09T17:13:00Z,15.98,86.12
2026-03-09T17:14:00Z,12.48,89.34
2026-03-09T17:15:00Z,12.07,87.26
2026-03-09T17:16:00Z,13.12,89.19
2026-03-09T17:17:00Z,14.39,87.02
2026-03-09T17:18:00Z,13.55,85.99
2026-03-09T17:19:00Z,10.62,90.87
2026-03-09T17:20:00Z,8.13,93.00
2026-03-09T17:21:00Z,6.39,93.99
2026-03-09T17:22:00Z,7.72,93.17
2026-03-09T17:23:00Z,8.39,93.56
2026-03-09T17:24:00Z,9.24,92.39
2026-03-09T17:25:00Z,5.74,94.82
2026-03-09T17:26:00Z,4.95,94.73
2026-03-09T17:27:00Z,8.93,92.06
2026-03-09T17:28:00Z,8.98,93.60
2026-03-09T17:29:00Z,7.00,94.49
2026-03-09T17:30:00Z,7.00,93.37
2026-03-09T17:31:00Z,8.78,91.75
2026-03-09T17:32:00Z,10.00,90.05
2026-03-09T17:33:00Z,13.20,88.78
2026-03-09T17:34:00Z,9.13,92.05
2026-03-09T17:35:00Z,11.05,88.34
2026-03-09T17:36:00Z,13.97,88.90
2026-03-09T17:37:00Z,16.59,84.19
2026-03-09T17:38:00Z,13.27,89.62
2026-03-09T17:39:00Z,13.92,87.49
2026-03-09T17:40:00Z,11.64,89.53
2026-03-09T17:41:00Z,11.00,91.14
2026-03-09T17:42:00Z,12.11,89.00
2026-03-09T17:43:00Z,13.88,87.53
2026-03-09T17:44:00Z,12.63,88.24
2026-03-09T17:45:00Z,12.00,89.95
2026-03-09T17:46:00Z,10.97,89.98
2026-03-09T17:47:00Z,11.21,89.80
2026-03-09T17:48:00Z,10.84,90.00
2026-03-09T17:49:00Z,7.42,92.51
2026-03-09T17:50:00Z,8.46,93.08
2026-03-09T17:51:00Z,8.98,91.40
2026-03-09T17:52:00Z,12.68,87.24
2026-03-09T17:53:00Z,11.45,89.66
2026-03-09T17:54:00Z,10.82,89.03
2026-03-09T17:55:00Z,9.90,90.00
2026-03-09T17:56:00Z,10.96,90.39
2026-03-09T17:57:00Z,11.02,89.59
2026-03-09T17:58:00Z,7.39,93.75
2026-03-09T17:59:00Z,9.24,95.12
2026-03-09T18:00:00Z,8.79,92.10
2026-03-09T18:01:00Z,11.99,88.48
2026-03-09T18:02:00Z,13.70,88.18
2026-03-09T18:03:00Z,14.27,89.71
2026-03-09T18:04:00Z,11.63,89.31
2026-03-09T18:05:00Z,10.88,89.76
2026-03-09T18:06:00Z,11.69,89.11
2026-03-09T18:07:00Z,9.46,92.88
2026-03-09T18:08:00Z,7.42,93.78
2026-03-09T18:09:00Z,1.63,97.52
2026-03-09T18:10:00Z,1.63,99.00
2026-03-09T18:11:00Z,1.63,99.00
2026-03-09T18:12:00Z,1.63,99.00
2026-03-09T18:13:00Z,1.63,99.00
