# event_ticker=KXATPCHALLENGERMATCH-26APR20MCCUCH
# final_score=6-4 7-5
# match_winner=James McCabe
# fav_player=James McCabe
# dog_player=Kaichi Uchida
# kalshi_date=2026-04-20
timestamp,James McCabe,Kaichi Uchida
2026-04-20T14:17:00Z,66.00,
2026-04-20T14:30:00Z,74.00,
2026-04-20T16:49:00Z,73.00,
2026-04-20T17:10:00Z,73.00,
2026-04-20T17:19:00Z,70.00,
2026-04-20T17:34:00Z,73.00,
2026-04-20T17:41:00Z,73.00,
2026-04-20T18:04:00Z,73.00,29.00
2026-04-20T18:43:00Z,73.00,29.00
2026-04-20T18:55:00Z,73.00,29.00
2026-04-20T19:10:00Z,73.00,29.00
2026-04-20T19:26:00Z,73.00,29.00
2026-04-20T20:04:00Z,73.00,29.00
2026-04-20T20:15:00Z,72.00,29.00
2026-04-20T20:19:00Z,72.00,29.00
2026-04-20T21:32:00Z,72.00,27.00
2026-04-20T21:41:00Z,72.00,28.00
2026-04-20T21:50:00Z,72.00,28.00
2026-04-20T21:51:00Z,72.00,28.00
2026-04-20T22:10:00Z,72.00,28.00
2026-04-20T22:28:00Z,72.00,28.00
2026-04-20T22:49:00Z,73.00,28.00
2026-04-21T00:19:00Z,73.00,28.00
2026-04-21T00:21:00Z,73.00,28.00
2026-04-21T00:28:00Z,73.00,28.00
2026-04-21T00:37:00Z,73.00,28.00
2026-04-21T00:41:00Z,73.00,28.00
2026-04-21T00:51:00Z,73.00,28.00
2026-04-21T00:59:00Z,73.00,28.00
2026-04-21T01:07:00Z,73.00,28.00
2026-04-21T01:09:00Z,73.00,28.00
2026-04-21T01:15:00Z,73.00,29.00
2026-04-21T01:17:00Z,73.00,29.00
2026-04-21T01:28:00Z,73.00,29.00
2026-04-21T01:33:00Z,73.00,29.00
2026-04-21T01:36:00Z,73.00,29.00
2026-04-21T01:38:00Z,73.00,29.00
2026-04-21T01:41:00Z,73.00,29.00
2026-04-21T01:51:00Z,73.00,29.00
2026-04-21T01:54:00Z,73.00,29.00
2026-04-21T01:57:00Z,73.00,29.00
2026-04-21T01:58:00Z,73.00,29.00
2026-04-21T01:59:00Z,73.00,29.00
2026-04-21T02:01:00Z,73.00,29.00
2026-04-21T02:02:00Z,73.00,29.00
2026-04-21T02:04:00Z,73.00,28.00
2026-04-21T02:05:00Z,73.00,28.00
2026-04-21T02:06:00Z,73.00,28.00
2026-04-21T02:08:00Z,73.00,28.00
2026-04-21T02:10:00Z,73.00,29.00
2026-04-21T02:11:00Z,73.00,29.00
2026-04-21T02:12:00Z,71.52,28.85
2026-04-21T02:13:00Z,71.00,28.60
2026-04-21T02:14:00Z,71.51,28.00
2026-04-21T02:15:00Z,70.00,28.00
2026-04-21T02:16:00Z,66.48,33.37
2026-04-21T02:17:00Z,65.17,34.47
2026-04-21T02:18:00Z,71.67,29.00
2026-04-21T02:19:00Z,71.00,29.00
2026-04-21T02:20:00Z,72.12,27.98
2026-04-21T02:21:00Z,79.51,21.62
2026-04-21T02:22:00Z,83.65,16.24
2026-04-21T02:23:00Z,85.18,14.00
2026-04-21T02:24:00Z,86.00,14.00
2026-04-21T02:25:00Z,87.00,14.00
2026-04-21T02:26:00Z,86.00,14.00
2026-04-21T02:27:00Z,86.00,14.00
2026-04-21T02:28:00Z,86.00,14.00
2026-04-21T02:29:00Z,84.00,14.96
2026-04-21T02:30:00Z,85.93,14.15
2026-04-21T02:31:00Z,85.93,13.00
2026-04-21T02:32:00Z,85.93,13.00
2026-04-21T02:33:00Z,88.00,14.00
2026-04-21T02:34:00Z,87.00,14.00
2026-04-21T02:35:00Z,87.98,14.00
2026-04-21T02:36:00Z,87.98,13.00
2026-04-21T02:37:00Z,87.98,13.05
2026-04-21T02:38:00Z,86.06,14.96
2026-04-21T02:39:00Z,85.00,15.05
2026-04-21T02:40:00Z,84.00,15.00
2026-04-21T02:41:00Z,81.41,19.82
2026-04-21T02:42:00Z,73.82,28.20
2026-04-21T02:43:00Z,68.52,32.00
2026-04-21T02:44:00Z,65.92,32.55
2026-04-21T02:45:00Z,65.00,34.24
2026-04-21T02:46:00Z,66.27,33.04
2026-04-21T02:47:00Z,66.82,34.00
2026-04-21T02:48:00Z,68.00,32.00
2026-04-21T02:49:00Z,70.00,31.78
2026-04-21T02:50:00Z,73.52,26.37
2026-04-21T02:51:00Z,85.56,17.41
2026-04-21T02:52:00Z,87.39,13.96
2026-04-21T02:53:00Z,86.83,14.00
2026-04-21T02:54:00Z,89.00,12.72
2026-04-21T02:55:00Z,89.00,11.64
2026-04-21T02:56:00Z,88.34,12.00
2026-04-21T02:57:00Z,90.89,10.21
2026-04-21T02:58:00Z,88.08,12.92
2026-04-21T02:59:00Z,87.00,13.26
2026-04-21T03:00:00Z,89.07,14.00
2026-04-21T03:01:00Z,89.60,10.58
2026-04-21T03:02:00Z,90.00,11.00
2026-04-21T03:03:00Z,88.95,11.50
2026-04-21T03:04:00Z,90.35,8.86
2026-04-21T03:05:00Z,89.06,12.19
2026-04-21T03:06:00Z,87.00,12.49
2026-04-21T03:07:00Z,89.00,11.99
2026-04-21T03:08:00Z,89.94,12.00
2026-04-21T03:09:00Z,89.10,11.00
2026-04-21T03:10:00Z,90.00,11.00
2026-04-21T03:11:00Z,91.00,9.86
2026-04-21T03:12:00Z,91.10,10.02
2026-04-21T03:13:00Z,91.10,11.12
2026-04-21T03:14:00Z,88.00,11.73
2026-04-21T03:15:00Z,89.21,10.49
2026-04-21T03:16:00Z,88.49,12.21
2026-04-21T03:17:00Z,91.00,10.22
2026-04-21T03:18:00Z,91.00,10.00
2026-04-21T03:19:00Z,89.61,11.48
2026-04-21T03:20:00Z,89.00,10.94
2026-04-21T03:21:00Z,89.00,11.97
2026-04-21T03:22:00Z,89.87,12.09
2026-04-21T03:23:00Z,90.92,9.89
2026-04-21T03:24:00Z,91.00,9.64
2026-04-21T03:25:00Z,91.03,10.08
2026-04-21T03:26:00Z,88.14,11.11
2026-04-21T03:27:00Z,88.00,12.11
2026-04-21T03:28:00Z,88.30,11.61
2026-04-21T03:29:00Z,89.94,9.29
2026-04-21T03:30:00Z,88.07,11.60
2026-04-21T03:31:00Z,85.35,14.35
2026-04-21T03:32:00Z,86.31,14.14
2026-04-21T03:33:00Z,87.00,13.37
2026-04-21T03:34:00Z,88.86,11.45
2026-04-21T03:35:00Z,89.00,12.00
2026-04-21T03:36:00Z,91.88,10.10
2026-04-21T03:37:00Z,90.20,9.79
2026-04-21T03:38:00Z,93.53,6.66
2026-04-21T03:39:00Z,93.12,7.77
2026-04-21T03:40:00Z,97.30,2.14
2026-04-21T03:41:00Z,99.00,2.14
