# event_ticker=KXATPCHALLENGERMATCH-26APR23BICERE
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Yanki Erel
# fav_player=Blaise Bicknell
# dog_player=Yanki Erel
# kalshi_date=2026-04-23
timestamp,Blaise Bicknell,Yanki Erel
2026-04-23T09:50:00Z,,51.00
2026-04-23T11:30:00Z,51.00,51.00
2026-04-23T12:33:00Z,51.00,51.00
2026-04-23T13:44:00Z,51.00,49.00
2026-04-23T14:46:00Z,51.00,48.00
2026-04-23T15:02:00Z,52.00,48.00
2026-04-23T15:30:00Z,52.00,48.00
2026-04-23T15:35:00Z,52.00,48.00
2026-04-23T15:46:00Z,52.00,48.00
2026-04-23T16:39:00Z,52.00,48.00
2026-04-23T16:57:00Z,52.00,49.00
2026-04-23T17:00:00Z,51.00,49.00
2026-04-23T17:25:00Z,50.00,49.00
2026-04-23T17:39:00Z,50.00,51.00
2026-04-23T17:40:00Z,49.00,51.00
2026-04-23T17:52:00Z,49.00,51.00
2026-04-23T17:59:00Z,49.00,52.00
2026-04-23T18:00:00Z,48.00,52.00
2026-04-23T18:16:00Z,50.00,52.00
2026-04-23T18:24:00Z,50.00,52.00
2026-04-23T18:47:00Z,50.13,52.00
2026-04-23T18:56:00Z,50.13,52.00
2026-04-23T18:57:00Z,50.13,50.00
2026-04-23T19:00:00Z,50.13,50.00
2026-04-23T19:04:00Z,52.00,50.00
2026-04-23T19:06:00Z,52.00,50.00
2026-04-23T19:11:00Z,52.00,50.00
2026-04-23T19:22:00Z,52.00,50.00
2026-04-23T19:26:00Z,52.00,50.00
2026-04-23T19:27:00Z,52.00,49.00
2026-04-23T19:34:00Z,52.00,49.00
2026-04-23T19:37:00Z,52.00,51.38
2026-04-23T19:46:00Z,52.00,51.38
2026-04-23T19:47:00Z,52.00,51.38
2026-04-23T19:48:00Z,51.00,51.38
2026-04-23T19:49:00Z,51.00,51.38
2026-04-23T19:55:00Z,51.00,51.00
2026-04-23T19:57:00Z,51.00,51.00
2026-04-23T20:00:00Z,51.00,51.00
2026-04-23T20:02:00Z,50.00,51.00
2026-04-23T20:03:00Z,50.47,51.00
2026-04-23T20:04:00Z,50.00,51.00
2026-04-23T20:06:00Z,50.83,51.00
2026-04-23T20:08:00Z,51.00,51.00
2026-04-23T20:09:00Z,51.00,51.00
2026-04-23T20:10:00Z,51.00,51.00
2026-04-23T20:12:00Z,51.02,51.00
2026-04-23T20:15:00Z,51.84,51.00
2026-04-23T20:18:00Z,51.84,51.00
2026-04-23T20:21:00Z,51.84,51.00
2026-04-23T20:22:00Z,51.00,51.00
2026-04-23T20:23:00Z,51.00,51.00
2026-04-23T20:27:00Z,51.00,51.00
2026-04-23T20:30:00Z,51.28,51.00
2026-04-23T20:32:00Z,51.28,51.00
2026-04-23T20:37:00Z,51.00,51.00
2026-04-23T20:40:00Z,51.00,51.00
2026-04-23T20:41:00Z,51.00,51.00
2026-04-23T20:42:00Z,51.99,51.00
2026-04-23T20:44:00Z,51.00,51.00
2026-04-23T20:49:00Z,51.00,51.00
2026-04-23T20:53:00Z,51.00,51.00
2026-04-23T20:54:00Z,52.00,51.00
2026-04-23T20:57:00Z,52.00,51.00
2026-04-23T21:02:00Z,49.43,51.00
2026-04-23T21:03:00Z,52.00,51.00
2026-04-23T21:04:00Z,49.00,51.00
2026-04-23T21:06:00Z,49.00,48.59
2026-04-23T21:08:00Z,52.00,48.59
2026-04-23T21:17:00Z,52.00,48.59
2026-04-23T21:21:00Z,52.00,48.59
2026-04-23T21:22:00Z,52.00,48.59
2026-04-23T21:23:00Z,52.00,48.59
2026-04-23T21:28:00Z,52.00,48.59
2026-04-23T21:30:00Z,49.00,48.59
2026-04-23T21:31:00Z,52.00,50.00
2026-04-23T21:32:00Z,51.99,50.00
2026-04-23T21:33:00Z,52.55,50.00
2026-04-23T21:34:00Z,50.00,50.00
2026-04-23T21:35:00Z,52.00,49.00
2026-04-23T21:36:00Z,52.00,50.00
2026-04-23T21:37:00Z,52.61,50.00
2026-04-23T21:38:00Z,53.61,49.00
2026-04-23T21:39:00Z,53.51,48.00
2026-04-23T21:40:00Z,53.53,48.00
2026-04-23T21:41:00Z,53.72,48.00
2026-04-23T21:42:00Z,55.00,48.00
2026-04-23T21:43:00Z,55.76,45.00
2026-04-23T21:44:00Z,58.12,45.61
2026-04-23T21:45:00Z,57.07,43.13
2026-04-23T21:46:00Z,59.16,42.42
2026-04-23T21:47:00Z,59.57,38.00
2026-04-23T21:48:00Z,64.30,36.35
2026-04-23T21:49:00Z,61.63,39.45
2026-04-23T21:50:00Z,59.45,42.73
2026-04-23T21:51:00Z,59.56,42.11
2026-04-23T21:52:00Z,59.88,42.11
2026-04-23T21:53:00Z,59.91,41.00
2026-04-23T21:54:00Z,59.98,41.00
2026-04-23T21:55:00Z,61.57,39.08
2026-04-23T21:56:00Z,63.86,35.92
2026-04-23T21:57:00Z,64.81,34.59
2026-04-23T21:58:00Z,63.47,37.38
2026-04-23T21:59:00Z,58.31,42.19
2026-04-23T22:00:00Z,55.55,44.27
2026-04-23T22:01:00Z,53.81,46.41
2026-04-23T22:02:00Z,52.00,48.61
2026-04-23T22:03:00Z,45.67,56.09
2026-04-23T22:04:00Z,40.16,61.07
2026-04-23T22:05:00Z,33.80,68.48
2026-04-23T22:06:00Z,32.98,68.43
2026-04-23T22:07:00Z,34.79,66.01
2026-04-23T22:08:00Z,32.75,67.66
2026-04-23T22:09:00Z,34.32,66.19
2026-04-23T22:10:00Z,32.77,67.99
2026-04-23T22:11:00Z,33.64,67.58
2026-04-23T22:12:00Z,32.60,67.12
2026-04-23T22:13:00Z,32.99,67.88
2026-04-23T22:14:00Z,33.88,66.55
2026-04-23T22:15:00Z,34.00,66.00
2026-04-23T22:16:00Z,33.33,68.12
2026-04-23T22:17:00Z,30.44,69.74
2026-04-23T22:18:00Z,28.73,72.37
2026-04-23T22:19:00Z,27.09,72.78
2026-04-23T22:20:00Z,27.96,72.96
2026-04-23T22:21:00Z,29.94,71.66
2026-04-23T22:22:00Z,28.74,72.33
2026-04-23T22:23:00Z,30.94,71.75
2026-04-23T22:24:00Z,33.00,68.87
2026-04-23T22:25:00Z,30.65,70.49
2026-04-23T22:26:00Z,31.45,70.82
2026-04-23T22:27:00Z,30.74,70.63
2026-04-23T22:28:00Z,31.67,70.71
2026-04-23T22:29:00Z,30.32,69.42
2026-04-23T22:30:00Z,23.67,75.18
2026-04-23T22:31:00Z,14.46,85.30
2026-04-23T22:32:00Z,12.09,87.57
2026-04-23T22:33:00Z,9.77,91.24
2026-04-23T22:34:00Z,9.59,90.84
2026-04-23T22:35:00Z,10.67,91.40
2026-04-23T22:36:00Z,10.23,90.91
2026-04-23T22:37:00Z,10.04,90.41
2026-04-23T22:38:00Z,8.48,91.46
2026-04-23T22:39:00Z,2.98,97.48
2026-04-23T22:40:00Z,1.93,98.16
2026-04-23T22:41:00Z,1.03,98.99
2026-04-23T22:42:00Z,1.56,98.81
2026-04-23T22:43:00Z,2.97,96.54
2026-04-23T22:44:00Z,6.48,93.89
