# event_ticker=KXATPMATCH-25OCT01CILBAS
# final_score=6-3 7-6(5)
# score_resolution=6-3 7-6
# match_winner=Marin Cilic
# fav_player=Marin Cilic
# dog_player=Nikoloz Basilashvili
# kalshi_date=2025-10-01
timestamp,Marin Cilic,Nikoloz Basilashvili
2025-10-01T04:43:00Z,48.00,53.00
2025-10-01T04:44:00Z,48.00,52.00
2025-10-01T04:46:00Z,48.00,52.00
2025-10-01T04:48:00Z,48.00,53.00
2025-10-01T04:49:00Z,48.00,53.00
2025-10-01T04:51:00Z,48.00,53.00
2025-10-01T04:57:00Z,48.00,53.00
2025-10-01T04:58:00Z,48.00,53.00
2025-10-01T04:59:00Z,48.00,53.00
2025-10-01T05:03:00Z,48.00,53.00
2025-10-01T05:05:00Z,48.00,53.00
2025-10-01T05:07:00Z,48.00,53.00
2025-10-01T05:09:00Z,48.00,53.00
2025-10-01T05:12:00Z,48.00,53.00
2025-10-01T05:13:00Z,48.00,53.00
2025-10-01T05:15:00Z,48.00,53.00
2025-10-01T05:16:00Z,48.00,53.00
2025-10-01T05:20:00Z,48.00,53.00
2025-10-01T05:25:00Z,48.00,53.00
2025-10-01T05:26:00Z,48.00,53.00
2025-10-01T05:27:00Z,48.00,53.00
2025-10-01T05:28:00Z,48.00,53.00
2025-10-01T05:29:00Z,48.00,53.00
2025-10-01T05:30:00Z,48.00,53.00
2025-10-01T05:32:00Z,48.00,53.00
2025-10-01T05:34:00Z,48.00,53.00
2025-10-01T05:35:00Z,48.00,53.00
2025-10-01T05:36:00Z,48.00,53.00
2025-10-01T05:39:00Z,48.00,55.52
2025-10-01T05:40:00Z,45.59,55.67
2025-10-01T05:41:00Z,45.66,55.67
2025-10-01T05:43:00Z,45.00,55.67
2025-10-01T05:44:00Z,45.00,56.00
2025-10-01T05:46:00Z,45.00,56.00
2025-10-01T05:50:00Z,45.00,56.00
2025-10-01T05:51:00Z,45.00,56.00
2025-10-01T05:52:00Z,45.00,56.00
2025-10-01T05:53:00Z,45.00,56.00
2025-10-01T05:54:00Z,45.00,56.00
2025-10-01T05:56:00Z,45.00,56.00
2025-10-01T05:57:00Z,45.00,56.00
2025-10-01T05:59:00Z,45.00,56.00
2025-10-01T06:00:00Z,45.00,56.00
2025-10-01T06:05:00Z,45.00,56.00
2025-10-01T06:08:00Z,45.00,56.00
2025-10-01T06:10:00Z,44.00,56.00
2025-10-01T06:15:00Z,44.00,56.00
2025-10-01T06:16:00Z,44.00,56.00
2025-10-01T06:17:00Z,47.00,56.00
2025-10-01T06:19:00Z,47.00,56.00
2025-10-01T06:23:00Z,47.00,56.54
2025-10-01T06:24:00Z,47.00,56.54
2025-10-01T06:25:00Z,47.00,56.54
2025-10-01T06:38:00Z,47.69,56.54
2025-10-01T06:44:00Z,47.69,55.00
2025-10-01T06:45:00Z,48.00,55.00
2025-10-01T06:49:00Z,48.00,55.00
2025-10-01T06:51:00Z,48.00,55.00
2025-10-01T06:54:00Z,48.00,55.00
2025-10-01T06:57:00Z,48.00,55.00
2025-10-01T07:01:00Z,48.00,55.00
2025-10-01T07:10:00Z,49.01,51.00
2025-10-01T07:12:00Z,49.00,51.00
2025-10-01T07:16:00Z,49.00,55.00
2025-10-01T07:18:00Z,49.00,55.00
2025-10-01T07:22:00Z,44.90,55.00
2025-10-01T07:25:00Z,44.90,55.00
2025-10-01T07:30:00Z,48.00,55.00
2025-10-01T07:31:00Z,48.00,55.00
2025-10-01T07:34:00Z,48.00,56.00
2025-10-01T07:38:00Z,48.00,56.00
2025-10-01T07:40:00Z,48.00,56.00
2025-10-01T07:45:00Z,46.00,56.00
2025-10-01T07:46:00Z,49.00,56.00
2025-10-01T07:47:00Z,49.00,56.00
2025-10-01T07:48:00Z,49.00,56.00
2025-10-01T07:49:00Z,49.00,56.00
2025-10-01T07:52:00Z,45.00,56.00
2025-10-01T07:53:00Z,42.69,68.00
2025-10-01T07:54:00Z,46.00,61.58
2025-10-01T07:56:00Z,46.00,53.14
2025-10-01T07:57:00Z,60.80,48.62
2025-10-01T07:59:00Z,60.00,43.31
2025-10-01T08:00:00Z,66.12,40.00
2025-10-01T08:01:00Z,66.81,39.00
2025-10-01T08:02:00Z,68.17,36.35
2025-10-01T08:03:00Z,71.64,33.50
2025-10-01T08:04:00Z,62.00,23.00
2025-10-01T08:06:00Z,68.86,31.10
2025-10-01T08:07:00Z,72.49,31.10
2025-10-01T08:08:00Z,71.65,31.83
2025-10-01T08:09:00Z,70.75,31.00
2025-10-01T08:10:00Z,73.04,31.00
2025-10-01T08:11:00Z,73.58,31.00
2025-10-01T08:12:00Z,73.61,31.00
2025-10-01T08:14:00Z,72.00,33.00
2025-10-01T08:16:00Z,74.00,27.81
2025-10-01T08:17:00Z,73.69,27.81
2025-10-01T08:18:00Z,70.91,25.68
2025-10-01T08:19:00Z,75.43,25.68
2025-10-01T08:21:00Z,74.82,25.68
2025-10-01T08:22:00Z,76.00,25.68
2025-10-01T08:23:00Z,76.28,25.00
2025-10-01T08:24:00Z,74.39,24.41
2025-10-01T08:25:00Z,75.00,26.07
2025-10-01T08:26:00Z,77.00,26.07
2025-10-01T08:27:00Z,77.85,34.00
2025-10-01T08:28:00Z,76.20,25.08
2025-10-01T08:29:00Z,73.23,27.00
2025-10-01T08:30:00Z,76.00,26.00
2025-10-01T08:31:00Z,78.14,27.00
2025-10-01T08:32:00Z,79.08,23.84
2025-10-01T08:33:00Z,79.09,24.00
2025-10-01T08:34:00Z,79.79,24.00
2025-10-01T08:35:00Z,74.53,24.80
2025-10-01T08:36:00Z,74.53,27.00
2025-10-01T08:37:00Z,75.00,26.00
2025-10-01T08:38:00Z,75.62,26.00
2025-10-01T08:39:00Z,79.77,28.00
2025-10-01T08:40:00Z,77.52,20.00
2025-10-01T08:41:00Z,80.35,21.00
2025-10-01T08:42:00Z,75.71,22.00
2025-10-01T08:43:00Z,76.98,22.00
2025-10-01T08:44:00Z,78.00,22.00
2025-10-01T08:45:00Z,78.00,23.00
2025-10-01T08:46:00Z,77.01,23.00
2025-10-01T08:47:00Z,77.01,22.00
2025-10-01T08:48:00Z,77.01,16.00
2025-10-01T08:49:00Z,82.72,22.00
2025-10-01T08:50:00Z,76.07,22.00
2025-10-01T08:51:00Z,76.07,24.00
2025-10-01T08:53:00Z,78.50,24.00
2025-10-01T08:54:00Z,86.68,24.00
2025-10-01T08:55:00Z,86.68,23.00
2025-10-01T08:56:00Z,84.64,18.41
2025-10-01T08:57:00Z,79.00,21.08
2025-10-01T08:58:00Z,79.00,24.00
2025-10-01T08:59:00Z,79.00,24.09
2025-10-01T09:00:00Z,73.94,26.08
2025-10-01T09:01:00Z,77.00,32.78
2025-10-01T09:02:00Z,75.75,32.78
2025-10-01T09:03:00Z,78.08,22.53
2025-10-01T09:04:00Z,68.00,27.70
2025-10-01T09:05:00Z,68.00,25.40
2025-10-01T09:06:00Z,75.00,27.00
2025-10-01T09:07:00Z,74.89,26.31
2025-10-01T09:08:00Z,77.18,25.90
2025-10-01T09:09:00Z,80.00,22.02
2025-10-01T09:10:00Z,75.34,26.98
2025-10-01T09:11:00Z,79.14,27.00
2025-10-01T09:12:00Z,73.03,30.37
2025-10-01T09:13:00Z,80.22,18.53
2025-10-01T09:14:00Z,92.84,11.02
2025-10-01T09:15:00Z,96.74,3.07
2025-10-01T09:16:00Z,92.72,6.79
2025-10-01T09:17:00Z,92.12,6.85
2025-10-01T09:18:00Z,92.12,14.13
2025-10-01T09:19:00Z,98.13,9.29
2025-10-01T09:20:00Z,99.00,9.29
2025-10-01T09:21:00Z,99.00,9.29
2025-10-01T09:22:00Z,99.00,9.29
2025-10-01T09:23:00Z,99.00,9.29
2025-10-01T09:25:00Z,99.00,9.29
2025-10-01T09:26:00Z,99.00,9.29
