# event_ticker=KXATPMATCH-25OCT07BERDJO
# final_score=6-3 7-5
# match_winner=Novak Djokovic
# fav_player=Novak Djokovic
# dog_player=Zizou Bergs
# kalshi_date=2025-10-07
timestamp,Novak Djokovic,Zizou Bergs
2025-10-08T23:06:00Z,79.00,
2025-10-08T23:09:00Z,79.00,
2025-10-08T23:10:00Z,79.00,
2025-10-08T23:20:00Z,79.00,
2025-10-08T23:22:00Z,79.00,23.00
2025-10-08T23:25:00Z,79.00,21.00
2025-10-08T23:30:00Z,78.00,21.00
2025-10-08T23:49:00Z,78.00,23.00
2025-10-08T23:52:00Z,78.00,23.00
2025-10-09T00:03:00Z,78.00,23.00
2025-10-09T00:07:00Z,78.00,23.00
2025-10-09T00:26:00Z,78.00,23.00
2025-10-09T00:27:00Z,77.00,23.00
2025-10-09T00:37:00Z,77.00,21.00
2025-10-09T00:43:00Z,78.00,21.00
2025-10-09T00:44:00Z,78.00,21.00
2025-10-09T00:46:00Z,78.00,21.00
2025-10-09T00:50:00Z,78.00,21.00
2025-10-09T00:58:00Z,78.00,21.00
2025-10-09T00:59:00Z,78.00,23.00
2025-10-09T01:05:00Z,78.00,23.00
2025-10-09T01:08:00Z,78.00,23.00
2025-10-09T01:09:00Z,78.00,23.00
2025-10-09T01:11:00Z,78.00,23.00
2025-10-09T01:28:00Z,78.00,23.00
2025-10-09T01:32:00Z,78.00,23.00
2025-10-09T01:45:00Z,78.00,23.00
2025-10-09T01:47:00Z,78.00,23.00
2025-10-09T01:54:00Z,78.00,23.00
2025-10-09T02:00:00Z,78.00,23.00
2025-10-09T02:10:00Z,78.00,23.00
2025-10-09T02:13:00Z,78.00,23.00
2025-10-09T02:29:00Z,78.00,23.00
2025-10-09T02:32:00Z,78.00,23.00
2025-10-09T02:39:00Z,78.00,22.00
2025-10-09T02:42:00Z,78.00,23.00
2025-10-09T02:45:00Z,78.00,23.00
2025-10-09T02:46:00Z,78.00,23.00
2025-10-09T02:47:00Z,78.00,23.00
2025-10-09T02:50:00Z,78.00,23.00
2025-10-09T02:55:00Z,78.00,23.00
2025-10-09T02:56:00Z,78.00,23.00
2025-10-09T02:57:00Z,78.00,22.00
2025-10-09T02:58:00Z,78.00,23.00
2025-10-09T03:01:00Z,78.00,23.00
2025-10-09T03:03:00Z,78.00,23.00
2025-10-09T03:07:00Z,78.00,23.00
2025-10-09T03:13:00Z,78.00,23.00
2025-10-09T03:17:00Z,78.00,23.00
2025-10-09T03:20:00Z,78.00,23.00
2025-10-09T03:22:00Z,78.00,23.00
2025-10-09T03:24:00Z,78.00,23.00
2025-10-09T03:31:00Z,78.00,23.00
2025-10-09T03:35:00Z,78.00,23.00
2025-10-09T03:36:00Z,78.00,23.00
2025-10-09T03:37:00Z,78.00,23.00
2025-10-09T03:38:00Z,78.00,23.00
2025-10-09T03:39:00Z,78.00,23.00
2025-10-09T03:40:00Z,78.00,23.00
2025-10-09T03:47:00Z,78.00,23.00
2025-10-09T03:48:00Z,78.00,23.00
2025-10-09T03:50:00Z,78.00,23.00
2025-10-09T03:51:00Z,78.00,23.00
2025-10-09T03:52:00Z,78.00,23.00
