# event_ticker=KXATPCHALLENGERMATCH-26APR07GADJAS
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Buvaysar Gadamauri
# fav_player=Omar Jasika
# dog_player=Buvaysar Gadamauri
# kalshi_date=2026-04-07
timestamp,Omar Jasika,Buvaysar Gadamauri
2026-04-06T20:36:00Z,,63.00
2026-04-06T22:23:00Z,35.15,63.00
2026-04-06T22:24:00Z,36.00,63.00
2026-04-07T00:38:00Z,36.00,66.00
2026-04-07T01:36:00Z,36.00,67.00
2026-04-07T02:14:00Z,36.00,67.00
2026-04-07T02:44:00Z,36.00,67.00
2026-04-07T03:05:00Z,36.00,67.00
2026-04-07T03:40:00Z,34.00,67.00
2026-04-07T04:00:00Z,34.00,67.00
2026-04-07T04:03:00Z,34.00,67.00
2026-04-07T04:06:00Z,34.00,67.00
2026-04-07T04:08:00Z,34.00,67.00
2026-04-07T04:11:00Z,34.00,67.00
2026-04-07T04:14:00Z,34.00,67.00
2026-04-07T04:15:00Z,34.00,67.00
2026-04-07T04:20:00Z,34.00,67.00
2026-04-07T04:21:00Z,34.00,67.00
2026-04-07T04:27:00Z,34.00,67.00
2026-04-07T04:32:00Z,34.00,67.00
2026-04-07T04:54:00Z,34.00,67.00
2026-04-07T05:00:00Z,34.00,67.00
2026-04-07T05:04:00Z,34.00,67.00
2026-04-07T05:10:00Z,34.00,67.00
2026-04-07T05:12:00Z,34.00,67.00
2026-04-07T05:16:00Z,34.00,67.00
2026-04-07T05:17:00Z,34.00,67.00
2026-04-07T05:18:00Z,34.00,67.00
2026-04-07T05:19:00Z,34.00,67.00
2026-04-07T05:20:00Z,34.00,67.00
2026-04-07T05:21:00Z,34.49,67.00
2026-04-07T05:23:00Z,34.49,67.00
2026-04-07T05:26:00Z,34.49,67.00
2026-04-07T05:28:00Z,35.00,67.00
2026-04-07T05:29:00Z,35.00,67.00
2026-04-07T05:30:00Z,35.00,67.00
2026-04-07T05:31:00Z,34.00,67.00
2026-04-07T05:33:00Z,34.00,67.00
2026-04-07T05:40:00Z,34.00,67.00
2026-04-07T05:41:00Z,34.00,67.00
2026-04-07T05:42:00Z,34.00,67.00
2026-04-07T05:43:00Z,34.00,66.29
2026-04-07T05:45:00Z,34.00,67.00
2026-04-07T05:48:00Z,34.00,67.00
2026-04-07T05:49:00Z,34.00,67.00
2026-04-07T05:51:00Z,34.00,67.00
2026-04-07T05:53:00Z,34.00,67.00
2026-04-07T05:55:00Z,34.00,67.00
2026-04-07T05:57:00Z,34.00,67.00
2026-04-07T05:58:00Z,34.00,67.00
2026-04-07T05:59:00Z,35.00,67.00
2026-04-07T06:00:00Z,35.00,67.00
2026-04-07T06:01:00Z,35.00,67.00
2026-04-07T06:02:00Z,35.00,67.00
2026-04-07T06:03:00Z,33.00,67.00
2026-04-07T06:06:00Z,33.00,67.00
2026-04-07T06:07:00Z,33.00,67.00
2026-04-07T06:10:00Z,33.00,67.00
2026-04-07T06:14:00Z,35.00,67.00
2026-04-07T06:16:00Z,35.00,66.00
2026-04-07T06:17:00Z,35.00,64.00
2026-04-07T06:18:00Z,35.00,64.00
2026-04-07T06:19:00Z,35.00,66.00
2026-04-07T06:20:00Z,35.00,66.00
2026-04-07T06:26:00Z,35.00,66.00
2026-04-07T06:28:00Z,34.00,66.00
2026-04-07T06:29:00Z,34.00,66.00
2026-04-07T06:30:00Z,34.00,66.00
2026-04-07T06:34:00Z,34.00,66.88
2026-04-07T06:37:00Z,34.00,66.88
2026-04-07T06:39:00Z,34.00,67.00
