# event_ticker=KXATPCHALLENGERMATCH-26APR06PERGEA
# final_score=6-2 3-6 6-1
# score_resolution=2-6 6-3 1-6
# match_winner=Sergi Perez Contri
# fav_player=Arthur Gea
# dog_player=Sergi Perez Contri
# kalshi_date=2026-04-06
timestamp,Arthur Gea,Sergi Perez Contri
2026-04-06T00:44:00Z,,19.00
2026-04-06T02:10:00Z,82.00,19.00
2026-04-06T02:33:00Z,80.00,19.00
2026-04-06T03:05:00Z,82.87,19.00
2026-04-06T03:34:00Z,82.87,19.89
2026-04-06T03:58:00Z,82.00,19.89
2026-04-06T04:55:00Z,82.00,20.00
2026-04-06T05:08:00Z,82.00,17.00
2026-04-06T05:12:00Z,82.00,17.00
2026-04-06T05:29:00Z,82.00,17.00
2026-04-06T05:50:00Z,82.00,20.00
2026-04-06T06:12:00Z,82.00,20.00
2026-04-06T06:20:00Z,82.00,20.00
2026-04-06T06:25:00Z,82.00,20.00
2026-04-06T06:53:00Z,83.00,20.00
2026-04-06T06:54:00Z,83.00,20.00
2026-04-06T07:14:00Z,83.00,20.00
2026-04-06T08:26:00Z,83.00,20.00
2026-04-06T10:28:00Z,83.00,20.00
2026-04-06T10:29:00Z,83.00,20.00
2026-04-06T10:49:00Z,83.00,20.00
2026-04-06T11:01:00Z,82.00,20.00
2026-04-06T11:07:00Z,83.00,20.00
2026-04-06T11:16:00Z,83.00,20.00
2026-04-06T11:24:00Z,83.00,20.00
2026-04-06T11:38:00Z,83.00,19.96
2026-04-06T11:51:00Z,83.00,19.00
2026-04-06T12:00:00Z,83.00,19.00
2026-04-06T12:03:00Z,82.00,19.00
2026-04-06T12:06:00Z,82.00,19.00
2026-04-06T12:12:00Z,82.21,19.39
2026-04-06T12:13:00Z,76.18,23.94
2026-04-06T12:14:00Z,76.10,22.00
2026-04-06T12:15:00Z,76.00,25.42
2026-04-06T12:16:00Z,69.49,32.68
2026-04-06T12:17:00Z,71.79,29.41
2026-04-06T12:18:00Z,72.36,29.93
2026-04-06T12:19:00Z,70.00,33.03
2026-04-06T12:20:00Z,65.25,36.13
2026-04-06T12:21:00Z,68.73,33.17
2026-04-06T12:22:00Z,67.96,34.00
2026-04-06T12:23:00Z,65.01,36.91
2026-04-06T12:24:00Z,64.15,37.96
2026-04-06T12:25:00Z,66.82,37.46
2026-04-06T12:26:00Z,68.55,32.00
2026-04-06T12:27:00Z,67.15,32.04
2026-04-06T12:28:00Z,67.74,34.68
2026-04-06T12:29:00Z,68.62,34.17
2026-04-06T12:30:00Z,64.73,39.18
2026-04-06T12:31:00Z,62.93,39.91
2026-04-06T12:32:00Z,66.94,33.00
2026-04-06T12:33:00Z,67.00,33.00
2026-04-06T12:34:00Z,63.64,36.65
2026-04-06T12:35:00Z,62.00,40.78
2026-04-06T12:36:00Z,63.21,38.20
2026-04-06T12:37:00Z,62.26,39.38
2026-04-06T12:38:00Z,60.68,38.24
2026-04-06T12:39:00Z,61.03,41.70
2026-04-06T12:40:00Z,55.51,46.26
2026-04-06T12:41:00Z,55.30,50.20
2026-04-06T12:42:00Z,55.84,48.06
2026-04-06T12:43:00Z,60.67,42.50
2026-04-06T12:44:00Z,56.73,44.00
2026-04-06T12:45:00Z,51.49,48.17
2026-04-06T12:46:00Z,49.00,52.16
2026-04-06T12:47:00Z,46.14,57.00
2026-04-06T12:48:00Z,43.00,58.00
2026-04-06T12:49:00Z,43.31,56.98
2026-04-06T12:50:00Z,43.99,57.39
2026-04-06T12:51:00Z,44.00,56.79
2026-04-06T12:52:00Z,43.99,57.80
2026-04-06T12:53:00Z,44.00,58.00
2026-04-06T12:54:00Z,43.64,60.01
2026-04-06T12:55:00Z,45.46,56.47
2026-04-06T12:56:00Z,49.07,51.18
2026-04-06T12:57:00Z,55.20,47.89
2026-04-06T12:58:00Z,50.92,51.37
2026-04-06T12:59:00Z,45.30,55.94
2026-04-06T13:00:00Z,43.84,54.17
2026-04-06T13:01:00Z,45.88,52.78
2026-04-06T13:02:00Z,51.34,52.00
2026-04-06T13:03:00Z,52.00,49.16
2026-04-06T13:04:00Z,53.00,49.16
2026-04-06T13:05:00Z,59.78,41.64
2026-04-06T13:06:00Z,50.92,50.03
2026-04-06T13:07:00Z,51.76,50.99
2026-04-06T13:08:00Z,60.00,44.56
2026-04-06T13:09:00Z,61.38,42.33
2026-04-06T13:10:00Z,56.65,43.76
2026-04-06T13:11:00Z,71.57,34.32
2026-04-06T13:12:00Z,66.34,31.94
2026-04-06T13:13:00Z,65.22,30.34
2026-04-06T13:14:00Z,62.94,37.72
2026-04-06T13:15:00Z,53.55,47.14
2026-04-06T13:16:00Z,53.00,48.19
2026-04-06T13:17:00Z,49.69,50.10
2026-04-06T13:18:00Z,43.42,55.35
2026-04-06T13:19:00Z,47.81,56.63
2026-04-06T13:20:00Z,45.33,56.25
2026-04-06T13:21:00Z,42.08,59.77
2026-04-06T13:22:00Z,38.43,61.85
2026-04-06T13:23:00Z,51.57,55.94
2026-04-06T13:24:00Z,51.82,48.91
2026-04-06T13:25:00Z,52.54,45.00
2026-04-06T13:26:00Z,62.74,37.91
2026-04-06T13:27:00Z,69.10,30.14
2026-04-06T13:28:00Z,68.96,28.96
2026-04-06T13:29:00Z,70.25,35.57
2026-04-06T13:30:00Z,73.91,28.33
2026-04-06T13:31:00Z,64.09,33.98
2026-04-06T13:32:00Z,59.97,43.00
2026-04-06T13:33:00Z,59.71,40.87
2026-04-06T13:34:00Z,59.69,41.00
2026-04-06T13:35:00Z,60.42,37.84
2026-04-06T13:36:00Z,72.35,31.67
2026-04-06T13:37:00Z,59.39,37.25
2026-04-06T13:38:00Z,54.17,57.84
2026-04-06T13:39:00Z,65.11,34.21
2026-04-06T13:40:00Z,66.94,35.22
2026-04-06T13:41:00Z,66.63,34.98
2026-04-06T13:42:00Z,69.25,31.39
2026-04-06T13:43:00Z,67.15,34.42
2026-04-06T13:44:00Z,68.83,33.03
2026-04-06T13:45:00Z,67.16,33.27
2026-04-06T13:46:00Z,71.38,31.01
2026-04-06T13:47:00Z,67.92,37.68
2026-04-06T13:48:00Z,74.30,26.74
2026-04-06T13:49:00Z,67.10,32.72
2026-04-06T13:50:00Z,64.66,36.02
2026-04-06T13:51:00Z,64.05,41.10
2026-04-06T13:52:00Z,57.04,46.20
2026-04-06T13:53:00Z,55.28,47.74
2026-04-06T13:54:00Z,48.21,51.68
2026-04-06T13:55:00Z,41.96,60.09
2026-04-06T13:56:00Z,49.20,55.13
2026-04-06T13:57:00Z,46.92,52.13
2026-04-06T13:58:00Z,37.47,60.65
2026-04-06T13:59:00Z,39.27,63.85
2026-04-06T14:00:00Z,40.20,59.44
2026-04-06T14:01:00Z,36.84,66.71
2026-04-06T14:02:00Z,25.90,73.40
2026-04-06T14:03:00Z,27.86,72.83
2026-04-06T14:04:00Z,33.19,63.56
2026-04-06T14:05:00Z,35.99,64.83
2026-04-06T14:06:00Z,38.20,58.40
2026-04-06T14:07:00Z,32.32,70.44
2026-04-06T14:08:00Z,24.87,76.21
2026-04-06T14:09:00Z,21.91,79.93
2026-04-06T14:10:00Z,21.69,78.17
2026-04-06T14:11:00Z,14.03,85.16
2026-04-06T14:12:00Z,4.36,94.66
2026-04-06T14:13:00Z,1.22,98.48
2026-04-06T14:14:00Z,1.00,99.00
2026-04-06T14:15:00Z,1.00,99.00
2026-04-06T14:16:00Z,1.00,99.00
2026-04-06T14:17:00Z,1.00,99.00
2026-04-06T14:18:00Z,1.00,99.00
2026-04-06T14:19:00Z,1.00,99.00
2026-04-06T14:20:00Z,1.00,99.00
2026-04-06T14:21:00Z,1.00,99.00
2026-04-06T14:22:00Z,1.00,99.00
2026-04-06T14:23:00Z,1.00,99.00
