# event_ticker=KXATPCHALLENGERMATCH-26MAR26ALTGUE
# final_score=6-4 4-6 6-3
# score_resolution=4-6 6-4 3-6
# match_winner=Daniel Altmaier
# fav_player=Andrea Guerrieri
# dog_player=Daniel Altmaier
# kalshi_date=2026-03-26
timestamp,Andrea Guerrieri,Daniel Altmaier
2026-03-26T12:53:00Z,27.09,77.34
2026-03-26T12:54:00Z,14.20,85.47
2026-03-26T12:55:00Z,13.51,88.63
2026-03-26T12:56:00Z,13.00,88.00
2026-03-26T12:57:00Z,14.00,88.00
2026-03-26T12:58:00Z,14.00,88.00
2026-03-26T12:59:00Z,13.20,88.00
2026-03-26T13:00:00Z,12.97,89.00
2026-03-26T13:01:00Z,10.58,90.65
2026-03-26T13:02:00Z,11.49,88.11
2026-03-26T13:03:00Z,16.32,84.51
2026-03-26T13:04:00Z,13.71,85.10
2026-03-26T13:05:00Z,12.97,89.00
2026-03-26T13:06:00Z,14.67,85.80
2026-03-26T13:07:00Z,16.96,84.84
2026-03-26T13:08:00Z,13.00,88.55
2026-03-26T13:09:00Z,11.31,90.00
2026-03-26T13:10:00Z,10.74,90.00
2026-03-26T13:11:00Z,11.05,88.29
2026-03-26T13:12:00Z,12.56,90.00
2026-03-26T13:13:00Z,13.00,89.14
2026-03-26T13:14:00Z,13.36,88.82
2026-03-26T13:15:00Z,15.00,87.86
2026-03-26T13:16:00Z,16.28,84.91
2026-03-26T13:17:00Z,17.61,86.45
2026-03-26T13:18:00Z,20.19,76.17
2026-03-26T13:19:00Z,22.96,78.00
2026-03-26T13:20:00Z,21.44,80.29
2026-03-26T13:21:00Z,21.05,80.91
2026-03-26T13:22:00Z,22.73,79.85
2026-03-26T13:23:00Z,23.15,78.89
2026-03-26T13:24:00Z,24.56,78.59
2026-03-26T13:25:00Z,26.32,76.11
2026-03-26T13:26:00Z,25.27,75.14
2026-03-26T13:27:00Z,27.50,74.58
2026-03-26T13:28:00Z,28.01,74.00
2026-03-26T13:29:00Z,28.08,74.20
2026-03-26T13:30:00Z,30.96,71.60
2026-03-26T13:31:00Z,37.15,66.29
2026-03-26T13:32:00Z,37.99,63.04
2026-03-26T13:33:00Z,40.05,62.83
2026-03-26T13:34:00Z,40.05,62.58
2026-03-26T13:35:00Z,41.41,61.27
2026-03-26T13:36:00Z,43.65,58.99
2026-03-26T13:37:00Z,43.57,58.76
2026-03-26T13:38:00Z,39.89,61.75
2026-03-26T13:39:00Z,40.49,61.55
2026-03-26T13:40:00Z,35.84,65.05
2026-03-26T13:41:00Z,37.97,64.55
2026-03-26T13:42:00Z,38.41,63.00
2026-03-26T13:43:00Z,37.51,64.21
2026-03-26T13:44:00Z,33.58,66.40
2026-03-26T13:45:00Z,30.46,69.50
2026-03-26T13:46:00Z,27.29,74.43
2026-03-26T13:47:00Z,27.96,74.88
2026-03-26T13:48:00Z,32.90,67.10
2026-03-26T13:49:00Z,35.77,66.97
2026-03-26T13:50:00Z,33.54,69.18
2026-03-26T13:51:00Z,34.57,66.16
2026-03-26T13:52:00Z,34.48,66.89
2026-03-26T13:53:00Z,34.70,66.97
2026-03-26T13:54:00Z,34.90,66.97
2026-03-26T13:55:00Z,32.29,68.26
2026-03-26T13:56:00Z,29.52,71.54
2026-03-26T13:57:00Z,30.89,69.07
2026-03-26T13:58:00Z,38.08,62.89
2026-03-26T13:59:00Z,51.58,49.19
2026-03-26T14:00:00Z,51.87,47.72
2026-03-26T14:01:00Z,52.04,51.17
2026-03-26T14:02:00Z,57.04,42.96
2026-03-26T14:03:00Z,56.07,45.80
2026-03-26T14:04:00Z,43.08,58.07
2026-03-26T14:05:00Z,35.41,66.00
2026-03-26T14:06:00Z,34.18,66.73
2026-03-26T14:07:00Z,32.98,69.54
2026-03-26T14:08:00Z,33.47,67.41
2026-03-26T14:09:00Z,29.11,71.51
2026-03-26T14:10:00Z,29.96,72.54
2026-03-26T14:11:00Z,33.99,66.42
2026-03-26T14:12:00Z,37.67,62.49
2026-03-26T14:13:00Z,39.05,62.04
2026-03-26T14:14:00Z,39.46,63.05
2026-03-26T14:15:00Z,50.22,53.78
2026-03-26T14:16:00Z,54.88,47.04
2026-03-26T14:17:00Z,63.95,34.60
2026-03-26T14:18:00Z,63.03,35.48
2026-03-26T14:19:00Z,58.29,42.82
2026-03-26T14:20:00Z,50.10,50.86
2026-03-26T14:21:00Z,42.54,57.69
2026-03-26T14:22:00Z,36.94,62.76
2026-03-26T14:23:00Z,35.64,66.93
2026-03-26T14:24:00Z,29.64,71.02
2026-03-26T14:25:00Z,28.91,69.33
2026-03-26T14:26:00Z,27.83,73.69
2026-03-26T14:27:00Z,28.54,71.10
2026-03-26T14:28:00Z,26.68,76.03
2026-03-26T14:29:00Z,22.36,78.90
2026-03-26T14:30:00Z,25.29,77.71
2026-03-26T14:31:00Z,12.70,91.72
2026-03-26T14:32:00Z,5.73,92.98
2026-03-26T14:33:00Z,6.77,94.75
2026-03-26T14:34:00Z,16.66,87.93
2026-03-26T14:35:00Z,18.14,79.68
2026-03-26T14:36:00Z,14.58,88.13
2026-03-26T14:37:00Z,3.56,97.73
2026-03-26T14:38:00Z,1.00,99.00
2026-03-26T14:39:00Z,1.00,99.00
2026-03-26T14:40:00Z,1.00,99.00
2026-03-26T14:41:00Z,1.00,99.00
2026-03-26T14:42:00Z,1.00,99.00
