# event_ticker=KXATPCHALLENGERMATCH-26MAR26ALTGUE
# final_score=6-4 4-6 6-3
# score_resolution=4-6 6-4 3-6
# match_winner=Daniel Altmaier
# fav_player=Andrea Guerrieri
# dog_player=Daniel Altmaier
# kalshi_date=2026-03-26
timestamp,Andrea Guerrieri,Daniel Altmaier
2026-03-26T01:55:00Z,,76.00
2026-03-26T01:57:00Z,,76.00
2026-03-26T02:06:00Z,,76.00
2026-03-26T03:20:00Z,,76.00
2026-03-26T03:44:00Z,,76.00
2026-03-26T04:25:00Z,,75.00
2026-03-26T04:47:00Z,,75.00
2026-03-26T04:51:00Z,,75.97
2026-03-26T04:59:00Z,,77.00
2026-03-26T05:05:00Z,,77.00
2026-03-26T05:11:00Z,,77.00
2026-03-26T05:32:00Z,,75.00
2026-03-26T05:39:00Z,,76.00
2026-03-26T05:40:00Z,,77.00
2026-03-26T06:13:00Z,25.00,77.00
2026-03-26T06:18:00Z,25.00,77.00
2026-03-26T06:45:00Z,25.00,78.00
2026-03-26T06:46:00Z,25.00,78.00
2026-03-26T06:47:00Z,25.00,78.00
2026-03-26T07:00:00Z,25.00,76.00
2026-03-26T09:02:00Z,25.00,76.00
2026-03-26T09:04:00Z,25.00,76.00
2026-03-26T09:05:00Z,24.00,76.00
2026-03-26T09:06:00Z,24.00,76.00
2026-03-26T09:21:00Z,22.00,76.00
2026-03-26T09:28:00Z,23.00,76.00
2026-03-26T09:32:00Z,23.00,78.51
2026-03-26T09:45:00Z,23.00,79.00
2026-03-26T09:48:00Z,23.00,79.00
2026-03-26T09:56:00Z,23.00,79.00
2026-03-26T09:59:00Z,23.00,79.00
2026-03-26T10:00:00Z,23.00,79.00
2026-03-26T10:01:00Z,23.00,79.00
2026-03-26T10:06:00Z,24.00,79.00
2026-03-26T10:07:00Z,24.00,79.00
2026-03-26T10:09:00Z,24.00,79.00
2026-03-26T10:11:00Z,22.00,79.00
2026-03-26T10:12:00Z,22.00,79.00
2026-03-26T10:18:00Z,22.00,79.00
2026-03-26T10:23:00Z,23.97,78.00
2026-03-26T10:30:00Z,24.00,78.00
2026-03-26T10:32:00Z,24.00,76.00
2026-03-26T10:34:00Z,24.00,76.00
2026-03-26T10:36:00Z,24.00,79.00
2026-03-26T10:41:00Z,24.00,79.00
2026-03-26T10:42:00Z,24.00,79.00
2026-03-26T10:43:00Z,24.00,79.00
2026-03-26T10:51:00Z,24.00,79.66
2026-03-26T10:52:00Z,24.00,79.91
2026-03-26T10:59:00Z,24.00,80.00
2026-03-26T11:06:00Z,24.00,79.00
2026-03-26T11:14:00Z,24.00,79.00
2026-03-26T11:22:00Z,24.00,79.00
2026-03-26T11:34:00Z,24.00,79.98
2026-03-26T11:35:00Z,24.00,80.00
2026-03-26T11:39:00Z,24.00,79.76
2026-03-26T11:44:00Z,24.00,79.76
2026-03-26T11:46:00Z,24.00,80.00
2026-03-26T11:47:00Z,24.00,80.00
2026-03-26T11:51:00Z,24.00,79.00
2026-03-26T11:53:00Z,24.00,79.00
2026-03-26T11:57:00Z,24.00,79.96
2026-03-26T11:59:00Z,24.00,79.99
2026-03-26T12:00:00Z,20.38,81.98
2026-03-26T12:01:00Z,20.38,81.00
2026-03-26T12:02:00Z,20.38,81.00
2026-03-26T12:03:00Z,22.00,81.00
2026-03-26T12:04:00Z,22.00,81.00
2026-03-26T12:05:00Z,21.42,81.00
2026-03-26T12:06:00Z,21.42,81.00
2026-03-26T12:07:00Z,21.00,81.00
2026-03-26T12:08:00Z,21.00,81.00
2026-03-26T12:09:00Z,21.01,81.00
2026-03-26T12:10:00Z,21.01,81.00
2026-03-26T12:11:00Z,21.00,81.00
2026-03-26T12:12:00Z,21.00,81.91
2026-03-26T12:13:00Z,21.00,81.91
2026-03-26T12:14:00Z,21.74,79.94
2026-03-26T12:15:00Z,23.00,79.00
2026-03-26T12:16:00Z,23.54,78.78
2026-03-26T12:17:00Z,22.00,81.00
2026-03-26T12:18:00Z,22.21,79.02
2026-03-26T12:19:00Z,21.64,80.91
2026-03-26T12:20:00Z,18.62,82.44
2026-03-26T12:21:00Z,18.52,83.81
2026-03-26T12:22:00Z,14.15,87.88
2026-03-26T12:23:00Z,13.52,87.74
2026-03-26T12:24:00Z,14.73,87.00
2026-03-26T12:25:00Z,11.18,91.10
2026-03-26T12:26:00Z,13.56,87.93
2026-03-26T12:27:00Z,12.00,89.00
2026-03-26T12:28:00Z,11.91,89.00
2026-03-26T12:29:00Z,12.28,89.00
2026-03-26T12:30:00Z,14.84,86.00
2026-03-26T12:31:00Z,15.00,86.00
2026-03-26T12:32:00Z,12.62,86.62
2026-03-26T12:33:00Z,11.21,89.00
2026-03-26T12:34:00Z,12.00,89.88
2026-03-26T12:35:00Z,12.00,89.96
2026-03-26T12:36:00Z,9.03,91.36
2026-03-26T12:37:00Z,11.00,90.00
2026-03-26T12:38:00Z,12.04,88.00
2026-03-26T12:39:00Z,18.89,83.17
2026-03-26T12:40:00Z,19.39,81.91
2026-03-26T12:41:00Z,23.59,77.11
2026-03-26T12:42:00Z,23.59,78.00
2026-03-26T12:43:00Z,25.85,75.15
2026-03-26T12:44:00Z,32.54,70.02
2026-03-26T12:45:00Z,35.93,66.24
2026-03-26T12:46:00Z,38.89,63.46
2026-03-26T12:47:00Z,40.45,68.01
2026-03-26T12:48:00Z,27.32,74.99
2026-03-26T12:49:00Z,26.20,75.75
2026-03-26T12:50:00Z,27.00,76.00
2026-03-26T12:51:00Z,25.20,79.40
2026-03-26T12:52:00Z,24.43,73.83
