# event_ticker=KXATPCHALLENGERMATCH-26MAR31KOZMAG
# final_score=6-3 7-6(7)
# score_resolution=6-3 7-6
# match_winner=Alan Magadan
# fav_player=Alan Magadan
# dog_player=Stefan Kozlov
# kalshi_date=2026-03-31
timestamp,Alan Magadan,Stefan Kozlov
2026-03-31T22:33:00Z,16.00,85.00
2026-03-31T22:37:00Z,16.00,85.00
2026-03-31T22:40:00Z,16.83,85.00
2026-03-31T22:42:00Z,17.17,85.00
2026-03-31T22:46:00Z,17.00,84.00
2026-03-31T22:48:00Z,17.00,84.00
2026-03-31T22:51:00Z,17.00,84.00
2026-03-31T22:52:00Z,17.00,85.00
2026-03-31T22:54:00Z,17.00,85.00
2026-03-31T22:58:00Z,17.00,85.00
2026-03-31T22:59:00Z,17.00,85.00
2026-03-31T23:00:00Z,17.00,85.00
2026-03-31T23:02:00Z,17.00,84.00
2026-03-31T23:04:00Z,17.00,84.00
2026-03-31T23:05:00Z,17.00,84.00
2026-03-31T23:06:00Z,18.82,84.09
2026-03-31T23:07:00Z,17.00,84.84
2026-03-31T23:08:00Z,17.00,84.84
2026-03-31T23:09:00Z,17.00,85.00
2026-03-31T23:10:00Z,17.00,85.00
2026-03-31T23:11:00Z,17.00,86.00
2026-03-31T23:12:00Z,15.54,86.10
2026-03-31T23:13:00Z,16.00,84.54
2026-03-31T23:14:00Z,17.75,84.56
2026-03-31T23:15:00Z,17.39,83.00
2026-03-31T23:16:00Z,19.95,81.00
2026-03-31T23:17:00Z,19.47,80.09
2026-03-31T23:18:00Z,21.12,80.42
2026-03-31T23:19:00Z,18.22,81.75
2026-03-31T23:20:00Z,18.04,80.27
2026-03-31T23:21:00Z,14.85,85.70
2026-03-31T23:22:00Z,13.42,87.88
2026-03-31T23:23:00Z,15.05,83.72
2026-03-31T23:24:00Z,19.62,80.99
2026-03-31T23:25:00Z,20.00,80.00
2026-03-31T23:26:00Z,18.07,82.56
2026-03-31T23:27:00Z,16.34,83.00
2026-03-31T23:28:00Z,17.08,82.02
2026-03-31T23:29:00Z,13.48,85.36
2026-03-31T23:30:00Z,17.29,83.29
2026-03-31T23:31:00Z,16.00,84.49
2026-03-31T23:32:00Z,18.68,80.00
2026-03-31T23:33:00Z,19.68,80.00
2026-03-31T23:34:00Z,27.07,72.53
2026-03-31T23:35:00Z,30.89,67.88
2026-03-31T23:36:00Z,31.44,68.29
2026-03-31T23:37:00Z,33.83,64.52
2026-03-31T23:38:00Z,33.05,68.58
2026-03-31T23:39:00Z,30.22,69.40
2026-03-31T23:40:00Z,36.95,67.07
2026-03-31T23:41:00Z,37.39,62.40
2026-03-31T23:42:00Z,36.06,66.51
2026-03-31T23:43:00Z,43.41,56.99
2026-03-31T23:44:00Z,42.19,57.71
2026-03-31T23:45:00Z,42.30,58.69
2026-03-31T23:46:00Z,45.99,55.90
2026-03-31T23:47:00Z,46.72,55.18
2026-03-31T23:48:00Z,48.91,52.58
2026-03-31T23:49:00Z,45.37,58.32
2026-03-31T23:50:00Z,41.49,59.88
2026-03-31T23:51:00Z,40.73,60.14
2026-03-31T23:52:00Z,38.47,62.66
2026-03-31T23:53:00Z,42.49,62.35
2026-03-31T23:54:00Z,40.56,61.34
2026-03-31T23:55:00Z,45.81,53.02
2026-03-31T23:56:00Z,46.50,53.00
2026-03-31T23:57:00Z,48.36,52.77
2026-03-31T23:58:00Z,51.71,49.32
2026-03-31T23:59:00Z,48.48,49.49
2026-04-01T00:00:00Z,53.63,51.48
2026-04-01T00:01:00Z,53.63,51.01
2026-04-01T00:02:00Z,62.18,38.29
2026-04-01T00:03:00Z,61.81,39.49
2026-04-01T00:04:00Z,62.80,41.85
2026-04-01T00:05:00Z,58.18,43.09
2026-04-01T00:06:00Z,52.72,48.74
2026-04-01T00:07:00Z,56.87,42.66
2026-04-01T00:08:00Z,56.73,47.03
2026-04-01T00:09:00Z,49.60,50.88
2026-04-01T00:10:00Z,46.84,54.22
2026-04-01T00:11:00Z,41.33,58.83
2026-04-01T00:12:00Z,38.92,60.50
2026-04-01T00:13:00Z,39.84,62.01
2026-04-01T00:14:00Z,36.51,63.95
2026-04-01T00:15:00Z,35.67,64.75
2026-04-01T00:16:00Z,40.07,56.70
2026-04-01T00:17:00Z,44.08,54.80
2026-04-01T00:18:00Z,41.89,58.15
2026-04-01T00:19:00Z,38.25,61.48
2026-04-01T00:20:00Z,40.15,59.77
2026-04-01T00:21:00Z,40.87,60.00
2026-04-01T00:22:00Z,42.82,58.25
2026-04-01T00:23:00Z,40.89,62.22
2026-04-01T00:24:00Z,41.97,56.89
2026-04-01T00:25:00Z,40.01,63.69
2026-04-01T00:26:00Z,41.15,58.88
2026-04-01T00:27:00Z,44.85,58.11
2026-04-01T00:28:00Z,46.08,55.87
2026-04-01T00:29:00Z,44.63,57.50
2026-04-01T00:30:00Z,44.92,57.68
2026-04-01T00:31:00Z,52.35,44.89
2026-04-01T00:32:00Z,54.86,46.31
2026-04-01T00:33:00Z,45.93,54.89
2026-04-01T00:34:00Z,49.73,52.05
2026-04-01T00:35:00Z,46.04,51.84
2026-04-01T00:36:00Z,51.13,49.73
2026-04-01T00:37:00Z,45.73,57.45
2026-04-01T00:38:00Z,42.00,58.26
2026-04-01T00:39:00Z,39.54,61.27
2026-04-01T00:40:00Z,43.93,51.82
2026-04-01T00:41:00Z,48.28,52.60
2026-04-01T00:42:00Z,42.11,60.19
2026-04-01T00:43:00Z,43.09,57.33
2026-04-01T00:44:00Z,46.82,51.75
2026-04-01T00:45:00Z,45.64,55.51
2026-04-01T00:46:00Z,46.36,53.22
2026-04-01T00:47:00Z,41.30,59.25
2026-04-01T00:48:00Z,40.73,58.95
2026-04-01T00:49:00Z,47.86,52.54
2026-04-01T00:50:00Z,50.39,49.33
2026-04-01T00:51:00Z,53.40,47.68
2026-04-01T00:52:00Z,50.47,46.62
2026-04-01T00:53:00Z,50.26,48.68
2026-04-01T00:54:00Z,43.90,55.80
2026-04-01T00:55:00Z,45.73,53.11
2026-04-01T00:56:00Z,49.43,54.21
2026-04-01T00:57:00Z,48.24,51.99
2026-04-01T00:58:00Z,52.21,46.99
2026-04-01T00:59:00Z,60.64,40.48
2026-04-01T01:00:00Z,70.31,32.43
2026-04-01T01:01:00Z,81.85,16.12
2026-04-01T01:02:00Z,79.32,21.41
2026-04-01T01:03:00Z,72.37,28.12
2026-04-01T01:04:00Z,60.17,40.13
2026-04-01T01:05:00Z,67.03,32.22
2026-04-01T01:06:00Z,55.87,42.84
2026-04-01T01:07:00Z,53.35,44.55
2026-04-01T01:08:00Z,75.36,24.58
2026-04-01T01:09:00Z,80.82,25.66
2026-04-01T01:10:00Z,52.98,46.28
2026-04-01T01:11:00Z,57.49,44.66
2026-04-01T01:12:00Z,72.44,29.18
2026-04-01T01:13:00Z,97.49,10.36
2026-04-01T01:14:00Z,99.00,10.36
2026-04-01T01:15:00Z,99.00,10.36
2026-04-01T01:16:00Z,99.00,10.36
2026-04-01T01:17:00Z,99.00,10.36
