# event_ticker=KXATPCHALLENGERMATCH-26MAR15BELNAV
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Mariano Navone
# fav_player=Mattia Bellucci
# dog_player=Mariano Navone
# kalshi_date=2026-03-15
timestamp,Mattia Bellucci,Mariano Navone
2026-03-15T04:29:00Z,,36.00
2026-03-15T04:50:00Z,64.00,36.00
2026-03-15T04:58:00Z,64.00,36.00
2026-03-15T05:08:00Z,64.00,36.00
2026-03-15T05:11:00Z,64.00,36.00
2026-03-15T05:13:00Z,64.00,36.00
2026-03-15T05:33:00Z,64.00,36.00
2026-03-15T05:46:00Z,64.00,36.00
2026-03-15T05:57:00Z,64.00,36.00
2026-03-15T05:59:00Z,64.45,36.00
2026-03-15T06:04:00Z,64.45,36.00
2026-03-15T06:20:00Z,64.45,36.00
2026-03-15T06:28:00Z,65.99,36.00
2026-03-15T06:41:00Z,66.00,36.00
2026-03-15T06:43:00Z,66.00,34.00
2026-03-15T06:47:00Z,66.00,34.00
2026-03-15T07:05:00Z,66.00,36.00
2026-03-15T07:20:00Z,66.00,36.00
2026-03-15T07:27:00Z,66.00,36.00
2026-03-15T07:29:00Z,66.00,36.00
2026-03-15T07:48:00Z,66.00,36.00
2026-03-15T07:59:00Z,64.00,36.00
2026-03-15T08:00:00Z,64.00,34.00
2026-03-15T08:24:00Z,66.00,34.00
2026-03-15T09:03:00Z,67.00,34.00
2026-03-15T09:13:00Z,66.00,34.00
2026-03-15T09:21:00Z,66.00,34.00
2026-03-15T09:26:00Z,68.85,33.34
2026-03-15T09:32:00Z,67.00,33.34
2026-03-15T09:37:00Z,67.00,33.34
2026-03-15T09:42:00Z,67.00,35.00
2026-03-15T09:46:00Z,67.00,35.00
2026-03-15T09:48:00Z,67.00,35.00
2026-03-15T10:03:00Z,67.00,35.94
2026-03-15T10:23:00Z,67.00,33.00
2026-03-15T11:11:00Z,65.00,35.00
2026-03-15T11:12:00Z,66.00,35.00
2026-03-15T11:18:00Z,66.00,35.00
2026-03-15T11:23:00Z,66.00,35.00
2026-03-15T11:25:00Z,66.00,36.00
2026-03-15T11:31:00Z,66.00,36.00
2026-03-15T11:38:00Z,66.00,36.00
2026-03-15T11:50:00Z,66.00,35.00
2026-03-15T11:52:00Z,66.00,35.00
2026-03-15T12:05:00Z,66.00,35.00
2026-03-15T12:08:00Z,66.42,35.00
2026-03-15T12:10:00Z,66.00,35.00
2026-03-15T12:11:00Z,66.99,35.00
2026-03-15T12:15:00Z,66.99,35.00
2026-03-15T12:39:00Z,66.94,35.00
2026-03-15T12:46:00Z,66.00,35.00
2026-03-15T12:50:00Z,66.00,36.00
2026-03-15T12:58:00Z,66.00,36.00
2026-03-15T13:06:00Z,67.38,36.00
2026-03-15T13:09:00Z,66.00,36.00
2026-03-15T13:11:00Z,66.00,36.00
2026-03-15T13:14:00Z,66.43,36.00
2026-03-15T13:20:00Z,66.43,36.00
2026-03-15T13:22:00Z,66.00,36.00
2026-03-15T13:32:00Z,66.00,35.00
2026-03-15T13:34:00Z,66.00,34.00
2026-03-15T13:35:00Z,66.00,35.00
2026-03-15T13:37:00Z,66.00,35.00
2026-03-15T13:40:00Z,66.00,35.00
2026-03-15T13:46:00Z,66.00,35.00
2026-03-15T13:48:00Z,66.00,35.07
2026-03-15T13:52:00Z,66.00,35.07
2026-03-15T13:54:00Z,66.00,36.00
2026-03-15T13:56:00Z,66.00,36.00
2026-03-15T13:57:00Z,66.64,36.00
2026-03-15T14:02:00Z,66.00,34.00
2026-03-15T14:03:00Z,66.00,36.00
2026-03-15T14:04:00Z,66.00,36.00
2026-03-15T14:05:00Z,66.00,36.00
2026-03-15T14:08:00Z,66.00,36.00
2026-03-15T14:09:00Z,64.00,36.00
2026-03-15T14:11:00Z,67.61,36.00
2026-03-15T14:14:00Z,67.61,35.00
2026-03-15T14:16:00Z,67.61,35.00
2026-03-15T14:17:00Z,65.89,35.00
2026-03-15T14:18:00Z,65.76,35.00
2026-03-15T14:20:00Z,66.25,35.00
2026-03-15T14:22:00Z,66.25,35.00
2026-03-15T14:24:00Z,67.00,35.00
2026-03-15T14:26:00Z,67.00,35.00
2026-03-15T14:27:00Z,67.00,35.00
2026-03-15T14:28:00Z,67.00,35.00
2026-03-15T14:37:00Z,67.00,35.00
2026-03-15T14:40:00Z,67.00,35.00
2026-03-15T14:42:00Z,67.00,35.00
2026-03-15T14:44:00Z,66.00,35.00
2026-03-15T14:46:00Z,64.69,35.00
2026-03-15T14:48:00Z,63.12,35.00
2026-03-15T14:52:00Z,63.12,35.00
2026-03-15T14:53:00Z,66.00,35.00
2026-03-15T14:54:00Z,66.00,35.00
2026-03-15T14:55:00Z,65.79,35.00
2026-03-15T14:56:00Z,65.99,35.00
2026-03-15T14:57:00Z,65.99,35.00
2026-03-15T14:58:00Z,65.99,35.00
2026-03-15T15:00:00Z,65.44,36.55
