# event_ticker=KXATPMATCH-26APR26FONJOD
# final_score=7-6(4) 4-6 6-1
# score_resolution=7-6 4-6 6-1
# match_winner=Rafael Jodar
# fav_player=Rafael Jodar
# dog_player=Joao Fonseca
# kalshi_date=2026-04-26
timestamp,Joao Fonseca,Rafael Jodar
2026-04-26T09:03:00Z,,55.00
2026-04-26T09:20:00Z,,55.00
2026-04-26T09:32:00Z,,55.00
2026-04-26T09:39:00Z,47.00,55.00
2026-04-26T09:40:00Z,47.00,55.00
2026-04-26T09:42:00Z,47.00,55.00
2026-04-26T09:44:00Z,47.00,55.00
2026-04-26T09:54:00Z,47.00,55.00
2026-04-26T09:56:00Z,46.00,55.00
2026-04-26T09:58:00Z,46.00,55.00
2026-04-26T10:07:00Z,46.00,55.00
2026-04-26T10:19:00Z,45.00,55.00
2026-04-26T10:22:00Z,47.00,55.00
2026-04-26T10:25:00Z,47.00,55.00
2026-04-26T10:26:00Z,47.00,55.00
2026-04-26T10:32:00Z,47.00,55.00
2026-04-26T10:35:00Z,47.00,55.00
2026-04-26T10:36:00Z,47.00,55.00
2026-04-26T10:48:00Z,46.00,55.00
2026-04-26T10:50:00Z,46.00,55.00
2026-04-26T10:55:00Z,46.00,55.00
2026-04-26T10:57:00Z,46.00,55.00
2026-04-26T11:11:00Z,46.00,54.00
2026-04-26T11:14:00Z,46.00,55.00
2026-04-26T11:30:00Z,46.00,55.00
2026-04-26T11:33:00Z,46.00,55.00
2026-04-26T11:34:00Z,46.00,55.00
2026-04-26T11:36:00Z,46.00,55.00
2026-04-26T11:41:00Z,46.00,55.00
2026-04-26T11:42:00Z,46.00,55.00
2026-04-26T11:47:00Z,46.00,55.00
2026-04-26T11:48:00Z,46.00,55.00
2026-04-26T11:54:00Z,46.00,55.00
2026-04-26T11:56:00Z,46.00,55.00
2026-04-26T12:06:00Z,46.00,55.00
2026-04-26T12:08:00Z,46.00,55.00
2026-04-26T12:09:00Z,46.00,55.00
2026-04-26T12:10:00Z,46.00,55.00
2026-04-26T12:11:00Z,46.00,55.00
2026-04-26T12:13:00Z,46.00,55.00
2026-04-26T12:16:00Z,47.00,55.00
2026-04-26T12:17:00Z,47.00,55.00
2026-04-26T12:20:00Z,47.00,55.00
2026-04-26T12:26:00Z,47.00,55.00
2026-04-26T12:27:00Z,47.00,55.00
2026-04-26T12:29:00Z,47.00,55.00
2026-04-26T12:31:00Z,47.00,55.00
2026-04-26T12:34:00Z,47.00,55.00
2026-04-26T12:35:00Z,47.00,55.00
2026-04-26T12:39:00Z,47.00,55.00
2026-04-26T12:40:00Z,47.00,55.00
2026-04-26T12:41:00Z,47.00,55.00
2026-04-26T12:42:00Z,47.00,55.00
2026-04-26T12:49:00Z,47.00,55.00
2026-04-26T12:50:00Z,47.00,55.00
2026-04-26T12:53:00Z,47.00,55.00
2026-04-26T12:56:00Z,47.00,55.00
2026-04-26T13:00:00Z,47.00,55.00
2026-04-26T13:02:00Z,47.00,55.00
2026-04-26T13:04:00Z,46.82,55.00
2026-04-26T13:05:00Z,46.82,55.00
2026-04-26T13:06:00Z,47.00,55.00
2026-04-26T13:07:00Z,47.00,55.00
2026-04-26T13:08:00Z,47.00,55.00
2026-04-26T13:09:00Z,47.00,55.00
2026-04-26T13:10:00Z,47.00,55.00
2026-04-26T13:11:00Z,47.00,55.00
2026-04-26T13:15:00Z,47.00,55.00
2026-04-26T13:16:00Z,47.00,55.00
2026-04-26T13:19:00Z,47.00,55.00
2026-04-26T13:21:00Z,47.00,55.00
2026-04-26T13:23:00Z,47.00,55.00
2026-04-26T13:32:00Z,47.00,55.00
2026-04-26T13:35:00Z,47.00,55.00
2026-04-26T13:36:00Z,47.00,55.00
2026-04-26T13:37:00Z,47.00,55.00
2026-04-26T13:40:00Z,47.00,55.00
2026-04-26T13:41:00Z,47.00,55.00
2026-04-26T13:42:00Z,47.00,55.00
2026-04-26T13:43:00Z,47.00,55.00
2026-04-26T13:45:00Z,47.00,55.00
2026-04-26T13:48:00Z,47.00,55.00
2026-04-26T13:51:00Z,47.00,55.00
2026-04-26T13:52:00Z,47.00,55.00
2026-04-26T13:54:00Z,47.00,54.00
2026-04-26T13:56:00Z,47.00,55.00
2026-04-26T13:57:00Z,47.00,55.00
2026-04-26T13:59:00Z,47.00,55.00
2026-04-26T14:00:00Z,47.00,55.00
2026-04-26T14:01:00Z,45.00,55.00
2026-04-26T14:03:00Z,45.00,54.63
2026-04-26T14:06:00Z,47.00,54.63
2026-04-26T14:07:00Z,46.00,55.00
2026-04-26T14:08:00Z,47.00,54.00
2026-04-26T14:09:00Z,47.00,55.00
2026-04-26T14:10:00Z,47.00,55.00
2026-04-26T14:15:00Z,47.00,55.00
2026-04-26T14:17:00Z,47.00,55.00
2026-04-26T14:18:00Z,47.00,53.02
2026-04-26T14:20:00Z,47.00,56.00
2026-04-26T14:21:00Z,46.00,56.00
2026-04-26T14:24:00Z,46.00,56.00
2026-04-26T14:27:00Z,46.00,55.00
2026-04-26T14:28:00Z,46.00,55.00
2026-04-26T14:29:00Z,46.00,55.00
2026-04-26T14:31:00Z,46.00,55.00
2026-04-26T14:32:00Z,46.00,55.00
2026-04-26T14:36:00Z,46.00,55.00
2026-04-26T14:38:00Z,46.00,55.00
2026-04-26T14:40:00Z,46.00,55.00
2026-04-26T14:42:00Z,46.00,56.00
2026-04-26T14:43:00Z,46.00,55.80
2026-04-26T14:45:00Z,46.00,55.00
2026-04-26T14:46:00Z,46.00,56.00
2026-04-26T14:48:00Z,46.00,55.00
2026-04-26T14:49:00Z,45.00,55.00
2026-04-26T14:50:00Z,45.00,56.00
2026-04-26T14:51:00Z,46.00,56.00
2026-04-26T14:52:00Z,46.00,56.00
2026-04-26T14:53:00Z,46.00,56.00
2026-04-26T14:56:00Z,46.00,55.00
2026-04-26T14:58:00Z,46.00,55.00
2026-04-26T14:59:00Z,46.00,55.00
2026-04-26T15:00:00Z,46.00,55.00
2026-04-26T15:01:00Z,46.00,55.00
2026-04-26T15:03:00Z,46.00,55.00
2026-04-26T15:05:00Z,46.00,55.00
2026-04-26T15:06:00Z,46.00,55.00
2026-04-26T15:07:00Z,45.00,55.00
2026-04-26T15:10:00Z,46.00,54.00
2026-04-26T15:11:00Z,46.00,55.00
2026-04-26T15:12:00Z,46.00,54.00
2026-04-26T15:13:00Z,46.00,54.95
2026-04-26T15:15:00Z,46.00,54.95
2026-04-26T15:16:00Z,46.00,54.95
2026-04-26T15:17:00Z,46.00,55.00
2026-04-26T15:18:00Z,46.00,55.00
2026-04-26T15:19:00Z,46.00,55.00
2026-04-26T15:20:00Z,46.00,55.00
2026-04-26T15:21:00Z,46.00,55.00
2026-04-26T15:26:00Z,46.00,55.00
2026-04-26T15:30:00Z,46.00,55.00
2026-04-26T15:31:00Z,46.00,55.00
2026-04-26T15:35:00Z,46.00,55.00
2026-04-26T15:36:00Z,46.00,55.00
2026-04-26T15:37:00Z,46.00,55.00
2026-04-26T15:38:00Z,46.00,55.00
2026-04-26T15:39:00Z,46.00,55.00
2026-04-26T15:41:00Z,46.00,55.00
2026-04-26T15:42:00Z,46.00,55.00
2026-04-26T15:43:00Z,46.00,55.00
2026-04-26T15:44:00Z,46.00,55.00
2026-04-26T15:45:00Z,46.00,55.00
2026-04-26T15:46:00Z,46.00,55.00
2026-04-26T15:48:00Z,46.00,55.00
2026-04-26T15:49:00Z,46.00,55.00
2026-04-26T15:50:00Z,46.00,55.00
2026-04-26T15:51:00Z,46.00,55.00
2026-04-26T15:52:00Z,46.00,55.00
2026-04-26T15:55:00Z,46.00,55.00
2026-04-26T15:56:00Z,46.00,55.00
2026-04-26T15:57:00Z,46.00,55.00
2026-04-26T15:58:00Z,46.00,55.00
2026-04-26T15:59:00Z,46.00,55.00
2026-04-26T16:00:00Z,46.00,55.00
2026-04-26T16:01:00Z,46.00,55.00
2026-04-26T16:02:00Z,46.00,55.00
2026-04-26T16:03:00Z,46.00,55.00
2026-04-26T16:04:00Z,46.00,55.00
2026-04-26T16:05:00Z,46.00,55.00
2026-04-26T16:06:00Z,45.00,55.00
2026-04-26T16:08:00Z,45.00,55.00
2026-04-26T16:10:00Z,46.00,55.00
2026-04-26T16:12:00Z,45.00,55.00
2026-04-26T16:15:00Z,46.00,55.00
2026-04-26T16:16:00Z,46.00,55.00
2026-04-26T16:17:00Z,46.00,55.00
2026-04-26T16:18:00Z,46.00,55.00
2026-04-26T16:19:00Z,46.00,55.00
2026-04-26T16:21:00Z,46.00,55.00
2026-04-26T16:22:00Z,46.00,55.00
2026-04-26T16:23:00Z,46.00,55.00
