# event_ticker=KXATPCHALLENGERMATCH-26FEB22OFNBRO
# final_score=6-7(4) 7-6(5) 6-3
# score_resolution=7-6 6-7 3-6
# match_winner=Sebastian Ofner
# fav_player=Charles Broom
# dog_player=Sebastian Ofner
# kalshi_date=2026-02-22
timestamp,Charles Broom,Sebastian Ofner
2026-02-23T04:36:00Z,,67.00
2026-02-23T05:08:00Z,,67.00
2026-02-23T05:20:00Z,44.00,67.00
2026-02-23T05:25:00Z,44.00,67.00
2026-02-23T05:32:00Z,44.00,56.45
2026-02-23T05:55:00Z,44.00,57.00
2026-02-23T06:30:00Z,44.00,62.00
2026-02-23T06:48:00Z,44.00,62.00
2026-02-23T06:52:00Z,44.00,62.00
2026-02-23T06:56:00Z,44.00,62.00
2026-02-23T07:36:00Z,44.00,62.52
2026-02-23T07:56:00Z,44.00,63.00
2026-02-23T08:05:00Z,44.00,63.10
2026-02-23T08:09:00Z,44.00,63.00
2026-02-23T08:42:00Z,44.00,67.00
2026-02-23T10:20:00Z,42.00,58.00
2026-02-23T10:28:00Z,42.00,57.00
2026-02-23T11:18:00Z,42.00,58.00
2026-02-23T11:25:00Z,42.00,58.00
2026-02-23T11:43:00Z,42.00,58.00
2026-02-23T11:53:00Z,42.00,58.00
2026-02-23T12:08:00Z,42.00,58.00
2026-02-23T12:17:00Z,42.00,58.00
2026-02-23T12:26:00Z,45.00,58.00
2026-02-23T12:30:00Z,45.00,58.00
2026-02-23T12:34:00Z,45.00,58.00
2026-02-23T12:49:00Z,45.00,58.00
2026-02-23T12:51:00Z,45.00,58.00
2026-02-23T12:52:00Z,45.00,58.00
2026-02-23T13:05:00Z,45.00,59.00
2026-02-23T13:12:00Z,41.61,59.00
2026-02-23T13:25:00Z,44.00,59.00
2026-02-23T13:40:00Z,44.00,58.00
2026-02-23T13:43:00Z,44.00,59.37
2026-02-23T13:44:00Z,44.00,60.76
2026-02-23T13:45:00Z,44.00,60.00
2026-02-23T13:46:00Z,44.00,60.00
2026-02-23T13:49:00Z,42.00,61.00
2026-02-23T13:50:00Z,41.00,61.00
2026-02-23T13:55:00Z,41.00,62.00
2026-02-23T13:58:00Z,41.00,62.00
2026-02-23T13:59:00Z,41.00,62.00
2026-02-23T14:03:00Z,42.00,61.00
2026-02-23T14:04:00Z,42.00,61.00
2026-02-23T14:05:00Z,42.00,62.00
2026-02-23T14:06:00Z,42.00,62.00
2026-02-23T14:08:00Z,42.00,62.00
2026-02-23T14:12:00Z,42.00,61.97
2026-02-23T14:13:00Z,42.00,61.24
2026-02-23T14:14:00Z,42.00,62.00
2026-02-23T14:16:00Z,42.00,62.00
2026-02-23T14:22:00Z,42.00,62.00
2026-02-23T14:23:00Z,42.00,62.00
2026-02-23T14:26:00Z,42.00,62.00
2026-02-23T14:28:00Z,42.00,62.00
2026-02-23T14:29:00Z,42.00,61.00
2026-02-23T14:31:00Z,42.00,61.00
2026-02-23T14:33:00Z,42.00,61.00
2026-02-23T14:35:00Z,42.00,62.00
2026-02-23T14:37:00Z,42.00,62.00
2026-02-23T14:42:00Z,42.00,61.00
2026-02-23T14:44:00Z,42.00,62.42
2026-02-23T14:46:00Z,42.00,62.00
2026-02-23T14:49:00Z,42.00,61.72
2026-02-23T14:50:00Z,42.00,62.00
2026-02-23T14:51:00Z,42.00,62.00
2026-02-23T14:52:00Z,42.00,61.00
2026-02-23T14:53:00Z,42.00,61.02
2026-02-23T14:54:00Z,42.00,62.64
2026-02-23T14:55:00Z,42.00,61.00
2026-02-23T14:56:00Z,42.00,61.00
2026-02-23T14:58:00Z,42.00,61.00
2026-02-23T14:59:00Z,42.00,61.00
2026-02-23T15:00:00Z,42.00,61.00
2026-02-23T15:01:00Z,42.00,61.00
2026-02-23T15:02:00Z,41.00,61.00
2026-02-23T15:06:00Z,42.00,61.00
2026-02-23T15:08:00Z,42.00,60.00
2026-02-23T15:09:00Z,42.00,61.93
2026-02-23T15:11:00Z,42.00,61.51
2026-02-23T15:12:00Z,42.00,61.51
2026-02-23T15:16:00Z,42.00,61.00
2026-02-23T15:17:00Z,42.00,61.00
2026-02-23T15:18:00Z,42.00,61.00
2026-02-23T15:20:00Z,42.00,61.00
2026-02-23T15:21:00Z,42.00,61.00
2026-02-23T15:23:00Z,42.00,61.00
2026-02-23T15:25:00Z,42.00,61.00
2026-02-23T15:27:00Z,42.00,60.82
2026-02-23T15:31:00Z,42.00,59.00
2026-02-23T15:33:00Z,42.00,62.09
2026-02-23T15:34:00Z,42.00,62.09
2026-02-23T15:40:00Z,42.00,62.09
2026-02-23T15:46:00Z,41.00,62.09
2026-02-23T15:48:00Z,41.00,61.00
2026-02-23T15:49:00Z,41.00,61.00
2026-02-23T15:53:00Z,42.00,61.00
2026-02-23T15:54:00Z,42.00,61.60
2026-02-23T15:55:00Z,42.00,62.00
2026-02-23T15:56:00Z,42.00,62.01
2026-02-23T15:57:00Z,41.00,63.00
2026-02-23T15:58:00Z,40.58,62.00
2026-02-23T16:01:00Z,40.58,62.00
2026-02-23T16:02:00Z,40.58,64.00
2026-02-23T16:03:00Z,40.58,64.25
2026-02-23T16:04:00Z,40.58,63.16
2026-02-23T16:05:00Z,38.50,64.38
2026-02-23T16:06:00Z,39.26,64.83
2026-02-23T16:07:00Z,36.93,64.92
2026-02-23T16:08:00Z,35.57,66.02
2026-02-23T16:09:00Z,34.30,68.44
2026-02-23T16:10:00Z,32.90,67.31
2026-02-23T16:11:00Z,37.12,66.27
2026-02-23T16:12:00Z,37.78,62.52
2026-02-23T16:13:00Z,40.76,62.74
2026-02-23T16:14:00Z,40.24,64.18
2026-02-23T16:15:00Z,35.61,66.03
2026-02-23T16:16:00Z,36.84,65.29
2026-02-23T16:17:00Z,39.36,63.90
2026-02-23T16:18:00Z,41.18,63.32
2026-02-23T16:19:00Z,40.42,61.85
2026-02-23T16:20:00Z,39.29,62.42
2026-02-23T16:21:00Z,37.63,64.24
2026-02-23T16:22:00Z,36.86,64.12
2026-02-23T16:23:00Z,40.48,62.44
2026-02-23T16:24:00Z,41.21,60.81
2026-02-23T16:25:00Z,39.30,63.06
2026-02-23T16:26:00Z,34.46,64.00
2026-02-23T16:27:00Z,38.39,63.78
2026-02-23T16:28:00Z,42.99,58.25
2026-02-23T16:29:00Z,47.40,55.56
2026-02-23T16:30:00Z,37.57,64.66
2026-02-23T16:31:00Z,36.00,64.93
2026-02-23T16:32:00Z,26.73,68.97
2026-02-23T16:33:00Z,29.48,69.91
2026-02-23T16:34:00Z,38.43,63.69
2026-02-23T16:35:00Z,36.52,65.19
