# event_ticker=KXATPCHALLENGERMATCH-26FEB22OFNBRO
# final_score=6-7(4) 7-6(5) 6-3
# score_resolution=7-6 6-7 3-6
# match_winner=Sebastian Ofner
# fav_player=Charles Broom
# dog_player=Sebastian Ofner
# kalshi_date=2026-02-22
timestamp,Charles Broom,Sebastian Ofner
2026-02-23T16:36:00Z,36.83,65.17
2026-02-23T16:37:00Z,36.02,65.96
2026-02-23T16:38:00Z,39.32,62.75
2026-02-23T16:39:00Z,42.08,59.58
2026-02-23T16:40:00Z,45.91,58.56
2026-02-23T16:41:00Z,32.51,61.33
2026-02-23T16:42:00Z,37.81,67.24
2026-02-23T16:43:00Z,39.29,66.94
2026-02-23T16:44:00Z,34.14,59.40
2026-02-23T16:45:00Z,52.87,42.00
2026-02-23T16:46:00Z,67.93,33.78
2026-02-23T16:47:00Z,67.31,34.86
2026-02-23T16:48:00Z,64.74,34.01
2026-02-23T16:49:00Z,72.22,28.47
2026-02-23T16:50:00Z,72.81,27.70
2026-02-23T16:51:00Z,71.67,31.60
2026-02-23T16:52:00Z,67.22,34.03
2026-02-23T16:53:00Z,67.85,32.97
2026-02-23T16:54:00Z,70.84,30.65
2026-02-23T16:55:00Z,72.23,29.41
2026-02-23T16:56:00Z,72.68,28.91
2026-02-23T16:57:00Z,69.73,32.35
2026-02-23T16:58:00Z,68.22,33.46
2026-02-23T16:59:00Z,68.25,34.86
2026-02-23T17:00:00Z,70.72,31.03
2026-02-23T17:01:00Z,71.86,31.66
2026-02-23T17:02:00Z,74.57,26.49
2026-02-23T17:03:00Z,74.30,29.04
2026-02-23T17:04:00Z,68.81,35.10
2026-02-23T17:05:00Z,69.83,35.40
2026-02-23T17:06:00Z,73.50,28.26
2026-02-23T17:07:00Z,72.27,29.11
2026-02-23T17:08:00Z,72.64,30.81
2026-02-23T17:09:00Z,73.44,29.40
2026-02-23T17:10:00Z,70.71,32.29
2026-02-23T17:11:00Z,69.84,34.91
2026-02-23T17:12:00Z,72.10,30.70
2026-02-23T17:13:00Z,73.96,26.69
2026-02-23T17:14:00Z,73.76,27.53
2026-02-23T17:15:00Z,68.75,31.61
2026-02-23T17:16:00Z,66.05,36.23
2026-02-23T17:17:00Z,69.51,32.09
2026-02-23T17:18:00Z,73.98,27.03
2026-02-23T17:19:00Z,74.00,26.95
2026-02-23T17:20:00Z,72.61,29.72
2026-02-23T17:21:00Z,67.21,33.92
2026-02-23T17:22:00Z,53.56,47.40
2026-02-23T17:23:00Z,55.71,50.71
2026-02-23T17:24:00Z,51.99,49.68
2026-02-23T17:25:00Z,60.40,44.48
2026-02-23T17:26:00Z,54.09,42.94
2026-02-23T17:27:00Z,59.58,44.18
2026-02-23T17:28:00Z,41.72,57.67
2026-02-23T17:29:00Z,41.65,58.65
2026-02-23T17:30:00Z,41.99,59.39
2026-02-23T17:31:00Z,34.96,63.42
2026-02-23T17:32:00Z,39.82,64.43
2026-02-23T17:33:00Z,37.68,63.27
2026-02-23T17:34:00Z,31.68,68.91
2026-02-23T17:35:00Z,40.04,60.37
2026-02-23T17:36:00Z,42.73,61.21
2026-02-23T17:37:00Z,49.72,50.55
2026-02-23T17:38:00Z,60.47,41.93
2026-02-23T17:39:00Z,40.56,60.56
2026-02-23T17:40:00Z,40.47,60.05
2026-02-23T17:41:00Z,46.49,54.24
2026-02-23T17:42:00Z,47.27,53.69
2026-02-23T17:43:00Z,44.63,57.84
2026-02-23T17:44:00Z,41.43,59.43
2026-02-23T17:45:00Z,40.10,60.88
2026-02-23T17:46:00Z,29.74,70.65
2026-02-23T17:47:00Z,17.99,80.13
2026-02-23T17:48:00Z,9.99,89.91
2026-02-23T17:49:00Z,8.59,90.03
2026-02-23T17:50:00Z,4.87,94.91
2026-02-23T17:51:00Z,4.27,95.72
2026-02-23T17:52:00Z,4.30,95.86
2026-02-23T17:53:00Z,5.50,95.25
2026-02-23T17:54:00Z,6.44,92.42
2026-02-23T17:55:00Z,6.42,95.51
2026-02-23T17:56:00Z,2.97,95.22
2026-02-23T17:57:00Z,3.76,95.85
2026-02-23T17:58:00Z,6.67,94.32
2026-02-23T17:59:00Z,5.38,94.38
2026-02-23T18:00:00Z,12.49,88.78
2026-02-23T18:01:00Z,3.33,97.70
2026-02-23T18:02:00Z,1.00,99.00
