# event_ticker=KXATPMATCH-26MAR20BAUKHA
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Karen Khachanov
# fav_player=Roberto Bautista Agut
# dog_player=Karen Khachanov
# kalshi_date=2026-03-20
timestamp,Roberto Bautista Agut,Karen Khachanov
2026-03-20T10:46:00Z,,75.00
2026-03-20T10:51:00Z,,75.00
2026-03-20T11:05:00Z,25.12,75.00
2026-03-20T11:15:00Z,24.00,75.00
2026-03-20T11:16:00Z,26.00,75.00
2026-03-20T12:30:00Z,26.00,74.00
2026-03-20T12:44:00Z,26.00,75.00
2026-03-20T12:53:00Z,26.00,75.00
2026-03-20T13:14:00Z,26.00,75.00
2026-03-20T13:30:00Z,26.00,75.00
2026-03-20T13:37:00Z,26.00,75.00
2026-03-20T14:02:00Z,26.00,75.00
2026-03-20T14:50:00Z,26.00,75.00
2026-03-20T14:51:00Z,26.00,75.00
2026-03-20T14:55:00Z,26.00,75.00
2026-03-20T15:04:00Z,26.00,76.00
2026-03-20T15:13:00Z,26.00,76.00
2026-03-20T15:34:00Z,26.83,76.00
2026-03-20T16:14:00Z,26.83,76.00
2026-03-20T16:41:00Z,26.83,76.00
2026-03-20T16:46:00Z,26.83,76.00
2026-03-20T17:23:00Z,26.83,76.00
2026-03-20T18:07:00Z,26.83,76.00
2026-03-20T18:08:00Z,26.83,76.00
2026-03-20T18:35:00Z,26.83,76.00
2026-03-20T18:48:00Z,24.03,76.00
2026-03-20T19:12:00Z,26.00,76.00
2026-03-20T19:51:00Z,26.00,76.00
2026-03-20T20:16:00Z,26.00,76.00
2026-03-20T20:19:00Z,26.00,76.00
2026-03-20T20:47:00Z,26.00,76.00
2026-03-20T20:52:00Z,26.00,76.00
2026-03-20T21:06:00Z,26.00,76.00
2026-03-20T21:08:00Z,26.00,76.00
2026-03-20T21:29:00Z,26.00,76.00
2026-03-20T21:30:00Z,26.00,76.00
2026-03-20T21:42:00Z,26.00,76.00
2026-03-20T21:51:00Z,26.00,76.00
2026-03-20T21:59:00Z,25.00,76.00
2026-03-20T22:02:00Z,25.00,76.00
2026-03-20T22:04:00Z,24.00,76.00
2026-03-20T22:05:00Z,25.00,76.00
2026-03-20T22:11:00Z,25.00,76.00
2026-03-20T22:15:00Z,25.00,76.00
2026-03-20T22:23:00Z,25.00,76.00
2026-03-20T22:24:00Z,25.00,76.00
2026-03-20T22:25:00Z,25.00,76.00
2026-03-20T22:28:00Z,25.00,76.00
2026-03-20T22:33:00Z,25.83,76.76
2026-03-20T22:34:00Z,25.00,76.76
2026-03-20T22:38:00Z,25.00,76.00
2026-03-20T22:40:00Z,23.00,77.01
2026-03-20T22:41:00Z,14.14,84.00
2026-03-20T22:42:00Z,14.00,85.38
2026-03-20T22:43:00Z,14.00,87.00
2026-03-20T22:45:00Z,12.00,88.00
2026-03-20T22:46:00Z,12.00,87.00
2026-03-20T22:47:00Z,12.00,87.00
2026-03-20T22:48:00Z,12.64,89.00
2026-03-20T22:49:00Z,11.00,89.00
2026-03-20T22:50:00Z,12.00,89.00
2026-03-20T22:51:00Z,13.19,85.36
2026-03-20T22:52:00Z,13.19,88.00
2026-03-20T22:54:00Z,13.19,90.00
2026-03-20T22:55:00Z,13.00,88.00
2026-03-20T22:56:00Z,13.00,88.00
2026-03-20T22:57:00Z,13.50,87.00
2026-03-20T22:58:00Z,14.00,89.00
2026-03-20T22:59:00Z,14.04,85.33
2026-03-20T23:01:00Z,14.04,88.00
2026-03-20T23:02:00Z,14.00,87.00
2026-03-20T23:04:00Z,15.00,87.00
