# event_ticker=KXATPMATCH-25OCT04MOUTIE
# final_score=4-6 6-4 6-4
# score_resolution=6-4 4-6 4-6
# match_winner=Learner Tien
# fav_player=Corentin Moutet
# dog_player=Learner Tien
# kalshi_date=2025-10-04
timestamp,Corentin Moutet,Learner Tien
2025-10-03T21:19:00Z,,45.00
2025-10-03T21:21:00Z,,44.00
2025-10-03T21:36:00Z,,44.00
2025-10-03T21:37:00Z,,44.00
2025-10-03T21:41:00Z,,44.00
2025-10-03T21:44:00Z,,44.00
2025-10-03T21:49:00Z,,44.67
2025-10-03T21:51:00Z,,45.00
2025-10-03T21:54:00Z,,45.00
2025-10-03T22:05:00Z,,45.00
2025-10-03T22:18:00Z,,45.00
2025-10-03T22:25:00Z,,45.00
2025-10-03T22:27:00Z,56.00,45.00
2025-10-03T22:28:00Z,56.00,45.00
2025-10-03T22:30:00Z,56.00,45.00
2025-10-03T22:40:00Z,56.00,45.00
2025-10-03T22:43:00Z,56.00,45.00
2025-10-03T23:15:00Z,57.00,45.00
2025-10-03T23:19:00Z,57.00,44.00
2025-10-03T23:31:00Z,57.00,44.00
2025-10-03T23:42:00Z,57.00,44.00
2025-10-03T23:46:00Z,57.00,44.00
2025-10-03T23:48:00Z,57.00,44.00
2025-10-03T23:50:00Z,57.00,44.00
2025-10-03T23:54:00Z,57.00,44.00
2025-10-03T23:56:00Z,57.00,44.00
2025-10-04T00:03:00Z,57.00,44.00
2025-10-04T00:13:00Z,57.00,44.00
2025-10-04T00:27:00Z,56.00,44.00
2025-10-04T00:30:00Z,56.00,45.00
2025-10-04T00:31:00Z,56.00,45.00
2025-10-04T00:38:00Z,56.00,45.00
2025-10-04T00:40:00Z,56.00,45.78
2025-10-04T00:56:00Z,56.00,46.00
2025-10-04T01:02:00Z,55.00,46.00
2025-10-04T01:08:00Z,55.00,46.00
2025-10-04T01:09:00Z,55.00,45.00
2025-10-04T01:10:00Z,55.00,45.00
2025-10-04T01:24:00Z,55.00,44.00
2025-10-04T01:31:00Z,55.00,44.64
2025-10-04T01:34:00Z,55.00,44.00
2025-10-04T01:44:00Z,55.00,44.00
2025-10-04T01:47:00Z,55.00,44.00
2025-10-04T02:00:00Z,55.00,44.00
2025-10-04T02:01:00Z,55.00,44.00
2025-10-04T02:08:00Z,57.00,44.00
2025-10-04T02:24:00Z,57.00,44.00
2025-10-04T02:25:00Z,57.00,44.00
2025-10-04T02:27:00Z,57.00,44.00
2025-10-04T02:28:00Z,57.00,44.00
2025-10-04T02:31:00Z,57.00,44.00
2025-10-04T02:32:00Z,57.00,44.82
2025-10-04T02:33:00Z,57.00,45.31
2025-10-04T02:34:00Z,57.00,44.00
2025-10-04T02:36:00Z,57.00,45.00
2025-10-04T02:40:00Z,56.00,45.00
2025-10-04T02:41:00Z,56.00,45.00
2025-10-04T02:42:00Z,56.00,45.00
2025-10-04T02:50:00Z,56.00,45.00
2025-10-04T02:51:00Z,56.00,45.00
2025-10-04T03:13:00Z,56.00,45.00
2025-10-04T03:14:00Z,56.00,45.00
2025-10-04T03:25:00Z,56.00,45.00
2025-10-04T03:26:00Z,56.00,45.00
2025-10-04T03:29:00Z,56.00,45.00
2025-10-04T03:31:00Z,56.00,45.07
2025-10-04T03:32:00Z,56.00,46.00
2025-10-04T03:36:00Z,56.00,46.00
2025-10-04T03:39:00Z,56.00,46.00
2025-10-04T03:46:00Z,56.00,46.00
2025-10-04T03:58:00Z,55.52,46.00
2025-10-04T04:01:00Z,55.52,46.00
2025-10-04T04:04:00Z,55.52,46.00
2025-10-04T04:05:00Z,56.00,46.00
2025-10-04T04:06:00Z,56.00,46.00
2025-10-04T04:11:00Z,56.00,46.00
2025-10-04T04:12:00Z,56.00,46.00
2025-10-04T04:16:00Z,56.00,46.00
2025-10-04T04:18:00Z,56.00,45.00
2025-10-04T04:28:00Z,56.00,45.00
2025-10-04T04:31:00Z,55.00,45.00
2025-10-04T04:32:00Z,55.00,45.00
2025-10-04T04:34:00Z,54.32,45.82
2025-10-04T04:35:00Z,54.32,45.00
2025-10-04T04:37:00Z,54.32,46.00
2025-10-04T04:42:00Z,54.32,46.00
2025-10-04T04:43:00Z,54.32,46.00
2025-10-04T04:46:00Z,54.32,46.00
2025-10-04T04:48:00Z,54.32,46.00
2025-10-04T04:49:00Z,54.32,46.00
2025-10-04T04:53:00Z,54.32,46.00
2025-10-04T04:54:00Z,54.32,46.00
2025-10-04T04:57:00Z,54.32,46.00
2025-10-04T04:59:00Z,54.32,46.00
2025-10-04T05:03:00Z,55.00,46.00
2025-10-04T05:07:00Z,55.00,46.00
2025-10-04T05:08:00Z,55.00,46.00
2025-10-04T05:09:00Z,55.00,46.00
2025-10-04T05:10:00Z,55.00,46.00
2025-10-04T05:11:00Z,55.00,46.00
2025-10-04T05:13:00Z,55.00,46.00
2025-10-04T05:16:00Z,55.00,46.00
2025-10-04T05:21:00Z,55.00,46.00
2025-10-04T05:23:00Z,55.00,46.00
2025-10-04T05:25:00Z,55.00,46.00
2025-10-04T05:27:00Z,55.00,46.00
2025-10-04T05:28:00Z,55.00,46.00
2025-10-04T05:29:00Z,55.00,46.00
2025-10-04T05:30:00Z,55.00,46.00
2025-10-04T05:31:00Z,55.00,46.00
2025-10-04T05:34:00Z,55.00,46.00
2025-10-04T05:35:00Z,55.00,46.00
2025-10-04T05:41:00Z,55.00,46.00
2025-10-04T05:47:00Z,55.00,46.00
2025-10-04T05:52:00Z,55.00,46.00
2025-10-04T05:54:00Z,55.00,46.00
2025-10-04T05:56:00Z,55.00,46.00
2025-10-04T06:02:00Z,55.00,46.00
2025-10-04T06:03:00Z,55.00,46.00
2025-10-04T06:04:00Z,55.00,46.00
2025-10-04T06:05:00Z,55.00,46.00
2025-10-04T06:06:00Z,55.00,46.00
2025-10-04T06:10:00Z,55.00,46.00
2025-10-04T06:12:00Z,55.00,46.00
2025-10-04T06:18:00Z,55.00,46.00
2025-10-04T06:23:00Z,54.00,46.00
2025-10-04T06:27:00Z,54.00,46.00
2025-10-04T06:33:00Z,54.00,46.00
2025-10-04T06:41:00Z,55.00,46.00
2025-10-04T06:42:00Z,55.00,46.00
2025-10-04T06:48:00Z,55.00,46.00
2025-10-04T06:49:00Z,55.00,46.00
2025-10-04T06:51:00Z,55.00,46.00
2025-10-04T06:52:00Z,55.00,46.00
2025-10-04T06:54:00Z,55.55,46.00
2025-10-04T06:59:00Z,55.55,45.00
2025-10-04T07:06:00Z,55.55,45.00
2025-10-04T07:08:00Z,55.55,45.00
2025-10-04T07:12:00Z,55.55,45.00
2025-10-04T07:13:00Z,55.55,45.00
2025-10-04T07:15:00Z,55.55,45.00
2025-10-04T07:19:00Z,56.00,45.00
2025-10-04T07:21:00Z,56.00,45.00
2025-10-04T07:23:00Z,56.00,45.00
2025-10-04T07:24:00Z,56.00,45.00
2025-10-04T07:29:00Z,56.00,45.00
2025-10-04T07:32:00Z,56.00,45.00
2025-10-04T07:34:00Z,56.00,46.46
2025-10-04T07:35:00Z,56.00,47.00
2025-10-04T07:42:00Z,56.00,48.68
2025-10-04T07:43:00Z,56.00,49.00
2025-10-04T07:44:00Z,56.00,49.00
2025-10-04T07:48:00Z,56.00,49.00
2025-10-04T07:50:00Z,56.00,49.00
2025-10-04T07:52:00Z,56.00,49.00
2025-10-04T07:53:00Z,56.00,49.00
2025-10-04T07:56:00Z,52.00,49.00
2025-10-04T07:57:00Z,52.00,49.60
2025-10-04T07:58:00Z,52.00,52.27
2025-10-04T07:59:00Z,50.00,51.00
2025-10-04T08:00:00Z,50.00,51.00
2025-10-04T08:01:00Z,50.00,57.60
2025-10-04T08:02:00Z,50.00,50.43
2025-10-04T08:03:00Z,51.11,51.00
2025-10-04T08:04:00Z,52.97,48.93
2025-10-04T08:05:00Z,54.52,51.03
2025-10-04T08:06:00Z,52.31,49.68
2025-10-04T08:07:00Z,52.00,52.50
2025-10-04T08:08:00Z,49.97,55.00
2025-10-04T08:09:00Z,52.83,50.57
2025-10-04T08:10:00Z,52.83,52.39
2025-10-04T08:11:00Z,52.83,54.18
2025-10-04T08:12:00Z,49.56,55.62
2025-10-04T08:13:00Z,47.27,57.58
2025-10-04T08:14:00Z,48.85,57.58
2025-10-04T08:15:00Z,49.13,49.77
2025-10-04T08:16:00Z,49.58,54.59
2025-10-04T08:17:00Z,48.27,53.29
2025-10-04T08:18:00Z,46.11,56.00
2025-10-04T08:19:00Z,46.11,53.40
2025-10-04T08:20:00Z,43.04,53.40
2025-10-04T08:21:00Z,48.81,53.00
2025-10-04T08:22:00Z,51.95,49.00
2025-10-04T08:23:00Z,52.27,51.27
2025-10-04T08:24:00Z,46.91,53.54
2025-10-04T08:25:00Z,47.68,54.17
2025-10-04T08:26:00Z,47.00,54.00
2025-10-04T08:27:00Z,47.00,54.00
2025-10-04T08:28:00Z,49.00,55.84
2025-10-04T08:29:00Z,49.32,58.17
2025-10-04T08:30:00Z,47.28,56.84
2025-10-04T08:31:00Z,46.13,59.41
2025-10-04T08:32:00Z,44.39,61.73
2025-10-04T08:33:00Z,31.16,70.00
2025-10-04T08:34:00Z,28.00,73.03
2025-10-04T08:35:00Z,34.17,62.78
2025-10-04T08:36:00Z,42.45,61.56
2025-10-04T08:37:00Z,44.68,58.23
2025-10-04T08:38:00Z,44.76,56.27
2025-10-04T08:39:00Z,43.13,58.44
2025-10-04T08:40:00Z,40.24,59.77
2025-10-04T08:41:00Z,38.23,64.65
2025-10-04T08:42:00Z,44.95,64.89
2025-10-04T08:43:00Z,37.27,64.30
2025-10-04T08:44:00Z,44.00,62.65
2025-10-04T08:45:00Z,44.90,58.03
2025-10-04T08:46:00Z,47.00,56.51
2025-10-04T08:47:00Z,52.86,51.01
2025-10-04T08:48:00Z,59.47,42.75
2025-10-04T08:49:00Z,67.88,35.95
2025-10-04T08:50:00Z,72.71,33.03
2025-10-04T08:51:00Z,70.45,35.13
2025-10-04T08:52:00Z,73.38,27.64
2025-10-04T08:53:00Z,71.39,34.70
2025-10-04T08:54:00Z,70.86,34.85
2025-10-04T08:55:00Z,73.92,31.84
2025-10-04T08:56:00Z,73.50,27.86
2025-10-04T08:57:00Z,73.16,33.06
2025-10-04T08:58:00Z,73.49,26.57
2025-10-04T08:59:00Z,77.39,24.29
2025-10-04T09:00:00Z,83.21,18.45
2025-10-04T09:01:00Z,87.10,13.32
2025-10-04T09:02:00Z,86.00,19.78
2025-10-04T09:03:00Z,87.95,11.14
2025-10-04T09:04:00Z,92.15,8.11
2025-10-04T09:05:00Z,94.91,6.70
2025-10-04T09:06:00Z,95.21,6.88
2025-10-04T09:07:00Z,96.44,5.95
2025-10-04T09:08:00Z,97.00,2.83
2025-10-04T09:09:00Z,97.24,2.96
2025-10-04T09:10:00Z,97.00,3.00
2025-10-04T09:11:00Z,97.63,4.29
2025-10-04T09:12:00Z,95.27,4.17
2025-10-04T09:13:00Z,93.31,6.19
2025-10-04T09:14:00Z,92.58,9.78
2025-10-04T09:15:00Z,90.38,13.00
2025-10-04T09:16:00Z,90.01,15.60
2025-10-04T09:17:00Z,90.61,12.34
2025-10-04T09:18:00Z,89.50,13.39
2025-10-04T09:19:00Z,89.00,14.00
2025-10-04T09:20:00Z,88.50,17.80
2025-10-04T09:21:00Z,88.50,18.80
2025-10-04T09:22:00Z,65.69,29.33
2025-10-04T09:23:00Z,65.69,31.59
2025-10-04T09:24:00Z,70.00,30.73
2025-10-04T09:25:00Z,65.20,35.67
