# event_ticker=KXATPCHALLENGERMATCH-26JUN03CASMIL
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Murphy Cassone
# fav_player=Daniel Milavsky
# dog_player=Murphy Cassone
# kalshi_date=2026-06-03
timestamp,Murphy Cassone,Daniel Milavsky
2026-06-03T18:34:00Z,66.00,
2026-06-03T18:35:00Z,66.00,
2026-06-03T18:36:00Z,66.00,
2026-06-03T18:38:00Z,66.00,
2026-06-03T18:42:00Z,65.00,
2026-06-03T18:43:00Z,65.68,
2026-06-03T18:50:00Z,65.36,
2026-06-03T18:51:00Z,66.00,
2026-06-03T19:06:00Z,65.00,
2026-06-03T19:07:00Z,65.00,
2026-06-03T19:30:00Z,64.99,
2026-06-03T19:32:00Z,62.51,38.00
2026-06-03T19:33:00Z,61.87,38.00
2026-06-03T19:34:00Z,61.87,43.00
2026-06-03T19:38:00Z,61.87,40.00
2026-06-03T19:39:00Z,57.00,40.00
2026-06-03T19:40:00Z,57.00,44.00
2026-06-03T19:41:00Z,60.00,44.00
2026-06-03T19:45:00Z,60.00,44.80
2026-06-03T19:46:00Z,60.48,44.80
2026-06-03T19:48:00Z,60.00,44.80
2026-06-03T19:58:00Z,58.99,44.80
2026-06-03T20:05:00Z,58.99,44.00
2026-06-03T20:06:00Z,58.99,44.00
2026-06-03T20:08:00Z,58.99,43.82
2026-06-03T20:20:00Z,59.99,43.82
2026-06-03T20:21:00Z,59.00,43.82
2026-06-03T20:25:00Z,59.00,44.00
2026-06-03T20:26:00Z,59.00,44.00
2026-06-03T20:27:00Z,59.00,44.00
2026-06-03T20:34:00Z,59.00,44.00
2026-06-03T20:37:00Z,59.00,44.00
2026-06-03T20:44:00Z,59.00,44.61
2026-06-03T20:45:00Z,58.39,44.61
2026-06-03T20:50:00Z,58.00,44.61
2026-06-03T20:51:00Z,58.00,44.61
2026-06-03T20:52:00Z,58.00,44.00
2026-06-03T20:53:00Z,58.00,44.00
2026-06-03T20:54:00Z,58.00,46.84
2026-06-03T20:55:00Z,61.18,41.97
2026-06-03T20:56:00Z,59.00,43.93
2026-06-03T20:57:00Z,62.00,40.00
2026-06-03T20:58:00Z,62.10,39.73
2026-06-03T20:59:00Z,60.50,42.32
2026-06-03T21:00:00Z,57.46,44.68
2026-06-03T21:01:00Z,55.74,47.87
2026-06-03T21:02:00Z,56.55,46.93
2026-06-03T21:03:00Z,60.00,42.00
2026-06-03T21:04:00Z,61.00,40.27
2026-06-03T21:05:00Z,60.21,40.50
2026-06-03T21:06:00Z,58.57,42.59
2026-06-03T21:07:00Z,58.00,41.81
2026-06-03T21:08:00Z,60.89,38.23
2026-06-03T21:09:00Z,60.11,41.37
2026-06-03T21:10:00Z,61.21,38.36
2026-06-03T21:11:00Z,57.85,38.83
2026-06-03T21:12:00Z,57.66,43.00
2026-06-03T21:13:00Z,56.07,43.55
2026-06-03T21:14:00Z,59.59,40.97
2026-06-03T21:15:00Z,59.91,39.60
2026-06-03T21:16:00Z,57.95,43.91
2026-06-03T21:17:00Z,58.37,42.14
2026-06-03T21:18:00Z,56.53,44.82
2026-06-03T21:19:00Z,58.82,43.09
2026-06-03T21:20:00Z,59.56,41.94
2026-06-03T21:21:00Z,57.69,45.03
2026-06-03T21:22:00Z,56.80,45.91
2026-06-03T21:23:00Z,49.41,51.56
2026-06-03T21:24:00Z,54.56,50.64
2026-06-03T21:25:00Z,57.87,43.39
2026-06-03T21:26:00Z,58.74,43.14
2026-06-03T21:27:00Z,57.29,44.78
2026-06-03T21:28:00Z,55.61,46.23
2026-06-03T21:29:00Z,55.05,46.04
2026-06-03T21:30:00Z,58.39,45.93
2026-06-03T21:31:00Z,60.00,40.83
2026-06-03T21:32:00Z,60.24,41.30
2026-06-03T21:33:00Z,65.06,36.72
2026-06-03T21:34:00Z,72.63,28.82
2026-06-03T21:35:00Z,79.73,21.81
2026-06-03T21:36:00Z,79.26,21.00
2026-06-03T21:37:00Z,80.93,21.54
2026-06-03T21:38:00Z,81.76,20.03
2026-06-03T21:39:00Z,82.01,20.38
2026-06-03T21:40:00Z,84.05,19.59
2026-06-03T21:41:00Z,84.16,16.28
2026-06-03T21:42:00Z,83.22,18.33
2026-06-03T21:43:00Z,82.63,19.39
2026-06-03T21:44:00Z,87.38,13.95
2026-06-03T21:45:00Z,87.29,16.56
2026-06-03T21:46:00Z,95.18,6.44
2026-06-03T21:47:00Z,95.86,5.32
2026-06-03T21:48:00Z,95.95,7.09
2026-06-03T21:49:00Z,96.66,3.46
2026-06-03T21:50:00Z,95.21,4.66
2026-06-03T21:51:00Z,94.87,5.32
2026-06-03T21:52:00Z,94.25,7.27
2026-06-03T21:53:00Z,95.93,4.38
2026-06-03T21:54:00Z,96.14,3.71
2026-06-03T21:55:00Z,96.13,4.78
2026-06-03T21:56:00Z,96.06,4.61
2026-06-03T21:57:00Z,96.12,3.53
2026-06-03T21:58:00Z,95.48,4.21
2026-06-03T21:59:00Z,96.21,4.12
2026-06-03T22:00:00Z,96.46,3.95
2026-06-03T22:01:00Z,97.55,3.26
2026-06-03T22:02:00Z,98.91,1.86
2026-06-03T22:03:00Z,99.00,1.07
2026-06-03T22:04:00Z,99.00,1.00
2026-06-03T22:05:00Z,99.00,1.00
2026-06-03T22:06:00Z,99.00,1.00
