# event_ticker=KXATPCHALLENGERMATCH-26APR22BAXVIS
# final_score=4-6 6-1 7-6(9)
# score_resolution=6-4 1-6 6-7
# match_winner=Florent Bax
# fav_player=Niels Visker
# dog_player=Florent Bax
# kalshi_date=2026-04-22
timestamp,Florent Bax,Niels Visker
2026-04-23T09:41:00Z,58.00,
2026-04-23T10:27:00Z,58.00,
2026-04-23T10:28:00Z,58.00,44.00
2026-04-23T10:47:00Z,58.00,44.00
2026-04-23T11:39:00Z,58.00,44.00
2026-04-23T11:57:00Z,58.00,44.00
2026-04-23T12:11:00Z,58.00,42.00
2026-04-23T14:15:00Z,58.00,42.00
2026-04-23T14:20:00Z,58.00,42.00
2026-04-23T14:27:00Z,58.00,44.00
2026-04-23T14:42:00Z,58.00,42.00
2026-04-23T14:53:00Z,57.00,42.00
2026-04-23T15:36:00Z,58.00,42.00
2026-04-23T16:12:00Z,59.00,42.00
2026-04-23T16:24:00Z,59.00,42.00
2026-04-23T16:28:00Z,59.00,43.00
2026-04-23T16:57:00Z,59.00,43.00
2026-04-23T17:18:00Z,57.00,43.00
2026-04-23T17:26:00Z,58.00,43.00
2026-04-23T17:30:00Z,59.00,43.00
2026-04-23T17:42:00Z,59.00,43.00
2026-04-23T17:48:00Z,59.00,43.00
2026-04-23T18:06:00Z,59.00,43.00
2026-04-23T18:09:00Z,59.00,43.00
2026-04-23T18:16:00Z,59.00,43.00
2026-04-23T18:25:00Z,59.00,43.00
2026-04-23T18:31:00Z,59.00,43.00
2026-04-23T18:32:00Z,59.00,43.00
2026-04-23T18:34:00Z,59.00,43.00
2026-04-23T18:39:00Z,59.00,43.00
2026-04-23T18:41:00Z,59.00,43.00
2026-04-23T18:42:00Z,59.96,43.00
2026-04-23T18:47:00Z,60.00,43.00
2026-04-23T18:56:00Z,60.00,43.45
2026-04-23T18:58:00Z,60.00,42.00
2026-04-23T18:59:00Z,60.93,42.00
2026-04-23T19:02:00Z,61.00,42.00
2026-04-23T19:03:00Z,61.00,42.00
2026-04-23T19:05:00Z,61.00,42.00
2026-04-23T19:07:00Z,61.00,42.00
2026-04-23T19:08:00Z,61.00,43.00
2026-04-23T19:09:00Z,60.95,43.00
2026-04-23T19:12:00Z,61.58,41.00
2026-04-23T19:13:00Z,62.00,41.00
2026-04-23T19:15:00Z,59.00,42.00
2026-04-23T19:16:00Z,59.00,42.00
2026-04-23T19:17:00Z,60.00,42.00
2026-04-23T19:19:00Z,61.00,40.00
2026-04-23T19:20:00Z,61.67,39.96
2026-04-23T19:21:00Z,57.51,44.35
2026-04-23T19:22:00Z,56.28,47.56
2026-04-23T19:23:00Z,58.82,42.00
2026-04-23T19:24:00Z,57.20,42.00
2026-04-23T19:25:00Z,59.16,41.78
2026-04-23T19:26:00Z,56.84,45.95
2026-04-23T19:27:00Z,51.00,48.76
2026-04-23T19:28:00Z,50.09,49.00
2026-04-23T19:29:00Z,56.53,44.14
2026-04-23T19:30:00Z,59.00,41.98
2026-04-23T19:31:00Z,57.24,42.18
2026-04-23T19:32:00Z,56.00,45.98
2026-04-23T19:33:00Z,55.50,45.01
2026-04-23T19:34:00Z,52.50,48.83
2026-04-23T19:35:00Z,57.84,45.00
2026-04-23T19:36:00Z,59.00,43.00
2026-04-23T19:37:00Z,56.28,43.00
2026-04-23T19:38:00Z,56.44,44.22
2026-04-23T19:39:00Z,54.87,46.00
2026-04-23T19:40:00Z,49.36,52.96
2026-04-23T19:41:00Z,49.36,52.84
2026-04-23T19:42:00Z,46.95,55.15
