# event_ticker=KXATPMATCH-26MAY06HURHAN
# final_score=6-7(3) 7-6(2) 6-2
# score_resolution=6-7 7-6 6-2
# match_winner=Yannick Hanfmann
# fav_player=Yannick Hanfmann
# dog_player=Hubert Hurkacz
# kalshi_date=2026-05-06
timestamp,Hubert Hurkacz,Yannick Hanfmann
2026-05-05T23:21:00Z,67.00,
2026-05-05T23:23:00Z,67.00,
2026-05-05T23:49:00Z,67.00,
2026-05-06T00:26:00Z,67.00,
2026-05-06T00:29:00Z,67.00,33.76
2026-05-06T00:33:00Z,67.00,33.76
2026-05-06T00:43:00Z,67.00,35.80
2026-05-06T00:50:00Z,67.00,35.80
2026-05-06T00:57:00Z,67.00,35.80
2026-05-06T01:25:00Z,66.00,35.80
2026-05-06T01:37:00Z,65.00,35.80
2026-05-06T01:50:00Z,66.00,35.80
2026-05-06T02:00:00Z,65.00,35.80
2026-05-06T02:08:00Z,66.00,35.80
2026-05-06T02:13:00Z,64.97,35.80
2026-05-06T02:14:00Z,66.00,35.80
2026-05-06T02:27:00Z,66.00,35.80
2026-05-06T02:32:00Z,66.00,35.80
2026-05-06T02:34:00Z,66.00,35.80
2026-05-06T02:35:00Z,66.00,35.80
2026-05-06T02:36:00Z,66.00,35.80
2026-05-06T02:59:00Z,66.00,35.80
2026-05-06T03:04:00Z,66.00,35.80
2026-05-06T03:05:00Z,66.00,35.80
2026-05-06T03:10:00Z,66.00,35.80
2026-05-06T03:11:00Z,66.00,35.80
2026-05-06T03:18:00Z,66.00,35.80
2026-05-06T03:25:00Z,65.00,35.80
2026-05-06T03:27:00Z,65.00,35.80
2026-05-06T03:36:00Z,65.88,35.80
2026-05-06T03:38:00Z,66.00,35.80
2026-05-06T03:39:00Z,65.00,35.80
2026-05-06T03:40:00Z,66.00,35.00
2026-05-06T03:43:00Z,66.00,35.00
2026-05-06T03:45:00Z,66.00,35.00
2026-05-06T03:48:00Z,66.00,35.00
2026-05-06T03:59:00Z,66.00,35.00
2026-05-06T04:07:00Z,66.00,35.00
2026-05-06T04:09:00Z,66.00,35.00
2026-05-06T04:19:00Z,66.00,35.00
2026-05-06T04:20:00Z,66.00,35.00
2026-05-06T04:26:00Z,66.00,35.00
2026-05-06T04:27:00Z,66.00,35.00
2026-05-06T04:29:00Z,66.00,35.00
2026-05-06T04:30:00Z,66.00,35.00
2026-05-06T04:31:00Z,66.00,35.04
2026-05-06T04:32:00Z,66.00,36.00
2026-05-06T04:33:00Z,66.00,36.00
2026-05-06T04:38:00Z,66.00,36.00
2026-05-06T04:49:00Z,66.00,36.00
2026-05-06T04:50:00Z,66.00,36.00
2026-05-06T04:52:00Z,66.00,36.00
2026-05-06T04:57:00Z,65.18,36.00
2026-05-06T05:01:00Z,65.00,36.00
2026-05-06T05:06:00Z,65.12,36.00
2026-05-06T05:09:00Z,65.00,36.00
2026-05-06T05:10:00Z,65.00,36.00
2026-05-06T05:12:00Z,65.00,36.00
2026-05-06T05:14:00Z,65.00,36.00
2026-05-06T05:16:00Z,65.00,36.00
2026-05-06T05:21:00Z,65.00,36.00
2026-05-06T05:23:00Z,65.00,36.00
2026-05-06T05:26:00Z,65.00,36.00
2026-05-06T05:29:00Z,65.00,36.00
2026-05-06T05:38:00Z,65.00,36.00
2026-05-06T05:40:00Z,65.00,36.00
2026-05-06T05:44:00Z,65.00,36.00
2026-05-06T05:45:00Z,65.00,35.00
2026-05-06T05:52:00Z,65.00,35.00
2026-05-06T05:59:00Z,65.00,35.00
2026-05-06T06:00:00Z,65.00,35.17
2026-05-06T06:01:00Z,65.00,35.17
2026-05-06T06:03:00Z,65.00,35.00
2026-05-06T06:05:00Z,66.00,35.00
2026-05-06T06:07:00Z,66.00,35.00
2026-05-06T06:14:00Z,66.00,35.00
2026-05-06T06:28:00Z,66.00,35.00
2026-05-06T06:29:00Z,66.00,35.00
2026-05-06T06:35:00Z,66.00,35.00
2026-05-06T06:47:00Z,66.00,35.00
2026-05-06T06:52:00Z,66.00,35.00
2026-05-06T07:02:00Z,66.00,35.00
2026-05-06T07:05:00Z,66.00,35.00
2026-05-06T07:06:00Z,66.00,35.00
2026-05-06T07:13:00Z,66.00,35.00
2026-05-06T07:17:00Z,66.00,35.00
2026-05-06T07:24:00Z,66.00,35.00
2026-05-06T07:28:00Z,66.00,35.00
2026-05-06T07:32:00Z,66.00,35.00
2026-05-06T07:35:00Z,66.00,35.00
2026-05-06T07:42:00Z,66.00,35.00
2026-05-06T07:47:00Z,66.00,35.00
2026-05-06T07:51:00Z,66.00,35.00
2026-05-06T08:01:00Z,66.00,35.00
2026-05-06T08:16:00Z,66.00,35.00
2026-05-06T08:24:00Z,66.00,35.00
2026-05-06T08:36:00Z,66.00,35.00
2026-05-06T08:52:00Z,66.00,35.00
2026-05-06T09:04:00Z,66.00,35.00
2026-05-06T09:21:00Z,66.00,35.00
2026-05-06T09:30:00Z,66.00,35.00
2026-05-06T09:31:00Z,66.00,35.00
2026-05-06T09:38:00Z,66.00,35.00
2026-05-06T10:02:00Z,66.00,35.00
2026-05-06T10:06:00Z,66.00,35.00
2026-05-06T10:07:00Z,66.00,35.00
2026-05-06T10:13:00Z,66.00,35.00
2026-05-06T10:15:00Z,66.00,35.00
2026-05-06T10:21:00Z,66.00,35.00
2026-05-06T10:22:00Z,66.00,35.00
2026-05-06T10:24:00Z,66.00,35.00
2026-05-06T10:25:00Z,66.00,35.00
2026-05-06T10:26:00Z,66.00,35.00
2026-05-06T10:27:00Z,66.00,35.00
2026-05-06T10:28:00Z,66.00,35.00
2026-05-06T10:33:00Z,66.00,35.00
2026-05-06T10:34:00Z,66.00,35.00
2026-05-06T10:41:00Z,66.00,35.00
2026-05-06T10:42:00Z,66.00,35.00
2026-05-06T10:44:00Z,66.00,35.00
2026-05-06T10:45:00Z,66.00,35.00
2026-05-06T10:47:00Z,66.00,35.00
2026-05-06T10:48:00Z,66.00,35.00
2026-05-06T10:50:00Z,66.00,35.00
2026-05-06T10:51:00Z,66.00,35.00
2026-05-06T10:53:00Z,66.00,35.00
2026-05-06T10:54:00Z,66.00,35.00
2026-05-06T10:55:00Z,66.00,35.00
2026-05-06T10:58:00Z,66.00,35.00
2026-05-06T10:59:00Z,66.00,35.00
2026-05-06T11:00:00Z,65.71,35.00
2026-05-06T11:01:00Z,66.00,35.00
2026-05-06T11:02:00Z,67.00,35.00
2026-05-06T11:03:00Z,67.00,35.00
2026-05-06T11:04:00Z,68.00,34.00
2026-05-06T11:06:00Z,68.00,32.97
2026-05-06T11:07:00Z,68.00,33.00
2026-05-06T11:08:00Z,68.00,33.00
2026-05-06T11:09:00Z,68.43,33.54
2026-05-06T11:10:00Z,68.35,34.30
2026-05-06T11:11:00Z,68.56,32.00
2026-05-06T11:12:00Z,69.00,32.00
2026-05-06T11:13:00Z,70.18,31.00
2026-05-06T11:14:00Z,69.00,31.82
2026-05-06T11:15:00Z,68.71,31.82
2026-05-06T11:16:00Z,69.23,32.00
2026-05-06T11:17:00Z,70.93,30.60
2026-05-06T11:18:00Z,71.00,30.00
2026-05-06T11:19:00Z,70.48,31.00
2026-05-06T11:20:00Z,69.14,31.39
2026-05-06T11:21:00Z,70.26,31.31
2026-05-06T11:22:00Z,65.94,37.70
2026-05-06T11:23:00Z,58.99,43.71
2026-05-06T11:24:00Z,59.97,42.42
2026-05-06T11:25:00Z,64.33,38.05
2026-05-06T11:26:00Z,62.54,37.63
2026-05-06T11:27:00Z,68.24,34.02
2026-05-06T11:28:00Z,68.59,31.77
2026-05-06T11:29:00Z,68.43,32.12
2026-05-06T11:30:00Z,70.96,31.45
2026-05-06T11:31:00Z,65.94,36.47
2026-05-06T11:32:00Z,62.67,39.00
2026-05-06T11:33:00Z,67.00,35.41
2026-05-06T11:34:00Z,67.00,34.00
2026-05-06T11:35:00Z,67.00,34.00
2026-05-06T11:36:00Z,67.85,34.94
2026-05-06T11:37:00Z,64.00,36.80
2026-05-06T11:38:00Z,66.36,37.45
2026-05-06T11:39:00Z,66.33,35.18
2026-05-06T11:40:00Z,66.05,33.11
2026-05-06T11:41:00Z,66.00,35.00
2026-05-06T11:42:00Z,64.96,38.32
2026-05-06T11:43:00Z,61.09,40.00
2026-05-06T11:44:00Z,61.05,40.80
2026-05-06T11:45:00Z,59.40,41.98
2026-05-06T11:46:00Z,61.63,39.00
2026-05-06T11:47:00Z,62.40,33.48
2026-05-06T11:48:00Z,66.46,35.20
2026-05-06T11:49:00Z,66.63,35.20
2026-05-06T11:50:00Z,62.00,36.83
2026-05-06T11:51:00Z,62.00,39.00
2026-05-06T11:52:00Z,64.61,39.36
2026-05-06T11:53:00Z,69.33,29.89
2026-05-06T11:54:00Z,69.13,30.02
2026-05-06T11:55:00Z,78.20,23.85
2026-05-06T11:56:00Z,80.15,18.78
2026-05-06T11:57:00Z,78.74,23.68
2026-05-06T11:58:00Z,79.77,21.00
2026-05-06T11:59:00Z,82.53,17.05
2026-05-06T12:00:00Z,83.84,18.00
2026-05-06T12:01:00Z,82.79,18.00
2026-05-06T12:02:00Z,82.26,18.00
2026-05-06T12:03:00Z,83.77,18.00
2026-05-06T12:04:00Z,81.94,18.79
2026-05-06T12:05:00Z,79.93,20.27
2026-05-06T12:06:00Z,77.00,22.32
2026-05-06T12:07:00Z,80.00,21.83
2026-05-06T12:08:00Z,80.86,19.94
2026-05-06T12:09:00Z,80.83,20.31
2026-05-06T12:10:00Z,80.00,21.12
2026-05-06T12:11:00Z,79.04,21.00
2026-05-06T12:12:00Z,80.00,21.00
2026-05-06T12:13:00Z,77.75,20.70
2026-05-06T12:14:00Z,81.00,20.00
2026-05-06T12:15:00Z,80.74,21.47
2026-05-06T12:16:00Z,79.00,22.00
2026-05-06T12:17:00Z,79.00,21.19
2026-05-06T12:18:00Z,79.00,22.39
2026-05-06T12:19:00Z,78.91,23.77
2026-05-06T12:20:00Z,79.90,22.93
2026-05-06T12:21:00Z,78.65,22.12
2026-05-06T12:22:00Z,79.03,21.63
2026-05-06T12:23:00Z,79.04,22.50
2026-05-06T12:24:00Z,80.75,20.05
2026-05-06T12:25:00Z,81.61,20.98
2026-05-06T12:26:00Z,81.00,21.00
2026-05-06T12:27:00Z,80.20,21.00
2026-05-06T12:28:00Z,78.00,21.25
2026-05-06T12:29:00Z,67.65,27.17
2026-05-06T12:30:00Z,69.95,29.75
2026-05-06T12:31:00Z,78.11,25.17
2026-05-06T12:32:00Z,79.00,22.49
2026-05-06T12:33:00Z,79.25,22.04
2026-05-06T12:34:00Z,78.15,22.80
2026-05-06T12:35:00Z,75.01,24.78
2026-05-06T12:36:00Z,72.24,24.24
2026-05-06T12:37:00Z,78.71,21.78
2026-05-06T12:38:00Z,80.99,20.59
2026-05-06T12:39:00Z,83.45,18.57
2026-05-06T12:40:00Z,86.43,13.19
2026-05-06T12:41:00Z,89.45,12.52
2026-05-06T12:42:00Z,86.42,14.27
2026-05-06T12:43:00Z,80.79,19.93
2026-05-06T12:44:00Z,79.81,21.00
2026-05-06T12:45:00Z,79.92,21.00
2026-05-06T12:46:00Z,78.17,23.09
2026-05-06T12:47:00Z,72.45,28.01
2026-05-06T12:48:00Z,72.92,26.69
2026-05-06T12:49:00Z,79.88,20.55
2026-05-06T12:50:00Z,78.10,19.92
2026-05-06T12:51:00Z,80.22,20.26
2026-05-06T12:52:00Z,74.70,26.22
2026-05-06T12:53:00Z,74.85,30.74
2026-05-06T12:54:00Z,62.57,38.47
2026-05-06T12:55:00Z,58.42,41.82
2026-05-06T12:56:00Z,58.10,42.44
2026-05-06T12:57:00Z,58.42,42.70
2026-05-06T12:58:00Z,58.00,43.24
2026-05-06T12:59:00Z,57.92,43.91
2026-05-06T13:00:00Z,57.06,44.07
2026-05-06T13:01:00Z,58.84,44.21
2026-05-06T13:02:00Z,59.48,43.54
2026-05-06T13:03:00Z,47.29,54.01
2026-05-06T13:04:00Z,30.18,65.18
2026-05-06T13:05:00Z,26.74,73.26
2026-05-06T13:06:00Z,22.27,78.05
2026-05-06T13:07:00Z,20.01,80.82
2026-05-06T13:08:00Z,20.71,79.17
2026-05-06T13:09:00Z,22.17,77.23
2026-05-06T13:10:00Z,24.23,78.24
2026-05-06T13:11:00Z,23.76,77.06
2026-05-06T13:12:00Z,23.28,79.74
2026-05-06T13:13:00Z,19.43,81.53
2026-05-06T13:14:00Z,16.86,83.13
2026-05-06T13:15:00Z,14.85,86.36
2026-05-06T13:16:00Z,15.92,85.13
2026-05-06T13:17:00Z,10.06,91.63
2026-05-06T13:18:00Z,2.81,97.08
2026-05-06T13:19:00Z,2.87,96.94
2026-05-06T13:20:00Z,2.00,98.08
2026-05-06T13:21:00Z,3.16,96.09
2026-05-06T13:22:00Z,3.94,96.94
2026-05-06T13:23:00Z,10.21,94.22
2026-05-06T13:24:00Z,5.79,91.97
2026-05-06T13:25:00Z,1.48,98.60
2026-05-06T13:26:00Z,1.00,99.00
2026-05-06T13:27:00Z,1.00,99.00
2026-05-06T13:28:00Z,1.00,99.00
2026-05-06T13:29:00Z,1.00,99.00
2026-05-06T13:30:00Z,1.00,99.00
2026-05-06T13:31:00Z,1.00,99.00
