# event_ticker=KXATPCHALLENGERMATCH-26MAR13TABROM
# final_score=6-3 3-6 6-3
# score_resolution=3-6 6-3 3-6
# match_winner=Filippo Romano
# fav_player=Clement Tabur
# dog_player=Filippo Romano
# kalshi_date=2026-03-13
timestamp,Clement Tabur,Filippo Romano
2026-03-13T06:56:00Z,83.00,
2026-03-13T08:00:00Z,82.92,
2026-03-13T08:04:00Z,83.00,
2026-03-13T08:47:00Z,83.00,18.00
2026-03-13T08:59:00Z,83.00,18.00
2026-03-13T09:12:00Z,83.00,18.00
2026-03-13T09:18:00Z,83.00,18.00
2026-03-13T09:57:00Z,83.00,18.00
2026-03-13T10:11:00Z,83.00,18.00
2026-03-13T10:18:00Z,83.00,18.00
2026-03-13T10:25:00Z,83.00,16.00
2026-03-13T10:57:00Z,83.00,16.00
2026-03-13T12:10:00Z,84.00,16.00
2026-03-13T12:16:00Z,84.00,18.00
2026-03-13T12:26:00Z,84.00,18.00
2026-03-13T12:27:00Z,84.00,18.00
2026-03-13T12:59:00Z,84.00,18.00
2026-03-13T13:08:00Z,84.00,18.00
2026-03-13T13:19:00Z,84.00,18.00
2026-03-13T13:27:00Z,85.00,18.00
2026-03-13T13:35:00Z,85.00,18.00
2026-03-13T13:36:00Z,85.00,18.00
2026-03-13T13:46:00Z,85.00,18.00
2026-03-13T13:57:00Z,85.00,18.00
2026-03-13T14:03:00Z,85.00,18.00
2026-03-13T14:04:00Z,85.00,18.00
2026-03-13T14:09:00Z,85.00,18.00
2026-03-13T14:20:00Z,85.00,18.00
2026-03-13T14:21:00Z,83.00,18.00
2026-03-13T14:27:00Z,83.00,18.00
2026-03-13T14:30:00Z,83.00,18.00
2026-03-13T14:31:00Z,82.13,18.00
2026-03-13T14:33:00Z,84.83,18.00
2026-03-13T14:37:00Z,84.83,18.00
2026-03-13T14:42:00Z,84.00,18.00
2026-03-13T14:44:00Z,84.00,18.00
2026-03-13T14:46:00Z,84.00,18.00
2026-03-13T14:50:00Z,84.00,18.00
2026-03-13T14:53:00Z,82.00,18.00
2026-03-13T15:00:00Z,82.00,18.00
2026-03-13T15:12:00Z,84.00,18.00
2026-03-13T15:13:00Z,84.00,16.19
2026-03-13T15:33:00Z,84.00,18.00
2026-03-13T15:36:00Z,84.00,18.00
2026-03-13T15:41:00Z,84.00,18.00
2026-03-13T15:43:00Z,84.00,18.00
2026-03-13T15:49:00Z,84.00,18.00
2026-03-13T15:53:00Z,84.00,18.00
2026-03-13T15:55:00Z,84.00,18.00
2026-03-13T16:10:00Z,84.00,18.00
2026-03-13T16:15:00Z,84.00,18.00
2026-03-13T16:18:00Z,84.00,18.00
2026-03-13T16:19:00Z,82.00,18.00
2026-03-13T16:20:00Z,84.00,18.00
2026-03-13T16:21:00Z,84.00,18.00
2026-03-13T16:27:00Z,84.64,18.00
2026-03-13T16:28:00Z,85.00,18.00
2026-03-13T16:29:00Z,85.00,18.00
2026-03-13T16:33:00Z,85.00,18.00
2026-03-13T16:34:00Z,85.00,18.00
2026-03-13T16:35:00Z,85.00,18.00
2026-03-13T16:37:00Z,85.00,18.00
2026-03-13T16:39:00Z,85.00,18.00
2026-03-13T16:40:00Z,83.00,18.00
2026-03-13T16:41:00Z,83.00,18.00
2026-03-13T16:42:00Z,83.00,18.00
2026-03-13T16:45:00Z,85.00,18.00
2026-03-13T16:49:00Z,85.00,18.00
2026-03-13T16:53:00Z,85.00,18.00
2026-03-13T16:57:00Z,85.00,18.00
2026-03-13T17:00:00Z,84.45,18.00
2026-03-13T17:03:00Z,84.45,18.00
2026-03-13T17:04:00Z,85.00,18.00
2026-03-13T17:09:00Z,85.00,16.00
2026-03-13T17:12:00Z,84.90,16.00
2026-03-13T17:18:00Z,84.90,17.00
2026-03-13T17:21:00Z,85.00,17.00
2026-03-13T17:23:00Z,85.00,17.00
2026-03-13T17:26:00Z,85.00,17.00
2026-03-13T17:31:00Z,85.00,17.00
2026-03-13T17:33:00Z,85.00,17.00
2026-03-13T17:36:00Z,85.00,17.51
2026-03-13T17:37:00Z,85.00,17.00
2026-03-13T17:40:00Z,85.00,16.00
2026-03-13T17:41:00Z,85.00,17.00
2026-03-13T17:42:00Z,85.00,17.00
2026-03-13T17:43:00Z,85.00,17.00
2026-03-13T17:44:00Z,85.00,17.00
2026-03-13T17:45:00Z,85.00,17.00
2026-03-13T17:46:00Z,85.00,17.00
2026-03-13T17:47:00Z,85.00,17.17
2026-03-13T17:48:00Z,84.00,17.90
2026-03-13T17:49:00Z,84.00,17.00
2026-03-13T17:50:00Z,84.00,17.68
2026-03-13T17:51:00Z,83.02,17.85
2026-03-13T17:52:00Z,82.87,18.66
2026-03-13T17:53:00Z,86.60,15.13
2026-03-13T17:54:00Z,88.00,10.49
2026-03-13T17:55:00Z,86.60,17.20
2026-03-13T17:56:00Z,82.00,18.87
2026-03-13T17:57:00Z,82.03,15.76
2026-03-13T17:58:00Z,80.30,20.16
2026-03-13T17:59:00Z,78.81,21.70
2026-03-13T18:00:00Z,78.81,19.00
2026-03-13T18:01:00Z,80.39,20.16
2026-03-13T18:02:00Z,82.93,18.48
2026-03-13T18:03:00Z,87.87,14.85
2026-03-13T18:04:00Z,83.58,16.92
2026-03-13T18:05:00Z,86.94,17.91
2026-03-13T18:06:00Z,81.19,19.09
2026-03-13T18:07:00Z,80.13,19.26
2026-03-13T18:08:00Z,78.94,19.85
2026-03-13T18:09:00Z,78.79,23.89
2026-03-13T18:10:00Z,80.08,21.67
2026-03-13T18:11:00Z,75.23,24.29
2026-03-13T18:12:00Z,75.66,26.39
2026-03-13T18:13:00Z,73.72,27.08
2026-03-13T18:14:00Z,72.79,29.55
2026-03-13T18:15:00Z,65.46,33.98
2026-03-13T18:16:00Z,64.03,36.19
2026-03-13T18:17:00Z,64.83,36.79
2026-03-13T18:18:00Z,62.14,38.14
2026-03-13T18:19:00Z,67.20,30.30
2026-03-13T18:20:00Z,69.34,35.33
2026-03-13T18:21:00Z,61.49,38.51
2026-03-13T18:22:00Z,59.99,39.89
2026-03-13T18:23:00Z,59.05,40.82
2026-03-13T18:24:00Z,60.84,39.24
2026-03-13T18:25:00Z,61.34,39.69
2026-03-13T18:26:00Z,61.89,39.11
2026-03-13T18:27:00Z,64.33,36.32
2026-03-13T18:28:00Z,65.21,35.50
2026-03-13T18:29:00Z,66.18,39.11
2026-03-13T18:30:00Z,55.54,44.97
2026-03-13T18:31:00Z,54.74,45.36
2026-03-13T18:32:00Z,55.09,47.32
2026-03-13T18:33:00Z,57.55,42.64
2026-03-13T18:34:00Z,53.13,49.88
2026-03-13T18:35:00Z,51.15,47.80
2026-03-13T18:36:00Z,52.00,47.52
2026-03-13T18:37:00Z,52.01,48.75
2026-03-13T18:38:00Z,51.85,48.45
2026-03-13T18:39:00Z,52.00,48.52
2026-03-13T18:40:00Z,52.42,48.56
2026-03-13T18:41:00Z,51.62,51.86
2026-03-13T18:42:00Z,51.89,48.42
2026-03-13T18:43:00Z,54.18,45.48
2026-03-13T18:44:00Z,54.96,47.33
2026-03-13T18:45:00Z,55.52,44.44
2026-03-13T18:46:00Z,51.66,52.57
2026-03-13T18:47:00Z,46.03,54.39
2026-03-13T18:48:00Z,46.43,56.96
2026-03-13T18:49:00Z,51.56,50.07
2026-03-13T18:50:00Z,48.63,53.28
2026-03-13T18:51:00Z,51.95,48.92
2026-03-13T18:52:00Z,51.84,49.00
2026-03-13T18:53:00Z,50.96,48.80
2026-03-13T18:54:00Z,51.44,46.72
2026-03-13T18:55:00Z,55.07,43.36
2026-03-13T18:56:00Z,55.69,45.94
2026-03-13T18:57:00Z,53.73,51.76
