# event_ticker=KXATPCHALLENGERMATCH-26MAR13QUIBON
# final_score=7-6(4) 7-6(7)
# score_resolution=6-7 6-7
# match_winner=Ethan Quinn
# fav_player=Benjamin Bonzi
# dog_player=Ethan Quinn
# kalshi_date=2026-03-13
timestamp,Benjamin Bonzi,Ethan Quinn
2026-03-13T11:26:00Z,,57.00
2026-03-13T12:06:00Z,47.00,57.00
2026-03-13T12:13:00Z,47.00,57.00
2026-03-13T12:19:00Z,47.00,56.00
2026-03-13T12:25:00Z,47.00,56.00
2026-03-13T12:53:00Z,47.00,56.00
2026-03-13T12:59:00Z,47.87,56.00
2026-03-13T13:01:00Z,47.00,56.00
2026-03-13T13:10:00Z,47.00,56.00
2026-03-13T13:13:00Z,47.00,56.00
2026-03-13T13:19:00Z,47.00,56.00
2026-03-13T13:21:00Z,47.00,56.00
2026-03-13T13:24:00Z,47.00,56.00
2026-03-13T13:26:00Z,47.00,56.00
2026-03-13T13:54:00Z,47.00,56.00
2026-03-13T14:01:00Z,47.00,56.00
2026-03-13T14:04:00Z,47.00,56.00
2026-03-13T14:05:00Z,47.00,56.00
2026-03-13T14:22:00Z,47.00,56.00
2026-03-13T14:25:00Z,47.00,56.00
2026-03-13T14:31:00Z,47.00,56.00
2026-03-13T14:32:00Z,47.00,56.00
2026-03-13T14:43:00Z,47.00,56.00
2026-03-13T14:49:00Z,47.00,56.00
2026-03-13T14:57:00Z,47.00,55.00
2026-03-13T15:11:00Z,47.00,55.00
2026-03-13T15:19:00Z,47.00,55.00
2026-03-13T15:26:00Z,43.16,57.87
2026-03-13T15:42:00Z,43.16,57.00
2026-03-13T15:49:00Z,43.16,57.00
2026-03-13T16:00:00Z,44.00,57.00
2026-03-13T16:02:00Z,44.00,57.00
2026-03-13T16:04:00Z,44.00,57.00
2026-03-13T16:06:00Z,44.00,57.00
2026-03-13T16:11:00Z,44.00,57.00
2026-03-13T16:23:00Z,44.00,57.00
2026-03-13T16:32:00Z,44.00,56.54
2026-03-13T16:40:00Z,44.00,57.00
2026-03-13T16:49:00Z,42.00,57.00
2026-03-13T16:50:00Z,42.00,57.00
2026-03-13T16:54:00Z,42.00,57.67
2026-03-13T16:56:00Z,42.00,57.67
2026-03-13T16:57:00Z,42.00,57.67
2026-03-13T16:58:00Z,42.00,58.00
2026-03-13T17:00:00Z,42.00,58.00
2026-03-13T17:01:00Z,42.00,58.00
2026-03-13T17:08:00Z,42.00,58.00
2026-03-13T17:12:00Z,42.00,58.00
2026-03-13T17:22:00Z,42.00,58.00
2026-03-13T17:24:00Z,42.00,58.00
2026-03-13T17:30:00Z,42.00,58.00
2026-03-13T17:33:00Z,42.00,58.00
2026-03-13T17:46:00Z,42.00,58.00
2026-03-13T17:50:00Z,42.00,58.00
2026-03-13T17:51:00Z,42.00,58.00
2026-03-13T17:53:00Z,42.00,58.41
2026-03-13T17:54:00Z,43.00,58.41
2026-03-13T18:15:00Z,43.00,58.41
2026-03-13T18:16:00Z,43.00,58.00
2026-03-13T18:18:00Z,43.00,58.00
2026-03-13T18:22:00Z,43.00,58.00
