# event_ticker=KXATPMATCH-26MAY06ARNMUN
# final_score=6-3 3-6 6-3
# match_winner=Matteo Arnaldi
# fav_player=Matteo Arnaldi
# dog_player=Jaume Munar
# kalshi_date=2026-05-06
timestamp,Matteo Arnaldi,Jaume Munar
2026-05-06T02:02:00Z,58.00,
2026-05-06T02:03:00Z,58.00,
2026-05-06T02:07:00Z,58.00,43.00
2026-05-06T02:15:00Z,58.00,43.00
2026-05-06T02:20:00Z,58.00,43.00
2026-05-06T02:30:00Z,58.00,43.00
2026-05-06T02:35:00Z,58.00,44.36
2026-05-06T02:40:00Z,58.00,43.00
2026-05-06T02:46:00Z,58.00,44.00
2026-05-06T02:47:00Z,57.00,44.00
2026-05-06T02:50:00Z,57.00,44.00
2026-05-06T03:00:00Z,57.00,44.00
2026-05-06T03:06:00Z,57.00,44.00
2026-05-06T03:11:00Z,57.00,44.00
2026-05-06T03:26:00Z,57.00,44.00
2026-05-06T03:29:00Z,57.00,44.00
2026-05-06T03:30:00Z,57.00,44.00
2026-05-06T03:31:00Z,57.00,44.00
2026-05-06T03:37:00Z,57.00,44.00
2026-05-06T03:38:00Z,57.00,44.00
2026-05-06T03:39:00Z,57.00,44.00
2026-05-06T03:42:00Z,57.00,44.00
2026-05-06T03:46:00Z,57.00,44.00
2026-05-06T03:58:00Z,57.00,44.00
2026-05-06T04:01:00Z,57.00,44.00
2026-05-06T04:02:00Z,57.00,44.00
2026-05-06T04:04:00Z,57.00,44.00
2026-05-06T04:05:00Z,57.00,44.00
2026-05-06T04:08:00Z,57.00,44.00
2026-05-06T04:18:00Z,57.00,44.00
2026-05-06T04:21:00Z,57.00,44.00
2026-05-06T04:23:00Z,57.00,44.00
2026-05-06T04:25:00Z,57.00,44.00
2026-05-06T04:32:00Z,57.00,44.00
2026-05-06T04:33:00Z,57.00,44.00
2026-05-06T04:41:00Z,57.05,44.00
2026-05-06T04:45:00Z,57.05,44.00
2026-05-06T04:52:00Z,57.00,44.00
2026-05-06T04:53:00Z,57.00,44.00
