# event_ticker=KXATPCHALLENGERMATCH-26MAY20MICHAS
# final_score=6-3 5-7 7-5
# score_resolution=3-6 7-5 5-7
# match_winner=Daniel Michalski
# fav_player=Benjamin Hassan
# dog_player=Daniel Michalski
# kalshi_date=2026-05-20
timestamp,Daniel Michalski,Benjamin Hassan
2026-05-20T23:40:00Z,54.00,
2026-05-21T00:15:00Z,54.00,46.00
2026-05-21T00:31:00Z,57.00,46.00
2026-05-21T01:10:00Z,54.00,46.00
2026-05-21T01:33:00Z,54.00,46.00
2026-05-21T03:17:00Z,54.00,46.00
2026-05-21T03:18:00Z,54.00,46.00
2026-05-21T03:36:00Z,56.00,46.00
2026-05-21T04:04:00Z,56.00,46.00
2026-05-21T04:12:00Z,56.00,46.00
2026-05-21T04:52:00Z,56.00,46.00
2026-05-21T05:01:00Z,56.00,46.00
2026-05-21T05:13:00Z,55.00,46.00
2026-05-21T05:17:00Z,55.00,46.00
2026-05-21T05:38:00Z,55.00,46.00
2026-05-21T05:43:00Z,55.00,46.00
2026-05-21T06:09:00Z,55.00,46.00
2026-05-21T06:11:00Z,55.00,46.00
2026-05-21T06:21:00Z,55.00,46.00
2026-05-21T07:56:00Z,55.00,46.00
2026-05-21T09:02:00Z,55.00,47.90
2026-05-21T09:03:00Z,55.00,47.90
2026-05-21T09:05:00Z,55.00,48.00
2026-05-21T09:06:00Z,55.00,46.92
2026-05-21T09:07:00Z,55.00,48.00
2026-05-21T09:08:00Z,55.00,48.00
2026-05-21T09:12:00Z,54.00,48.00
2026-05-21T09:16:00Z,54.00,48.00
2026-05-21T09:33:00Z,54.00,50.00
2026-05-21T09:36:00Z,54.00,47.43
2026-05-21T09:45:00Z,54.00,48.00
2026-05-21T09:51:00Z,54.00,47.00
2026-05-21T09:53:00Z,54.00,47.00
2026-05-21T09:55:00Z,54.00,58.00
2026-05-21T09:56:00Z,40.00,58.00
2026-05-21T09:57:00Z,40.00,62.99
2026-05-21T09:59:00Z,32.84,67.18
2026-05-21T10:03:00Z,32.84,68.00
2026-05-21T10:04:00Z,40.00,68.00
2026-05-21T10:08:00Z,40.00,60.00
2026-05-21T10:10:00Z,40.00,61.19
2026-05-21T10:11:00Z,37.00,61.19
2026-05-21T10:12:00Z,37.00,61.19
2026-05-21T10:16:00Z,39.00,61.19
2026-05-21T10:17:00Z,39.00,63.00
2026-05-21T10:18:00Z,39.00,63.00
2026-05-21T10:19:00Z,39.00,64.00
2026-05-21T10:21:00Z,39.00,63.00
2026-05-21T10:22:00Z,46.43,55.41
2026-05-21T10:23:00Z,51.00,55.41
2026-05-21T10:24:00Z,57.00,44.94
2026-05-21T10:26:00Z,62.00,39.02
2026-05-21T10:27:00Z,63.00,39.00
2026-05-21T10:28:00Z,63.00,29.68
2026-05-21T10:29:00Z,71.69,28.00
2026-05-21T10:30:00Z,71.69,28.00
2026-05-21T10:31:00Z,67.92,34.48
2026-05-21T10:32:00Z,64.01,34.48
2026-05-21T10:33:00Z,64.01,27.33
2026-05-21T10:34:00Z,77.53,24.07
2026-05-21T10:35:00Z,77.53,28.31
2026-05-21T10:36:00Z,77.53,29.00
2026-05-21T10:37:00Z,78.00,23.00
2026-05-21T10:38:00Z,81.00,21.00
2026-05-21T10:39:00Z,81.00,19.00
2026-05-21T10:40:00Z,78.00,20.82
2026-05-21T10:41:00Z,76.14,23.00
2026-05-21T10:42:00Z,76.14,22.00
2026-05-21T10:43:00Z,79.22,22.52
2026-05-21T10:44:00Z,83.00,19.00
2026-05-21T10:46:00Z,77.00,22.00
2026-05-21T10:47:00Z,77.00,24.00
2026-05-21T10:49:00Z,83.00,19.00
2026-05-21T10:52:00Z,83.00,21.00
2026-05-21T10:54:00Z,83.00,23.95
2026-05-21T10:55:00Z,77.00,23.00
2026-05-21T10:56:00Z,79.00,24.00
2026-05-21T10:57:00Z,79.00,28.99
2026-05-21T10:59:00Z,78.00,22.20
2026-05-21T11:00:00Z,82.00,20.96
2026-05-21T11:01:00Z,82.27,20.16
2026-05-21T11:02:00Z,82.27,19.70
2026-05-21T11:05:00Z,80.00,23.00
2026-05-21T11:06:00Z,81.00,23.00
2026-05-21T11:07:00Z,81.00,20.00
2026-05-21T11:08:00Z,81.00,17.90
2026-05-21T11:09:00Z,78.86,21.97
2026-05-21T11:10:00Z,78.86,23.98
2026-05-21T11:11:00Z,74.00,26.00
2026-05-21T11:12:00Z,74.00,27.14
2026-05-21T11:13:00Z,74.00,32.90
2026-05-21T11:14:00Z,73.00,32.00
2026-05-21T11:15:00Z,71.55,32.49
2026-05-21T11:16:00Z,61.43,41.20
2026-05-21T11:17:00Z,63.31,39.28
2026-05-21T11:18:00Z,59.28,44.04
2026-05-21T11:19:00Z,59.28,41.07
2026-05-21T11:20:00Z,73.00,35.36
2026-05-21T11:21:00Z,73.00,35.36
2026-05-21T11:22:00Z,73.88,25.00
2026-05-21T11:23:00Z,80.37,23.31
2026-05-21T11:24:00Z,82.00,22.76
2026-05-21T11:26:00Z,79.00,24.65
2026-05-21T11:27:00Z,76.70,24.00
2026-05-21T11:28:00Z,75.75,24.68
2026-05-21T11:29:00Z,75.97,24.68
2026-05-21T11:30:00Z,71.21,29.81
2026-05-21T11:31:00Z,76.69,31.73
2026-05-21T11:32:00Z,77.99,31.73
2026-05-21T11:33:00Z,65.32,32.38
2026-05-21T11:34:00Z,57.69,42.71
2026-05-21T11:35:00Z,56.00,46.86
2026-05-21T11:36:00Z,56.00,46.51
2026-05-21T11:37:00Z,55.93,43.49
2026-05-21T11:38:00Z,64.95,40.36
2026-05-21T11:39:00Z,67.57,34.27
2026-05-21T11:40:00Z,73.92,27.28
2026-05-21T11:41:00Z,73.52,28.00
2026-05-21T11:42:00Z,72.94,29.31
2026-05-21T11:43:00Z,76.89,22.84
2026-05-21T11:44:00Z,80.90,20.53
2026-05-21T11:45:00Z,83.45,18.09
2026-05-21T11:46:00Z,85.34,11.13
2026-05-21T11:47:00Z,87.57,12.65
2026-05-21T11:48:00Z,84.90,13.83
2026-05-21T11:49:00Z,85.76,14.52
