# event_ticker=KXATPCHALLENGERMATCH-26APR08OSTSIM
# final_score=6-3 6-3
# match_winner=Ilia Simakin
# fav_player=Ilia Simakin
# dog_player=Daniil Ostapenkov
# kalshi_date=2026-04-08
timestamp,Ilia Simakin,Daniil Ostapenkov
2026-04-07T17:22:00Z,,27.00
2026-04-07T17:33:00Z,,26.00
2026-04-07T18:11:00Z,75.00,26.00
2026-04-07T18:28:00Z,75.00,26.00
2026-04-07T19:42:00Z,75.00,26.00
2026-04-07T20:10:00Z,75.00,26.00
2026-04-07T21:20:00Z,74.00,26.00
2026-04-07T21:32:00Z,74.00,26.00
2026-04-07T23:38:00Z,74.00,26.00
2026-04-07T23:39:00Z,74.00,26.00
2026-04-07T23:59:00Z,74.00,26.00
2026-04-08T00:06:00Z,74.00,23.68
2026-04-08T00:09:00Z,75.00,23.68
2026-04-08T00:12:00Z,75.00,26.00
2026-04-08T00:31:00Z,75.00,23.00
2026-04-08T00:32:00Z,75.00,23.00
2026-04-08T00:34:00Z,75.00,23.00
2026-04-08T00:39:00Z,75.00,23.00
2026-04-08T00:49:00Z,75.00,25.00
2026-04-08T00:54:00Z,75.00,25.00
2026-04-08T01:01:00Z,75.00,25.00
2026-04-08T01:04:00Z,75.00,25.00
2026-04-08T01:06:00Z,75.00,25.00
2026-04-08T01:20:00Z,75.00,24.03
2026-04-08T01:39:00Z,75.00,24.03
2026-04-08T01:50:00Z,75.00,24.03
2026-04-08T01:57:00Z,75.00,24.03
2026-04-08T02:00:00Z,75.00,24.03
2026-04-08T02:04:00Z,76.00,24.03
2026-04-08T02:14:00Z,76.00,24.03
2026-04-08T02:35:00Z,76.00,24.03
2026-04-08T02:36:00Z,76.00,24.03
2026-04-08T02:39:00Z,76.00,24.03
2026-04-08T02:51:00Z,76.00,25.00
2026-04-08T02:57:00Z,76.00,25.00
2026-04-08T02:58:00Z,76.00,25.00
2026-04-08T02:59:00Z,76.00,25.00
2026-04-08T03:00:00Z,76.00,25.00
2026-04-08T03:01:00Z,76.00,25.00
2026-04-08T03:02:00Z,76.00,24.00
2026-04-08T03:07:00Z,76.00,25.00
2026-04-08T03:11:00Z,76.00,24.00
2026-04-08T03:15:00Z,76.00,24.00
2026-04-08T03:18:00Z,76.00,25.00
2026-04-08T03:19:00Z,76.00,25.00
2026-04-08T03:22:00Z,76.00,25.00
2026-04-08T03:23:00Z,76.00,25.00
2026-04-08T03:24:00Z,76.00,25.00
2026-04-08T03:27:00Z,76.00,25.00
2026-04-08T03:30:00Z,76.00,25.00
2026-04-08T03:36:00Z,76.00,25.00
2026-04-08T03:38:00Z,76.00,25.00
2026-04-08T03:40:00Z,76.00,25.00
2026-04-08T03:41:00Z,76.00,25.00
2026-04-08T03:42:00Z,76.00,25.89
2026-04-08T03:43:00Z,76.00,25.89
2026-04-08T03:45:00Z,76.00,26.00
2026-04-08T03:47:00Z,76.00,26.00
2026-04-08T03:50:00Z,76.00,25.00
2026-04-08T03:51:00Z,76.00,25.00
2026-04-08T03:53:00Z,76.00,25.96
2026-04-08T03:59:00Z,76.00,25.96
2026-04-08T04:02:00Z,76.00,26.00
2026-04-08T04:03:00Z,76.00,26.00
2026-04-08T04:06:00Z,76.00,26.00
2026-04-08T04:12:00Z,76.00,26.00
2026-04-08T04:15:00Z,76.00,26.00
2026-04-08T04:21:00Z,76.00,26.00
2026-04-08T04:22:00Z,76.00,26.00
2026-04-08T04:23:00Z,76.00,26.00
2026-04-08T04:24:00Z,76.00,26.00
2026-04-08T04:25:00Z,77.00,25.00
2026-04-08T04:27:00Z,77.00,25.00
2026-04-08T04:28:00Z,77.00,25.00
2026-04-08T04:29:00Z,77.00,25.00
2026-04-08T04:31:00Z,77.00,25.00
2026-04-08T04:32:00Z,77.00,25.00
2026-04-08T04:33:00Z,77.00,25.00
2026-04-08T04:34:00Z,78.27,23.88
2026-04-08T04:35:00Z,77.82,24.06
2026-04-08T04:36:00Z,77.39,24.87
2026-04-08T04:37:00Z,77.61,24.76
2026-04-08T04:38:00Z,77.74,24.00
2026-04-08T04:39:00Z,77.76,24.00
2026-04-08T04:40:00Z,80.15,23.17
2026-04-08T04:41:00Z,76.30,23.85
2026-04-08T04:42:00Z,78.71,24.09
2026-04-08T04:43:00Z,79.86,23.08
2026-04-08T04:44:00Z,76.05,20.97
2026-04-08T04:45:00Z,83.33,18.75
2026-04-08T04:46:00Z,83.07,18.73
2026-04-08T04:47:00Z,88.70,12.75
2026-04-08T04:48:00Z,90.55,8.93
2026-04-08T04:49:00Z,91.95,9.75
2026-04-08T04:50:00Z,93.03,8.15
2026-04-08T04:51:00Z,94.38,7.90
2026-04-08T04:52:00Z,92.85,9.23
2026-04-08T04:53:00Z,91.21,11.24
2026-04-08T04:54:00Z,91.01,10.26
2026-04-08T04:55:00Z,88.58,11.32
2026-04-08T04:56:00Z,88.37,15.30
2026-04-08T04:57:00Z,90.56,13.82
2026-04-08T04:58:00Z,91.54,10.00
2026-04-08T04:59:00Z,91.64,9.75
2026-04-08T05:00:00Z,93.74,7.88
2026-04-08T05:01:00Z,92.84,9.11
2026-04-08T05:02:00Z,90.28,10.73
2026-04-08T05:03:00Z,90.47,10.57
2026-04-08T05:04:00Z,92.00,9.85
2026-04-08T05:05:00Z,92.00,9.59
2026-04-08T05:06:00Z,91.46,9.97
2026-04-08T05:07:00Z,90.48,10.00
2026-04-08T05:08:00Z,90.17,10.96
2026-04-08T05:09:00Z,90.20,10.00
2026-04-08T05:10:00Z,90.67,9.00
2026-04-08T05:11:00Z,91.98,8.83
2026-04-08T05:12:00Z,93.10,10.20
2026-04-08T05:13:00Z,90.10,10.64
2026-04-08T05:14:00Z,88.13,12.50
2026-04-08T05:15:00Z,89.40,13.49
2026-04-08T05:16:00Z,89.94,11.39
2026-04-08T05:17:00Z,89.89,12.65
2026-04-08T05:18:00Z,89.24,12.31
2026-04-08T05:19:00Z,90.00,12.15
2026-04-08T05:20:00Z,90.80,10.33
2026-04-08T05:21:00Z,93.41,7.80
2026-04-08T05:22:00Z,95.90,4.67
2026-04-08T05:23:00Z,97.17,3.76
2026-04-08T05:24:00Z,98.47,2.99
2026-04-08T05:25:00Z,98.59,2.60
2026-04-08T05:26:00Z,97.82,2.41
2026-04-08T05:27:00Z,97.06,3.32
2026-04-08T05:28:00Z,97.39,3.00
2026-04-08T05:29:00Z,98.00,2.05
2026-04-08T05:30:00Z,98.77,1.56
2026-04-08T05:31:00Z,98.99,2.00
2026-04-08T05:32:00Z,98.92,1.10
2026-04-08T05:33:00Z,98.89,1.82
2026-04-08T05:34:00Z,98.21,1.69
2026-04-08T05:35:00Z,99.00,1.85
2026-04-08T05:36:00Z,98.65,1.44
2026-04-08T05:37:00Z,98.00,2.01
2026-04-08T05:38:00Z,98.02,2.72
2026-04-08T05:39:00Z,97.74,2.95
2026-04-08T05:40:00Z,98.06,4.64
2026-04-08T05:41:00Z,98.69,2.83
