# event_ticker=KXATPMATCH-26MAR29SMITIR
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Thiago Agustin Tirante
# fav_player=Colton Smith
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-03-29
timestamp,Colton Smith,Thiago Agustin Tirante
2026-03-30T13:06:00Z,,62.00
2026-03-30T13:09:00Z,40.00,62.00
2026-03-30T13:24:00Z,40.00,62.00
2026-03-30T14:05:00Z,40.00,62.00
2026-03-30T14:12:00Z,40.00,62.00
2026-03-30T14:14:00Z,40.00,62.00
2026-03-30T14:16:00Z,39.00,62.00
2026-03-30T14:17:00Z,39.00,62.00
2026-03-30T14:23:00Z,39.00,62.00
2026-03-30T14:28:00Z,39.00,62.00
2026-03-30T14:31:00Z,39.00,62.00
2026-03-30T14:46:00Z,39.00,62.00
2026-03-30T15:05:00Z,39.00,62.00
2026-03-30T15:11:00Z,39.00,62.00
2026-03-30T15:18:00Z,39.00,62.00
2026-03-30T15:25:00Z,39.00,62.00
2026-03-30T15:40:00Z,40.00,62.00
2026-03-30T15:43:00Z,40.00,62.00
2026-03-30T15:45:00Z,40.00,62.00
2026-03-30T15:49:00Z,40.00,62.00
2026-03-30T15:50:00Z,39.00,62.00
2026-03-30T15:51:00Z,38.00,62.00
2026-03-30T15:56:00Z,38.00,61.00
2026-03-30T15:59:00Z,38.00,62.00
2026-03-30T16:11:00Z,38.00,62.00
2026-03-30T16:27:00Z,39.00,62.00
2026-03-30T16:29:00Z,39.00,62.00
2026-03-30T16:50:00Z,39.00,62.00
2026-03-30T16:54:00Z,39.00,62.00
2026-03-30T16:56:00Z,39.00,62.00
2026-03-30T17:09:00Z,39.00,62.00
2026-03-30T17:13:00Z,39.00,62.00
2026-03-30T17:15:00Z,39.00,62.00
2026-03-30T17:38:00Z,39.00,62.00
2026-03-30T17:46:00Z,39.00,62.00
2026-03-30T17:55:00Z,39.00,62.00
2026-03-30T17:58:00Z,39.00,62.00
2026-03-30T18:07:00Z,39.00,62.00
2026-03-30T18:18:00Z,39.00,62.00
2026-03-30T18:29:00Z,39.00,62.00
2026-03-30T18:33:00Z,39.00,62.00
2026-03-30T19:06:00Z,39.00,62.00
2026-03-30T19:11:00Z,39.00,62.00
2026-03-30T19:12:00Z,39.00,63.00
2026-03-30T19:16:00Z,39.00,63.00
2026-03-30T19:21:00Z,39.00,63.00
2026-03-30T19:32:00Z,39.00,63.00
2026-03-30T19:39:00Z,39.00,63.00
2026-03-30T19:49:00Z,38.00,63.00
2026-03-30T19:52:00Z,38.00,63.00
2026-03-30T20:06:00Z,38.00,63.00
2026-03-30T20:10:00Z,38.00,63.00
2026-03-30T20:33:00Z,38.00,63.00
2026-03-30T20:37:00Z,38.00,63.00
2026-03-30T20:41:00Z,38.00,63.00
2026-03-30T20:43:00Z,39.00,63.00
2026-03-30T20:44:00Z,39.00,63.00
2026-03-30T20:47:00Z,39.00,63.00
2026-03-30T20:49:00Z,39.00,63.00
2026-03-30T20:51:00Z,38.00,63.00
2026-03-30T20:54:00Z,38.00,63.00
2026-03-30T20:57:00Z,38.00,63.00
2026-03-30T20:58:00Z,38.00,63.00
2026-03-30T21:02:00Z,38.00,63.00
2026-03-30T21:10:00Z,39.00,63.00
2026-03-30T21:12:00Z,39.00,63.00
2026-03-30T21:15:00Z,39.00,63.00
2026-03-30T21:29:00Z,39.00,63.00
2026-03-30T21:31:00Z,39.00,63.00
2026-03-30T21:34:00Z,38.00,63.00
2026-03-30T21:36:00Z,38.00,63.00
2026-03-30T21:39:00Z,38.00,63.00
2026-03-30T21:40:00Z,38.00,63.00
2026-03-30T21:41:00Z,38.00,63.00
2026-03-30T21:44:00Z,38.00,63.00
2026-03-30T21:47:00Z,38.00,63.00
2026-03-30T21:48:00Z,38.00,63.00
2026-03-30T21:49:00Z,38.00,63.00
2026-03-30T21:55:00Z,38.00,63.00
2026-03-30T21:57:00Z,38.00,63.00
2026-03-30T21:58:00Z,38.00,63.00
2026-03-30T22:00:00Z,38.00,63.00
2026-03-30T22:02:00Z,38.00,63.00
2026-03-30T22:05:00Z,38.00,63.00
2026-03-30T22:09:00Z,38.00,63.00
2026-03-30T22:11:00Z,38.00,63.00
2026-03-30T22:12:00Z,38.00,63.00
2026-03-30T22:14:00Z,39.00,63.00
2026-03-30T22:15:00Z,39.00,63.00
2026-03-30T22:16:00Z,39.00,63.00
2026-03-30T22:18:00Z,39.00,63.00
2026-03-30T22:19:00Z,39.00,63.00
2026-03-30T22:22:00Z,39.00,63.00
2026-03-30T22:23:00Z,39.00,63.00
2026-03-30T22:24:00Z,39.00,63.00
2026-03-30T22:28:00Z,39.00,63.00
2026-03-30T22:29:00Z,39.00,63.00
2026-03-30T22:30:00Z,39.00,63.00
2026-03-30T22:31:00Z,39.00,63.00
2026-03-30T22:33:00Z,39.00,63.00
2026-03-30T22:34:00Z,39.00,63.00
2026-03-30T22:35:00Z,39.00,63.00
2026-03-30T22:37:00Z,39.00,63.00
2026-03-30T22:38:00Z,39.00,63.00
2026-03-30T22:39:00Z,39.00,63.00
2026-03-30T22:42:00Z,39.00,63.00
2026-03-30T22:43:00Z,39.00,63.00
2026-03-30T22:46:00Z,37.34,63.00
2026-03-30T22:47:00Z,37.34,63.00
2026-03-30T22:50:00Z,37.34,63.00
2026-03-30T22:51:00Z,37.34,63.00
2026-03-30T22:53:00Z,37.34,63.00
2026-03-30T22:55:00Z,38.00,63.00
2026-03-30T22:56:00Z,38.00,63.00
2026-03-30T22:58:00Z,38.00,63.00
2026-03-30T23:00:00Z,38.00,63.00
2026-03-30T23:01:00Z,38.00,63.00
2026-03-30T23:04:00Z,38.00,63.00
2026-03-30T23:05:00Z,38.00,63.00
2026-03-30T23:06:00Z,38.00,63.00
2026-03-30T23:10:00Z,38.00,63.88
2026-03-30T23:11:00Z,38.00,63.00
2026-03-30T23:13:00Z,37.00,64.00
2026-03-30T23:15:00Z,37.00,62.74
2026-03-30T23:24:00Z,36.00,64.00
2026-03-30T23:27:00Z,36.00,64.00
2026-03-30T23:29:00Z,36.00,64.00
2026-03-30T23:31:00Z,36.00,65.00
