# event_ticker=KXATPMATCH-26JAN03WONNAV
# final_score=6-3 7-5
# match_winner=Coleman Wong
# fav_player=Coleman Wong
# dog_player=Mariano Navone
# kalshi_date=2026-01-03
timestamp,Coleman Wong,Mariano Navone
2026-01-05T21:24:00Z,53.00,
2026-01-06T00:23:00Z,54.00,
2026-01-06T01:10:00Z,54.00,
2026-01-06T01:44:00Z,54.00,
2026-01-06T03:11:00Z,54.00,
2026-01-06T03:25:00Z,54.00,
2026-01-06T03:29:00Z,54.00,
2026-01-06T03:58:00Z,54.00,
2026-01-06T03:59:00Z,54.00,46.00
2026-01-06T04:23:00Z,54.00,46.00
2026-01-06T04:36:00Z,54.00,46.00
2026-01-06T04:39:00Z,54.00,47.00
2026-01-06T04:49:00Z,54.00,47.00
2026-01-06T05:10:00Z,53.00,47.00
2026-01-06T05:13:00Z,53.00,48.83
2026-01-06T05:17:00Z,53.00,48.83
2026-01-06T05:20:00Z,53.00,48.83
2026-01-06T05:24:00Z,53.00,48.83
2026-01-06T05:31:00Z,53.00,48.83
2026-01-06T05:34:00Z,53.00,48.83
2026-01-06T05:37:00Z,53.00,48.83
2026-01-06T05:39:00Z,53.00,48.83
2026-01-06T05:47:00Z,53.00,48.83
2026-01-06T05:53:00Z,53.96,49.00
2026-01-06T05:56:00Z,53.96,49.00
2026-01-06T05:58:00Z,54.00,49.00
2026-01-06T06:00:00Z,54.04,49.00
2026-01-06T06:02:00Z,54.04,48.00
2026-01-06T06:03:00Z,54.00,48.00
2026-01-06T06:05:00Z,54.00,48.00
2026-01-06T06:06:00Z,54.00,48.00
2026-01-06T06:09:00Z,54.00,48.00
2026-01-06T06:10:00Z,53.33,48.00
2026-01-06T06:11:00Z,54.31,48.00
2026-01-06T06:16:00Z,53.93,48.00
2026-01-06T06:18:00Z,54.00,48.00
2026-01-06T06:20:00Z,53.64,48.00
2026-01-06T06:22:00Z,53.64,48.00
2026-01-06T06:24:00Z,54.00,48.00
2026-01-06T06:25:00Z,54.00,48.00
2026-01-06T06:26:00Z,54.00,48.00
2026-01-06T06:28:00Z,54.00,48.00
2026-01-06T06:29:00Z,54.74,48.00
2026-01-06T06:30:00Z,55.00,48.00
2026-01-06T06:31:00Z,55.00,47.00
2026-01-06T06:32:00Z,55.00,47.00
2026-01-06T06:35:00Z,55.00,47.00
2026-01-06T06:36:00Z,53.43,47.00
2026-01-06T06:37:00Z,53.00,46.00
2026-01-06T06:38:00Z,54.07,46.00
2026-01-06T06:39:00Z,55.00,47.00
2026-01-06T06:40:00Z,55.00,47.00
2026-01-06T06:42:00Z,55.00,47.00
2026-01-06T06:44:00Z,55.00,45.03
2026-01-06T06:46:00Z,55.00,47.00
2026-01-06T06:48:00Z,54.00,47.00
2026-01-06T06:50:00Z,54.00,47.00
2026-01-06T06:51:00Z,54.00,47.00
2026-01-06T06:52:00Z,54.00,47.00
2026-01-06T06:53:00Z,54.00,47.00
2026-01-06T06:54:00Z,54.30,47.00
2026-01-06T06:55:00Z,54.19,47.00
2026-01-06T06:56:00Z,54.00,47.00
2026-01-06T06:57:00Z,54.00,47.13
2026-01-06T06:58:00Z,54.00,46.00
2026-01-06T06:59:00Z,54.00,48.00
2026-01-06T07:00:00Z,54.00,48.00
2026-01-06T07:01:00Z,54.00,46.00
2026-01-06T07:02:00Z,54.00,48.00
2026-01-06T07:03:00Z,53.59,46.03
2026-01-06T07:04:00Z,53.00,49.00
2026-01-06T07:05:00Z,53.00,49.77
2026-01-06T07:07:00Z,53.00,49.77
2026-01-06T07:08:00Z,52.00,47.00
2026-01-06T07:09:00Z,53.00,47.00
2026-01-06T07:10:00Z,53.50,47.00
2026-01-06T07:11:00Z,53.50,49.00
2026-01-06T07:12:00Z,52.94,49.72
2026-01-06T07:13:00Z,52.00,50.00
2026-01-06T07:14:00Z,52.00,50.00
2026-01-06T07:15:00Z,51.45,50.00
2026-01-06T07:16:00Z,55.48,50.25
2026-01-06T07:17:00Z,59.50,43.00
2026-01-06T07:18:00Z,57.87,42.39
2026-01-06T07:19:00Z,51.15,48.00
2026-01-06T07:20:00Z,51.96,53.46
2026-01-06T07:21:00Z,52.15,50.00
2026-01-06T07:22:00Z,55.00,48.00
2026-01-06T07:23:00Z,52.84,52.00
2026-01-06T07:24:00Z,48.65,52.56
2026-01-06T07:25:00Z,50.00,52.00
2026-01-06T07:26:00Z,53.20,52.42
2026-01-06T07:27:00Z,46.15,57.40
2026-01-06T07:28:00Z,38.09,62.65
2026-01-06T07:29:00Z,48.34,54.97
2026-01-06T07:30:00Z,48.58,53.95
2026-01-06T07:31:00Z,50.84,54.30
2026-01-06T07:32:00Z,43.27,59.00
2026-01-06T07:33:00Z,42.82,58.80
2026-01-06T07:34:00Z,50.50,53.96
2026-01-06T07:35:00Z,51.03,49.01
2026-01-06T07:36:00Z,55.25,50.12
2026-01-06T07:37:00Z,49.17,51.86
2026-01-06T07:38:00Z,50.00,52.58
2026-01-06T07:39:00Z,52.25,50.77
2026-01-06T07:40:00Z,57.19,43.83
2026-01-06T07:41:00Z,58.60,42.21
2026-01-06T07:42:00Z,58.36,42.83
2026-01-06T07:43:00Z,56.76,44.41
2026-01-06T07:44:00Z,55.58,45.53
2026-01-06T07:45:00Z,57.70,41.00
2026-01-06T07:46:00Z,54.43,46.33
2026-01-06T07:47:00Z,66.50,39.16
2026-01-06T07:48:00Z,66.51,32.53
2026-01-06T07:49:00Z,71.00,31.95
2026-01-06T07:50:00Z,71.65,31.14
2026-01-06T07:51:00Z,71.65,29.28
2026-01-06T07:52:00Z,68.06,32.26
2026-01-06T07:53:00Z,71.00,36.30
2026-01-06T07:54:00Z,62.89,44.15
2026-01-06T07:55:00Z,56.21,44.47
2026-01-06T07:56:00Z,58.80,40.00
2026-01-06T07:57:00Z,61.52,35.00
2026-01-06T07:58:00Z,62.35,37.59
2026-01-06T07:59:00Z,68.67,32.60
2026-01-06T08:00:00Z,69.00,31.20
2026-01-06T08:01:00Z,64.83,33.73
2026-01-06T08:02:00Z,72.00,28.60
2026-01-06T08:03:00Z,66.94,26.69
2026-01-06T08:04:00Z,75.41,25.09
2026-01-06T08:05:00Z,74.67,29.00
2026-01-06T08:06:00Z,74.00,26.00
2026-01-06T08:07:00Z,77.26,19.91
2026-01-06T08:08:00Z,82.04,18.58
2026-01-06T08:09:00Z,82.55,18.11
2026-01-06T08:10:00Z,81.35,19.54
2026-01-06T08:11:00Z,81.35,24.43
2026-01-06T08:12:00Z,84.55,17.59
2026-01-06T08:13:00Z,81.87,18.99
2026-01-06T08:14:00Z,84.39,18.71
2026-01-06T08:15:00Z,82.78,17.98
2026-01-06T08:16:00Z,83.14,18.54
2026-01-06T08:17:00Z,83.66,17.54
2026-01-06T08:18:00Z,82.25,17.91
2026-01-06T08:19:00Z,83.27,22.52
2026-01-06T08:20:00Z,86.27,16.00
2026-01-06T08:21:00Z,84.34,17.97
2026-01-06T08:22:00Z,84.91,17.89
2026-01-06T08:23:00Z,82.98,18.69
2026-01-06T08:24:00Z,80.00,23.18
2026-01-06T08:25:00Z,78.10,23.09
2026-01-06T08:26:00Z,81.99,20.45
2026-01-06T08:27:00Z,82.18,19.02
2026-01-06T08:28:00Z,83.00,19.02
2026-01-06T08:29:00Z,83.18,18.77
2026-01-06T08:30:00Z,82.64,22.08
2026-01-06T08:31:00Z,78.75,23.98
2026-01-06T08:32:00Z,78.25,23.22
