# event_ticker=KXATPCHALLENGERMATCH-26APR01ALUMEJ
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Nicolas Mejia
# fav_player=Rodrigo Alujas
# dog_player=Nicolas Mejia
# kalshi_date=2026-04-01
timestamp,Rodrigo Alujas,Nicolas Mejia
2026-04-03T00:18:00Z,9.00,93.00
2026-04-03T00:19:00Z,9.00,93.00
2026-04-03T00:23:00Z,9.00,93.00
2026-04-03T00:25:00Z,8.50,93.00
2026-04-03T00:27:00Z,8.50,92.00
2026-04-03T00:28:00Z,9.00,92.00
2026-04-03T00:31:00Z,9.00,93.00
2026-04-03T00:32:00Z,9.00,92.00
2026-04-03T00:33:00Z,9.00,92.00
2026-04-03T00:36:00Z,9.00,93.00
2026-04-03T00:38:00Z,8.00,93.00
2026-04-03T00:39:00Z,9.00,93.00
2026-04-03T00:43:00Z,9.00,93.00
2026-04-03T00:52:00Z,9.00,93.00
2026-04-03T00:53:00Z,9.00,93.00
2026-04-03T00:54:00Z,9.00,93.00
2026-04-03T00:57:00Z,9.00,93.00
2026-04-03T00:58:00Z,9.00,93.00
2026-04-03T01:01:00Z,8.61,93.00
2026-04-03T01:07:00Z,9.00,93.00
2026-04-03T01:08:00Z,9.00,93.00
2026-04-03T01:13:00Z,9.00,93.00
2026-04-03T01:14:00Z,8.00,93.00
2026-04-03T01:17:00Z,9.00,93.00
2026-04-03T01:19:00Z,9.97,93.00
2026-04-03T01:22:00Z,9.00,92.00
2026-04-03T01:27:00Z,8.04,92.00
2026-04-03T01:29:00Z,9.00,92.00
2026-04-03T01:30:00Z,9.00,92.00
2026-04-03T01:31:00Z,10.00,92.00
2026-04-03T01:37:00Z,9.00,92.00
2026-04-03T01:39:00Z,10.00,92.00
2026-04-03T01:44:00Z,9.72,92.00
2026-04-03T01:45:00Z,9.72,92.00
2026-04-03T01:46:00Z,10.00,92.00
2026-04-03T01:49:00Z,10.00,92.00
2026-04-03T01:51:00Z,10.69,91.00
2026-04-03T01:53:00Z,10.00,91.00
2026-04-03T01:55:00Z,10.00,91.00
2026-04-03T01:56:00Z,10.00,91.00
2026-04-03T01:58:00Z,9.00,92.00
2026-04-03T02:03:00Z,10.00,93.00
2026-04-03T02:07:00Z,10.00,93.00
2026-04-03T02:08:00Z,10.00,93.00
2026-04-03T02:11:00Z,9.00,93.00
2026-04-03T02:12:00Z,9.00,93.00
2026-04-03T02:13:00Z,9.00,92.00
2026-04-03T02:14:00Z,9.00,92.00
2026-04-03T02:16:00Z,10.00,92.00
2026-04-03T02:18:00Z,10.00,93.00
2026-04-03T02:20:00Z,10.00,93.00
2026-04-03T02:21:00Z,10.00,93.00
2026-04-03T02:23:00Z,10.00,93.00
2026-04-03T02:25:00Z,8.00,93.00
2026-04-03T02:27:00Z,10.00,93.00
2026-04-03T02:29:00Z,10.00,93.00
2026-04-03T02:32:00Z,9.00,93.00
2026-04-03T02:35:00Z,9.70,93.00
2026-04-03T02:36:00Z,9.26,93.00
2026-04-03T02:37:00Z,9.12,93.00
2026-04-03T02:38:00Z,9.00,93.00
2026-04-03T02:39:00Z,9.00,93.00
2026-04-03T02:41:00Z,9.00,92.48
2026-04-03T02:47:00Z,9.84,92.48
2026-04-03T02:48:00Z,9.00,92.48
2026-04-03T02:49:00Z,10.00,92.48
2026-04-03T02:50:00Z,10.00,92.48
2026-04-03T02:51:00Z,10.00,92.48
2026-04-03T02:53:00Z,10.00,92.00
2026-04-03T02:56:00Z,10.00,92.00
2026-04-03T02:59:00Z,10.00,92.00
2026-04-03T03:02:00Z,10.00,92.00
2026-04-03T03:03:00Z,10.00,92.00
2026-04-03T03:04:00Z,10.00,91.70
2026-04-03T03:05:00Z,10.00,91.70
2026-04-03T03:08:00Z,10.00,91.70
2026-04-03T03:09:00Z,9.00,91.70
2026-04-03T03:11:00Z,10.00,91.70
2026-04-03T03:12:00Z,10.00,91.70
2026-04-03T03:13:00Z,10.00,91.70
2026-04-03T03:14:00Z,10.00,91.70
2026-04-03T03:15:00Z,10.00,91.75
2026-04-03T03:16:00Z,10.37,90.00
2026-04-03T03:17:00Z,9.72,91.00
2026-04-03T03:18:00Z,8.48,91.77
2026-04-03T03:19:00Z,8.87,91.54
2026-04-03T03:20:00Z,8.96,91.54
2026-04-03T03:21:00Z,9.05,92.00
2026-04-03T03:22:00Z,9.73,91.58
2026-04-03T03:23:00Z,8.70,92.37
2026-04-03T03:24:00Z,6.29,93.00
2026-04-03T03:25:00Z,6.25,94.00
2026-04-03T03:26:00Z,4.81,95.00
2026-04-03T03:27:00Z,6.89,95.00
2026-04-03T03:28:00Z,7.18,93.00
2026-04-03T03:29:00Z,7.04,93.41
2026-04-03T03:30:00Z,5.00,95.08
2026-04-03T03:31:00Z,4.05,96.00
2026-04-03T03:32:00Z,4.95,95.42
2026-04-03T03:33:00Z,4.16,96.54
2026-04-03T03:34:00Z,2.23,97.00
2026-04-03T03:35:00Z,2.94,97.00
2026-04-03T03:36:00Z,2.95,97.03
2026-04-03T03:37:00Z,2.49,97.00
2026-04-03T03:38:00Z,3.10,97.00
2026-04-03T03:39:00Z,3.83,97.00
2026-04-03T03:40:00Z,3.86,97.00
2026-04-03T03:41:00Z,3.89,97.02
2026-04-03T03:42:00Z,3.00,98.00
2026-04-03T03:43:00Z,3.05,97.25
2026-04-03T03:44:00Z,2.81,98.00
2026-04-03T03:45:00Z,2.85,97.00
2026-04-03T03:46:00Z,3.00,97.00
2026-04-03T03:47:00Z,3.59,98.00
2026-04-03T03:48:00Z,2.49,98.00
2026-04-03T03:49:00Z,3.00,98.00
2026-04-03T03:50:00Z,3.00,98.00
2026-04-03T03:51:00Z,2.72,98.00
2026-04-03T03:52:00Z,2.08,98.00
2026-04-03T03:53:00Z,2.02,98.12
2026-04-03T03:54:00Z,1.76,99.00
2026-04-03T03:55:00Z,2.00,99.00
2026-04-03T03:56:00Z,2.00,98.00
2026-04-03T03:57:00Z,2.00,98.00
2026-04-03T03:58:00Z,3.00,98.00
2026-04-03T03:59:00Z,2.38,97.85
2026-04-03T04:00:00Z,2.00,99.00
2026-04-03T04:01:00Z,1.94,98.00
2026-04-03T04:02:00Z,2.00,99.00
2026-04-03T04:03:00Z,2.75,99.00
2026-04-03T04:04:00Z,1.60,99.00
2026-04-03T04:05:00Z,2.00,98.00
2026-04-03T04:06:00Z,2.00,99.00
2026-04-03T04:07:00Z,1.00,99.00
2026-04-03T04:08:00Z,1.00,99.00
2026-04-03T04:09:00Z,1.00,99.00
2026-04-03T04:10:00Z,1.00,99.00
2026-04-03T04:12:00Z,1.00,99.00
2026-04-03T04:13:00Z,1.00,99.00
2026-04-03T04:15:00Z,1.00,99.00
2026-04-03T04:17:00Z,1.00,99.00
2026-04-03T04:20:00Z,1.00,99.00
2026-04-03T04:21:00Z,1.00,99.00
2026-04-03T04:22:00Z,1.00,99.00
2026-04-03T04:24:00Z,1.00,99.00
2026-04-03T04:27:00Z,1.00,99.00
2026-04-03T04:32:00Z,1.00,99.00
