# event_ticker=KXATPMATCH-26JUN10DAMDE
# final_score=7-6(8) 7-5
# score_resolution=6-7 5-7
# match_winner=Alex de Minaur
# fav_player=Martin Damm Jr
# dog_player=Alex de Minaur
# kalshi_date=2026-06-10
timestamp,Martin Damm Jr,Alex de Minaur
2026-06-10T03:14:00Z,,78.00
2026-06-10T03:24:00Z,23.97,78.00
2026-06-10T03:25:00Z,23.97,78.00
2026-06-10T03:31:00Z,23.97,77.27
2026-06-10T03:32:00Z,23.97,77.00
2026-06-10T03:35:00Z,23.97,78.00
2026-06-10T03:46:00Z,23.97,78.00
2026-06-10T03:50:00Z,23.97,78.00
2026-06-10T04:00:00Z,24.00,78.00
2026-06-10T04:06:00Z,23.00,78.00
2026-06-10T04:09:00Z,24.00,78.00
2026-06-10T04:13:00Z,24.00,78.00
2026-06-10T04:14:00Z,24.00,78.00
2026-06-10T04:19:00Z,24.00,78.00
2026-06-10T04:22:00Z,24.00,78.00
2026-06-10T04:25:00Z,24.00,78.00
2026-06-10T04:26:00Z,24.00,78.00
2026-06-10T04:32:00Z,24.00,78.00
2026-06-10T04:38:00Z,24.00,78.00
2026-06-10T04:43:00Z,23.50,78.00
2026-06-10T04:44:00Z,23.50,78.00
2026-06-10T04:55:00Z,23.50,78.00
2026-06-10T05:04:00Z,23.50,78.00
2026-06-10T05:05:00Z,23.50,78.00
2026-06-10T05:09:00Z,23.50,78.00
2026-06-10T05:16:00Z,23.00,78.68
2026-06-10T05:22:00Z,23.00,79.00
2026-06-10T05:24:00Z,23.00,79.00
2026-06-10T05:25:00Z,23.00,79.00
2026-06-10T05:26:00Z,23.00,79.00
2026-06-10T05:29:00Z,23.00,78.94
2026-06-10T05:30:00Z,23.00,79.00
2026-06-10T05:31:00Z,23.00,79.00
2026-06-10T05:33:00Z,23.00,79.00
2026-06-10T05:34:00Z,23.00,79.00
2026-06-10T05:38:00Z,23.00,79.00
2026-06-10T05:39:00Z,22.00,79.00
2026-06-10T05:48:00Z,22.00,79.00
2026-06-10T05:55:00Z,22.00,78.00
2026-06-10T06:03:00Z,22.00,78.60
2026-06-10T06:05:00Z,23.00,78.60
2026-06-10T06:06:00Z,23.00,78.73
2026-06-10T06:07:00Z,23.00,78.73
2026-06-10T06:12:00Z,23.00,78.00
2026-06-10T06:13:00Z,23.00,78.00
2026-06-10T06:16:00Z,23.00,78.00
2026-06-10T06:17:00Z,23.00,79.00
2026-06-10T06:19:00Z,23.00,79.00
2026-06-10T06:23:00Z,22.00,79.00
2026-06-10T06:33:00Z,22.00,79.00
2026-06-10T06:35:00Z,22.00,78.00
2026-06-10T06:36:00Z,22.00,79.00
2026-06-10T06:49:00Z,22.00,79.00
2026-06-10T06:53:00Z,22.00,79.00
2026-06-10T06:55:00Z,22.00,79.00
2026-06-10T07:11:00Z,22.00,79.00
2026-06-10T07:14:00Z,22.00,79.00
2026-06-10T07:18:00Z,22.00,79.00
2026-06-10T07:20:00Z,22.00,79.00
2026-06-10T07:28:00Z,22.00,79.00
2026-06-10T07:39:00Z,22.00,79.99
2026-06-10T07:42:00Z,22.00,80.00
2026-06-10T07:48:00Z,22.00,79.00
2026-06-10T07:49:00Z,22.00,78.79
2026-06-10T07:54:00Z,22.00,78.79
2026-06-10T07:57:00Z,22.00,78.79
2026-06-10T08:07:00Z,22.00,79.00
2026-06-10T08:15:00Z,22.00,79.65
2026-06-10T08:16:00Z,22.00,80.00
2026-06-10T08:19:00Z,22.00,80.00
2026-06-10T08:23:00Z,22.00,79.00
2026-06-10T08:24:00Z,22.00,80.00
2026-06-10T08:27:00Z,22.00,80.00
2026-06-10T08:33:00Z,22.00,80.00
2026-06-10T08:36:00Z,22.00,80.00
2026-06-10T08:38:00Z,22.00,78.00
2026-06-10T08:39:00Z,22.00,80.00
2026-06-10T08:59:00Z,22.00,80.00
2026-06-10T09:05:00Z,22.00,80.00
2026-06-10T09:11:00Z,22.00,80.00
2026-06-10T09:33:00Z,22.00,80.00
2026-06-10T09:44:00Z,22.00,80.00
2026-06-10T09:45:00Z,22.00,80.00
2026-06-10T09:48:00Z,22.00,80.00
2026-06-10T09:50:00Z,22.00,80.00
2026-06-10T09:53:00Z,22.00,80.00
2026-06-10T09:58:00Z,22.00,80.00
2026-06-10T10:02:00Z,21.00,80.00
2026-06-10T10:05:00Z,22.00,80.00
2026-06-10T10:11:00Z,22.00,80.00
2026-06-10T10:17:00Z,22.00,80.00
2026-06-10T10:26:00Z,22.00,80.00
2026-06-10T10:39:00Z,22.00,79.00
2026-06-10T10:43:00Z,22.00,80.00
2026-06-10T10:55:00Z,22.00,80.00
2026-06-10T10:57:00Z,22.00,80.00
2026-06-10T10:58:00Z,22.00,80.00
2026-06-10T11:04:00Z,22.00,80.00
2026-06-10T11:06:00Z,22.00,80.00
2026-06-10T11:08:00Z,22.00,80.00
2026-06-10T11:09:00Z,22.00,80.00
2026-06-10T11:12:00Z,22.00,80.00
2026-06-10T11:13:00Z,22.00,80.00
2026-06-10T11:17:00Z,22.00,80.00
2026-06-10T11:20:00Z,22.00,80.00
2026-06-10T11:23:00Z,22.00,80.00
2026-06-10T11:29:00Z,22.00,80.00
2026-06-10T11:30:00Z,22.00,80.00
2026-06-10T11:31:00Z,22.00,80.00
2026-06-10T11:35:00Z,22.00,80.00
2026-06-10T11:36:00Z,22.00,80.00
2026-06-10T11:37:00Z,22.00,80.00
