# event_ticker=KXATPCHALLENGERMATCH-26APR20NISSMI
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Kei Nishikori
# fav_player=Colton Smith
# dog_player=Kei Nishikori
# kalshi_date=2026-04-20
timestamp,Kei Nishikori,Colton Smith
2026-04-20T12:48:00Z,68.00,
2026-04-20T12:51:00Z,68.00,
2026-04-20T13:52:00Z,68.00,34.00
2026-04-20T14:02:00Z,68.00,31.00
2026-04-20T14:08:00Z,67.00,31.00
2026-04-20T14:13:00Z,69.00,31.00
2026-04-20T14:15:00Z,69.00,33.00
2026-04-20T14:28:00Z,69.00,33.00
2026-04-20T15:56:00Z,69.00,33.00
2026-04-20T15:58:00Z,69.00,33.00
2026-04-20T16:28:00Z,69.00,33.00
2026-04-20T16:29:00Z,69.00,31.00
2026-04-20T16:39:00Z,70.00,31.00
2026-04-20T16:47:00Z,70.00,31.00
2026-04-20T17:09:00Z,70.00,31.00
2026-04-20T17:12:00Z,70.00,31.03
2026-04-20T17:45:00Z,70.00,31.03
2026-04-20T17:59:00Z,70.00,31.03
2026-04-20T18:07:00Z,70.00,31.03
2026-04-20T18:11:00Z,70.00,32.00
2026-04-20T18:14:00Z,70.00,32.00
2026-04-20T18:20:00Z,70.00,32.00
2026-04-20T18:25:00Z,70.00,32.00
2026-04-20T18:26:00Z,70.00,32.00
2026-04-20T18:43:00Z,70.00,32.00
2026-04-20T18:45:00Z,70.00,32.00
2026-04-20T18:51:00Z,70.00,32.00
2026-04-20T18:52:00Z,70.00,32.00
2026-04-20T18:53:00Z,70.00,33.00
2026-04-20T19:01:00Z,70.00,33.00
2026-04-20T19:07:00Z,70.00,33.00
2026-04-20T19:13:00Z,70.00,33.00
2026-04-20T19:16:00Z,70.00,33.00
2026-04-20T19:19:00Z,68.20,33.00
2026-04-20T19:20:00Z,67.72,33.00
2026-04-20T19:28:00Z,69.00,33.00
2026-04-20T19:39:00Z,69.00,33.00
2026-04-20T19:40:00Z,69.00,33.00
2026-04-20T19:43:00Z,69.00,33.00
2026-04-20T19:44:00Z,70.00,32.97
2026-04-20T19:51:00Z,70.00,32.97
2026-04-20T19:53:00Z,70.00,32.97
2026-04-20T20:01:00Z,70.00,32.97
2026-04-20T20:10:00Z,70.00,32.97
2026-04-20T20:11:00Z,70.00,33.00
2026-04-20T20:13:00Z,70.00,33.00
2026-04-20T20:14:00Z,70.00,33.00
2026-04-20T20:15:00Z,70.00,33.00
2026-04-20T20:17:00Z,70.00,33.00
2026-04-20T20:21:00Z,70.00,33.00
2026-04-20T20:23:00Z,70.00,33.00
2026-04-20T20:27:00Z,70.00,33.00
2026-04-20T20:28:00Z,70.00,33.00
2026-04-20T20:32:00Z,70.00,32.16
2026-04-20T20:38:00Z,70.00,32.16
2026-04-20T20:42:00Z,70.00,32.16
2026-04-20T20:44:00Z,70.00,32.16
2026-04-20T20:47:00Z,70.00,32.00
2026-04-20T20:56:00Z,70.00,32.00
2026-04-20T20:57:00Z,70.00,32.00
2026-04-20T20:59:00Z,70.00,32.00
2026-04-20T21:03:00Z,70.00,32.37
2026-04-20T21:07:00Z,70.13,32.37
2026-04-20T21:09:00Z,70.13,30.21
2026-04-20T21:10:00Z,71.00,30.21
