# event_ticker=KXATPCHALLENGERMATCH-26MAY26MAYBUT
# final_score=7-6(3) 7-6(4)
# score_resolution=6-7 6-7
# match_winner=Aidan Mayo
# fav_player=Edas Butvilas
# dog_player=Aidan Mayo
# kalshi_date=2026-05-26
timestamp,Aidan Mayo,Edas Butvilas
2026-05-26T20:32:00Z,51.96,49.71
2026-05-26T20:33:00Z,51.16,51.99
2026-05-26T20:34:00Z,40.95,58.05
2026-05-26T20:35:00Z,35.73,65.72
2026-05-26T20:36:00Z,36.84,66.14
2026-05-26T20:37:00Z,38.41,64.24
2026-05-26T20:38:00Z,37.31,64.51
2026-05-26T20:39:00Z,40.21,58.63
2026-05-26T20:40:00Z,37.84,58.87
2026-05-26T20:41:00Z,42.96,59.00
2026-05-26T20:42:00Z,39.88,60.72
2026-05-26T20:43:00Z,40.82,62.12
2026-05-26T20:44:00Z,33.76,63.94
2026-05-26T20:45:00Z,34.43,60.22
2026-05-26T20:46:00Z,33.85,63.13
2026-05-26T20:47:00Z,30.28,64.96
2026-05-26T20:48:00Z,35.83,62.47
2026-05-26T20:49:00Z,40.08,57.55
2026-05-26T20:50:00Z,46.55,55.69
2026-05-26T20:51:00Z,49.20,56.26
2026-05-26T20:52:00Z,44.34,55.15
2026-05-26T20:53:00Z,47.80,54.34
2026-05-26T20:54:00Z,42.37,61.58
2026-05-26T20:55:00Z,41.00,57.36
2026-05-26T20:56:00Z,40.78,58.00
2026-05-26T20:57:00Z,40.78,58.64
2026-05-26T20:58:00Z,39.20,58.09
2026-05-26T20:59:00Z,38.33,62.09
2026-05-26T21:00:00Z,39.00,62.15
2026-05-26T21:01:00Z,38.86,59.00
2026-05-26T21:02:00Z,39.23,62.88
2026-05-26T21:03:00Z,38.33,62.88
2026-05-26T21:04:00Z,36.07,60.14
2026-05-26T21:05:00Z,33.55,67.99
2026-05-26T21:06:00Z,32.00,68.28
2026-05-26T21:07:00Z,31.17,63.90
2026-05-26T21:08:00Z,36.54,63.00
2026-05-26T21:09:00Z,38.53,66.75
2026-05-26T21:10:00Z,39.00,66.63
2026-05-26T21:11:00Z,39.21,65.56
2026-05-26T21:12:00Z,38.45,61.67
2026-05-26T21:13:00Z,57.71,58.54
2026-05-26T21:14:00Z,54.26,51.85
2026-05-26T21:15:00Z,44.93,59.67
2026-05-26T21:16:00Z,42.50,64.39
2026-05-26T21:17:00Z,43.51,57.71
2026-05-26T21:18:00Z,39.72,61.97
2026-05-26T21:19:00Z,40.75,56.73
2026-05-26T21:20:00Z,42.41,63.96
2026-05-26T21:21:00Z,38.93,62.28
2026-05-26T21:22:00Z,37.33,63.76
2026-05-26T21:23:00Z,38.45,63.76
2026-05-26T21:24:00Z,36.71,64.19
2026-05-26T21:25:00Z,38.83,63.28
2026-05-26T21:26:00Z,38.08,63.55
2026-05-26T21:27:00Z,36.22,62.84
2026-05-26T21:28:00Z,39.45,63.88
2026-05-26T21:29:00Z,38.87,62.98
2026-05-26T21:30:00Z,37.96,58.44
2026-05-26T21:31:00Z,36.60,61.59
2026-05-26T21:32:00Z,35.68,63.17
2026-05-26T21:33:00Z,38.36,62.68
2026-05-26T21:34:00Z,38.53,61.85
2026-05-26T21:35:00Z,37.02,63.33
2026-05-26T21:36:00Z,38.00,63.70
2026-05-26T21:37:00Z,36.23,63.94
2026-05-26T21:38:00Z,37.02,63.96
2026-05-26T21:39:00Z,35.46,62.84
2026-05-26T21:40:00Z,35.80,63.00
2026-05-26T21:41:00Z,37.02,62.34
2026-05-26T21:42:00Z,37.94,61.83
2026-05-26T21:43:00Z,37.37,63.00
2026-05-26T21:44:00Z,37.60,63.00
2026-05-26T21:45:00Z,38.15,62.01
2026-05-26T21:46:00Z,37.93,62.91
2026-05-26T21:47:00Z,36.44,62.95
2026-05-26T21:48:00Z,38.84,62.53
2026-05-26T21:49:00Z,38.98,62.19
2026-05-26T21:50:00Z,38.10,62.02
2026-05-26T21:51:00Z,37.26,62.00
2026-05-26T21:52:00Z,39.16,62.97
2026-05-26T21:53:00Z,39.29,62.38
2026-05-26T21:54:00Z,39.54,63.00
2026-05-26T21:55:00Z,38.48,63.00
2026-05-26T21:56:00Z,37.33,62.69
2026-05-26T21:57:00Z,38.90,62.00
2026-05-26T21:58:00Z,38.73,62.89
2026-05-26T21:59:00Z,38.00,63.00
2026-05-26T22:00:00Z,38.35,62.99
2026-05-26T22:01:00Z,38.22,60.03
2026-05-26T22:02:00Z,39.00,61.26
2026-05-26T22:03:00Z,39.00,59.30
2026-05-26T22:04:00Z,39.68,63.17
2026-05-26T22:05:00Z,38.69,62.98
2026-05-26T22:06:00Z,39.17,63.69
2026-05-26T22:07:00Z,39.73,69.21
2026-05-26T22:08:00Z,34.21,65.57
2026-05-26T22:09:00Z,32.32,64.41
2026-05-26T22:10:00Z,35.00,64.50
2026-05-26T22:11:00Z,35.99,65.00
2026-05-26T22:12:00Z,36.00,63.97
2026-05-26T22:13:00Z,36.00,63.92
2026-05-26T22:14:00Z,36.22,62.18
2026-05-26T22:15:00Z,37.49,62.60
2026-05-26T22:16:00Z,35.50,63.73
2026-05-26T22:17:00Z,37.31,63.05
2026-05-26T22:18:00Z,34.00,64.00
2026-05-26T22:19:00Z,35.56,59.84
2026-05-26T22:20:00Z,33.16,63.70
2026-05-26T22:21:00Z,36.63,59.96
2026-05-26T22:22:00Z,34.00,62.98
2026-05-26T22:23:00Z,37.87,62.98
2026-05-26T22:24:00Z,40.74,62.14
2026-05-26T22:25:00Z,35.00,65.60
2026-05-26T22:26:00Z,34.61,66.89
2026-05-26T22:27:00Z,33.31,67.72
2026-05-26T22:28:00Z,31.15,68.77
2026-05-26T22:29:00Z,33.23,68.35
2026-05-26T22:30:00Z,33.62,68.88
2026-05-26T22:31:00Z,33.43,68.61
2026-05-26T22:32:00Z,32.32,68.93
2026-05-26T22:33:00Z,31.22,69.13
2026-05-26T22:34:00Z,32.50,69.05
2026-05-26T22:35:00Z,34.97,65.11
2026-05-26T22:36:00Z,35.89,65.00
2026-05-26T22:37:00Z,36.31,63.99
2026-05-26T22:38:00Z,32.74,67.49
2026-05-26T22:39:00Z,31.17,69.79
2026-05-26T22:40:00Z,35.24,67.15
2026-05-26T22:41:00Z,37.00,64.76
2026-05-26T22:42:00Z,37.92,62.23
2026-05-26T22:43:00Z,41.70,58.14
2026-05-26T22:44:00Z,38.00,63.46
2026-05-26T22:45:00Z,38.70,63.02
2026-05-26T22:46:00Z,35.03,64.67
2026-05-26T22:47:00Z,37.24,63.67
2026-05-26T22:48:00Z,40.36,66.16
2026-05-26T22:49:00Z,44.66,54.85
2026-05-26T22:50:00Z,50.36,53.08
2026-05-26T22:51:00Z,47.27,53.58
2026-05-26T22:52:00Z,52.15,51.68
2026-05-26T22:53:00Z,50.45,50.65
2026-05-26T22:54:00Z,56.87,43.25
2026-05-26T22:55:00Z,56.92,43.00
2026-05-26T22:56:00Z,56.95,43.44
2026-05-26T22:57:00Z,57.39,42.29
2026-05-26T22:58:00Z,57.14,43.10
2026-05-26T22:59:00Z,59.25,42.53
2026-05-26T23:00:00Z,65.59,35.94
2026-05-26T23:01:00Z,67.48,32.27
2026-05-26T23:02:00Z,63.79,33.34
2026-05-26T23:03:00Z,59.25,40.78
2026-05-26T23:04:00Z,66.61,33.54
2026-05-26T23:05:00Z,57.82,41.53
2026-05-26T23:06:00Z,55.51,44.39
2026-05-26T23:07:00Z,59.99,40.49
2026-05-26T23:08:00Z,60.14,40.90
2026-05-26T23:09:00Z,61.12,40.18
2026-05-26T23:10:00Z,60.63,39.84
2026-05-26T23:11:00Z,64.11,34.19
2026-05-26T23:12:00Z,70.45,38.50
2026-05-26T23:13:00Z,58.54,41.95
2026-05-26T23:14:00Z,57.73,43.02
2026-05-26T23:15:00Z,59.10,40.77
2026-05-26T23:16:00Z,53.05,46.42
2026-05-26T23:17:00Z,47.98,50.53
2026-05-26T23:18:00Z,51.83,47.77
2026-05-26T23:19:00Z,52.52,46.38
2026-05-26T23:20:00Z,60.70,40.34
2026-05-26T23:21:00Z,60.64,40.52
2026-05-26T23:22:00Z,58.63,42.44
2026-05-26T23:23:00Z,56.30,43.93
2026-05-26T23:24:00Z,55.92,44.75
2026-05-26T23:25:00Z,56.04,44.64
2026-05-26T23:26:00Z,59.75,40.85
2026-05-26T23:27:00Z,61.81,40.31
2026-05-26T23:28:00Z,61.70,43.89
2026-05-26T23:29:00Z,65.37,32.92
2026-05-26T23:30:00Z,64.53,34.13
2026-05-26T23:31:00Z,63.88,36.51
2026-05-26T23:32:00Z,62.36,38.74
2026-05-26T23:33:00Z,58.16,43.05
2026-05-26T23:34:00Z,58.13,39.93
2026-05-26T23:35:00Z,59.15,41.91
2026-05-26T23:36:00Z,56.04,45.30
2026-05-26T23:37:00Z,54.60,47.35
2026-05-26T23:38:00Z,45.34,55.30
2026-05-26T23:39:00Z,37.02,63.68
2026-05-26T23:40:00Z,42.89,57.63
2026-05-26T23:41:00Z,41.16,59.40
2026-05-26T23:42:00Z,37.72,60.07
2026-05-26T23:43:00Z,51.88,44.77
2026-05-26T23:44:00Z,55.87,43.98
2026-05-26T23:45:00Z,57.26,40.48
2026-05-26T23:46:00Z,63.68,35.80
2026-05-26T23:47:00Z,67.64,31.34
2026-05-26T23:48:00Z,61.85,37.68
2026-05-26T23:49:00Z,59.21,40.88
2026-05-26T23:50:00Z,57.37,42.07
2026-05-26T23:51:00Z,58.74,42.08
2026-05-26T23:52:00Z,61.28,36.25
2026-05-26T23:53:00Z,62.74,38.52
2026-05-26T23:54:00Z,64.73,35.65
2026-05-26T23:55:00Z,70.31,29.69
2026-05-26T23:56:00Z,74.76,26.89
2026-05-26T23:57:00Z,67.47,34.00
2026-05-26T23:58:00Z,71.99,28.09
2026-05-26T23:59:00Z,77.65,24.06
2026-05-27T00:00:00Z,90.63,9.26
2026-05-27T00:01:00Z,96.87,8.37
2026-05-27T00:02:00Z,99.00,1.00
2026-05-27T00:03:00Z,99.00,1.00
