# event_ticker=KXATPMATCH-25AUG13FRIATM
# final_score=3-6 7-5 6-3
# score_resolution=6-3 5-7 3-6
# match_winner=Terence Atmane
# fav_player=Taylor Fritz
# dog_player=Terence Atmane
# kalshi_date=2025-08-13
timestamp,Taylor Fritz,Terence Atmane
2025-08-13T11:37:00Z,,14.00
2025-08-13T11:53:00Z,88.00,14.00
2025-08-13T12:00:00Z,88.00,14.00
2025-08-13T12:19:00Z,88.00,14.00
2025-08-13T12:20:00Z,88.00,14.52
2025-08-13T12:41:00Z,88.00,14.00
2025-08-13T12:51:00Z,87.00,14.00
2025-08-13T13:01:00Z,87.00,14.00
2025-08-13T13:09:00Z,87.00,13.97
2025-08-13T13:18:00Z,87.00,13.97
2025-08-13T13:27:00Z,87.00,14.00
2025-08-13T13:41:00Z,86.00,14.00
2025-08-13T13:48:00Z,87.00,14.00
2025-08-13T13:57:00Z,87.00,14.00
2025-08-13T13:58:00Z,87.00,14.00
2025-08-13T14:14:00Z,87.00,14.00
2025-08-13T14:23:00Z,87.00,14.00
2025-08-13T14:36:00Z,87.00,14.00
2025-08-13T14:44:00Z,87.00,14.00
2025-08-13T15:17:00Z,87.00,14.00
2025-08-13T15:51:00Z,87.00,14.00
2025-08-13T15:53:00Z,87.00,14.00
2025-08-13T15:58:00Z,87.00,14.00
2025-08-13T16:17:00Z,87.00,14.00
2025-08-13T16:18:00Z,87.00,14.00
2025-08-13T16:24:00Z,86.00,14.00
2025-08-13T16:36:00Z,86.00,14.00
2025-08-13T16:42:00Z,86.00,14.00
2025-08-13T16:53:00Z,86.00,14.00
2025-08-13T17:13:00Z,86.00,15.00
2025-08-13T17:29:00Z,86.00,15.00
2025-08-13T17:42:00Z,86.00,15.00
2025-08-13T17:49:00Z,86.00,15.00
2025-08-13T18:02:00Z,86.00,15.00
2025-08-13T18:12:00Z,86.00,15.00
2025-08-13T18:37:00Z,86.00,14.00
2025-08-13T18:38:00Z,86.00,14.00
2025-08-13T18:41:00Z,86.00,14.96
2025-08-13T18:47:00Z,86.00,14.00
2025-08-13T18:49:00Z,86.00,14.00
2025-08-13T18:50:00Z,87.00,14.00
2025-08-13T19:00:00Z,87.00,14.00
2025-08-13T19:24:00Z,87.00,14.00
2025-08-13T19:25:00Z,87.00,14.00
2025-08-13T19:32:00Z,87.00,14.00
2025-08-13T19:35:00Z,87.00,14.00
2025-08-13T19:46:00Z,87.00,14.00
2025-08-13T19:48:00Z,87.00,14.00
2025-08-13T20:12:00Z,87.00,14.00
2025-08-13T20:13:00Z,87.00,12.00
2025-08-13T20:16:00Z,87.00,14.00
2025-08-13T20:25:00Z,87.00,14.00
2025-08-13T20:38:00Z,87.00,14.00
2025-08-13T20:46:00Z,87.00,14.00
2025-08-13T20:52:00Z,87.00,14.00
2025-08-13T20:56:00Z,87.00,14.00
2025-08-13T21:04:00Z,87.00,14.03
2025-08-13T21:16:00Z,87.00,14.86
2025-08-13T21:19:00Z,87.00,14.86
2025-08-13T21:20:00Z,87.00,15.00
2025-08-13T21:21:00Z,87.00,15.00
2025-08-13T21:24:00Z,87.00,15.00
2025-08-13T21:28:00Z,87.00,14.87
2025-08-13T21:33:00Z,87.00,14.87
2025-08-13T21:35:00Z,87.00,14.00
2025-08-13T21:39:00Z,87.00,14.00
2025-08-13T21:43:00Z,87.98,14.00
2025-08-13T21:58:00Z,87.98,14.84
2025-08-13T22:02:00Z,87.98,15.00
2025-08-13T22:04:00Z,87.98,15.00
2025-08-13T22:05:00Z,87.00,15.00
2025-08-13T22:07:00Z,87.00,15.00
2025-08-13T22:08:00Z,87.00,15.00
2025-08-13T22:10:00Z,87.00,15.00
2025-08-13T22:11:00Z,87.00,15.00
2025-08-13T22:13:00Z,87.00,15.00
2025-08-13T22:15:00Z,87.00,15.00
2025-08-13T22:17:00Z,86.00,15.00
2025-08-13T22:18:00Z,86.00,15.00
2025-08-13T22:23:00Z,86.15,15.00
2025-08-13T22:29:00Z,88.00,15.00
2025-08-13T22:30:00Z,88.00,15.00
2025-08-13T22:32:00Z,88.00,15.00
2025-08-13T22:33:00Z,88.00,15.38
2025-08-13T22:34:00Z,88.00,15.00
2025-08-13T22:35:00Z,86.00,15.00
2025-08-13T22:38:00Z,86.00,16.74
2025-08-13T22:39:00Z,86.05,15.50
2025-08-13T22:40:00Z,87.00,14.16
2025-08-13T22:41:00Z,88.28,14.08
2025-08-13T22:42:00Z,90.00,13.00
2025-08-13T22:43:00Z,89.99,13.00
2025-08-13T22:44:00Z,88.59,13.41
2025-08-13T22:45:00Z,88.59,13.69
2025-08-13T22:46:00Z,88.59,15.37
2025-08-13T22:47:00Z,88.59,14.00
2025-08-13T22:48:00Z,88.59,14.87
2025-08-13T22:49:00Z,88.31,13.56
2025-08-13T22:50:00Z,88.31,13.00
2025-08-13T22:51:00Z,90.60,12.10
2025-08-13T22:52:00Z,93.00,6.41
2025-08-13T22:53:00Z,93.00,6.41
2025-08-13T22:54:00Z,96.90,5.61
2025-08-13T22:55:00Z,95.21,5.61
2025-08-13T22:56:00Z,95.21,4.06
2025-08-13T22:57:00Z,96.00,6.00
2025-08-13T22:58:00Z,96.00,6.00
2025-08-13T22:59:00Z,96.00,6.00
2025-08-13T23:00:00Z,96.00,8.36
2025-08-13T23:01:00Z,96.00,7.95
2025-08-13T23:03:00Z,95.00,7.95
2025-08-13T23:05:00Z,94.00,7.00
2025-08-13T23:06:00Z,94.96,7.00
2025-08-13T23:07:00Z,95.00,7.00
2025-08-13T23:08:00Z,94.00,7.00
2025-08-13T23:10:00Z,94.00,5.57
2025-08-13T23:11:00Z,95.00,5.57
2025-08-13T23:12:00Z,94.00,7.75
2025-08-13T23:14:00Z,92.55,7.75
2025-08-13T23:15:00Z,85.52,12.58
2025-08-13T23:16:00Z,84.00,19.39
2025-08-13T23:17:00Z,84.55,18.82
2025-08-13T23:18:00Z,81.01,19.55
2025-08-13T23:19:00Z,81.75,20.00
2025-08-13T23:20:00Z,81.75,20.49
2025-08-13T23:21:00Z,80.57,23.81
2025-08-13T23:22:00Z,80.57,22.34
2025-08-13T23:23:00Z,81.52,21.06
2025-08-13T23:24:00Z,81.00,14.08
2025-08-13T23:25:00Z,85.86,15.52
2025-08-13T23:26:00Z,87.65,15.08
2025-08-13T23:27:00Z,92.00,9.00
2025-08-13T23:28:00Z,90.17,6.99
2025-08-13T23:29:00Z,90.17,6.38
2025-08-13T23:30:00Z,90.17,7.00
2025-08-13T23:31:00Z,94.00,4.07
2025-08-13T23:32:00Z,94.92,4.07
2025-08-13T23:33:00Z,93.00,10.94
2025-08-13T23:34:00Z,94.00,8.16
2025-08-13T23:35:00Z,94.00,8.16
2025-08-13T23:36:00Z,93.00,8.77
2025-08-13T23:37:00Z,93.00,9.60
2025-08-13T23:38:00Z,91.00,10.56
2025-08-13T23:39:00Z,92.00,8.35
2025-08-13T23:40:00Z,92.59,8.05
2025-08-13T23:41:00Z,90.25,9.88
