# event_ticker=KXATPCHALLENGERMATCH-26FEB10KOTVAN
# final_score=6-3 3-0 RET
# match_winner=Luca Van Assche
# fav_player=Pavel Kotov
# dog_player=Luca Van Assche
# kalshi_date=2026-02-10
timestamp,Pavel Kotov,Luca Van Assche
2026-02-10T14:09:00Z,34.00,66.00
2026-02-10T16:01:00Z,34.00,67.00
2026-02-10T16:16:00Z,34.00,67.00
2026-02-10T16:32:00Z,34.00,67.00
2026-02-10T16:38:00Z,33.00,67.00
2026-02-10T17:18:00Z,33.00,67.00
2026-02-10T17:51:00Z,34.00,67.00
2026-02-10T17:54:00Z,34.00,67.00
2026-02-10T17:57:00Z,34.00,68.00
2026-02-10T17:58:00Z,34.00,68.00
2026-02-10T18:10:00Z,34.00,68.00
2026-02-10T18:12:00Z,34.00,68.00
2026-02-10T18:13:00Z,34.00,68.00
2026-02-10T18:14:00Z,34.00,68.00
2026-02-10T18:24:00Z,34.00,68.00
2026-02-10T18:26:00Z,34.00,68.00
2026-02-10T18:27:00Z,34.00,68.00
2026-02-10T18:30:00Z,34.00,68.00
2026-02-10T18:34:00Z,34.00,68.00
2026-02-10T18:35:00Z,32.00,68.00
2026-02-10T18:38:00Z,32.00,68.00
2026-02-10T18:39:00Z,32.00,68.00
2026-02-10T18:40:00Z,32.00,68.00
2026-02-10T18:41:00Z,32.00,68.00
2026-02-10T18:42:00Z,34.00,68.00
2026-02-10T18:43:00Z,34.00,68.00
2026-02-10T18:46:00Z,34.00,68.00
2026-02-10T18:48:00Z,34.00,68.00
2026-02-10T18:58:00Z,34.00,68.00
2026-02-10T19:02:00Z,34.00,68.00
2026-02-10T19:03:00Z,34.00,68.00
2026-02-10T19:05:00Z,34.00,68.00
2026-02-10T19:06:00Z,34.00,68.00
2026-02-10T19:09:00Z,34.00,68.00
2026-02-10T19:13:00Z,34.00,68.00
2026-02-10T19:14:00Z,34.00,68.00
2026-02-10T19:15:00Z,34.00,68.00
2026-02-10T19:18:00Z,34.00,68.00
2026-02-10T19:19:00Z,34.00,68.00
2026-02-10T19:20:00Z,34.00,66.95
2026-02-10T19:21:00Z,34.00,68.00
2026-02-10T19:22:00Z,34.00,68.00
2026-02-10T19:23:00Z,34.00,68.00
2026-02-10T19:24:00Z,34.00,68.00
2026-02-10T19:25:00Z,34.00,68.00
2026-02-10T19:26:00Z,34.00,68.00
2026-02-10T19:27:00Z,34.00,68.00
2026-02-10T19:28:00Z,34.91,67.04
2026-02-10T19:29:00Z,32.72,69.40
2026-02-10T19:30:00Z,33.75,67.75
2026-02-10T19:31:00Z,33.00,70.04
2026-02-10T19:32:00Z,29.89,71.75
2026-02-10T19:33:00Z,28.95,73.96
2026-02-10T19:34:00Z,29.62,71.88
2026-02-10T19:35:00Z,21.95,75.80
2026-02-10T19:36:00Z,17.94,82.97
2026-02-10T19:37:00Z,18.59,83.67
2026-02-10T19:38:00Z,22.16,78.74
2026-02-10T19:39:00Z,21.97,76.07
2026-02-10T19:40:00Z,13.79,85.02
2026-02-10T19:41:00Z,15.00,86.00
2026-02-10T19:42:00Z,14.25,86.85
2026-02-10T19:43:00Z,14.33,87.98
2026-02-10T19:44:00Z,13.57,88.96
2026-02-10T19:45:00Z,13.12,89.00
2026-02-10T19:46:00Z,12.41,89.00
2026-02-10T19:47:00Z,9.62,88.85
2026-02-10T19:48:00Z,9.89,91.00
2026-02-10T19:49:00Z,10.37,89.96
2026-02-10T19:50:00Z,9.99,89.71
2026-02-10T19:51:00Z,12.91,89.00
2026-02-10T19:52:00Z,12.98,88.95
2026-02-10T19:53:00Z,13.01,87.84
2026-02-10T19:54:00Z,12.55,87.00
2026-02-10T19:55:00Z,15.28,86.26
2026-02-10T19:56:00Z,13.00,87.93
2026-02-10T19:57:00Z,13.00,89.41
2026-02-10T19:58:00Z,10.90,91.00
2026-02-10T19:59:00Z,11.00,91.00
2026-02-10T20:00:00Z,10.01,87.23
2026-02-10T20:01:00Z,9.92,92.00
2026-02-10T20:02:00Z,10.34,91.91
2026-02-10T20:03:00Z,11.24,88.42
2026-02-10T20:04:00Z,13.23,89.97
2026-02-10T20:05:00Z,15.00,87.00
2026-02-10T20:06:00Z,19.32,82.52
2026-02-10T20:07:00Z,14.92,81.56
2026-02-10T20:08:00Z,11.11,89.88
2026-02-10T20:09:00Z,12.51,88.72
2026-02-10T20:10:00Z,10.89,90.24
2026-02-10T20:11:00Z,10.04,90.18
