# event_ticker=KXATPCHALLENGERMATCH-26MAY20STETYA
# final_score=4-6 6-4 6-3
# match_winner=Hamish Stewart
# fav_player=Hamish Stewart
# dog_player=Kriish Tyagi
# kalshi_date=2026-05-20
timestamp,Hamish Stewart,Kriish Tyagi
2026-05-19T19:04:00Z,,28.00
2026-05-19T19:40:00Z,73.00,28.00
2026-05-19T19:51:00Z,73.00,30.00
2026-05-19T20:17:00Z,73.00,29.00
2026-05-19T20:19:00Z,74.00,29.00
2026-05-19T20:20:00Z,74.00,29.00
2026-05-19T20:29:00Z,71.00,29.00
2026-05-19T20:37:00Z,74.00,29.00
2026-05-19T20:58:00Z,75.00,29.00
2026-05-19T21:17:00Z,75.00,26.00
2026-05-19T21:19:00Z,75.00,26.00
2026-05-19T21:32:00Z,75.00,26.00
2026-05-19T21:37:00Z,75.00,26.00
2026-05-19T21:39:00Z,75.00,26.00
2026-05-19T22:03:00Z,75.00,26.00
2026-05-19T22:17:00Z,75.00,26.00
2026-05-19T22:34:00Z,75.00,26.00
2026-05-19T22:41:00Z,76.00,26.00
2026-05-19T22:46:00Z,76.00,26.00
2026-05-19T23:00:00Z,77.00,26.00
2026-05-19T23:14:00Z,77.00,24.00
2026-05-19T23:16:00Z,77.00,24.00
2026-05-19T23:19:00Z,77.00,24.00
2026-05-19T23:21:00Z,77.00,24.00
2026-05-19T23:22:00Z,77.00,24.00
2026-05-19T23:54:00Z,77.00,24.00
2026-05-20T00:00:00Z,77.00,24.00
2026-05-20T00:16:00Z,77.00,24.00
2026-05-20T00:24:00Z,77.00,24.00
2026-05-20T00:26:00Z,77.00,24.00
2026-05-20T00:32:00Z,77.00,24.00
2026-05-20T00:43:00Z,77.00,24.00
2026-05-20T00:47:00Z,77.00,24.00
2026-05-20T00:56:00Z,77.00,24.00
2026-05-20T01:00:00Z,77.00,24.00
2026-05-20T01:39:00Z,77.00,24.00
2026-05-20T01:52:00Z,76.00,24.00
2026-05-20T02:00:00Z,77.00,24.00
2026-05-20T02:06:00Z,77.00,24.00
2026-05-20T02:08:00Z,77.00,24.00
2026-05-20T02:20:00Z,77.00,24.00
2026-05-20T02:24:00Z,77.00,23.00
2026-05-20T02:56:00Z,77.00,22.00
2026-05-20T02:57:00Z,77.00,22.00
2026-05-20T03:04:00Z,77.00,23.00
2026-05-20T03:09:00Z,77.00,23.00
2026-05-20T03:11:00Z,78.00,23.00
2026-05-20T03:17:00Z,78.00,21.00
2026-05-20T03:18:00Z,78.00,23.00
2026-05-20T03:28:00Z,78.00,23.00
2026-05-20T03:33:00Z,78.00,22.88
2026-05-20T03:55:00Z,78.00,22.00
2026-05-20T04:13:00Z,78.00,22.00
2026-05-20T04:21:00Z,78.00,23.00
2026-05-20T04:32:00Z,78.00,23.00
2026-05-20T04:33:00Z,78.00,23.00
2026-05-20T04:38:00Z,78.00,23.00
2026-05-20T04:39:00Z,77.00,23.00
2026-05-20T04:41:00Z,78.00,23.00
2026-05-20T05:04:00Z,78.00,22.00
2026-05-20T05:10:00Z,78.00,22.00
2026-05-20T05:16:00Z,78.00,23.00
2026-05-20T05:17:00Z,78.00,23.00
2026-05-20T05:18:00Z,78.00,23.00
2026-05-20T05:19:00Z,78.00,22.00
2026-05-20T05:22:00Z,78.00,23.00
2026-05-20T05:24:00Z,78.00,22.97
2026-05-20T05:25:00Z,78.00,23.00
2026-05-20T05:28:00Z,78.00,23.00
2026-05-20T05:29:00Z,78.00,23.00
2026-05-20T05:30:00Z,78.00,23.00
2026-05-20T05:31:00Z,78.00,23.00
2026-05-20T05:37:00Z,78.00,23.00
2026-05-20T05:42:00Z,78.00,23.00
2026-05-20T05:44:00Z,78.00,23.00
2026-05-20T05:46:00Z,78.00,23.00
2026-05-20T05:49:00Z,78.00,23.00
2026-05-20T05:57:00Z,78.00,23.00
2026-05-20T05:58:00Z,78.00,23.00
2026-05-20T06:01:00Z,78.00,23.00
2026-05-20T06:02:00Z,79.00,23.00
2026-05-20T06:05:00Z,79.00,23.00
2026-05-20T06:09:00Z,79.00,23.00
2026-05-20T06:12:00Z,79.00,23.00
2026-05-20T06:13:00Z,79.00,23.00
2026-05-20T06:16:00Z,79.00,23.00
2026-05-20T06:17:00Z,79.00,24.00
2026-05-20T06:18:00Z,79.00,25.00
2026-05-20T06:19:00Z,73.85,27.51
2026-05-20T06:20:00Z,61.05,35.65
2026-05-20T06:21:00Z,69.00,30.07
2026-05-20T06:22:00Z,68.00,32.02
2026-05-20T06:23:00Z,61.87,38.59
2026-05-20T06:24:00Z,62.95,37.71
2026-05-20T06:25:00Z,64.96,35.81
2026-05-20T06:26:00Z,65.00,35.00
2026-05-20T06:27:00Z,61.92,38.54
2026-05-20T06:28:00Z,59.19,41.08
2026-05-20T06:29:00Z,59.00,43.13
2026-05-20T06:30:00Z,59.68,41.29
2026-05-20T06:31:00Z,62.00,38.93
2026-05-20T06:32:00Z,61.09,39.42
2026-05-20T06:33:00Z,57.63,43.39
2026-05-20T06:34:00Z,56.98,44.60
2026-05-20T06:35:00Z,55.33,46.95
2026-05-20T06:36:00Z,48.07,51.35
2026-05-20T06:37:00Z,52.89,51.47
2026-05-20T06:38:00Z,53.34,45.81
2026-05-20T06:39:00Z,55.12,45.92
2026-05-20T06:40:00Z,55.63,45.83
2026-05-20T06:41:00Z,52.23,49.87
2026-05-20T06:42:00Z,49.40,52.77
2026-05-20T06:43:00Z,48.90,51.96
2026-05-20T06:44:00Z,50.32,49.92
