# event_ticker=KXATPCHALLENGERMATCH-26MAY20STETYA
# final_score=4-6 6-4 6-3
# match_winner=Hamish Stewart
# fav_player=Hamish Stewart
# dog_player=Kriish Tyagi
# kalshi_date=2026-05-20
timestamp,Hamish Stewart,Kriish Tyagi
2026-05-20T06:45:00Z,49.45,49.70
2026-05-20T06:46:00Z,45.70,55.50
2026-05-20T06:47:00Z,43.09,57.13
2026-05-20T06:48:00Z,44.52,56.47
2026-05-20T06:49:00Z,45.04,55.49
2026-05-20T06:50:00Z,45.16,54.65
2026-05-20T06:51:00Z,45.59,54.57
2026-05-20T06:52:00Z,48.41,51.19
2026-05-20T06:53:00Z,52.96,50.47
2026-05-20T06:54:00Z,58.47,41.71
2026-05-20T06:55:00Z,54.78,47.56
2026-05-20T06:56:00Z,47.33,52.38
2026-05-20T06:57:00Z,38.31,62.05
2026-05-20T06:58:00Z,22.20,77.22
2026-05-20T06:59:00Z,21.95,78.33
2026-05-20T07:00:00Z,25.50,77.56
2026-05-20T07:01:00Z,32.66,69.36
2026-05-20T07:02:00Z,25.95,77.35
2026-05-20T07:03:00Z,27.77,70.68
2026-05-20T07:04:00Z,22.10,76.83
2026-05-20T07:05:00Z,33.28,64.16
2026-05-20T07:06:00Z,29.57,71.60
2026-05-20T07:07:00Z,34.74,67.34
2026-05-20T07:08:00Z,30.26,67.90
2026-05-20T07:09:00Z,46.22,53.35
2026-05-20T07:10:00Z,48.79,51.97
2026-05-20T07:11:00Z,53.67,47.56
2026-05-20T07:12:00Z,54.61,45.98
2026-05-20T07:13:00Z,58.47,43.16
2026-05-20T07:14:00Z,50.77,48.67
2026-05-20T07:15:00Z,53.68,47.93
2026-05-20T07:16:00Z,53.34,49.05
2026-05-20T07:17:00Z,59.84,45.79
2026-05-20T07:18:00Z,51.06,48.44
2026-05-20T07:19:00Z,45.84,52.70
2026-05-20T07:20:00Z,48.76,50.22
2026-05-20T07:21:00Z,52.65,47.82
2026-05-20T07:22:00Z,54.08,47.86
2026-05-20T07:23:00Z,53.02,48.52
2026-05-20T07:24:00Z,60.05,39.92
2026-05-20T07:25:00Z,56.43,47.15
2026-05-20T07:26:00Z,53.77,48.31
2026-05-20T07:27:00Z,45.65,55.09
2026-05-20T07:28:00Z,35.89,66.56
2026-05-20T07:29:00Z,48.24,54.50
2026-05-20T07:30:00Z,52.56,47.74
2026-05-20T07:31:00Z,53.25,43.24
2026-05-20T07:32:00Z,62.25,35.74
2026-05-20T07:33:00Z,73.94,25.26
2026-05-20T07:34:00Z,73.72,26.02
2026-05-20T07:35:00Z,73.65,26.50
2026-05-20T07:36:00Z,71.22,27.85
2026-05-20T07:37:00Z,71.44,29.40
2026-05-20T07:38:00Z,69.53,31.23
2026-05-20T07:39:00Z,71.99,28.89
2026-05-20T07:40:00Z,72.10,31.36
2026-05-20T07:41:00Z,68.92,30.47
2026-05-20T07:42:00Z,67.50,32.00
2026-05-20T07:43:00Z,47.97,50.87
2026-05-20T07:44:00Z,39.44,57.80
2026-05-20T07:45:00Z,38.78,63.50
2026-05-20T07:46:00Z,38.89,62.39
2026-05-20T07:47:00Z,40.96,59.36
2026-05-20T07:48:00Z,40.97,59.28
2026-05-20T07:49:00Z,36.52,60.49
2026-05-20T07:50:00Z,29.68,70.50
2026-05-20T07:51:00Z,30.56,71.03
2026-05-20T07:52:00Z,31.04,69.01
2026-05-20T07:53:00Z,32.05,68.02
2026-05-20T07:54:00Z,34.75,68.38
2026-05-20T07:55:00Z,35.15,67.82
2026-05-20T07:56:00Z,43.13,66.01
2026-05-20T07:57:00Z,63.75,36.96
2026-05-20T07:58:00Z,61.66,37.13
2026-05-20T07:59:00Z,68.02,34.14
2026-05-20T08:00:00Z,68.44,30.38
2026-05-20T08:01:00Z,71.03,28.95
2026-05-20T08:02:00Z,68.64,33.70
2026-05-20T08:03:00Z,66.73,32.13
2026-05-20T08:04:00Z,77.96,22.85
2026-05-20T08:05:00Z,81.13,21.23
2026-05-20T08:06:00Z,82.28,18.59
2026-05-20T08:07:00Z,94.62,5.15
2026-05-20T08:08:00Z,93.09,7.04
2026-05-20T08:09:00Z,91.28,9.37
2026-05-20T08:10:00Z,96.85,3.44
2026-05-20T08:11:00Z,99.00,1.00
2026-05-20T08:12:00Z,99.00,1.00
2026-05-20T08:13:00Z,99.00,1.00
2026-05-20T08:14:00Z,99.00,1.00
