# event_ticker=KXATPMATCH-26MAY18COBBUS
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Ignacio Buse
# fav_player=Flavio Cobolli
# dog_player=Ignacio Buse
# kalshi_date=2026-05-18
timestamp,Flavio Cobolli,Ignacio Buse
2026-05-18T22:20:00Z,59.00,
2026-05-18T22:21:00Z,60.00,
2026-05-18T22:25:00Z,60.00,
2026-05-18T22:44:00Z,60.00,
2026-05-18T22:46:00Z,60.00,
2026-05-18T22:53:00Z,60.00,41.00
2026-05-18T23:01:00Z,59.00,41.00
2026-05-18T23:05:00Z,60.00,41.00
2026-05-18T23:08:00Z,60.00,41.00
2026-05-18T23:09:00Z,60.00,41.00
2026-05-18T23:11:00Z,59.00,41.00
2026-05-18T23:27:00Z,60.00,41.00
2026-05-18T23:31:00Z,60.00,41.00
2026-05-18T23:32:00Z,60.00,41.00
2026-05-18T23:33:00Z,60.00,41.00
2026-05-18T23:49:00Z,60.00,41.00
2026-05-18T23:51:00Z,60.00,41.00
2026-05-19T00:04:00Z,60.00,41.00
2026-05-19T00:11:00Z,60.00,41.00
2026-05-19T00:17:00Z,60.00,41.00
2026-05-19T00:18:00Z,60.00,41.00
2026-05-19T00:20:00Z,60.00,41.00
2026-05-19T00:22:00Z,60.00,41.00
2026-05-19T00:30:00Z,60.00,41.00
2026-05-19T00:34:00Z,60.00,41.00
2026-05-19T00:56:00Z,60.00,41.00
2026-05-19T01:01:00Z,60.00,41.00
2026-05-19T01:07:00Z,60.00,41.00
2026-05-19T01:11:00Z,59.00,41.00
2026-05-19T01:15:00Z,60.00,41.00
2026-05-19T01:17:00Z,60.00,41.00
2026-05-19T01:23:00Z,60.00,41.00
2026-05-19T01:28:00Z,60.00,41.00
2026-05-19T01:32:00Z,60.00,41.00
2026-05-19T01:54:00Z,60.00,41.00
2026-05-19T01:59:00Z,60.00,41.00
2026-05-19T02:04:00Z,60.00,41.00
2026-05-19T02:11:00Z,60.00,41.00
2026-05-19T02:17:00Z,60.00,41.00
2026-05-19T02:19:00Z,60.00,41.00
2026-05-19T02:31:00Z,60.00,41.00
2026-05-19T02:33:00Z,60.00,41.00
2026-05-19T02:36:00Z,60.00,41.00
2026-05-19T02:38:00Z,60.00,41.00
2026-05-19T02:41:00Z,60.00,41.00
2026-05-19T02:43:00Z,60.00,41.00
2026-05-19T02:44:00Z,60.00,41.00
2026-05-19T02:45:00Z,60.00,41.00
2026-05-19T02:46:00Z,60.00,41.00
2026-05-19T02:49:00Z,60.00,41.00
2026-05-19T02:50:00Z,60.00,41.00
2026-05-19T02:56:00Z,60.00,41.00
2026-05-19T03:01:00Z,60.00,41.00
2026-05-19T03:02:00Z,60.00,41.00
2026-05-19T03:06:00Z,60.00,41.00
2026-05-19T03:15:00Z,60.00,41.00
2026-05-19T03:20:00Z,60.00,41.00
2026-05-19T03:24:00Z,60.00,41.00
2026-05-19T03:30:00Z,60.00,41.00
2026-05-19T03:31:00Z,60.00,41.00
2026-05-19T03:32:00Z,61.00,41.00
2026-05-19T03:33:00Z,61.00,41.00
2026-05-19T03:38:00Z,60.00,41.00
2026-05-19T03:41:00Z,60.00,41.00
2026-05-19T03:42:00Z,61.00,41.00
2026-05-19T03:44:00Z,60.00,41.00
2026-05-19T03:45:00Z,60.00,41.00
2026-05-19T03:46:00Z,60.00,41.00
2026-05-19T03:48:00Z,60.00,40.00
2026-05-19T03:49:00Z,60.00,40.00
2026-05-19T03:52:00Z,60.00,40.00
2026-05-19T03:53:00Z,60.00,40.00
2026-05-19T03:55:00Z,60.19,41.00
2026-05-19T03:56:00Z,60.00,41.00
2026-05-19T03:57:00Z,60.00,41.00
2026-05-19T04:00:00Z,60.17,41.00
2026-05-19T04:01:00Z,60.00,41.00
2026-05-19T04:03:00Z,61.00,40.00
2026-05-19T04:04:00Z,61.00,40.00
2026-05-19T04:07:00Z,61.00,40.00
2026-05-19T04:08:00Z,61.00,40.00
2026-05-19T04:09:00Z,60.00,40.00
2026-05-19T04:10:00Z,60.00,40.00
2026-05-19T04:11:00Z,60.00,40.00
2026-05-19T04:12:00Z,60.75,40.00
2026-05-19T04:13:00Z,60.00,41.00
2026-05-19T04:15:00Z,61.00,41.00
2026-05-19T04:16:00Z,61.00,41.00
2026-05-19T04:17:00Z,61.00,41.00
2026-05-19T04:19:00Z,61.00,41.00
