# event_ticker=KXATPMATCH-26APR13MARSON
# final_score=6-2 2-6 6-4
# match_winner=Lorenzo Sonego
# fav_player=Lorenzo Sonego
# dog_player=Pedro Martinez
# kalshi_date=2026-04-13
timestamp,Lorenzo Sonego,Pedro Martinez
2026-04-13T21:33:00Z,,60.00
2026-04-13T21:37:00Z,,60.00
2026-04-13T21:38:00Z,,61.00
2026-04-13T21:51:00Z,,61.00
2026-04-13T22:22:00Z,40.00,61.00
2026-04-13T22:32:00Z,39.00,61.00
2026-04-13T22:50:00Z,39.00,61.69
2026-04-13T22:57:00Z,39.00,62.00
2026-04-13T23:02:00Z,39.00,62.00
2026-04-13T23:16:00Z,39.00,62.00
2026-04-13T23:19:00Z,39.00,62.00
2026-04-13T23:53:00Z,39.00,62.00
2026-04-14T00:17:00Z,39.00,61.00
2026-04-14T00:23:00Z,39.00,62.00
2026-04-14T00:25:00Z,39.00,62.00
2026-04-14T00:28:00Z,39.00,62.00
2026-04-14T00:29:00Z,39.00,62.00
2026-04-14T00:41:00Z,39.00,62.00
2026-04-14T00:43:00Z,39.00,63.00
2026-04-14T01:03:00Z,39.00,63.00
2026-04-14T01:13:00Z,39.00,63.00
2026-04-14T01:34:00Z,39.00,63.00
2026-04-14T01:35:00Z,39.00,63.00
2026-04-14T01:36:00Z,39.00,63.00
2026-04-14T01:41:00Z,39.00,63.00
2026-04-14T01:45:00Z,39.00,63.00
2026-04-14T01:59:00Z,39.00,63.00
2026-04-14T02:01:00Z,39.00,63.00
2026-04-14T02:04:00Z,39.00,63.00
2026-04-14T02:18:00Z,37.00,63.00
2026-04-14T02:32:00Z,37.00,63.00
2026-04-14T02:35:00Z,38.00,63.00
2026-04-14T02:36:00Z,38.00,64.00
2026-04-14T02:41:00Z,38.00,64.00
2026-04-14T02:49:00Z,38.00,64.00
2026-04-14T02:51:00Z,38.00,64.72
2026-04-14T02:57:00Z,38.00,64.72
2026-04-14T03:03:00Z,38.00,65.00
2026-04-14T03:13:00Z,37.00,65.00
2026-04-14T03:14:00Z,37.00,65.00
2026-04-14T03:15:00Z,37.00,65.00
2026-04-14T03:16:00Z,37.00,65.00
2026-04-14T03:18:00Z,37.00,65.00
2026-04-14T03:38:00Z,37.00,65.00
2026-04-14T03:44:00Z,37.00,65.00
2026-04-14T03:48:00Z,37.00,65.00
