# event_ticker=KXATPCHALLENGERMATCH-26APR10DELBLA
# final_score=6-1 7-5
# match_winner=Darwin Blanch
# fav_player=Darwin Blanch
# dog_player=Hugo Dellien
# kalshi_date=2026-04-10
timestamp,Darwin Blanch,Hugo Dellien
2026-04-10T08:06:00Z,53.53,
2026-04-10T08:12:00Z,53.00,
2026-04-10T08:13:00Z,53.00,47.00
2026-04-10T08:19:00Z,54.00,47.00
2026-04-10T08:21:00Z,54.00,47.00
2026-04-10T08:27:00Z,54.00,47.00
2026-04-10T08:41:00Z,54.00,46.00
2026-04-10T08:54:00Z,55.00,46.00
2026-04-10T09:00:00Z,55.00,45.00
2026-04-10T09:02:00Z,55.00,45.77
2026-04-10T09:18:00Z,55.00,45.77
2026-04-10T09:26:00Z,55.00,46.00
2026-04-10T09:34:00Z,55.00,46.00
2026-04-10T09:53:00Z,56.00,46.00
2026-04-10T10:02:00Z,56.00,46.00
2026-04-10T10:06:00Z,56.00,46.00
2026-04-10T10:08:00Z,56.00,46.00
2026-04-10T11:17:00Z,55.80,46.00
2026-04-10T11:35:00Z,55.80,46.00
2026-04-10T11:40:00Z,56.00,46.00
2026-04-10T11:53:00Z,56.00,46.00
2026-04-10T12:10:00Z,56.00,45.00
2026-04-10T12:27:00Z,56.00,45.00
2026-04-10T12:34:00Z,56.00,45.00
2026-04-10T12:41:00Z,56.00,45.00
2026-04-10T12:58:00Z,56.00,45.00
2026-04-10T12:59:00Z,56.00,45.00
2026-04-10T13:04:00Z,56.00,45.00
2026-04-10T13:07:00Z,56.00,44.27
2026-04-10T13:16:00Z,56.00,46.00
2026-04-10T13:17:00Z,56.00,44.00
2026-04-10T13:25:00Z,56.00,44.00
2026-04-10T13:32:00Z,56.00,46.00
2026-04-10T13:35:00Z,56.00,44.11
2026-04-10T13:37:00Z,56.00,44.11
2026-04-10T13:52:00Z,56.00,46.00
2026-04-10T13:53:00Z,56.00,46.00
2026-04-10T14:01:00Z,56.00,46.00
2026-04-10T14:11:00Z,56.00,46.00
2026-04-10T14:21:00Z,56.00,46.00
2026-04-10T14:42:00Z,56.00,45.69
2026-04-10T14:47:00Z,56.00,45.69
2026-04-10T14:52:00Z,56.00,46.00
2026-04-10T14:54:00Z,56.00,44.00
2026-04-10T14:57:00Z,56.00,43.00
2026-04-10T14:58:00Z,56.00,43.00
2026-04-10T15:08:00Z,56.00,45.00
2026-04-10T15:16:00Z,56.00,45.00
2026-04-10T15:17:00Z,56.00,45.00
2026-04-10T15:21:00Z,56.00,44.54
2026-04-10T15:27:00Z,56.00,44.54
2026-04-10T15:29:00Z,56.00,44.54
