# event_ticker=KXATPMATCH-26APR05NORKEC
# final_score=6-2 4-6 7-6(0)
# score_resolution=6-2 4-6 7-6
# match_winner=Cameron Norrie
# fav_player=Cameron Norrie
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-04-05
timestamp,Cameron Norrie,Miomir Kecmanovic
2026-04-04T23:46:00Z,56.00,
2026-04-04T23:52:00Z,56.00,
2026-04-05T00:37:00Z,56.00,
2026-04-05T00:48:00Z,56.00,
2026-04-05T01:02:00Z,56.00,43.00
2026-04-05T01:18:00Z,56.00,43.00
2026-04-05T01:19:00Z,56.00,43.00
2026-04-05T01:48:00Z,56.00,43.00
2026-04-05T01:52:00Z,56.00,43.00
2026-04-05T02:10:00Z,56.27,43.00
2026-04-05T02:12:00Z,56.27,43.00
2026-04-05T02:45:00Z,58.00,43.00
2026-04-05T02:57:00Z,58.00,43.00
2026-04-05T02:59:00Z,58.00,43.00
2026-04-05T03:02:00Z,58.00,43.00
2026-04-05T03:37:00Z,58.00,43.00
2026-04-05T03:42:00Z,58.00,43.00
2026-04-05T03:43:00Z,58.00,43.92
2026-04-05T03:46:00Z,58.00,43.92
2026-04-05T03:55:00Z,58.00,43.92
2026-04-05T03:57:00Z,58.00,44.00
2026-04-05T04:00:00Z,58.00,44.00
2026-04-05T04:01:00Z,58.00,44.00
2026-04-05T04:14:00Z,58.00,44.00
2026-04-05T04:29:00Z,58.00,44.00
2026-04-05T04:43:00Z,57.00,44.00
2026-04-05T04:46:00Z,57.00,44.00
2026-04-05T04:48:00Z,57.00,44.00
2026-04-05T04:49:00Z,58.00,44.00
2026-04-05T05:01:00Z,58.00,43.79
2026-04-05T05:03:00Z,58.00,44.00
2026-04-05T05:04:00Z,58.57,44.00
2026-04-05T05:11:00Z,58.00,44.00
2026-04-05T05:12:00Z,58.00,44.00
2026-04-05T05:16:00Z,58.80,44.00
2026-04-05T05:18:00Z,58.00,44.00
2026-04-05T05:33:00Z,58.63,44.00
2026-04-05T05:38:00Z,59.00,44.00
2026-04-05T05:40:00Z,59.00,44.00
2026-04-05T05:45:00Z,59.00,44.00
2026-04-05T05:46:00Z,59.00,44.00
2026-04-05T05:47:00Z,59.00,44.00
2026-04-05T05:49:00Z,59.00,44.00
2026-04-05T05:51:00Z,59.00,44.00
2026-04-05T05:56:00Z,59.00,44.00
2026-04-05T06:01:00Z,59.00,44.00
2026-04-05T06:04:00Z,59.00,44.00
2026-04-05T06:12:00Z,59.00,44.00
2026-04-05T06:15:00Z,59.00,44.00
2026-04-05T06:18:00Z,59.00,44.00
2026-04-05T06:25:00Z,59.00,44.00
2026-04-05T06:36:00Z,59.00,44.00
2026-04-05T06:44:00Z,59.00,44.00
2026-04-05T06:45:00Z,59.00,44.00
2026-04-05T06:47:00Z,59.00,44.00
2026-04-05T06:48:00Z,59.00,44.00
2026-04-05T06:52:00Z,59.00,43.00
2026-04-05T07:01:00Z,59.00,43.00
2026-04-05T07:02:00Z,59.00,43.00
2026-04-05T07:11:00Z,59.00,43.00
2026-04-05T07:15:00Z,59.00,43.00
2026-04-05T07:16:00Z,59.00,43.00
2026-04-05T07:18:00Z,59.00,43.00
2026-04-05T07:19:00Z,59.00,43.00
2026-04-05T07:20:00Z,59.00,43.00
2026-04-05T07:41:00Z,59.00,43.00
2026-04-05T07:43:00Z,59.43,43.00
