# event_ticker=KXATPMATCH-26MAY06FUCPRI
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Dino Prizmic
# fav_player=Marton Fucsovics
# dog_player=Dino Prizmic
# kalshi_date=2026-05-06
timestamp,Marton Fucsovics,Dino Prizmic
2026-05-06T22:01:00Z,11.67,
2026-05-06T22:02:00Z,11.12,88.00
2026-05-06T22:03:00Z,11.00,88.00
2026-05-06T22:04:00Z,12.00,88.00
2026-05-06T22:05:00Z,11.00,88.31
2026-05-06T22:06:00Z,12.00,89.00
2026-05-06T22:07:00Z,11.12,89.00
2026-05-06T22:08:00Z,12.00,88.00
2026-05-06T22:09:00Z,12.00,88.00
2026-05-06T22:10:00Z,12.00,88.00
2026-05-06T22:11:00Z,12.31,88.08
2026-05-06T22:12:00Z,11.93,88.03
2026-05-06T22:13:00Z,11.93,88.00
2026-05-06T22:14:00Z,11.94,88.01
2026-05-06T22:15:00Z,11.65,88.09
2026-05-06T22:16:00Z,12.00,89.00
2026-05-06T22:17:00Z,11.89,88.00
2026-05-06T22:18:00Z,12.00,88.00
2026-05-06T22:19:00Z,12.00,88.52
2026-05-06T22:20:00Z,11.06,89.00
2026-05-06T22:21:00Z,11.00,89.00
2026-05-06T22:22:00Z,11.01,89.00
2026-05-06T22:23:00Z,12.00,89.00
2026-05-06T22:24:00Z,12.00,89.00
2026-05-06T22:25:00Z,11.64,89.00
2026-05-06T22:26:00Z,12.00,89.00
2026-05-06T22:27:00Z,11.87,89.00
2026-05-06T22:28:00Z,12.00,89.00
2026-05-06T22:29:00Z,11.03,88.00
2026-05-06T22:30:00Z,12.00,89.00
2026-05-06T22:31:00Z,11.14,89.00
2026-05-06T22:32:00Z,11.06,89.00
2026-05-06T22:33:00Z,11.70,89.00
2026-05-06T22:34:00Z,11.45,89.00
2026-05-06T22:35:00Z,11.28,89.00
2026-05-06T22:36:00Z,12.00,88.75
2026-05-06T22:37:00Z,12.00,88.01
2026-05-06T22:38:00Z,12.00,88.99
2026-05-06T22:39:00Z,11.63,88.96
2026-05-06T22:40:00Z,11.94,88.08
2026-05-06T22:41:00Z,11.19,89.00
2026-05-06T22:42:00Z,12.00,89.00
2026-05-06T22:43:00Z,11.83,89.00
2026-05-06T22:44:00Z,11.03,88.12
2026-05-06T22:45:00Z,12.00,88.31
2026-05-06T22:46:00Z,12.00,89.00
2026-05-06T22:47:00Z,13.00,89.00
2026-05-06T22:48:00Z,12.43,89.00
2026-05-06T22:49:00Z,13.00,88.74
2026-05-06T22:50:00Z,12.98,88.61
2026-05-06T22:51:00Z,12.78,88.82
2026-05-06T22:52:00Z,12.06,88.66
2026-05-06T22:53:00Z,12.93,88.62
2026-05-06T22:54:00Z,13.00,88.23
2026-05-06T22:55:00Z,12.84,88.71
2026-05-06T22:56:00Z,12.05,88.12
2026-05-06T22:57:00Z,13.00,88.94
2026-05-06T22:58:00Z,12.74,88.52
2026-05-06T22:59:00Z,12.78,88.99
2026-05-06T23:00:00Z,12.65,89.00
2026-05-06T23:01:00Z,12.96,88.00
2026-05-06T23:02:00Z,12.26,89.00
2026-05-06T23:03:00Z,13.00,89.00
2026-05-06T23:04:00Z,12.24,88.07
2026-05-06T23:05:00Z,13.00,89.00
2026-05-06T23:06:00Z,11.04,88.00
2026-05-06T23:07:00Z,12.00,89.00
2026-05-06T23:08:00Z,12.00,89.00
2026-05-06T23:09:00Z,11.83,88.20
2026-05-06T23:10:00Z,11.02,88.03
2026-05-06T23:11:00Z,12.00,89.00
2026-05-06T23:12:00Z,12.00,89.00
2026-05-06T23:13:00Z,11.63,89.00
2026-05-06T23:14:00Z,12.00,88.00
2026-05-06T23:15:00Z,12.00,88.00
2026-05-06T23:16:00Z,11.11,88.00
2026-05-06T23:17:00Z,11.16,88.45
2026-05-06T23:18:00Z,11.70,88.08
2026-05-06T23:19:00Z,11.09,88.08
2026-05-06T23:20:00Z,11.00,88.02
2026-05-06T23:21:00Z,11.89,88.00
2026-05-06T23:22:00Z,11.89,88.73
2026-05-06T23:23:00Z,12.00,89.00
2026-05-06T23:24:00Z,11.00,88.08
2026-05-06T23:25:00Z,11.12,88.00
2026-05-06T23:26:00Z,11.19,88.00
2026-05-06T23:27:00Z,11.00,88.00
2026-05-06T23:28:00Z,11.97,89.00
2026-05-06T23:29:00Z,11.62,88.89
2026-05-06T23:30:00Z,12.00,88.00
2026-05-06T23:31:00Z,11.71,88.00
2026-05-06T23:32:00Z,11.84,88.00
2026-05-06T23:33:00Z,11.26,89.00
2026-05-06T23:34:00Z,12.00,88.00
2026-05-06T23:36:00Z,11.00,88.99
2026-05-06T23:37:00Z,11.00,88.04
2026-05-06T23:38:00Z,11.73,88.04
2026-05-06T23:39:00Z,11.00,88.04
2026-05-06T23:40:00Z,11.53,88.50
2026-05-06T23:41:00Z,12.00,88.00
2026-05-06T23:42:00Z,11.26,89.00
2026-05-06T23:43:00Z,12.00,89.00
2026-05-06T23:44:00Z,12.00,89.00
2026-05-06T23:45:00Z,11.00,88.50
2026-05-06T23:46:00Z,11.94,88.99
2026-05-06T23:47:00Z,11.94,88.02
2026-05-06T23:48:00Z,11.94,89.00
2026-05-06T23:49:00Z,11.94,88.00
2026-05-06T23:50:00Z,11.57,89.00
2026-05-06T23:51:00Z,12.00,88.00
2026-05-06T23:52:00Z,12.00,88.00
2026-05-06T23:53:00Z,11.24,88.00
2026-05-06T23:54:00Z,12.00,88.00
2026-05-06T23:55:00Z,12.00,88.00
2026-05-06T23:56:00Z,12.00,88.00
2026-05-06T23:57:00Z,12.00,88.00
2026-05-06T23:59:00Z,11.00,88.00
2026-05-07T00:00:00Z,11.39,88.61
2026-05-07T00:01:00Z,11.00,89.00
2026-05-07T00:02:00Z,11.10,89.00
2026-05-07T00:03:00Z,11.00,89.00
2026-05-07T00:04:00Z,12.00,89.00
2026-05-07T00:05:00Z,12.00,89.00
2026-05-07T00:06:00Z,12.00,89.00
2026-05-07T00:08:00Z,12.00,89.00
2026-05-07T00:09:00Z,11.10,89.00
2026-05-07T00:10:00Z,11.92,89.00
2026-05-07T00:11:00Z,11.92,88.17
2026-05-07T00:12:00Z,11.09,88.00
2026-05-07T00:13:00Z,11.40,89.00
2026-05-07T00:14:00Z,12.00,88.92
2026-05-07T00:15:00Z,12.00,88.92
2026-05-07T00:16:00Z,11.00,88.92
2026-05-07T00:17:00Z,12.00,88.00
2026-05-07T00:18:00Z,12.00,88.00
2026-05-07T00:19:00Z,12.00,89.00
2026-05-07T00:20:00Z,12.00,89.00
2026-05-07T00:21:00Z,11.00,89.00
2026-05-07T00:22:00Z,12.00,89.00
2026-05-07T00:23:00Z,12.00,88.00
2026-05-07T00:24:00Z,12.00,89.00
2026-05-07T00:25:00Z,12.00,89.00
2026-05-07T00:26:00Z,12.00,88.00
2026-05-07T00:27:00Z,11.89,88.00
2026-05-07T00:28:00Z,12.00,89.00
2026-05-07T00:29:00Z,11.99,89.00
2026-05-07T00:30:00Z,12.00,89.00
2026-05-07T00:31:00Z,11.00,88.00
2026-05-07T00:33:00Z,12.00,89.00
2026-05-07T00:34:00Z,11.88,89.00
2026-05-07T00:35:00Z,11.00,89.00
2026-05-07T00:36:00Z,11.00,88.00
2026-05-07T00:37:00Z,11.40,89.00
2026-05-07T00:38:00Z,11.00,89.00
2026-05-07T00:39:00Z,11.00,88.03
2026-05-07T00:40:00Z,12.00,88.00
2026-05-07T00:41:00Z,11.00,88.00
2026-05-07T00:42:00Z,11.12,88.00
2026-05-07T00:43:00Z,12.00,88.00
2026-05-07T00:45:00Z,12.00,88.02
2026-05-07T00:46:00Z,12.00,88.00
2026-05-07T00:47:00Z,12.00,88.00
2026-05-07T00:48:00Z,12.00,88.00
2026-05-07T00:49:00Z,11.32,88.00
2026-05-07T00:50:00Z,11.32,89.00
2026-05-07T00:51:00Z,11.00,89.00
2026-05-07T00:52:00Z,11.93,89.00
2026-05-07T00:53:00Z,12.00,89.00
