# event_ticker=KXATPCHALLENGERMATCH-26APR27SUNSCH
# final_score=7-6(3) 6-2
# score_resolution=7-6 6-2
# match_winner=Fajing Sun
# fav_player=Fajing Sun
# dog_player=Tristan Schoolkate
# kalshi_date=2026-04-27
timestamp,Fajing Sun,Tristan Schoolkate
2026-04-28T21:33:00Z,35.00,
2026-04-28T21:39:00Z,37.00,
2026-04-28T21:41:00Z,37.00,64.00
2026-04-28T21:44:00Z,37.00,64.00
2026-04-28T22:12:00Z,37.00,64.00
2026-04-28T22:30:00Z,37.00,64.00
2026-04-28T22:48:00Z,37.00,64.00
2026-04-28T22:50:00Z,37.00,64.00
2026-04-28T22:55:00Z,37.00,64.00
2026-04-28T23:02:00Z,37.00,64.00
2026-04-28T23:05:00Z,37.00,64.00
2026-04-28T23:09:00Z,37.00,63.00
2026-04-28T23:10:00Z,37.00,63.00
2026-04-28T23:17:00Z,37.00,64.00
2026-04-28T23:24:00Z,37.00,64.00
2026-04-28T23:25:00Z,37.00,64.00
2026-04-28T23:26:00Z,36.00,64.00
2026-04-28T23:28:00Z,36.00,64.00
2026-04-28T23:33:00Z,36.00,63.00
2026-04-28T23:37:00Z,36.00,64.00
2026-04-28T23:39:00Z,37.00,64.00
2026-04-28T23:40:00Z,37.00,64.00
2026-04-28T23:42:00Z,37.00,63.00
2026-04-28T23:46:00Z,37.00,64.00
2026-04-28T23:54:00Z,37.00,64.00
2026-04-28T23:59:00Z,37.00,64.00
2026-04-29T00:00:00Z,37.00,64.34
2026-04-29T00:17:00Z,36.00,64.34
2026-04-29T00:18:00Z,37.00,64.34
2026-04-29T00:19:00Z,37.00,64.00
2026-04-29T00:21:00Z,37.00,64.00
2026-04-29T00:31:00Z,37.00,64.00
2026-04-29T00:32:00Z,37.00,64.00
2026-04-29T00:34:00Z,37.00,64.00
2026-04-29T00:39:00Z,37.00,64.00
2026-04-29T00:43:00Z,37.00,64.00
2026-04-29T00:46:00Z,37.00,64.00
2026-04-29T00:47:00Z,36.78,64.00
2026-04-29T00:48:00Z,36.78,64.00
2026-04-29T00:49:00Z,36.78,64.00
2026-04-29T00:51:00Z,36.78,64.00
2026-04-29T00:52:00Z,37.00,65.00
2026-04-29T00:54:00Z,36.96,65.00
2026-04-29T00:59:00Z,36.96,65.00
2026-04-29T01:12:00Z,36.00,65.00
2026-04-29T01:13:00Z,36.00,65.00
2026-04-29T01:19:00Z,36.00,65.00
2026-04-29T01:22:00Z,36.00,65.00
2026-04-29T01:26:00Z,35.00,65.00
2026-04-29T01:28:00Z,35.00,65.00
2026-04-29T01:30:00Z,35.00,65.00
2026-04-29T01:33:00Z,35.00,65.00
2026-04-29T01:34:00Z,35.00,65.00
2026-04-29T01:39:00Z,36.00,65.00
2026-04-29T01:42:00Z,36.00,65.00
2026-04-29T01:44:00Z,37.00,65.00
2026-04-29T01:45:00Z,37.00,65.00
2026-04-29T01:46:00Z,37.00,65.00
2026-04-29T01:47:00Z,37.00,65.00
2026-04-29T01:49:00Z,37.00,65.00
2026-04-29T01:52:00Z,38.00,65.00
2026-04-29T01:54:00Z,38.00,64.00
2026-04-29T01:57:00Z,38.00,64.00
2026-04-29T02:00:00Z,38.00,64.00
2026-04-29T02:01:00Z,38.00,64.00
2026-04-29T02:05:00Z,38.00,64.00
2026-04-29T02:08:00Z,35.00,64.00
2026-04-29T02:10:00Z,35.00,64.00
2026-04-29T02:12:00Z,35.00,64.00
2026-04-29T02:14:00Z,35.00,64.00
2026-04-29T02:16:00Z,37.00,64.00
2026-04-29T02:18:00Z,37.00,64.00
2026-04-29T02:19:00Z,37.00,64.18
2026-04-29T02:20:00Z,37.00,64.18
2026-04-29T02:26:00Z,37.39,64.18
2026-04-29T02:27:00Z,38.00,64.18
2026-04-29T02:28:00Z,38.00,64.00
2026-04-29T02:29:00Z,38.00,64.00
2026-04-29T02:30:00Z,37.52,65.00
2026-04-29T02:31:00Z,37.00,65.00
2026-04-29T02:32:00Z,37.00,65.00
2026-04-29T02:33:00Z,37.00,65.00
2026-04-29T02:34:00Z,37.00,65.00
2026-04-29T02:35:00Z,37.00,65.00
2026-04-29T02:38:00Z,37.00,65.00
2026-04-29T02:39:00Z,37.00,65.00
2026-04-29T02:40:00Z,37.00,65.00
2026-04-29T02:43:00Z,37.00,65.00
2026-04-29T02:44:00Z,37.00,65.00
2026-04-29T02:45:00Z,37.00,65.00
2026-04-29T02:46:00Z,37.00,65.00
2026-04-29T02:47:00Z,37.00,65.00
2026-04-29T02:48:00Z,35.00,65.00
2026-04-29T02:49:00Z,35.00,64.82
2026-04-29T02:50:00Z,37.00,65.00
2026-04-29T02:51:00Z,37.00,65.00
2026-04-29T02:52:00Z,37.00,64.00
2026-04-29T02:53:00Z,37.00,64.00
2026-04-29T02:54:00Z,37.00,64.00
2026-04-29T02:55:00Z,37.00,64.00
2026-04-29T02:56:00Z,37.00,64.00
2026-04-29T02:57:00Z,37.00,64.00
2026-04-29T02:58:00Z,37.00,64.00
2026-04-29T03:00:00Z,37.00,64.86
2026-04-29T03:01:00Z,37.91,64.00
2026-04-29T03:03:00Z,38.00,64.00
2026-04-29T03:04:00Z,38.00,64.00
2026-04-29T03:05:00Z,38.00,64.00
2026-04-29T03:06:00Z,38.00,64.00
2026-04-29T03:07:00Z,38.00,64.00
2026-04-29T03:08:00Z,38.00,64.00
2026-04-29T03:09:00Z,38.00,64.00
2026-04-29T03:10:00Z,38.00,64.73
2026-04-29T03:11:00Z,38.00,64.00
2026-04-29T03:13:00Z,38.00,63.86
2026-04-29T03:14:00Z,38.00,63.86
2026-04-29T03:15:00Z,39.12,64.00
2026-04-29T03:16:00Z,38.00,64.00
2026-04-29T03:17:00Z,38.00,64.00
2026-04-29T03:19:00Z,38.00,64.00
2026-04-29T03:20:00Z,38.00,64.00
2026-04-29T03:21:00Z,38.00,64.00
2026-04-29T03:22:00Z,38.00,63.38
2026-04-29T03:24:00Z,38.88,64.00
2026-04-29T03:25:00Z,36.00,64.00
2026-04-29T03:26:00Z,36.00,64.00
2026-04-29T03:28:00Z,36.00,64.00
2026-04-29T03:29:00Z,38.72,64.00
2026-04-29T03:30:00Z,38.79,64.00
2026-04-29T03:31:00Z,38.00,64.00
2026-04-29T03:33:00Z,36.00,63.00
2026-04-29T03:35:00Z,38.00,64.00
2026-04-29T03:36:00Z,38.00,64.00
2026-04-29T03:37:00Z,36.85,64.00
2026-04-29T03:38:00Z,38.00,64.00
2026-04-29T03:41:00Z,38.00,64.00
2026-04-29T03:43:00Z,38.00,64.00
2026-04-29T03:44:00Z,38.00,63.00
2026-04-29T03:46:00Z,38.00,63.00
2026-04-29T03:47:00Z,38.00,63.00
2026-04-29T03:48:00Z,38.00,63.00
2026-04-29T03:49:00Z,38.00,64.00
2026-04-29T03:50:00Z,38.00,64.00
2026-04-29T03:51:00Z,38.00,64.00
2026-04-29T03:55:00Z,38.96,62.00
2026-04-29T03:56:00Z,38.96,62.00
2026-04-29T03:57:00Z,38.96,62.00
2026-04-29T03:58:00Z,38.96,64.00
2026-04-29T03:59:00Z,36.00,64.00
2026-04-29T04:00:00Z,36.00,63.00
2026-04-29T04:03:00Z,36.00,64.00
2026-04-29T04:05:00Z,36.00,64.00
2026-04-29T04:06:00Z,36.00,64.00
2026-04-29T04:07:00Z,36.00,64.00
2026-04-29T04:10:00Z,39.00,64.00
2026-04-29T04:12:00Z,35.22,64.00
2026-04-29T04:13:00Z,35.00,64.00
2026-04-29T04:14:00Z,35.00,64.00
