# event_ticker=KXATPMATCH-26JAN08MEDMAJ
# final_score=6-7(4) 6-3 6-2
# score_resolution=6-7 6-3 6-2
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Kamil Majchrzak
# kalshi_date=2026-01-08
timestamp,Daniil Medvedev,Kamil Majchrzak
2026-01-08T23:19:00Z,83.00,
2026-01-08T23:28:00Z,83.00,
2026-01-09T01:02:00Z,83.00,18.00
2026-01-09T01:26:00Z,83.00,18.00
2026-01-09T01:47:00Z,83.00,18.00
2026-01-09T02:11:00Z,83.00,18.00
2026-01-09T02:17:00Z,83.00,18.00
2026-01-09T03:20:00Z,83.00,18.00
2026-01-09T03:26:00Z,83.00,18.00
2026-01-09T03:35:00Z,83.00,18.00
2026-01-09T03:48:00Z,83.00,18.00
2026-01-09T04:10:00Z,82.00,18.00
2026-01-09T04:18:00Z,83.00,18.00
2026-01-09T04:19:00Z,83.00,18.00
2026-01-09T04:37:00Z,83.00,18.00
2026-01-09T04:49:00Z,83.00,18.00
2026-01-09T04:55:00Z,83.00,18.00
2026-01-09T04:57:00Z,83.00,18.00
2026-01-09T04:58:00Z,83.00,18.00
2026-01-09T04:59:00Z,83.00,18.00
2026-01-09T05:00:00Z,83.00,18.00
2026-01-09T05:08:00Z,83.00,18.00
2026-01-09T05:10:00Z,83.00,18.00
2026-01-09T05:15:00Z,83.00,18.00
2026-01-09T05:16:00Z,83.00,18.00
2026-01-09T05:19:00Z,83.00,18.00
2026-01-09T05:26:00Z,83.00,18.00
2026-01-09T05:40:00Z,83.00,18.00
2026-01-09T05:52:00Z,83.00,18.00
2026-01-09T05:53:00Z,83.00,18.00
2026-01-09T05:54:00Z,83.00,18.00
2026-01-09T06:02:00Z,83.00,18.00
2026-01-09T06:11:00Z,83.00,18.00
2026-01-09T06:17:00Z,83.00,18.00
2026-01-09T06:18:00Z,83.00,18.00
2026-01-09T06:21:00Z,83.00,18.00
2026-01-09T06:23:00Z,83.00,18.00
2026-01-09T06:26:00Z,83.00,18.00
2026-01-09T06:31:00Z,83.00,18.00
2026-01-09T06:51:00Z,83.00,18.00
2026-01-09T06:57:00Z,83.00,18.00
2026-01-09T06:58:00Z,83.00,18.00
2026-01-09T07:02:00Z,83.00,18.00
2026-01-09T07:03:00Z,83.00,18.00
2026-01-09T07:07:00Z,83.00,18.00
2026-01-09T07:14:00Z,83.00,18.00
2026-01-09T07:19:00Z,83.00,18.00
2026-01-09T07:20:00Z,83.00,18.00
2026-01-09T07:24:00Z,83.00,18.00
2026-01-09T07:25:00Z,83.00,18.00
2026-01-09T07:26:00Z,83.00,18.00
2026-01-09T07:36:00Z,83.00,18.00
2026-01-09T07:37:00Z,83.00,18.00
2026-01-09T07:39:00Z,83.00,18.00
2026-01-09T07:40:00Z,83.00,18.00
2026-01-09T07:42:00Z,83.00,18.00
2026-01-09T07:43:00Z,83.00,18.00
2026-01-09T07:46:00Z,83.32,18.00
2026-01-09T07:48:00Z,83.00,18.00
2026-01-09T07:52:00Z,83.00,18.00
2026-01-09T07:55:00Z,83.00,18.00
2026-01-09T08:02:00Z,83.00,18.00
2026-01-09T08:05:00Z,83.00,18.00
2026-01-09T08:07:00Z,83.00,18.00
2026-01-09T08:12:00Z,83.00,18.00
2026-01-09T08:13:00Z,83.00,18.00
2026-01-09T08:15:00Z,83.00,18.00
2026-01-09T08:16:00Z,82.00,18.00
2026-01-09T08:19:00Z,83.00,18.00
2026-01-09T08:22:00Z,83.00,18.00
2026-01-09T08:25:00Z,83.00,18.00
2026-01-09T08:31:00Z,83.08,18.00
2026-01-09T08:35:00Z,83.08,18.00
2026-01-09T08:37:00Z,84.00,18.00
2026-01-09T08:42:00Z,84.00,18.00
2026-01-09T08:46:00Z,84.00,18.00
2026-01-09T08:50:00Z,84.00,18.00
2026-01-09T08:55:00Z,84.00,18.00
2026-01-09T08:56:00Z,84.00,18.00
2026-01-09T08:59:00Z,84.00,18.00
2026-01-09T09:06:00Z,84.00,18.00
2026-01-09T09:07:00Z,84.00,18.00
2026-01-09T09:12:00Z,84.00,18.00
2026-01-09T09:14:00Z,84.00,18.00
2026-01-09T09:15:00Z,84.00,18.00
2026-01-09T09:20:00Z,84.00,18.00
2026-01-09T09:21:00Z,84.00,18.00
2026-01-09T09:24:00Z,84.00,18.00
2026-01-09T09:25:00Z,84.00,18.00
2026-01-09T09:27:00Z,84.00,18.00
2026-01-09T09:28:00Z,84.00,18.00
2026-01-09T09:30:00Z,84.00,18.00
2026-01-09T09:32:00Z,84.00,18.00
2026-01-09T09:36:00Z,84.00,18.00
2026-01-09T09:37:00Z,84.00,15.37
2026-01-09T09:38:00Z,84.00,15.92
2026-01-09T09:43:00Z,84.00,15.92
2026-01-09T09:45:00Z,84.00,16.00
2026-01-09T09:48:00Z,84.00,16.00
2026-01-09T09:50:00Z,84.00,17.00
2026-01-09T09:51:00Z,84.00,17.00
2026-01-09T09:53:00Z,84.00,17.00
2026-01-09T10:00:00Z,84.00,17.00
2026-01-09T10:01:00Z,84.00,17.00
2026-01-09T10:04:00Z,84.00,17.00
2026-01-09T10:06:00Z,84.00,16.00
2026-01-09T10:07:00Z,86.00,16.00
2026-01-09T10:09:00Z,86.00,16.00
2026-01-09T10:10:00Z,86.00,16.00
2026-01-09T10:12:00Z,86.00,16.00
2026-01-09T10:13:00Z,87.00,16.00
2026-01-09T10:16:00Z,87.00,16.00
2026-01-09T10:18:00Z,86.00,16.00
2026-01-09T10:23:00Z,86.00,16.00
2026-01-09T10:24:00Z,86.03,16.00
2026-01-09T10:25:00Z,87.00,16.00
2026-01-09T10:26:00Z,87.00,16.00
2026-01-09T10:27:00Z,87.00,16.00
2026-01-09T10:28:00Z,86.81,16.00
2026-01-09T10:29:00Z,86.05,16.00
2026-01-09T10:31:00Z,86.05,16.00
