# event_ticker=KXATPCHALLENGERMATCH-26FEB11BONKUK
# final_score=5-7 7-6(3) 7-6(3)
# score_resolution=5-7 7-6 7-6
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Mikhail Kukushkin
# kalshi_date=2026-02-11
timestamp,Benjamin Bonzi,Mikhail Kukushkin
2026-02-11T02:16:00Z,66.00,
2026-02-11T03:27:00Z,66.00,
2026-02-11T03:35:00Z,66.00,
2026-02-11T03:47:00Z,66.00,
2026-02-11T04:37:00Z,66.00,37.00
2026-02-11T04:39:00Z,66.00,37.00
2026-02-11T05:15:00Z,66.00,37.00
2026-02-11T05:20:00Z,66.00,37.00
2026-02-11T05:21:00Z,66.00,37.00
2026-02-11T06:02:00Z,66.00,37.00
2026-02-11T06:26:00Z,66.00,37.00
2026-02-11T06:50:00Z,66.00,37.00
2026-02-11T06:57:00Z,66.00,37.00
2026-02-11T07:08:00Z,65.00,37.00
2026-02-11T07:41:00Z,65.00,37.00
2026-02-11T08:14:00Z,65.00,37.00
2026-02-11T09:05:00Z,65.00,37.00
2026-02-11T09:49:00Z,65.00,37.00
2026-02-11T10:03:00Z,65.00,37.00
2026-02-11T10:18:00Z,65.00,37.00
2026-02-11T11:22:00Z,64.95,37.00
2026-02-11T11:36:00Z,64.00,37.00
2026-02-11T11:53:00Z,64.00,37.00
2026-02-11T11:56:00Z,64.00,37.00
2026-02-11T12:09:00Z,64.38,37.00
2026-02-11T12:30:00Z,68.96,37.00
2026-02-11T12:40:00Z,68.96,34.00
2026-02-11T12:54:00Z,69.00,34.00
2026-02-11T13:00:00Z,69.00,34.00
2026-02-11T13:10:00Z,69.00,34.00
2026-02-11T13:11:00Z,69.00,34.00
2026-02-11T13:21:00Z,69.00,34.00
2026-02-11T13:24:00Z,69.00,34.00
2026-02-11T13:30:00Z,69.00,34.00
2026-02-11T13:37:00Z,69.00,34.00
2026-02-11T13:43:00Z,70.00,34.00
2026-02-11T13:44:00Z,70.00,34.00
2026-02-11T13:45:00Z,70.97,34.00
2026-02-11T13:47:00Z,70.00,33.00
2026-02-11T13:50:00Z,66.56,35.04
2026-02-11T13:51:00Z,68.07,30.17
2026-02-11T13:52:00Z,67.90,33.75
2026-02-11T13:53:00Z,66.51,33.18
2026-02-11T13:54:00Z,64.00,38.00
2026-02-11T13:55:00Z,64.95,36.00
2026-02-11T13:56:00Z,65.47,34.00
2026-02-11T13:57:00Z,64.09,35.75
2026-02-11T13:58:00Z,62.00,38.00
2026-02-11T13:59:00Z,63.00,38.00
2026-02-11T14:00:00Z,63.70,38.00
2026-02-11T14:01:00Z,63.45,39.47
2026-02-11T14:02:00Z,67.81,38.00
2026-02-11T14:03:00Z,61.00,41.00
2026-02-11T14:04:00Z,61.33,41.00
2026-02-11T14:05:00Z,64.00,39.00
2026-02-11T14:06:00Z,61.54,39.14
2026-02-11T14:07:00Z,62.00,39.36
2026-02-11T14:08:00Z,66.00,33.20
2026-02-11T14:09:00Z,65.64,34.65
2026-02-11T14:10:00Z,65.00,33.15
2026-02-11T14:11:00Z,70.62,34.70
2026-02-11T14:12:00Z,62.00,37.00
2026-02-11T14:13:00Z,60.90,39.96
2026-02-11T14:14:00Z,60.90,42.84
2026-02-11T14:15:00Z,60.00,41.00
2026-02-11T14:17:00Z,58.04,42.00
2026-02-11T14:18:00Z,54.54,45.45
2026-02-11T14:19:00Z,57.38,44.00
2026-02-11T14:20:00Z,63.75,40.00
2026-02-11T14:21:00Z,65.49,36.04
2026-02-11T14:22:00Z,59.00,36.04
2026-02-11T14:23:00Z,55.14,46.00
2026-02-11T14:24:00Z,54.00,47.00
2026-02-11T14:25:00Z,56.02,46.29
2026-02-11T14:26:00Z,60.60,42.47
2026-02-11T14:27:00Z,59.97,40.17
2026-02-11T14:28:00Z,58.75,42.00
2026-02-11T14:29:00Z,56.24,44.97
2026-02-11T14:30:00Z,56.08,45.14
2026-02-11T14:31:00Z,53.75,44.82
2026-02-11T14:32:00Z,50.22,50.04
2026-02-11T14:33:00Z,55.26,47.06
2026-02-11T14:34:00Z,57.35,47.06
2026-02-11T14:35:00Z,54.77,44.55
2026-02-11T14:36:00Z,58.73,42.69
2026-02-11T14:37:00Z,57.05,42.74
2026-02-11T14:38:00Z,57.05,43.00
2026-02-11T14:39:00Z,61.56,39.72
2026-02-11T14:40:00Z,57.99,43.34
2026-02-11T14:41:00Z,57.88,45.07
2026-02-11T14:42:00Z,51.69,51.26
2026-02-11T14:43:00Z,48.07,57.85
2026-02-11T14:44:00Z,26.62,71.78
2026-02-11T14:45:00Z,28.13,72.29
2026-02-11T14:46:00Z,28.74,72.41
2026-02-11T14:47:00Z,28.00,74.61
2026-02-11T14:48:00Z,30.39,70.80
2026-02-11T14:49:00Z,29.00,72.87
2026-02-11T14:50:00Z,27.11,75.66
2026-02-11T14:51:00Z,25.14,80.79
2026-02-11T14:52:00Z,25.16,76.73
2026-02-11T14:53:00Z,28.08,73.28
2026-02-11T14:54:00Z,28.80,73.00
2026-02-11T14:55:00Z,28.42,72.05
2026-02-11T14:56:00Z,34.94,68.70
2026-02-11T14:57:00Z,36.49,68.04
2026-02-11T14:58:00Z,31.21,71.88
2026-02-11T14:59:00Z,30.40,69.92
2026-02-11T15:00:00Z,28.92,74.71
2026-02-11T15:01:00Z,27.42,73.95
2026-02-11T15:02:00Z,28.83,74.39
2026-02-11T15:03:00Z,23.51,75.98
2026-02-11T15:04:00Z,25.84,74.67
2026-02-11T15:05:00Z,27.31,75.49
2026-02-11T15:06:00Z,24.79,81.24
2026-02-11T15:07:00Z,28.11,75.69
2026-02-11T15:08:00Z,30.61,71.00
2026-02-11T15:09:00Z,34.77,66.52
2026-02-11T15:10:00Z,31.95,71.01
2026-02-11T15:11:00Z,28.94,71.69
2026-02-11T15:12:00Z,26.88,74.95
2026-02-11T15:13:00Z,26.18,74.09
2026-02-11T15:14:00Z,21.40,80.89
2026-02-11T15:15:00Z,24.67,76.24
2026-02-11T15:16:00Z,28.43,72.08
2026-02-11T15:17:00Z,26.26,75.16
2026-02-11T15:18:00Z,23.20,77.75
2026-02-11T15:19:00Z,22.89,78.25
2026-02-11T15:20:00Z,28.20,77.65
2026-02-11T15:21:00Z,21.24,79.76
2026-02-11T15:22:00Z,11.97,89.17
2026-02-11T15:23:00Z,14.89,85.29
2026-02-11T15:24:00Z,7.74,95.12
2026-02-11T15:25:00Z,4.41,97.60
2026-02-11T15:26:00Z,3.61,96.66
2026-02-11T15:27:00Z,4.01,96.19
2026-02-11T15:28:00Z,2.33,97.90
2026-02-11T15:29:00Z,4.87,96.75
2026-02-11T15:30:00Z,4.05,98.89
2026-02-11T15:31:00Z,11.57,92.60
2026-02-11T15:32:00Z,23.63,84.97
2026-02-11T15:33:00Z,23.82,76.92
2026-02-11T15:34:00Z,22.47,79.78
2026-02-11T15:35:00Z,25.20,74.18
2026-02-11T15:36:00Z,30.01,70.87
2026-02-11T15:37:00Z,25.93,73.92
2026-02-11T15:38:00Z,23.89,74.33
2026-02-11T15:39:00Z,24.70,75.08
2026-02-11T15:40:00Z,22.64,76.97
2026-02-11T15:41:00Z,14.62,80.72
2026-02-11T15:42:00Z,26.19,71.83
2026-02-11T15:43:00Z,30.05,72.16
2026-02-11T15:44:00Z,30.52,70.15
2026-02-11T15:45:00Z,45.22,58.60
2026-02-11T15:46:00Z,45.49,52.73
2026-02-11T15:47:00Z,47.47,52.45
2026-02-11T15:48:00Z,50.60,47.33
2026-02-11T15:49:00Z,57.47,41.36
2026-02-11T15:50:00Z,60.94,37.27
2026-02-11T15:51:00Z,59.26,39.45
2026-02-11T15:52:00Z,58.63,42.05
2026-02-11T15:53:00Z,58.55,41.33
2026-02-11T15:54:00Z,61.26,41.60
2026-02-11T15:55:00Z,61.53,39.08
2026-02-11T15:56:00Z,61.96,40.99
2026-02-11T15:57:00Z,63.46,41.00
2026-02-11T15:58:00Z,62.20,39.35
2026-02-11T15:59:00Z,62.91,36.25
2026-02-11T16:00:00Z,63.47,36.66
2026-02-11T16:01:00Z,60.73,39.17
2026-02-11T16:02:00Z,63.35,41.38
2026-02-11T16:03:00Z,65.71,34.50
2026-02-11T16:04:00Z,59.82,39.82
2026-02-11T16:05:00Z,63.08,39.24
2026-02-11T16:06:00Z,62.09,39.80
2026-02-11T16:07:00Z,63.51,37.13
2026-02-11T16:08:00Z,65.32,35.76
2026-02-11T16:09:00Z,65.40,38.22
2026-02-11T16:10:00Z,63.13,38.63
2026-02-11T16:11:00Z,63.18,38.47
2026-02-11T16:12:00Z,68.71,34.87
2026-02-11T16:13:00Z,68.67,33.63
2026-02-11T16:14:00Z,75.58,23.64
2026-02-11T16:15:00Z,67.03,29.11
2026-02-11T16:16:00Z,61.99,38.83
2026-02-11T16:17:00Z,59.16,43.08
2026-02-11T16:18:00Z,56.39,45.35
2026-02-11T16:19:00Z,52.90,46.66
2026-02-11T16:20:00Z,57.57,47.91
2026-02-11T16:21:00Z,57.40,40.89
2026-02-11T16:22:00Z,65.80,34.20
2026-02-11T16:23:00Z,66.02,35.26
2026-02-11T16:24:00Z,64.38,36.16
2026-02-11T16:25:00Z,58.95,43.14
2026-02-11T16:26:00Z,60.76,40.78
2026-02-11T16:27:00Z,62.08,41.49
2026-02-11T16:28:00Z,64.65,35.15
2026-02-11T16:29:00Z,65.71,34.84
2026-02-11T16:30:00Z,61.37,41.10
2026-02-11T16:31:00Z,63.09,40.70
2026-02-11T16:32:00Z,61.81,41.98
2026-02-11T16:33:00Z,49.04,51.52
2026-02-11T16:34:00Z,50.66,50.13
2026-02-11T16:35:00Z,57.28,42.33
2026-02-11T16:36:00Z,46.42,54.31
2026-02-11T16:37:00Z,52.66,42.05
2026-02-11T16:38:00Z,64.03,37.69
2026-02-11T16:39:00Z,64.22,38.50
2026-02-11T16:40:00Z,64.43,38.60
2026-02-11T16:41:00Z,59.98,44.16
2026-02-11T16:42:00Z,54.87,48.13
2026-02-11T16:43:00Z,52.19,47.97
2026-02-11T16:44:00Z,62.44,41.05
2026-02-11T16:45:00Z,62.80,37.19
2026-02-11T16:46:00Z,63.23,37.68
2026-02-11T16:47:00Z,60.19,45.41
2026-02-11T16:48:00Z,57.47,44.00
2026-02-11T16:49:00Z,55.78,44.74
2026-02-11T16:50:00Z,56.24,53.01
2026-02-11T16:51:00Z,61.36,39.05
2026-02-11T16:52:00Z,62.44,38.66
2026-02-11T16:53:00Z,63.99,37.78
2026-02-11T16:54:00Z,59.48,41.45
2026-02-11T16:55:00Z,58.31,43.53
2026-02-11T16:56:00Z,55.84,44.58
2026-02-11T16:57:00Z,41.94,56.24
2026-02-11T16:58:00Z,30.63,68.89
2026-02-11T16:59:00Z,36.06,62.94
2026-02-11T17:00:00Z,54.00,47.55
2026-02-11T17:01:00Z,63.98,35.52
2026-02-11T17:02:00Z,79.45,20.71
2026-02-11T17:03:00Z,92.22,12.17
2026-02-11T17:04:00Z,92.17,9.30
2026-02-11T17:05:00Z,97.53,3.33
2026-02-11T17:06:00Z,99.00,1.00
2026-02-11T17:07:00Z,99.00,1.00
2026-02-11T17:08:00Z,99.00,1.00
2026-02-11T17:09:00Z,99.00,1.00
2026-02-11T17:10:00Z,99.00,1.00
2026-02-11T17:11:00Z,99.00,1.00
2026-02-11T17:12:00Z,99.00,1.00
