# event_ticker=KXATPMATCH-26FEB22NAVBER
# final_score=6-3 6-4
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Matteo Berrettini
# kalshi_date=2026-02-22
timestamp,Emilio Nava,Matteo Berrettini
2026-02-24T19:21:00Z,59.64,37.87
2026-02-24T19:22:00Z,74.15,33.48
2026-02-24T19:23:00Z,89.36,10.07
2026-02-24T19:24:00Z,89.21,10.80
2026-02-24T19:25:00Z,86.14,15.78
2026-02-24T19:26:00Z,77.10,24.64
2026-02-24T19:27:00Z,85.70,15.39
2026-02-24T19:28:00Z,92.42,9.45
2026-02-24T19:29:00Z,93.10,7.21
2026-02-24T19:30:00Z,92.25,7.80
2026-02-24T19:31:00Z,92.91,8.10
2026-02-24T19:32:00Z,92.70,7.83
2026-02-24T19:33:00Z,89.18,10.82
2026-02-24T19:34:00Z,93.69,7.19
2026-02-24T19:35:00Z,97.82,2.98
2026-02-24T19:36:00Z,96.75,2.80
2026-02-24T19:37:00Z,99.00,2.80
2026-02-24T19:38:00Z,99.00,1.00
