# event_ticker=KXATPMATCH-26FEB22NAVBER
# final_score=6-3 6-4
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Matteo Berrettini
# kalshi_date=2026-02-22
timestamp,Emilio Nava,Matteo Berrettini
2026-02-24T06:25:00Z,,76.00
2026-02-24T06:39:00Z,,76.00
2026-02-24T06:43:00Z,,76.00
2026-02-24T06:44:00Z,25.00,76.00
2026-02-24T08:08:00Z,25.00,76.00
2026-02-24T08:12:00Z,25.00,76.00
2026-02-24T08:14:00Z,25.00,75.00
2026-02-24T11:03:00Z,25.00,76.00
2026-02-24T11:33:00Z,25.00,76.00
2026-02-24T12:00:00Z,25.00,76.00
2026-02-24T12:09:00Z,25.00,76.00
2026-02-24T12:13:00Z,25.00,76.00
2026-02-24T12:17:00Z,25.00,76.00
2026-02-24T12:41:00Z,25.00,76.00
2026-02-24T13:04:00Z,25.00,76.00
2026-02-24T13:47:00Z,25.00,76.00
2026-02-24T13:59:00Z,25.00,76.00
2026-02-24T14:01:00Z,25.00,76.00
2026-02-24T14:16:00Z,25.00,76.00
2026-02-24T14:26:00Z,25.00,76.00
2026-02-24T14:36:00Z,25.00,76.00
2026-02-24T15:01:00Z,26.00,76.00
2026-02-24T15:18:00Z,26.00,76.00
2026-02-24T15:37:00Z,26.00,76.00
2026-02-24T15:41:00Z,26.00,76.00
2026-02-24T15:43:00Z,26.00,75.00
2026-02-24T15:45:00Z,26.00,75.00
2026-02-24T15:46:00Z,26.00,75.00
2026-02-24T15:48:00Z,26.00,75.00
2026-02-24T16:19:00Z,26.00,75.00
2026-02-24T16:20:00Z,26.00,74.00
2026-02-24T16:26:00Z,26.00,75.00
2026-02-24T16:33:00Z,26.00,75.00
2026-02-24T16:44:00Z,26.00,75.00
2026-02-24T16:53:00Z,26.00,75.00
2026-02-24T17:07:00Z,26.00,75.00
2026-02-24T17:09:00Z,26.00,75.00
2026-02-24T17:12:00Z,26.00,75.00
2026-02-24T17:13:00Z,26.00,75.00
2026-02-24T17:30:00Z,26.00,75.00
2026-02-24T17:33:00Z,26.00,75.00
2026-02-24T17:34:00Z,26.00,75.00
2026-02-24T17:35:00Z,26.00,75.00
2026-02-24T17:37:00Z,26.00,75.00
2026-02-24T17:39:00Z,26.00,75.00
2026-02-24T17:40:00Z,26.00,75.00
2026-02-24T17:43:00Z,26.00,75.00
2026-02-24T17:46:00Z,26.00,75.00
2026-02-24T17:48:00Z,26.00,75.00
2026-02-24T17:50:00Z,26.00,75.00
2026-02-24T17:51:00Z,26.00,75.00
2026-02-24T17:54:00Z,26.00,75.00
2026-02-24T17:56:00Z,26.00,75.00
2026-02-24T17:57:00Z,26.00,75.00
2026-02-24T17:58:00Z,26.00,75.00
2026-02-24T17:59:00Z,26.00,75.00
2026-02-24T18:01:00Z,26.00,75.00
2026-02-24T18:02:00Z,26.00,75.00
2026-02-24T18:03:00Z,26.00,75.00
2026-02-24T18:04:00Z,25.80,75.20
2026-02-24T18:06:00Z,26.00,76.00
2026-02-24T18:07:00Z,26.64,76.00
2026-02-24T18:08:00Z,27.00,76.00
2026-02-24T18:09:00Z,27.00,76.00
2026-02-24T18:10:00Z,27.00,76.00
2026-02-24T18:11:00Z,27.00,75.05
2026-02-24T18:12:00Z,25.05,76.00
2026-02-24T18:13:00Z,25.00,76.00
2026-02-24T18:14:00Z,27.00,74.00
2026-02-24T18:15:00Z,33.01,72.00
2026-02-24T18:16:00Z,33.34,66.00
2026-02-24T18:17:00Z,39.31,62.92
2026-02-24T18:18:00Z,47.03,52.41
2026-02-24T18:19:00Z,49.91,50.40
2026-02-24T18:20:00Z,52.73,49.00
2026-02-24T18:21:00Z,52.97,48.04
2026-02-24T18:22:00Z,53.09,47.79
2026-02-24T18:23:00Z,57.75,45.04
2026-02-24T18:24:00Z,57.43,44.60
2026-02-24T18:25:00Z,56.74,46.00
2026-02-24T18:26:00Z,54.33,47.27
2026-02-24T18:27:00Z,43.21,56.10
2026-02-24T18:28:00Z,50.59,51.17
2026-02-24T18:29:00Z,49.20,50.63
2026-02-24T18:30:00Z,45.42,56.79
2026-02-24T18:31:00Z,49.76,49.56
2026-02-24T18:32:00Z,52.77,48.00
2026-02-24T18:33:00Z,54.00,46.98
2026-02-24T18:34:00Z,54.67,43.67
2026-02-24T18:35:00Z,57.63,43.71
2026-02-24T18:36:00Z,56.49,46.38
2026-02-24T18:37:00Z,54.25,46.17
2026-02-24T18:38:00Z,55.40,46.73
2026-02-24T18:39:00Z,60.95,44.97
2026-02-24T18:40:00Z,59.15,42.48
2026-02-24T18:41:00Z,58.15,42.61
2026-02-24T18:42:00Z,58.74,43.92
2026-02-24T18:43:00Z,55.87,45.55
2026-02-24T18:44:00Z,51.09,48.83
2026-02-24T18:45:00Z,54.88,50.08
2026-02-24T18:46:00Z,44.71,59.07
2026-02-24T18:47:00Z,41.61,56.54
2026-02-24T18:48:00Z,48.74,53.55
2026-02-24T18:49:00Z,49.73,51.28
2026-02-24T18:50:00Z,52.36,49.86
2026-02-24T18:51:00Z,48.44,52.15
2026-02-24T18:52:00Z,54.71,47.71
2026-02-24T18:53:00Z,53.00,47.96
2026-02-24T18:54:00Z,52.91,48.00
2026-02-24T18:55:00Z,53.21,48.00
2026-02-24T18:56:00Z,53.09,47.92
2026-02-24T18:57:00Z,52.95,47.98
2026-02-24T18:58:00Z,51.97,50.02
2026-02-24T18:59:00Z,49.79,51.81
2026-02-24T19:00:00Z,51.85,49.88
2026-02-24T19:01:00Z,52.78,48.00
2026-02-24T19:02:00Z,51.68,49.84
2026-02-24T19:03:00Z,49.94,51.48
2026-02-24T19:04:00Z,50.17,51.93
2026-02-24T19:05:00Z,49.96,51.48
2026-02-24T19:06:00Z,50.90,50.91
2026-02-24T19:07:00Z,52.57,50.54
2026-02-24T19:08:00Z,50.84,50.78
2026-02-24T19:09:00Z,51.81,49.11
2026-02-24T19:10:00Z,53.68,49.35
2026-02-24T19:11:00Z,53.00,46.11
2026-02-24T19:12:00Z,51.56,49.66
2026-02-24T19:13:00Z,52.00,49.52
2026-02-24T19:14:00Z,52.94,47.42
2026-02-24T19:15:00Z,51.06,50.43
2026-02-24T19:16:00Z,51.61,52.49
2026-02-24T19:17:00Z,53.55,47.41
2026-02-24T19:18:00Z,55.95,44.90
2026-02-24T19:19:00Z,57.04,47.13
2026-02-24T19:20:00Z,57.78,45.72
