# event_ticker=KXATPCHALLENGERMATCH-26APR03FORCAR
# final_score=2-6 6-1 6-3
# score_resolution=6-2 1-6 3-6
# match_winner=Jonas Forejtek
# fav_player=Roberto Carballes Baena
# dog_player=Jonas Forejtek
# kalshi_date=2026-04-03
timestamp,Roberto Carballes Baena,Jonas Forejtek
2026-04-03T00:25:00Z,71.00,
2026-04-03T02:14:00Z,70.00,
2026-04-03T03:49:00Z,71.00,
2026-04-03T05:04:00Z,71.00,31.00
2026-04-03T05:11:00Z,70.00,31.00
2026-04-03T05:30:00Z,71.00,31.00
2026-04-03T05:35:00Z,71.00,29.04
2026-04-03T05:59:00Z,72.00,29.04
2026-04-03T06:11:00Z,72.00,29.04
2026-04-03T06:12:00Z,72.00,29.04
2026-04-03T06:32:00Z,72.00,29.04
2026-04-03T06:55:00Z,72.00,29.04
2026-04-03T07:00:00Z,72.00,29.04
2026-04-03T07:06:00Z,72.00,29.04
2026-04-03T07:32:00Z,72.00,29.04
2026-04-03T07:44:00Z,72.00,30.00
2026-04-03T09:03:00Z,72.00,30.00
2026-04-03T09:06:00Z,72.00,30.00
2026-04-03T10:11:00Z,73.00,30.00
2026-04-03T10:20:00Z,73.00,30.00
2026-04-03T10:55:00Z,73.00,30.00
2026-04-03T11:01:00Z,73.00,30.00
2026-04-03T11:33:00Z,73.00,30.00
2026-04-03T11:34:00Z,73.00,29.00
2026-04-03T11:39:00Z,73.00,29.00
2026-04-03T11:49:00Z,73.00,29.00
2026-04-03T11:50:00Z,72.50,29.00
2026-04-03T11:57:00Z,72.50,29.00
2026-04-03T12:06:00Z,73.00,29.00
2026-04-03T12:07:00Z,73.00,29.00
2026-04-03T12:08:00Z,72.00,29.00
2026-04-03T12:09:00Z,73.86,29.00
2026-04-03T12:14:00Z,74.00,29.00
2026-04-03T12:15:00Z,74.00,29.00
2026-04-03T12:16:00Z,73.92,29.00
2026-04-03T12:18:00Z,72.00,29.00
2026-04-03T12:20:00Z,71.00,28.78
2026-04-03T12:21:00Z,71.00,26.00
2026-04-03T12:22:00Z,82.00,20.03
2026-04-03T12:23:00Z,84.91,18.68
2026-04-03T12:24:00Z,84.85,20.91
2026-04-03T12:25:00Z,85.00,20.91
2026-04-03T12:26:00Z,85.00,14.00
2026-04-03T12:27:00Z,88.00,13.00
2026-04-03T12:28:00Z,91.57,12.00
2026-04-03T12:29:00Z,89.01,10.02
2026-04-03T12:30:00Z,91.57,9.86
2026-04-03T12:31:00Z,91.00,9.00
2026-04-03T12:32:00Z,89.00,11.59
2026-04-03T12:33:00Z,91.00,9.48
2026-04-03T12:34:00Z,91.07,8.66
2026-04-03T12:35:00Z,92.61,9.00
2026-04-03T12:37:00Z,91.04,8.00
2026-04-03T12:38:00Z,92.10,8.00
2026-04-03T12:39:00Z,92.10,10.63
2026-04-03T12:40:00Z,89.00,11.00
2026-04-03T12:41:00Z,89.00,12.00
2026-04-03T12:42:00Z,87.71,13.00
2026-04-03T12:43:00Z,87.71,13.00
2026-04-03T12:44:00Z,87.71,13.06
2026-04-03T12:45:00Z,89.89,14.00
2026-04-03T12:46:00Z,92.00,10.00
2026-04-03T12:48:00Z,92.00,10.00
2026-04-03T12:49:00Z,92.03,8.00
2026-04-03T12:50:00Z,92.31,8.36
2026-04-03T12:51:00Z,84.00,14.13
2026-04-03T12:52:00Z,85.56,14.37
2026-04-03T12:53:00Z,90.00,11.00
2026-04-03T12:54:00Z,92.00,11.93
2026-04-03T12:55:00Z,88.73,14.00
2026-04-03T12:56:00Z,87.00,14.00
2026-04-03T12:57:00Z,83.00,18.68
2026-04-03T12:58:00Z,82.75,20.79
2026-04-03T12:59:00Z,82.75,23.00
2026-04-03T13:00:00Z,78.35,22.93
2026-04-03T13:01:00Z,78.35,24.00
2026-04-03T13:02:00Z,78.99,20.00
2026-04-03T13:03:00Z,74.00,27.69
2026-04-03T13:04:00Z,74.00,26.00
2026-04-03T13:05:00Z,69.19,30.21
2026-04-03T13:06:00Z,66.02,33.00
2026-04-03T13:07:00Z,64.00,36.49
2026-04-03T13:08:00Z,63.60,37.49
2026-04-03T13:09:00Z,61.65,37.27
2026-04-03T13:10:00Z,63.05,37.03
2026-04-03T13:11:00Z,65.00,36.00
2026-04-03T13:12:00Z,65.45,35.00
2026-04-03T13:13:00Z,65.83,35.00
2026-04-03T13:14:00Z,65.83,35.00
2026-04-03T13:15:00Z,64.00,37.32
2026-04-03T13:16:00Z,65.00,36.31
2026-04-03T13:17:00Z,61.16,39.05
2026-04-03T13:18:00Z,62.52,40.36
2026-04-03T13:19:00Z,58.11,44.55
2026-04-03T13:20:00Z,56.87,43.83
2026-04-03T13:21:00Z,57.72,44.54
2026-04-03T13:22:00Z,57.90,44.00
2026-04-03T13:23:00Z,56.97,43.94
2026-04-03T13:24:00Z,57.67,44.00
2026-04-03T13:25:00Z,58.57,42.57
2026-04-03T13:26:00Z,60.27,39.66
2026-04-03T13:27:00Z,66.51,38.91
2026-04-03T13:28:00Z,58.92,43.78
2026-04-03T13:29:00Z,65.26,40.21
2026-04-03T13:30:00Z,54.93,48.72
2026-04-03T13:31:00Z,51.69,50.18
2026-04-03T13:32:00Z,50.54,51.79
2026-04-03T13:33:00Z,44.98,57.53
2026-04-03T13:34:00Z,36.94,66.34
2026-04-03T13:35:00Z,31.06,70.17
2026-04-03T13:36:00Z,25.89,76.00
2026-04-03T13:37:00Z,18.36,81.94
2026-04-03T13:38:00Z,18.97,81.42
2026-04-03T13:39:00Z,18.72,82.81
2026-04-03T13:40:00Z,19.17,81.43
2026-04-03T13:41:00Z,12.89,87.62
2026-04-03T13:42:00Z,5.15,95.69
2026-04-03T13:43:00Z,4.94,96.07
2026-04-03T13:44:00Z,6.18,91.90
2026-04-03T13:45:00Z,13.44,87.12
2026-04-03T13:46:00Z,13.21,87.59
2026-04-03T13:47:00Z,15.70,85.53
2026-04-03T13:48:00Z,15.78,86.06
2026-04-03T13:49:00Z,19.05,81.74
2026-04-03T13:50:00Z,22.66,80.35
2026-04-03T13:51:00Z,30.72,66.34
2026-04-03T13:52:00Z,42.29,58.24
2026-04-03T13:53:00Z,43.88,60.08
2026-04-03T13:54:00Z,37.06,61.37
2026-04-03T13:55:00Z,12.06,83.15
2026-04-03T13:56:00Z,20.77,80.10
2026-04-03T13:57:00Z,13.36,86.23
2026-04-03T13:58:00Z,12.74,88.58
2026-04-03T13:59:00Z,2.13,96.98
2026-04-03T14:00:00Z,1.00,99.00
2026-04-03T14:01:00Z,1.00,99.00
2026-04-03T14:02:00Z,1.00,99.00
