# event_ticker=KXATPMATCH-26APR07HUMSIN
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Jannik Sinner
# fav_player=Ugo Humbert
# dog_player=Jannik Sinner
# kalshi_date=2026-04-07
timestamp,Ugo Humbert,Jannik Sinner
2026-04-07T10:01:00Z,4.00,97.00
2026-04-07T10:03:00Z,4.00,97.00
2026-04-07T10:04:00Z,4.00,97.00
2026-04-07T10:05:00Z,4.00,97.00
2026-04-07T10:06:00Z,4.00,97.00
2026-04-07T10:10:00Z,4.00,97.00
2026-04-07T10:11:00Z,4.00,97.00
2026-04-07T10:12:00Z,3.46,97.00
2026-04-07T10:13:00Z,4.00,97.00
2026-04-07T10:14:00Z,5.00,97.00
2026-04-07T10:15:00Z,5.00,97.00
2026-04-07T10:18:00Z,5.00,97.00
2026-04-07T10:19:00Z,4.00,97.00
2026-04-07T10:20:00Z,4.00,97.00
2026-04-07T10:21:00Z,4.00,97.00
2026-04-07T10:22:00Z,4.00,98.00
2026-04-07T10:23:00Z,4.00,98.00
2026-04-07T10:24:00Z,4.00,97.00
2026-04-07T10:25:00Z,4.01,97.00
2026-04-07T10:26:00Z,4.00,96.00
2026-04-07T10:27:00Z,4.00,96.17
2026-04-07T10:28:00Z,5.00,96.17
2026-04-07T10:29:00Z,5.00,97.00
2026-04-07T10:30:00Z,4.00,96.00
2026-04-07T10:31:00Z,4.19,96.00
2026-04-07T10:32:00Z,4.31,96.00
2026-04-07T10:33:00Z,5.00,96.00
2026-04-07T10:34:00Z,5.00,96.00
2026-04-07T10:35:00Z,6.00,94.99
2026-04-07T10:36:00Z,6.00,94.96
2026-04-07T10:37:00Z,6.00,94.96
2026-04-07T10:38:00Z,5.82,95.00
2026-04-07T10:39:00Z,6.36,95.00
2026-04-07T10:40:00Z,5.41,95.00
2026-04-07T10:41:00Z,5.00,95.00
2026-04-07T10:42:00Z,5.22,95.81
2026-04-07T10:43:00Z,4.06,96.00
2026-04-07T10:44:00Z,4.51,95.00
2026-04-07T10:45:00Z,5.58,96.00
2026-04-07T10:46:00Z,2.97,97.00
2026-04-07T10:47:00Z,3.00,97.00
2026-04-07T10:48:00Z,2.00,97.25
2026-04-07T10:49:00Z,2.51,97.93
2026-04-07T10:50:00Z,2.00,98.93
2026-04-07T10:51:00Z,2.16,98.11
2026-04-07T10:52:00Z,2.92,97.00
2026-04-07T10:53:00Z,2.00,98.68
2026-04-07T10:54:00Z,1.96,98.68
2026-04-07T10:55:00Z,2.96,99.00
2026-04-07T10:56:00Z,2.75,99.00
2026-04-07T10:57:00Z,3.00,97.02
2026-04-07T10:58:00Z,3.00,98.00
2026-04-07T10:59:00Z,3.00,98.00
2026-04-07T11:00:00Z,2.00,98.00
2026-04-07T11:01:00Z,2.05,98.00
2026-04-07T11:02:00Z,2.96,98.00
2026-04-07T11:03:00Z,2.87,98.00
2026-04-07T11:04:00Z,2.95,98.00
2026-04-07T11:05:00Z,1.09,98.96
2026-04-07T11:06:00Z,1.02,99.00
2026-04-07T11:07:00Z,1.22,98.99
2026-04-07T11:08:00Z,1.96,99.00
2026-04-07T11:09:00Z,1.93,98.00
2026-04-07T11:10:00Z,1.66,98.00
2026-04-07T11:11:00Z,1.11,98.00
2026-04-07T11:12:00Z,1.00,98.00
2026-04-07T11:13:00Z,1.91,99.00
2026-04-07T11:14:00Z,2.00,99.00
2026-04-07T11:16:00Z,1.00,99.00
2026-04-07T11:17:00Z,1.00,99.00
2026-04-07T11:18:00Z,1.00,99.00
2026-04-07T11:22:00Z,1.00,99.00
2026-04-07T11:23:00Z,1.00,99.00
2026-04-07T11:30:00Z,1.00,99.00
2026-04-07T11:32:00Z,1.00,99.00
