# event_ticker=KXATPMATCH-26APR07HUMSIN
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Jannik Sinner
# fav_player=Ugo Humbert
# dog_player=Jannik Sinner
# kalshi_date=2026-04-07
timestamp,Ugo Humbert,Jannik Sinner
2026-04-06T22:31:00Z,6.00,
2026-04-06T22:36:00Z,6.00,96.00
2026-04-06T22:37:00Z,6.00,96.00
2026-04-06T22:50:00Z,6.00,96.00
2026-04-06T22:58:00Z,6.00,96.00
2026-04-06T23:07:00Z,6.00,96.00
2026-04-06T23:09:00Z,6.00,96.00
2026-04-06T23:13:00Z,6.00,96.00
2026-04-06T23:26:00Z,6.00,96.00
2026-04-06T23:41:00Z,6.00,96.00
2026-04-06T23:48:00Z,6.00,96.00
2026-04-06T23:56:00Z,6.00,96.00
2026-04-06T23:57:00Z,6.00,96.00
2026-04-07T00:00:00Z,6.00,96.00
2026-04-07T00:03:00Z,6.00,96.00
2026-04-07T00:05:00Z,6.00,96.00
2026-04-07T00:09:00Z,6.00,96.00
2026-04-07T00:19:00Z,6.00,96.00
2026-04-07T00:20:00Z,6.00,96.00
2026-04-07T00:24:00Z,6.00,96.00
2026-04-07T00:25:00Z,6.00,95.00
2026-04-07T00:29:00Z,6.00,96.00
2026-04-07T00:30:00Z,6.00,95.00
2026-04-07T00:37:00Z,6.00,95.00
2026-04-07T00:39:00Z,6.00,95.00
2026-04-07T00:41:00Z,6.00,95.00
2026-04-07T00:44:00Z,6.00,96.00
2026-04-07T00:45:00Z,5.00,96.00
2026-04-07T00:46:00Z,5.00,96.00
2026-04-07T00:47:00Z,5.00,96.00
2026-04-07T00:48:00Z,5.00,96.00
2026-04-07T00:50:00Z,5.00,96.00
2026-04-07T00:57:00Z,6.00,96.00
2026-04-07T00:58:00Z,6.00,95.00
2026-04-07T01:00:00Z,6.00,96.00
2026-04-07T01:07:00Z,6.00,96.00
2026-04-07T01:09:00Z,6.00,96.00
2026-04-07T01:10:00Z,5.00,96.00
2026-04-07T01:20:00Z,6.00,96.00
2026-04-07T01:52:00Z,6.00,96.00
2026-04-07T01:56:00Z,6.00,96.00
2026-04-07T02:08:00Z,6.00,96.00
2026-04-07T02:09:00Z,6.00,96.00
2026-04-07T02:11:00Z,6.00,96.00
2026-04-07T02:12:00Z,6.00,96.00
2026-04-07T02:15:00Z,6.00,96.00
2026-04-07T02:16:00Z,6.00,96.00
2026-04-07T02:17:00Z,6.00,95.00
2026-04-07T02:20:00Z,6.00,95.00
2026-04-07T02:23:00Z,6.00,95.00
2026-04-07T02:31:00Z,6.00,96.00
2026-04-07T02:36:00Z,6.00,96.00
2026-04-07T02:39:00Z,6.00,96.00
2026-04-07T02:40:00Z,6.00,96.00
2026-04-07T02:46:00Z,6.00,96.00
2026-04-07T02:47:00Z,6.00,96.00
2026-04-07T02:51:00Z,6.00,96.00
2026-04-07T02:53:00Z,5.00,96.00
2026-04-07T03:09:00Z,5.00,96.00
2026-04-07T03:18:00Z,6.00,96.00
2026-04-07T03:19:00Z,6.00,96.00
2026-04-07T03:23:00Z,6.00,96.00
2026-04-07T03:34:00Z,6.00,96.00
2026-04-07T03:35:00Z,6.00,96.00
2026-04-07T03:37:00Z,6.00,96.00
2026-04-07T03:38:00Z,6.00,96.00
2026-04-07T03:39:00Z,6.00,96.00
2026-04-07T03:41:00Z,6.00,96.00
2026-04-07T03:47:00Z,6.00,96.00
2026-04-07T03:54:00Z,6.00,96.00
2026-04-07T03:57:00Z,6.00,96.00
2026-04-07T04:00:00Z,6.00,96.00
2026-04-07T04:07:00Z,6.00,96.00
2026-04-07T04:13:00Z,6.00,96.00
2026-04-07T04:16:00Z,6.00,96.00
2026-04-07T04:17:00Z,6.00,96.00
2026-04-07T04:21:00Z,6.00,96.00
2026-04-07T04:22:00Z,6.00,96.00
2026-04-07T04:24:00Z,6.00,96.00
2026-04-07T04:27:00Z,6.00,96.00
2026-04-07T04:28:00Z,6.00,96.00
2026-04-07T04:31:00Z,6.00,96.00
2026-04-07T04:38:00Z,6.00,96.00
2026-04-07T04:40:00Z,6.00,96.00
2026-04-07T04:41:00Z,5.01,96.00
2026-04-07T04:42:00Z,5.01,96.00
2026-04-07T05:00:00Z,5.00,96.00
2026-04-07T05:09:00Z,5.00,96.00
2026-04-07T05:11:00Z,5.00,96.00
2026-04-07T05:14:00Z,5.00,96.00
2026-04-07T05:17:00Z,5.00,96.00
2026-04-07T05:19:00Z,5.00,96.00
2026-04-07T05:25:00Z,5.00,96.00
2026-04-07T05:29:00Z,5.00,96.00
2026-04-07T05:31:00Z,5.00,96.00
2026-04-07T05:36:00Z,6.00,96.00
2026-04-07T05:38:00Z,6.00,96.00
2026-04-07T05:39:00Z,6.00,96.00
2026-04-07T05:40:00Z,6.00,96.00
2026-04-07T05:44:00Z,6.00,96.00
2026-04-07T05:48:00Z,6.00,96.00
2026-04-07T05:52:00Z,6.00,96.00
2026-04-07T05:55:00Z,6.00,96.00
2026-04-07T06:01:00Z,6.00,96.00
2026-04-07T06:06:00Z,6.00,96.98
2026-04-07T06:10:00Z,6.00,97.00
2026-04-07T06:13:00Z,5.00,97.00
2026-04-07T06:14:00Z,5.10,97.00
2026-04-07T06:16:00Z,6.00,97.00
2026-04-07T06:20:00Z,6.00,97.00
2026-04-07T06:27:00Z,5.00,96.00
2026-04-07T06:29:00Z,6.00,96.00
2026-04-07T06:31:00Z,5.00,96.00
2026-04-07T06:37:00Z,5.00,96.00
2026-04-07T06:38:00Z,5.00,96.00
2026-04-07T06:46:00Z,6.00,96.00
2026-04-07T06:50:00Z,6.00,96.00
2026-04-07T06:51:00Z,6.00,96.00
2026-04-07T06:58:00Z,6.00,96.00
2026-04-07T07:00:00Z,6.00,96.00
2026-04-07T07:01:00Z,6.00,96.00
2026-04-07T07:03:00Z,6.00,96.00
2026-04-07T07:10:00Z,6.00,96.00
2026-04-07T07:11:00Z,5.00,96.00
2026-04-07T07:12:00Z,4.00,96.00
2026-04-07T07:13:00Z,5.00,96.00
2026-04-07T07:14:00Z,5.00,96.00
2026-04-07T07:15:00Z,4.00,96.00
2026-04-07T07:16:00Z,5.00,96.00
2026-04-07T07:22:00Z,5.00,97.00
2026-04-07T07:23:00Z,5.00,97.00
2026-04-07T07:33:00Z,5.00,97.00
2026-04-07T07:42:00Z,5.00,97.00
2026-04-07T07:43:00Z,5.00,97.00
2026-04-07T07:50:00Z,5.00,97.00
2026-04-07T07:55:00Z,5.00,97.00
2026-04-07T07:58:00Z,5.00,97.00
2026-04-07T08:01:00Z,5.00,97.00
2026-04-07T08:03:00Z,5.00,97.00
2026-04-07T08:09:00Z,5.00,97.00
2026-04-07T08:11:00Z,5.00,97.00
2026-04-07T08:13:00Z,5.00,97.00
2026-04-07T08:15:00Z,5.00,97.00
2026-04-07T08:17:00Z,5.00,97.00
2026-04-07T08:20:00Z,5.00,97.00
2026-04-07T08:22:00Z,5.00,97.00
2026-04-07T08:23:00Z,5.00,97.00
2026-04-07T08:32:00Z,5.00,97.00
2026-04-07T08:35:00Z,5.00,96.00
2026-04-07T08:42:00Z,5.00,96.00
2026-04-07T08:50:00Z,5.00,97.00
2026-04-07T08:55:00Z,5.00,97.00
2026-04-07T08:57:00Z,5.00,97.00
2026-04-07T09:01:00Z,4.00,97.00
2026-04-07T09:02:00Z,4.00,97.00
2026-04-07T09:04:00Z,4.00,97.00
2026-04-07T09:05:00Z,4.00,97.00
2026-04-07T09:11:00Z,4.00,97.00
2026-04-07T09:13:00Z,4.00,97.00
2026-04-07T09:15:00Z,4.00,97.00
2026-04-07T09:17:00Z,4.00,97.00
2026-04-07T09:19:00Z,4.00,97.00
2026-04-07T09:20:00Z,4.00,97.00
2026-04-07T09:21:00Z,4.00,97.00
2026-04-07T09:26:00Z,5.00,97.00
2026-04-07T09:30:00Z,5.00,97.00
2026-04-07T09:31:00Z,5.00,96.00
2026-04-07T09:32:00Z,5.00,96.00
2026-04-07T09:39:00Z,5.00,97.00
2026-04-07T09:41:00Z,5.00,97.00
2026-04-07T09:42:00Z,4.00,96.00
2026-04-07T09:43:00Z,4.00,96.00
2026-04-07T09:46:00Z,4.00,96.00
2026-04-07T09:52:00Z,4.00,96.00
2026-04-07T09:54:00Z,4.00,96.00
2026-04-07T09:55:00Z,4.00,96.00
2026-04-07T09:56:00Z,4.00,96.00
2026-04-07T09:58:00Z,4.00,96.00
2026-04-07T09:59:00Z,4.00,96.00
2026-04-07T10:00:00Z,4.00,96.00
