# event_ticker=KXATPMATCH-26FEB09GRESTR
# final_score=6-0 6-4
# score_resolution=0-6 4-6
# match_winner=Jan-Lennard Struff
# fav_player=Hugo Grenier
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-02-09
timestamp,Hugo Grenier,Jan-Lennard Struff
2026-02-10T11:51:00Z,30.00,72.00
2026-02-10T11:58:00Z,30.00,72.00
2026-02-10T12:02:00Z,30.00,72.00
2026-02-10T12:07:00Z,30.00,72.00
2026-02-10T12:13:00Z,30.00,72.00
2026-02-10T12:15:00Z,29.00,72.00
2026-02-10T12:25:00Z,29.00,72.00
2026-02-10T12:26:00Z,29.00,72.00
2026-02-10T12:28:00Z,29.00,72.00
2026-02-10T12:34:00Z,29.00,72.00
2026-02-10T12:36:00Z,29.00,72.00
2026-02-10T12:39:00Z,29.00,72.00
2026-02-10T12:44:00Z,30.00,72.00
2026-02-10T12:46:00Z,29.00,72.00
2026-02-10T12:47:00Z,29.00,71.00
2026-02-10T12:48:00Z,29.00,71.00
2026-02-10T12:49:00Z,29.00,72.00
2026-02-10T12:54:00Z,29.00,72.00
2026-02-10T12:59:00Z,29.00,72.00
2026-02-10T13:02:00Z,29.00,72.00
2026-02-10T13:09:00Z,29.00,72.00
2026-02-10T13:10:00Z,29.00,72.00
2026-02-10T13:13:00Z,29.00,72.00
2026-02-10T13:15:00Z,29.00,72.00
2026-02-10T13:17:00Z,29.00,72.00
2026-02-10T13:21:00Z,29.00,72.00
2026-02-10T13:23:00Z,29.00,72.00
2026-02-10T13:24:00Z,29.00,72.00
2026-02-10T13:29:00Z,29.00,72.00
2026-02-10T13:33:00Z,29.77,72.00
2026-02-10T13:36:00Z,29.77,72.00
2026-02-10T13:38:00Z,29.77,71.17
2026-02-10T13:39:00Z,29.77,70.00
2026-02-10T13:40:00Z,30.00,71.00
2026-02-10T13:41:00Z,30.00,71.00
2026-02-10T13:42:00Z,30.00,71.00
2026-02-10T13:43:00Z,30.00,71.00
2026-02-10T13:44:00Z,30.00,71.00
2026-02-10T13:45:00Z,30.00,71.00
2026-02-10T13:46:00Z,31.00,71.00
2026-02-10T13:47:00Z,31.00,71.00
2026-02-10T13:48:00Z,30.00,71.00
2026-02-10T13:49:00Z,30.00,71.00
2026-02-10T13:50:00Z,30.00,71.00
2026-02-10T13:51:00Z,30.00,72.23
2026-02-10T13:52:00Z,29.93,73.28
2026-02-10T13:53:00Z,29.00,73.28
2026-02-10T13:55:00Z,29.00,72.98
2026-02-10T13:56:00Z,29.32,72.67
2026-02-10T13:57:00Z,29.32,73.99
2026-02-10T13:58:00Z,29.50,72.00
2026-02-10T13:59:00Z,30.00,72.00
2026-02-10T14:00:00Z,30.01,71.31
2026-02-10T14:01:00Z,27.00,74.36
2026-02-10T14:02:00Z,29.53,75.92
2026-02-10T14:03:00Z,23.42,77.04
2026-02-10T14:04:00Z,20.00,79.71
2026-02-10T14:05:00Z,23.83,77.57
2026-02-10T14:06:00Z,18.02,80.60
2026-02-10T14:07:00Z,17.21,84.36
2026-02-10T14:08:00Z,17.43,85.21
2026-02-10T14:09:00Z,14.37,85.36
2026-02-10T14:10:00Z,13.55,87.00
2026-02-10T14:11:00Z,13.00,87.63
2026-02-10T14:12:00Z,10.79,90.00
2026-02-10T14:13:00Z,10.41,89.99
2026-02-10T14:14:00Z,10.00,89.80
2026-02-10T14:15:00Z,9.16,91.00
2026-02-10T14:16:00Z,10.57,91.00
2026-02-10T14:17:00Z,11.00,90.10
2026-02-10T14:18:00Z,10.25,90.60
2026-02-10T14:19:00Z,13.27,88.00
2026-02-10T14:20:00Z,9.63,88.13
2026-02-10T14:21:00Z,11.00,90.98
2026-02-10T14:22:00Z,10.58,91.00
2026-02-10T14:23:00Z,10.93,91.80
2026-02-10T14:24:00Z,9.81,92.65
2026-02-10T14:25:00Z,9.61,92.00
2026-02-10T14:26:00Z,9.00,91.01
2026-02-10T14:27:00Z,8.69,91.38
2026-02-10T14:28:00Z,8.87,94.57
2026-02-10T14:29:00Z,7.89,94.26
2026-02-10T14:30:00Z,7.75,94.86
2026-02-10T14:31:00Z,4.86,96.82
2026-02-10T14:32:00Z,2.57,98.09
2026-02-10T14:33:00Z,3.00,98.02
2026-02-10T14:34:00Z,2.93,98.79
2026-02-10T14:35:00Z,3.66,97.02
2026-02-10T14:36:00Z,5.36,94.96
2026-02-10T14:37:00Z,7.99,94.01
2026-02-10T14:38:00Z,7.03,95.00
2026-02-10T14:39:00Z,4.07,95.98
2026-02-10T14:40:00Z,7.61,95.09
2026-02-10T14:41:00Z,11.36,91.96
2026-02-10T14:42:00Z,8.31,93.73
2026-02-10T14:43:00Z,8.97,91.89
2026-02-10T14:44:00Z,8.00,93.27
2026-02-10T14:45:00Z,8.00,93.92
2026-02-10T14:46:00Z,8.00,93.97
2026-02-10T14:47:00Z,8.55,93.01
2026-02-10T14:48:00Z,10.46,92.00
2026-02-10T14:49:00Z,7.77,94.05
2026-02-10T14:50:00Z,5.49,95.00
2026-02-10T14:51:00Z,4.54,95.53
2026-02-10T14:52:00Z,8.63,92.13
2026-02-10T14:53:00Z,8.79,92.15
2026-02-10T14:54:00Z,8.19,93.37
2026-02-10T14:55:00Z,7.27,93.00
2026-02-10T14:56:00Z,7.90,93.00
2026-02-10T14:57:00Z,9.61,91.36
2026-02-10T14:58:00Z,10.09,89.63
2026-02-10T14:59:00Z,10.63,91.99
2026-02-10T15:00:00Z,9.24,91.21
2026-02-10T15:01:00Z,8.26,92.00
2026-02-10T15:02:00Z,8.13,92.61
2026-02-10T15:03:00Z,6.52,95.24
2026-02-10T15:04:00Z,2.45,98.13
2026-02-10T15:05:00Z,2.45,99.00
2026-02-10T15:06:00Z,1.00,99.00
2026-02-10T15:07:00Z,1.00,99.00
