# event_ticker=KXATPCHALLENGERMATCH-26FEB17GOMGIL
# final_score=6-4 3-6 7-6(2)
# score_resolution=4-6 6-3 6-7
# match_winner=Felix Gill
# fav_player=Federico Agustin Gomez
# dog_player=Felix Gill
# kalshi_date=2026-02-17
timestamp,Federico Agustin Gomez,Felix Gill
2026-02-16T23:03:00Z,66.00,
2026-02-17T02:09:00Z,66.00,
2026-02-17T02:35:00Z,66.00,
2026-02-17T02:40:00Z,66.00,
2026-02-17T02:53:00Z,66.00,
2026-02-17T03:03:00Z,66.00,
2026-02-17T03:16:00Z,66.00,
2026-02-17T04:29:00Z,66.00,
2026-02-17T04:30:00Z,66.00,
2026-02-17T04:31:00Z,66.00,
2026-02-17T04:32:00Z,66.00,
2026-02-17T04:38:00Z,66.00,37.00
2026-02-17T04:45:00Z,66.00,37.00
2026-02-17T04:47:00Z,66.00,37.00
2026-02-17T04:53:00Z,66.00,37.00
2026-02-17T04:54:00Z,66.00,37.00
2026-02-17T05:19:00Z,66.00,37.00
2026-02-17T05:43:00Z,66.00,37.00
2026-02-17T05:44:00Z,66.00,34.00
2026-02-17T05:49:00Z,66.00,34.00
2026-02-17T05:53:00Z,66.00,34.00
2026-02-17T06:10:00Z,67.00,34.00
2026-02-17T06:15:00Z,67.00,37.00
2026-02-17T06:23:00Z,67.00,37.00
2026-02-17T06:32:00Z,67.00,37.00
2026-02-17T06:43:00Z,67.00,37.00
2026-02-17T06:54:00Z,67.00,37.00
2026-02-17T07:00:00Z,67.00,37.00
2026-02-17T07:19:00Z,67.00,37.00
2026-02-17T07:26:00Z,67.00,37.00
2026-02-17T07:37:00Z,67.00,37.00
2026-02-17T07:44:00Z,67.00,37.00
2026-02-17T08:07:00Z,67.00,37.00
2026-02-17T08:31:00Z,67.00,37.00
2026-02-17T08:33:00Z,67.00,37.00
2026-02-17T08:59:00Z,67.00,37.00
2026-02-17T09:05:00Z,65.00,37.00
2026-02-17T09:06:00Z,65.00,37.00
2026-02-17T09:16:00Z,65.00,37.00
2026-02-17T09:22:00Z,65.00,37.00
2026-02-17T09:23:00Z,65.00,37.00
2026-02-17T09:27:00Z,65.00,37.00
2026-02-17T09:34:00Z,65.00,37.00
2026-02-17T09:37:00Z,66.00,37.00
2026-02-17T09:39:00Z,66.00,37.00
2026-02-17T09:41:00Z,66.00,37.00
2026-02-17T09:44:00Z,66.00,37.00
2026-02-17T09:49:00Z,66.00,37.00
2026-02-17T09:50:00Z,66.00,37.00
2026-02-17T09:56:00Z,66.00,37.00
2026-02-17T10:00:00Z,66.00,37.00
2026-02-17T10:02:00Z,66.00,37.00
2026-02-17T10:03:00Z,66.00,37.00
2026-02-17T10:07:00Z,66.00,37.00
2026-02-17T10:15:00Z,66.00,37.00
2026-02-17T10:18:00Z,66.00,37.00
2026-02-17T10:19:00Z,66.00,37.00
2026-02-17T10:21:00Z,66.00,36.98
2026-02-17T10:22:00Z,66.05,36.88
2026-02-17T10:23:00Z,64.72,36.00
2026-02-17T10:24:00Z,62.85,36.00
2026-02-17T10:25:00Z,68.07,37.00
2026-02-17T10:26:00Z,68.37,33.51
2026-02-17T10:27:00Z,68.00,33.00
2026-02-17T10:28:00Z,68.80,32.00
2026-02-17T10:29:00Z,67.57,32.23
2026-02-17T10:30:00Z,63.01,38.34
2026-02-17T10:31:00Z,63.22,38.71
2026-02-17T10:32:00Z,63.18,41.02
2026-02-17T10:33:00Z,52.31,51.00
2026-02-17T10:34:00Z,54.22,55.36
2026-02-17T10:35:00Z,58.79,43.89
2026-02-17T10:36:00Z,63.26,36.84
2026-02-17T10:37:00Z,64.96,37.00
2026-02-17T10:38:00Z,65.55,34.37
2026-02-17T10:39:00Z,66.25,36.72
2026-02-17T10:40:00Z,60.31,42.30
2026-02-17T10:41:00Z,59.70,42.30
2026-02-17T10:42:00Z,58.00,48.39
2026-02-17T10:43:00Z,47.34,55.97
2026-02-17T10:44:00Z,46.20,56.66
2026-02-17T10:45:00Z,40.50,61.83
2026-02-17T10:46:00Z,39.67,64.91
2026-02-17T10:47:00Z,36.30,63.10
2026-02-17T10:48:00Z,42.32,61.00
2026-02-17T10:49:00Z,37.25,60.61
2026-02-17T10:50:00Z,46.35,60.61
2026-02-17T10:51:00Z,45.88,55.00
2026-02-17T10:52:00Z,42.91,60.41
2026-02-17T10:53:00Z,37.01,63.21
2026-02-17T10:54:00Z,34.87,62.09
2026-02-17T10:55:00Z,34.99,66.00
2026-02-17T10:56:00Z,37.49,66.00
2026-02-17T10:57:00Z,38.00,62.34
2026-02-17T10:58:00Z,45.14,58.37
2026-02-17T10:59:00Z,38.83,61.79
2026-02-17T11:00:00Z,41.63,61.16
2026-02-17T11:01:00Z,37.43,62.13
2026-02-17T11:02:00Z,33.61,67.00
2026-02-17T11:03:00Z,35.50,68.15
2026-02-17T11:04:00Z,27.00,70.33
2026-02-17T11:05:00Z,28.50,72.09
2026-02-17T11:06:00Z,30.42,69.95
2026-02-17T11:07:00Z,30.41,70.28
2026-02-17T11:08:00Z,29.72,68.56
2026-02-17T11:09:00Z,29.78,71.07
2026-02-17T11:10:00Z,34.19,67.90
2026-02-17T11:11:00Z,33.42,68.00
2026-02-17T11:12:00Z,30.04,69.00
2026-02-17T11:13:00Z,26.16,73.03
2026-02-17T11:14:00Z,26.21,73.14
2026-02-17T11:15:00Z,29.27,73.63
2026-02-17T11:16:00Z,24.71,75.28
2026-02-17T11:17:00Z,26.30,76.60
2026-02-17T11:18:00Z,27.65,72.97
2026-02-17T11:19:00Z,33.50,69.01
2026-02-17T11:20:00Z,38.69,63.91
2026-02-17T11:21:00Z,38.00,63.60
2026-02-17T11:22:00Z,38.09,64.00
2026-02-17T11:23:00Z,34.08,65.25
2026-02-17T11:24:00Z,36.75,61.43
2026-02-17T11:25:00Z,46.91,54.71
2026-02-17T11:26:00Z,45.26,53.66
2026-02-17T11:27:00Z,50.09,47.00
2026-02-17T11:28:00Z,52.00,47.00
2026-02-17T11:29:00Z,50.42,49.00
2026-02-17T11:30:00Z,53.83,45.62
2026-02-17T11:31:00Z,53.16,45.82
2026-02-17T11:32:00Z,50.01,48.15
2026-02-17T11:33:00Z,52.47,48.00
2026-02-17T11:34:00Z,55.01,44.55
2026-02-17T11:35:00Z,54.78,45.08
2026-02-17T11:36:00Z,55.00,47.00
2026-02-17T11:37:00Z,54.89,46.00
2026-02-17T11:38:00Z,55.58,46.00
2026-02-17T11:39:00Z,53.89,48.00
2026-02-17T11:40:00Z,53.28,47.57
2026-02-17T11:41:00Z,55.74,46.00
2026-02-17T11:42:00Z,57.86,43.29
2026-02-17T11:43:00Z,58.01,43.00
2026-02-17T11:44:00Z,62.39,38.33
2026-02-17T11:45:00Z,60.50,39.06
2026-02-17T11:46:00Z,60.28,37.26
2026-02-17T11:47:00Z,60.46,39.97
2026-02-17T11:48:00Z,61.45,36.13
2026-02-17T11:49:00Z,57.65,36.13
2026-02-17T11:50:00Z,59.62,42.00
2026-02-17T11:51:00Z,57.44,43.00
2026-02-17T11:52:00Z,55.83,41.00
2026-02-17T11:53:00Z,59.41,41.48
2026-02-17T11:54:00Z,57.68,41.17
2026-02-17T11:55:00Z,55.31,45.52
2026-02-17T11:56:00Z,52.46,48.38
2026-02-17T11:57:00Z,50.79,51.21
2026-02-17T11:58:00Z,49.06,52.45
2026-02-17T11:59:00Z,54.97,48.96
2026-02-17T12:00:00Z,54.66,46.13
2026-02-17T12:01:00Z,53.72,48.80
2026-02-17T12:02:00Z,59.42,45.00
2026-02-17T12:03:00Z,54.68,48.00
2026-02-17T12:04:00Z,60.59,38.11
2026-02-17T12:05:00Z,61.75,36.00
2026-02-17T12:06:00Z,50.98,49.28
2026-02-17T12:07:00Z,50.07,51.22
2026-02-17T12:08:00Z,46.16,55.02
2026-02-17T12:09:00Z,54.87,47.34
2026-02-17T12:10:00Z,53.26,48.13
2026-02-17T12:11:00Z,54.37,49.00
2026-02-17T12:12:00Z,58.99,37.71
2026-02-17T12:13:00Z,72.90,33.16
2026-02-17T12:14:00Z,69.15,33.41
2026-02-17T12:15:00Z,60.89,41.42
2026-02-17T12:16:00Z,61.96,42.93
2026-02-17T12:17:00Z,63.62,32.25
2026-02-17T12:18:00Z,82.48,16.60
2026-02-17T12:19:00Z,84.11,16.98
2026-02-17T12:20:00Z,73.10,29.67
2026-02-17T12:21:00Z,78.67,22.65
2026-02-17T12:22:00Z,58.33,38.54
2026-02-17T12:23:00Z,55.60,47.16
2026-02-17T12:24:00Z,54.76,48.06
2026-02-17T12:25:00Z,51.57,51.01
2026-02-17T12:26:00Z,48.50,53.07
2026-02-17T12:27:00Z,46.44,60.35
2026-02-17T12:28:00Z,46.16,60.65
2026-02-17T12:29:00Z,56.18,46.46
2026-02-17T12:30:00Z,56.89,44.50
2026-02-17T12:31:00Z,49.83,52.74
2026-02-17T12:32:00Z,47.84,55.26
2026-02-17T12:33:00Z,45.18,56.00
2026-02-17T12:34:00Z,49.88,50.89
2026-02-17T12:35:00Z,56.11,43.86
2026-02-17T12:36:00Z,56.35,46.75
2026-02-17T12:37:00Z,67.33,32.89
2026-02-17T12:38:00Z,55.91,46.08
2026-02-17T12:39:00Z,45.75,53.85
2026-02-17T12:40:00Z,47.34,54.66
2026-02-17T12:41:00Z,40.16,56.88
2026-02-17T12:42:00Z,50.99,51.68
2026-02-17T12:43:00Z,56.10,44.47
2026-02-17T12:44:00Z,49.46,47.61
2026-02-17T12:45:00Z,33.92,67.92
2026-02-17T12:46:00Z,45.32,57.57
2026-02-17T12:47:00Z,51.10,60.23
2026-02-17T12:48:00Z,23.61,74.14
2026-02-17T12:49:00Z,9.42,90.77
2026-02-17T12:50:00Z,2.98,98.93
2026-02-17T12:51:00Z,1.00,99.00
2026-02-17T12:52:00Z,1.00,99.00
