# event_ticker=KXATPMATCH-26MAR18JODHAN
# final_score=6-4 4-6 6-1
# score_resolution=4-6 6-4 1-6
# match_winner=Rafael Jodar
# fav_player=Yannick Hanfmann
# dog_player=Rafael Jodar
# kalshi_date=2026-03-18
timestamp,Yannick Hanfmann,Rafael Jodar
2026-03-19T02:47:00Z,,61.00
2026-03-19T03:42:00Z,,61.00
2026-03-19T04:09:00Z,41.00,61.00
2026-03-19T04:12:00Z,41.00,59.00
2026-03-19T04:13:00Z,41.00,59.00
2026-03-19T04:24:00Z,41.00,61.00
2026-03-19T04:25:00Z,41.00,61.00
2026-03-19T04:27:00Z,41.00,61.00
2026-03-19T04:32:00Z,41.00,59.00
2026-03-19T04:35:00Z,41.00,59.00
2026-03-19T04:36:00Z,41.00,59.00
2026-03-19T04:37:00Z,41.00,59.00
2026-03-19T04:42:00Z,41.00,59.00
2026-03-19T04:45:00Z,41.00,59.00
2026-03-19T04:54:00Z,41.00,61.00
2026-03-19T04:57:00Z,41.00,61.00
2026-03-19T04:58:00Z,41.00,61.00
2026-03-19T04:59:00Z,41.00,61.00
2026-03-19T05:00:00Z,41.00,61.00
2026-03-19T05:03:00Z,41.00,61.00
2026-03-19T05:12:00Z,41.00,61.00
2026-03-19T05:16:00Z,41.00,61.00
2026-03-19T05:19:00Z,41.00,61.00
2026-03-19T05:23:00Z,41.00,61.00
2026-03-19T05:28:00Z,41.00,61.00
2026-03-19T05:32:00Z,41.00,61.00
2026-03-19T05:38:00Z,41.00,61.00
2026-03-19T05:41:00Z,40.00,61.00
2026-03-19T05:54:00Z,40.00,61.00
2026-03-19T06:18:00Z,40.00,60.00
2026-03-19T06:20:00Z,40.00,60.00
2026-03-19T06:21:00Z,40.00,60.00
2026-03-19T06:25:00Z,40.00,60.00
2026-03-19T06:26:00Z,40.00,60.00
2026-03-19T06:30:00Z,40.00,60.00
2026-03-19T06:37:00Z,40.00,60.00
2026-03-19T06:49:00Z,40.97,60.00
2026-03-19T06:50:00Z,41.00,60.00
2026-03-19T09:12:00Z,41.00,60.00
2026-03-19T09:13:00Z,41.00,60.00
2026-03-19T09:17:00Z,41.00,60.00
2026-03-19T09:20:00Z,42.00,60.00
2026-03-19T09:39:00Z,42.00,60.00
2026-03-19T09:41:00Z,42.00,60.00
2026-03-19T09:46:00Z,42.00,60.00
2026-03-19T09:47:00Z,42.00,60.00
2026-03-19T09:49:00Z,42.00,60.00
2026-03-19T09:53:00Z,42.00,60.00
2026-03-19T09:56:00Z,42.00,60.00
2026-03-19T10:09:00Z,42.00,60.00
2026-03-19T10:13:00Z,41.67,60.00
2026-03-19T10:29:00Z,41.00,60.00
2026-03-19T10:31:00Z,41.00,60.00
2026-03-19T10:32:00Z,41.00,60.00
2026-03-19T10:50:00Z,41.00,60.00
2026-03-19T10:52:00Z,41.00,60.00
2026-03-19T11:01:00Z,42.00,60.00
2026-03-19T11:03:00Z,42.00,60.00
2026-03-19T11:06:00Z,42.00,60.00
2026-03-19T11:18:00Z,42.00,60.00
2026-03-19T11:20:00Z,42.00,60.00
2026-03-19T11:25:00Z,42.00,60.00
2026-03-19T11:26:00Z,42.00,60.00
2026-03-19T11:40:00Z,42.00,60.00
2026-03-19T11:43:00Z,42.00,60.00
2026-03-19T11:46:00Z,42.00,60.00
2026-03-19T11:53:00Z,42.00,60.00
2026-03-19T11:54:00Z,42.00,60.00
2026-03-19T11:55:00Z,42.00,60.00
2026-03-19T11:59:00Z,42.00,60.00
2026-03-19T12:01:00Z,42.00,60.00
2026-03-19T12:02:00Z,42.00,60.00
2026-03-19T12:04:00Z,42.00,60.00
2026-03-19T12:06:00Z,42.00,60.00
2026-03-19T12:13:00Z,42.00,60.00
2026-03-19T12:18:00Z,42.00,60.00
2026-03-19T12:19:00Z,42.00,59.00
2026-03-19T12:24:00Z,40.00,59.00
2026-03-19T12:25:00Z,42.00,59.00
2026-03-19T12:26:00Z,42.00,59.00
2026-03-19T12:29:00Z,42.00,60.00
2026-03-19T12:33:00Z,42.00,60.00
2026-03-19T12:37:00Z,42.00,59.21
2026-03-19T12:42:00Z,42.00,60.00
2026-03-19T12:43:00Z,42.00,60.00
2026-03-19T12:44:00Z,42.00,60.00
2026-03-19T12:51:00Z,40.00,60.00
2026-03-19T12:52:00Z,40.00,60.00
2026-03-19T13:03:00Z,40.00,60.00
2026-03-19T13:06:00Z,40.00,60.00
2026-03-19T13:07:00Z,41.00,59.00
2026-03-19T13:08:00Z,41.00,59.00
2026-03-19T13:16:00Z,43.00,59.00
2026-03-19T13:20:00Z,44.00,59.00
2026-03-19T13:21:00Z,44.00,59.00
2026-03-19T13:22:00Z,44.00,59.00
2026-03-19T13:23:00Z,44.00,59.00
2026-03-19T13:24:00Z,44.00,59.00
2026-03-19T13:25:00Z,44.35,59.00
2026-03-19T13:30:00Z,44.00,59.00
2026-03-19T13:33:00Z,44.00,59.00
2026-03-19T13:34:00Z,44.00,59.00
2026-03-19T13:37:00Z,44.00,59.00
2026-03-19T13:38:00Z,44.00,57.08
2026-03-19T13:39:00Z,44.00,58.00
2026-03-19T13:40:00Z,44.00,58.00
2026-03-19T13:41:00Z,44.00,58.00
2026-03-19T13:43:00Z,44.00,58.00
2026-03-19T13:44:00Z,44.00,58.00
2026-03-19T13:45:00Z,44.00,58.00
2026-03-19T13:46:00Z,44.00,58.00
2026-03-19T13:47:00Z,44.00,58.00
2026-03-19T13:48:00Z,44.00,58.00
