# event_ticker=KXATPCHALLENGERMATCH-26APR03MIDDEL
# final_score=7-6(6) 6-1
# score_resolution=7-6 6-1
# match_winner=Hugo Dellien
# fav_player=Hugo Dellien
# dog_player=Lautaro Midon
# kalshi_date=2026-04-03
timestamp,Hugo Dellien,Lautaro Midon
2026-04-03T18:00:00Z,65.44,36.00
2026-04-03T18:01:00Z,64.03,36.00
2026-04-03T18:02:00Z,67.00,35.00
2026-04-03T18:04:00Z,67.00,35.00
2026-04-03T18:06:00Z,67.00,36.00
2026-04-03T18:07:00Z,67.00,36.00
2026-04-03T18:09:00Z,67.00,36.00
2026-04-03T18:14:00Z,67.00,36.00
2026-04-03T18:18:00Z,66.85,36.00
2026-04-03T18:20:00Z,67.00,36.00
2026-04-03T18:22:00Z,67.00,35.00
2026-04-03T18:23:00Z,67.00,35.94
2026-04-03T18:24:00Z,67.00,35.76
2026-04-03T18:28:00Z,67.00,36.00
2026-04-03T18:36:00Z,66.72,36.00
2026-04-03T18:37:00Z,66.72,36.00
2026-04-03T18:38:00Z,66.72,35.00
2026-04-03T18:40:00Z,66.00,35.00
2026-04-03T18:44:00Z,66.00,33.59
2026-04-03T18:47:00Z,67.00,35.84
2026-04-03T18:48:00Z,67.00,35.92
2026-04-03T18:50:00Z,67.00,35.80
2026-04-03T18:51:00Z,67.00,35.80
2026-04-03T18:52:00Z,66.00,35.00
2026-04-03T18:53:00Z,67.00,35.00
2026-04-03T18:54:00Z,67.00,35.04
2026-04-03T18:55:00Z,67.00,35.04
2026-04-03T18:57:00Z,67.00,35.00
2026-04-03T19:00:00Z,67.00,35.00
2026-04-03T19:01:00Z,67.03,35.87
2026-04-03T19:03:00Z,67.00,35.87
2026-04-03T19:05:00Z,67.00,35.87
2026-04-03T19:06:00Z,67.00,35.00
2026-04-03T19:07:00Z,67.00,35.00
2026-04-03T19:08:00Z,67.00,35.00
2026-04-03T19:09:00Z,67.00,35.00
2026-04-03T19:10:00Z,67.00,35.00
2026-04-03T19:11:00Z,65.32,38.01
2026-04-03T19:12:00Z,59.97,41.91
2026-04-03T19:13:00Z,55.51,44.14
2026-04-03T19:14:00Z,53.51,47.59
2026-04-03T19:15:00Z,53.00,49.82
2026-04-03T19:16:00Z,47.05,54.14
2026-04-03T19:17:00Z,47.68,54.20
2026-04-03T19:18:00Z,46.88,53.19
2026-04-03T19:19:00Z,49.62,50.82
2026-04-03T19:20:00Z,51.00,49.92
2026-04-03T19:21:00Z,53.52,50.89
2026-04-03T19:22:00Z,51.00,50.30
2026-04-03T19:23:00Z,45.20,54.56
2026-04-03T19:24:00Z,45.33,53.22
2026-04-03T19:25:00Z,44.34,56.12
2026-04-03T19:26:00Z,45.23,55.72
2026-04-03T19:27:00Z,49.21,51.42
2026-04-03T19:28:00Z,51.87,51.59
2026-04-03T19:29:00Z,52.44,49.48
2026-04-03T19:30:00Z,56.48,42.62
2026-04-03T19:31:00Z,59.34,40.69
2026-04-03T19:32:00Z,63.12,36.74
2026-04-03T19:33:00Z,64.21,36.53
2026-04-03T19:34:00Z,68.17,31.65
2026-04-03T19:35:00Z,70.29,29.78
2026-04-03T19:36:00Z,70.73,30.59
2026-04-03T19:37:00Z,72.62,28.15
2026-04-03T19:38:00Z,77.59,22.90
2026-04-03T19:39:00Z,82.85,16.84
2026-04-03T19:40:00Z,79.86,20.42
2026-04-03T19:41:00Z,72.05,28.34
2026-04-03T19:42:00Z,64.94,34.41
2026-04-03T19:43:00Z,63.71,38.19
2026-04-03T19:44:00Z,62.85,36.44
2026-04-03T19:45:00Z,51.72,48.71
2026-04-03T19:46:00Z,44.75,55.33
2026-04-03T19:47:00Z,46.27,55.90
2026-04-03T19:48:00Z,58.07,47.51
2026-04-03T19:49:00Z,47.81,51.89
2026-04-03T19:50:00Z,47.81,54.69
2026-04-03T19:51:00Z,53.90,50.47
2026-04-03T19:52:00Z,63.56,36.39
2026-04-03T19:53:00Z,60.32,37.80
2026-04-03T19:54:00Z,66.79,31.16
2026-04-03T19:55:00Z,64.14,36.47
2026-04-03T19:56:00Z,55.67,40.22
2026-04-03T19:57:00Z,62.20,39.60
2026-04-03T19:58:00Z,65.80,36.18
2026-04-03T19:59:00Z,70.74,29.93
2026-04-03T20:00:00Z,71.60,30.14
2026-04-03T20:01:00Z,70.82,32.38
2026-04-03T20:02:00Z,72.02,28.20
2026-04-03T20:03:00Z,80.34,19.79
2026-04-03T20:04:00Z,74.81,26.12
2026-04-03T20:05:00Z,76.78,25.57
2026-04-03T20:06:00Z,64.83,34.82
2026-04-03T20:07:00Z,66.86,33.42
2026-04-03T20:08:00Z,64.61,34.87
2026-04-03T20:09:00Z,56.70,45.10
2026-04-03T20:10:00Z,55.23,47.26
2026-04-03T20:11:00Z,50.01,50.88
2026-04-03T20:12:00Z,45.19,53.91
2026-04-03T20:13:00Z,47.06,53.73
2026-04-03T20:14:00Z,44.97,57.47
2026-04-03T20:15:00Z,54.51,47.42
2026-04-03T20:16:00Z,59.01,43.10
2026-04-03T20:17:00Z,68.05,32.34
2026-04-03T20:18:00Z,82.18,16.55
2026-04-03T20:19:00Z,81.27,18.53
2026-04-03T20:20:00Z,81.58,18.96
2026-04-03T20:21:00Z,81.10,19.00
2026-04-03T20:22:00Z,81.94,18.82
2026-04-03T20:23:00Z,79.54,20.61
2026-04-03T20:24:00Z,80.20,20.08
2026-04-03T20:25:00Z,81.72,18.36
2026-04-03T20:26:00Z,81.66,19.91
2026-04-03T20:27:00Z,81.79,18.03
2026-04-03T20:28:00Z,84.98,16.61
2026-04-03T20:29:00Z,86.73,15.63
2026-04-03T20:30:00Z,89.84,9.93
2026-04-03T20:31:00Z,89.82,9.80
2026-04-03T20:32:00Z,90.87,10.59
2026-04-03T20:33:00Z,92.84,7.57
2026-04-03T20:34:00Z,94.46,6.55
2026-04-03T20:35:00Z,93.02,6.81
2026-04-03T20:36:00Z,91.62,9.50
2026-04-03T20:37:00Z,91.32,9.92
2026-04-03T20:38:00Z,91.39,9.57
2026-04-03T20:39:00Z,88.59,9.17
2026-04-03T20:40:00Z,93.40,7.88
2026-04-03T20:41:00Z,92.46,7.10
2026-04-03T20:42:00Z,93.93,6.12
2026-04-03T20:43:00Z,95.44,3.88
2026-04-03T20:44:00Z,96.67,2.40
2026-04-03T20:45:00Z,98.07,2.89
2026-04-03T20:46:00Z,98.99,1.62
2026-04-03T20:47:00Z,98.08,1.80
2026-04-03T20:48:00Z,98.06,1.76
2026-04-03T20:49:00Z,98.98,1.04
2026-04-03T20:50:00Z,97.36,1.75
2026-04-03T20:51:00Z,99.00,1.05
2026-04-03T20:52:00Z,99.00,1.96
2026-04-03T20:53:00Z,99.00,1.00
2026-04-03T20:54:00Z,99.00,1.00
2026-04-03T20:55:00Z,99.00,1.00
2026-04-03T20:56:00Z,99.00,1.00
2026-04-03T20:57:00Z,99.00,1.00
2026-04-03T20:58:00Z,99.00,1.00
2026-04-03T20:59:00Z,99.00,1.00
2026-04-03T21:01:00Z,99.00,1.00
2026-04-03T21:02:00Z,99.00,1.00
