# event_ticker=KXATPMATCH-26APR07MUSVAC
# final_score=7-6(6) 7-5
# score_resolution=6-7 5-7
# match_winner=Valentin Vacherot
# fav_player=Lorenzo Musetti
# dog_player=Valentin Vacherot
# kalshi_date=2026-04-07
timestamp,Lorenzo Musetti,Valentin Vacherot
2026-04-08T04:37:00Z,66.00,
2026-04-08T04:38:00Z,66.00,
2026-04-08T04:41:00Z,66.00,
2026-04-08T04:44:00Z,66.00,35.00
2026-04-08T04:46:00Z,66.00,35.00
2026-04-08T04:47:00Z,66.00,35.00
2026-04-08T04:50:00Z,66.00,35.00
2026-04-08T04:52:00Z,66.00,35.00
2026-04-08T04:53:00Z,66.00,35.00
2026-04-08T04:55:00Z,66.00,35.00
2026-04-08T05:05:00Z,66.00,35.00
2026-04-08T05:11:00Z,66.00,35.00
2026-04-08T05:14:00Z,66.00,35.00
2026-04-08T05:19:00Z,66.00,35.00
2026-04-08T05:21:00Z,66.00,35.00
2026-04-08T05:28:00Z,66.00,35.00
2026-04-08T05:33:00Z,66.00,35.00
2026-04-08T05:34:00Z,66.00,35.00
2026-04-08T05:35:00Z,66.00,35.00
2026-04-08T05:39:00Z,66.00,35.00
2026-04-08T05:40:00Z,66.00,35.00
2026-04-08T05:42:00Z,66.00,35.00
2026-04-08T05:43:00Z,66.00,35.00
2026-04-08T05:45:00Z,66.00,35.00
2026-04-08T05:50:00Z,67.00,35.00
2026-04-08T05:52:00Z,67.00,35.00
2026-04-08T05:53:00Z,67.00,35.00
2026-04-08T05:55:00Z,67.00,35.00
2026-04-08T06:02:00Z,67.00,35.00
2026-04-08T06:03:00Z,67.00,35.00
2026-04-08T06:05:00Z,67.00,35.00
2026-04-08T06:08:00Z,67.00,35.00
2026-04-08T06:10:00Z,67.00,35.00
2026-04-08T06:11:00Z,67.00,35.00
2026-04-08T06:15:00Z,67.00,35.00
2026-04-08T06:16:00Z,67.00,35.00
2026-04-08T06:28:00Z,66.00,35.00
2026-04-08T06:34:00Z,66.00,34.00
2026-04-08T06:35:00Z,66.00,35.00
2026-04-08T06:39:00Z,66.00,35.00
2026-04-08T06:40:00Z,66.00,35.00
2026-04-08T06:43:00Z,66.00,35.00
2026-04-08T06:45:00Z,67.00,35.00
2026-04-08T06:46:00Z,67.00,35.00
2026-04-08T06:54:00Z,67.00,35.00
2026-04-08T06:56:00Z,67.00,35.00
2026-04-08T06:58:00Z,67.00,35.00
2026-04-08T06:59:00Z,67.00,35.00
2026-04-08T07:01:00Z,67.00,35.00
2026-04-08T07:08:00Z,67.00,35.00
2026-04-08T07:09:00Z,67.00,35.00
2026-04-08T07:12:00Z,67.00,35.00
2026-04-08T07:15:00Z,67.00,35.00
2026-04-08T07:16:00Z,67.00,35.00
2026-04-08T07:20:00Z,67.00,35.00
2026-04-08T07:21:00Z,67.00,35.00
2026-04-08T07:29:00Z,67.00,35.00
2026-04-08T07:31:00Z,67.00,35.00
2026-04-08T07:43:00Z,67.00,35.00
2026-04-08T07:50:00Z,67.00,35.00
2026-04-08T08:13:00Z,67.00,35.00
2026-04-08T08:15:00Z,67.00,35.00
2026-04-08T08:24:00Z,67.00,35.00
2026-04-08T08:37:00Z,67.00,35.00
2026-04-08T08:41:00Z,67.00,35.00
2026-04-08T09:09:00Z,67.00,35.00
2026-04-08T09:16:00Z,67.00,35.00
2026-04-08T09:21:00Z,67.00,35.00
2026-04-08T09:23:00Z,67.00,35.00
2026-04-08T09:43:00Z,67.00,35.00
2026-04-08T10:05:00Z,67.00,35.00
2026-04-08T10:09:00Z,67.00,35.00
2026-04-08T10:15:00Z,67.00,35.00
2026-04-08T10:29:00Z,67.00,35.00
2026-04-08T10:30:00Z,67.00,35.00
2026-04-08T10:32:00Z,67.00,35.00
2026-04-08T10:33:00Z,67.00,35.00
2026-04-08T10:34:00Z,67.00,35.00
2026-04-08T10:40:00Z,67.00,35.00
2026-04-08T10:44:00Z,67.00,35.00
2026-04-08T10:46:00Z,67.00,35.00
2026-04-08T10:52:00Z,67.00,35.00
2026-04-08T10:54:00Z,67.00,35.00
2026-04-08T11:00:00Z,67.00,35.00
2026-04-08T11:01:00Z,67.00,35.00
2026-04-08T11:03:00Z,67.00,35.00
2026-04-08T11:07:00Z,67.00,35.00
2026-04-08T11:10:00Z,67.00,35.00
2026-04-08T11:14:00Z,67.00,35.00
2026-04-08T11:15:00Z,67.00,35.00
2026-04-08T11:17:00Z,67.00,35.00
2026-04-08T11:26:00Z,67.00,35.00
2026-04-08T11:27:00Z,67.00,35.00
2026-04-08T11:42:00Z,67.00,35.00
2026-04-08T11:44:00Z,67.00,35.00
2026-04-08T11:47:00Z,67.00,35.00
2026-04-08T11:48:00Z,67.00,35.00
2026-04-08T11:50:00Z,67.00,35.00
2026-04-08T11:52:00Z,67.00,35.00
2026-04-08T11:56:00Z,67.00,35.00
2026-04-08T11:57:00Z,67.00,35.00
2026-04-08T11:59:00Z,67.00,35.00
2026-04-08T12:02:00Z,67.00,35.00
2026-04-08T12:03:00Z,67.00,35.00
2026-04-08T12:04:00Z,67.00,35.00
2026-04-08T12:06:00Z,67.00,35.00
2026-04-08T12:09:00Z,67.00,35.00
2026-04-08T12:10:00Z,67.00,34.00
2026-04-08T12:11:00Z,67.00,34.00
2026-04-08T12:17:00Z,66.00,34.00
2026-04-08T12:22:00Z,67.00,34.00
2026-04-08T12:23:00Z,67.00,35.00
2026-04-08T12:25:00Z,67.00,35.00
2026-04-08T12:29:00Z,67.00,35.00
2026-04-08T12:32:00Z,67.00,35.00
2026-04-08T12:33:00Z,67.00,35.00
2026-04-08T12:34:00Z,67.00,35.00
2026-04-08T12:35:00Z,67.00,35.00
2026-04-08T12:38:00Z,67.00,35.00
2026-04-08T12:40:00Z,67.00,34.00
2026-04-08T12:45:00Z,67.00,34.00
2026-04-08T12:48:00Z,67.00,34.00
2026-04-08T12:53:00Z,67.00,34.00
2026-04-08T12:54:00Z,67.00,34.00
2026-04-08T12:55:00Z,67.00,34.00
2026-04-08T12:57:00Z,67.00,33.00
2026-04-08T12:58:00Z,67.00,34.00
2026-04-08T13:00:00Z,67.00,34.00
2026-04-08T13:01:00Z,67.00,34.00
2026-04-08T13:02:00Z,67.00,34.00
2026-04-08T13:04:00Z,67.00,34.00
2026-04-08T13:08:00Z,67.00,34.00
2026-04-08T13:09:00Z,67.00,35.00
2026-04-08T13:10:00Z,67.00,35.00
2026-04-08T13:15:00Z,67.00,35.00
2026-04-08T13:16:00Z,66.00,35.00
2026-04-08T13:18:00Z,67.00,35.00
2026-04-08T13:20:00Z,67.00,35.00
2026-04-08T13:21:00Z,67.00,35.00
2026-04-08T13:23:00Z,67.00,35.00
2026-04-08T13:25:00Z,67.00,35.00
2026-04-08T13:28:00Z,67.00,34.00
2026-04-08T13:34:00Z,68.00,35.00
2026-04-08T13:35:00Z,68.00,33.00
2026-04-08T13:36:00Z,68.00,34.00
2026-04-08T13:37:00Z,68.00,34.00
2026-04-08T13:38:00Z,68.00,34.53
2026-04-08T13:39:00Z,68.00,35.00
2026-04-08T13:40:00Z,68.00,35.00
2026-04-08T13:42:00Z,68.00,35.00
2026-04-08T13:44:00Z,68.00,35.00
2026-04-08T13:45:00Z,68.00,35.00
2026-04-08T13:48:00Z,68.00,35.00
2026-04-08T13:49:00Z,68.00,35.00
2026-04-08T13:50:00Z,67.26,35.00
2026-04-08T13:51:00Z,67.00,35.00
2026-04-08T13:52:00Z,67.00,35.00
2026-04-08T13:53:00Z,67.00,35.00
2026-04-08T13:54:00Z,67.00,35.00
2026-04-08T13:55:00Z,67.00,35.00
2026-04-08T13:56:00Z,67.00,35.00
2026-04-08T13:57:00Z,67.00,35.00
2026-04-08T13:58:00Z,67.00,35.00
2026-04-08T13:59:00Z,67.00,35.00
2026-04-08T14:00:00Z,67.00,35.00
2026-04-08T14:01:00Z,67.00,35.00
2026-04-08T14:02:00Z,67.00,35.00
2026-04-08T14:04:00Z,67.00,35.00
2026-04-08T14:05:00Z,67.00,35.00
2026-04-08T14:06:00Z,67.00,35.00
2026-04-08T14:07:00Z,67.00,35.00
2026-04-08T14:09:00Z,67.00,35.00
2026-04-08T14:10:00Z,67.00,35.00
2026-04-08T14:11:00Z,67.00,35.00
2026-04-08T14:12:00Z,67.00,35.00
2026-04-08T14:14:00Z,66.25,35.00
2026-04-08T14:15:00Z,65.00,35.00
2026-04-08T14:16:00Z,67.00,35.00
2026-04-08T14:17:00Z,67.00,35.00
2026-04-08T14:18:00Z,67.00,34.00
2026-04-08T14:21:00Z,67.00,34.00
