# event_ticker=KXATPMATCH-25JUL19CERBUS
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Juan Manuel Cerundolo
# fav_player=Ignacio Buse
# dog_player=Juan Manuel Cerundolo
# kalshi_date=2025-07-19
timestamp,Ignacio Buse,Juan Manuel Cerundolo
2025-07-18T23:23:00Z,,60.00
2025-07-18T23:53:00Z,51.00,60.00
2025-07-19T01:39:00Z,51.00,60.00
2025-07-19T02:43:00Z,46.00,60.00
2025-07-19T02:46:00Z,46.00,60.00
2025-07-19T02:47:00Z,46.00,60.00
2025-07-19T03:11:00Z,46.00,60.00
2025-07-19T03:16:00Z,46.00,60.00
2025-07-19T03:22:00Z,46.00,60.00
2025-07-19T03:41:00Z,46.00,60.00
2025-07-19T03:48:00Z,46.00,60.00
2025-07-19T03:49:00Z,46.00,60.00
2025-07-19T03:52:00Z,46.00,60.00
2025-07-19T03:53:00Z,46.00,60.00
2025-07-19T03:56:00Z,46.00,60.00
2025-07-19T04:01:00Z,46.00,60.00
2025-07-19T04:06:00Z,46.00,60.00
2025-07-19T04:12:00Z,46.00,54.00
2025-07-19T04:18:00Z,46.00,60.00
2025-07-19T04:19:00Z,46.00,58.00
2025-07-19T04:24:00Z,46.00,58.00
2025-07-19T04:25:00Z,46.00,58.00
2025-07-19T04:26:00Z,46.00,58.00
2025-07-19T04:31:00Z,46.00,58.00
2025-07-19T04:32:00Z,46.00,58.00
2025-07-19T04:33:00Z,46.00,58.00
2025-07-19T04:37:00Z,46.00,58.00
2025-07-19T04:38:00Z,46.00,58.00
2025-07-19T04:39:00Z,46.00,58.00
2025-07-19T04:41:00Z,46.00,58.00
2025-07-19T04:44:00Z,46.00,63.33
2025-07-19T04:46:00Z,45.00,63.33
2025-07-19T04:47:00Z,45.00,65.00
2025-07-19T04:48:00Z,44.00,65.00
2025-07-19T04:49:00Z,44.00,65.00
2025-07-19T04:50:00Z,44.00,64.08
2025-07-19T04:51:00Z,44.00,65.00
2025-07-19T04:54:00Z,44.55,64.00
2025-07-19T04:55:00Z,44.55,64.00
2025-07-19T04:57:00Z,44.00,63.00
2025-07-19T05:05:00Z,44.00,61.00
2025-07-19T05:11:00Z,39.00,61.00
2025-07-19T05:14:00Z,39.00,60.00
2025-07-19T05:15:00Z,39.00,60.00
2025-07-19T05:16:00Z,39.00,55.00
2025-07-19T05:20:00Z,39.00,60.00
2025-07-19T05:23:00Z,39.00,60.00
2025-07-19T05:26:00Z,39.00,60.00
2025-07-19T05:27:00Z,39.00,60.00
2025-07-19T05:40:00Z,44.00,60.00
2025-07-19T05:43:00Z,44.00,60.00
2025-07-19T05:44:00Z,44.00,60.00
2025-07-19T05:47:00Z,44.00,60.00
2025-07-19T05:52:00Z,43.00,60.00
2025-07-19T05:54:00Z,43.00,60.00
2025-07-19T05:58:00Z,43.00,60.00
2025-07-19T06:09:00Z,43.00,60.00
2025-07-19T06:11:00Z,43.00,60.00
2025-07-19T06:20:00Z,43.00,60.00
2025-07-19T06:23:00Z,43.00,60.00
2025-07-19T06:29:00Z,43.00,60.00
2025-07-19T06:30:00Z,43.00,60.00
2025-07-19T06:33:00Z,43.00,57.78
2025-07-19T06:34:00Z,43.00,59.00
2025-07-19T06:40:00Z,43.96,59.34
2025-07-19T06:41:00Z,45.00,56.81
2025-07-19T06:42:00Z,42.00,63.91
2025-07-19T06:43:00Z,42.00,62.00
2025-07-19T06:44:00Z,44.00,62.00
2025-07-19T06:46:00Z,43.00,62.00
2025-07-19T06:47:00Z,44.00,62.00
2025-07-19T06:49:00Z,44.00,59.00
2025-07-19T06:52:00Z,44.00,60.00
2025-07-19T06:53:00Z,44.00,60.95
2025-07-19T06:55:00Z,44.00,61.00
2025-07-19T06:56:00Z,44.00,63.00
2025-07-19T06:59:00Z,44.00,62.00
2025-07-19T07:00:00Z,43.65,60.93
2025-07-19T12:01:00Z,1.00,99.00
